,between,brakel,and,what,other,city,can,the,most,landward,tidal,influence,be,detected,?
at,0.3328663110733032,0.11972495168447495,0.3571503460407257,0.2838611304759979,0.24329762160778046,0.2310783565044403,0.16641086339950562,0.457212895154953,0.22451047599315643,0.27980321645736694,0.17066746950149536,0.130533367395401,0.30379733443260193,0.23106025159358978,0.21978627145290375
the,0.39067012071609497,0.13394665718078613,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.35769423842430115,0.312528520822525,1.0,0.47635307908058167,0.38876914978027344,0.24193012714385986,0.3039984107017517,0.4248143136501312,0.28185898065567017,0.22068053483963013
waal,0.2467694878578186,0.3740819990634918,0.2400875836610794,0.18199798464775085,0.16507025063037872,0.12829069793224335,0.13507995009422302,0.14903073012828827,0.11019241809844971,0.30627694725990295,0.2748214900493622,0.1703195720911026,0.07761871069669724,0.15067434310913086,0.11904393881559372
",",0.27714940905570984,0.1627621352672577,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.35839709639549255,0.3139454126358032,0.4933079481124878,0.3636029064655304,0.3420868217945099,0.1638166606426239,0.2585834860801697,0.39254459738731384,0.2027575522661209,0.31091248989105225
for,0.24671313166618347,0.11397048830986023,0.5064792633056641,0.3017193675041199,0.3273986279964447,0.18687109649181366,0.35690054297447205,0.4739971458911896,0.3906237483024597,0.2634093165397644,0.14824125170707703,0.22429068386554718,0.3801851272583008,0.19376333057880402,0.264628142118454
example,0.23803876340389252,0.10008195787668228,0.35305824875831604,0.3456268310546875,0.42318204045295715,0.15744195878505707,0.5023694038391113,0.3755223751068115,0.3754276633262634,0.23753681778907776,0.162894606590271,0.2714749276638031,0.4382762610912323,0.2404111921787262,0.30374911427497864
",",0.27714940905570984,0.1627621352672577,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.35839709639549255,0.3139454126358032,0.4933079481124878,0.3636029064655304,0.3420868217945099,0.1638166606426239,0.2585834860801697,0.39254459738731384,0.2027575522661209,0.31091248989105225
the,0.39067012071609497,0.13394665718078613,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.35769423842430115,0.312528520822525,1.0,0.47635307908058167,0.38876914978027344,0.24193012714385986,0.3039984107017517,0.4248143136501312,0.28185898065567017,0.22068053483963013
most,0.24144990742206573,0.07509040087461472,0.4309377074241638,0.3219912350177765,0.4585079252719879,0.24853192269802094,0.3452373743057251,0.47635307908058167,1.0,0.2319478690624237,0.17266306281089783,0.27658534049987793,0.3381733000278473,0.18038921058177948,0.2107497900724411
landward,0.21462559700012207,0.29011180996894836,0.378169983625412,0.33326175808906555,0.2558436691761017,0.2974678575992584,0.22611504793167114,0.38876914978027344,0.2319478690624237,1.0,0.3455665111541748,0.24122968316078186,0.23443610966205597,0.30307093262672424,0.22270627319812775
tidal,0.252280056476593,0.21428105235099792,0.21580849587917328,0.1302003264427185,0.19475451111793518,0.1252775490283966,0.2412562519311905,0.24193012714385986,0.17266306281089783,0.3455665111541748,1.0000001192092896,0.2692807912826538,0.20541881024837494,0.29453518986701965,0.10142207890748978
influence,0.19507549703121185,0.04756210744380951,0.34756016731262207,0.2790174186229706,0.2993001341819763,0.23812642693519592,0.14030145108699799,0.3039984107017517,0.27658534049987793,0.24122968316078186,0.2692807912826538,1.0000001192092896,0.2478046864271164,0.1905764937400818,0.14200882613658905
can,0.23827335238456726,0.1109839603304863,0.3675691485404968,0.34502777457237244,0.454561322927475,0.11363761872053146,1.0,0.312528520822525,0.3452373743057251,0.22611504793167114,0.2412562519311905,0.14030145108699799,0.5791122913360596,0.29904064536094666,0.3226337134838104
be,0.2079806923866272,0.07996030151844025,0.41766801476478577,0.3929833769798279,0.4629868268966675,0.11616156995296478,0.5791122913360596,0.4248143136501312,0.3381733000278473,0.23443610966205597,0.20541881024837494,0.2478046864271164,1.0,0.30555999279022217,0.3324260413646698
detected,0.17990145087242126,0.18057431280612946,0.2067824900150299,0.2134944349527359,0.24618272483348846,0.08788744360208511,0.29904064536094666,0.28185898065567017,0.18038921058177948,0.30307093262672424,0.29453518986701965,0.1905764937400818,0.30555999279022217,1.0,0.21156318485736847
between,0.9999999403953552,0.10293413698673248,0.40645647048950195,0.2462156116962433,0.30660146474838257,0.1765531599521637,0.23827335238456726,0.39067012071609497,0.24144990742206573,0.21462559700012207,0.252280056476593,0.19507549703121185,0.2079806923866272,0.17990145087242126,0.12887074053287506
brakel,0.10293413698673248,1.0,0.11334569752216339,0.08837960660457611,0.08389458805322647,0.16199807822704315,0.1109839603304863,0.13394665718078613,0.07509040087461472,0.29011180996894836,0.21428105235099792,0.04756210744380951,0.07996030151844025,0.18057431280612946,0.09867001324892044
and,0.40645647048950195,0.11334569752216339,1.0,0.31309178471565247,0.5504306554794312,0.2827445864677429,0.3675691485404968,0.5171257257461548,0.4309377074241638,0.378169983625412,0.21580849587917328,0.34756016731262207,0.41766801476478577,0.2067824900150299,0.20544172823429108
zaltbommel,0.17765995860099792,0.36938729882240295,0.28659936785697937,0.24934843182563782,0.19918330013751984,0.3317725360393524,0.1458774358034134,0.2833401560783386,0.21606813371181488,0.3462667465209961,0.17796263098716736,0.18621467053890228,0.1938290148973465,0.1488932967185974,0.24334123730659485
.,0.30295518040657043,0.1278492659330368,0.588965117931366,0.3567904531955719,0.41511186957359314,0.29856356978416443,0.35783761739730835,0.5934505462646484,0.35404038429260254,0.365503191947937,0.1947917640209198,0.2734014391899109,0.4383580684661865,0.245070219039917,0.4130953550338745
