,what,characteristic,in,recent,years,has,been,strongly,tied,with,health,in,developed,countries,?
in,0.30808621644973755,0.2336774468421936,1.0,0.2857761085033417,0.33554986119270325,0.4173259735107422,0.3515113592147827,0.21089641749858856,0.19519025087356567,0.4080928862094879,0.2500189542770386,1.0,0.2498214840888977,0.3027990758419037,0.20430970191955566
recent,0.24256184697151184,0.25562402606010437,0.2857761085033417,1.0,0.323293000459671,0.3722807466983795,0.4627731740474701,0.18402345478534698,0.18773037195205688,0.2035779356956482,0.23686859011650085,0.2857761085033417,0.18507951498031616,0.2132817804813385,0.2544887959957123
years,0.1981470286846161,0.07244294136762619,0.33554986119270325,0.323293000459671,1.0,0.25622743368148804,0.36026424169540405,0.17609132826328278,0.13766156136989594,0.21224987506866455,0.17987096309661865,0.33554986119270325,0.22479642927646637,0.24109303951263428,0.1914375126361847
the,0.42745697498321533,0.28210532665252686,0.6662389636039734,0.31046223640441895,0.2912273406982422,0.4177538752555847,0.3563927710056305,0.2760447859764099,0.24453675746917725,0.4223487675189972,0.2340974360704422,0.6662389636039734,0.24490751326084137,0.33290645480155945,0.22068053483963013
characteristic,0.2773447632789612,1.0,0.2336774468421936,0.25562402606010437,0.07244294136762619,0.29207637906074524,0.2365797758102417,0.33625006675720215,0.1927727460861206,0.30304741859436035,0.1930176019668579,0.2336774468421936,0.3135034143924713,0.23984414339065552,0.12125537544488907
that,0.6297725439071655,0.3676197826862335,0.435920387506485,0.3408474624156952,0.27599525451660156,0.41272613406181335,0.4152003228664398,0.43984687328338623,0.2743609547615051,0.4154358208179474,0.26122716069221497,0.435920387506485,0.29926979541778564,0.31063947081565857,0.32716336846351624
has,0.20338068902492523,0.29207637906074524,0.4173259735107422,0.3722807466983795,0.25622743368148804,1.0,0.6162750124931335,0.2545773684978485,0.16990259289741516,0.44092974066734314,0.22902096807956696,0.4173259735107422,0.2396264225244522,0.26221421360969543,0.15994466841220856
strongly,0.33651110529899597,0.33625006675720215,0.21089641749858856,0.18402345478534698,0.17609132826328278,0.2545773684978485,0.33491310477256775,1.0,0.16726267337799072,0.35296630859375,0.22572222352027893,0.21089641749858856,0.24523824453353882,0.1654897779226303,0.1874239444732666
correlated,0.276222825050354,0.39958456158638,0.23095965385437012,0.3386700749397278,0.17582190036773682,0.24218708276748657,0.30105599761009216,0.2978477478027344,0.26500532031059265,0.26813820004463196,0.21661525964736938,0.23095965385437012,0.24764001369476318,0.21533824503421783,0.21943213045597076
with,0.2464839518070221,0.30304741859436035,0.4080928862094879,0.2035779356956482,0.21224987506866455,0.44092974066734314,0.2804456949234009,0.35296630859375,0.30813896656036377,0.9999999403953552,0.21318627893924713,0.4080928862094879,0.257305771112442,0.33792537450790405,0.2433311939239502
health,0.21460163593292236,0.1930176019668579,0.2500189542770386,0.23686859011650085,0.17987096309661865,0.22902096807956696,0.20925557613372803,0.22572222352027893,0.08528219163417816,0.21318627893924713,1.0000001192092896,0.2500189542770386,0.13475114107131958,0.25483372807502747,0.16094304621219635
in,0.30808621644973755,0.2336774468421936,1.0,0.2857761085033417,0.33554986119270325,0.4173259735107422,0.3515113592147827,0.21089641749858856,0.19519025087356567,0.4080928862094879,0.2500189542770386,1.0,0.2498214840888977,0.3027990758419037,0.20430970191955566
developed,0.15555569529533386,0.3135034143924713,0.2498214840888977,0.18507951498031616,0.22479642927646637,0.2396264225244522,0.2608605623245239,0.24523824453353882,0.20799078047275543,0.257305771112442,0.13475114107131958,0.2498214840888977,1.0000001192092896,0.2739724814891815,0.10763012617826462
countries,0.22319257259368896,0.23984414339065552,0.3027990758419037,0.2132817804813385,0.24109303951263428,0.26221421360969543,0.27339351177215576,0.1654897779226303,0.1543886661529541,0.33792537450790405,0.25483372807502747,0.3027990758419037,0.2739724814891815,0.9999999403953552,0.15128466486930847
is,0.28837618231773376,0.2790224850177765,0.5394441485404968,0.2643822133541107,0.19551363587379456,0.5668748617172241,0.39566612243652344,0.26355767250061035,0.1781301349401474,0.3250955045223236,0.1864514946937561,0.5394441485404968,0.21550270915031433,0.254234254360199,0.22961433231830597
income,0.21837803721427917,0.24114900827407837,0.1795814335346222,0.23530134558677673,0.21932251751422882,0.20378613471984863,0.14217017590999603,0.1534767597913742,0.15642419457435608,0.19497792422771454,0.33056288957595825,0.1795814335346222,0.16156300902366638,0.2989959716796875,0.14935168623924255
inequality,0.30072227120399475,0.2916725277900696,0.19402410089969635,0.20631040632724762,0.1374359279870987,0.16442200541496277,0.16347423195838928,0.29206621646881104,0.14014098048210144,0.2160445749759674,0.3470330834388733,0.19402410089969635,0.18421705067157745,0.2820434868335724,0.23619021475315094
.,0.3567904531955719,0.2017466127872467,0.5591574311256409,0.25904062390327454,0.31919315457344055,0.4105546176433563,0.33645182847976685,0.3010447323322296,0.16254320740699768,0.4446153938770294,0.25832483172416687,0.5591574311256409,0.2569568455219269,0.27938392758369446,0.4130953550338745
