,what,medical,appliance,can,be,a,concern,for,oxygen,toxicity,?
this,0.5489566326141357,0.22871895134449005,0.271431565284729,0.4006461203098297,0.566177248954773,0.5422310829162598,0.3668348789215088,0.5082864165306091,0.31131085753440857,0.2890166938304901,0.3155723512172699
is,0.28837618231773376,0.22198186814785004,0.2318788468837738,0.44256699085235596,0.4819129705429077,0.658733606338501,0.2359357625246048,0.43268078565597534,0.21825239062309265,0.28579196333885193,0.22961433231830597
not,0.5449194312095642,0.23406864702701569,0.22049745917320251,0.49270012974739075,0.5788898468017578,0.3791346549987793,0.3516327738761902,0.39280617237091064,0.2703026235103607,0.3420284390449524,0.41942933201789856
a,0.3320399522781372,0.20945803821086884,0.2603006958961487,0.3915780484676361,0.39883795380592346,1.0,0.23163463175296783,0.44038116931915283,0.21662019193172455,0.22237616777420044,0.23916715383529663
problem,0.42183366417884827,0.23921562731266022,0.28512081503868103,0.36370179057121277,0.347878634929657,0.2605542540550232,0.4810889661312103,0.2661307752132416,0.23895393311977386,0.3482070863246918,0.3762950301170349
except,0.2278055101633072,0.12150390446186066,0.14867106080055237,0.287631630897522,0.30725085735321045,0.18728198111057281,0.26691576838493347,0.2858213484287262,0.13397662341594696,0.1332152932882309,0.16405975818634033
for,0.3017193675041199,0.27440404891967773,0.30364495515823364,0.35690054297447205,0.3801851272583008,0.44038116931915283,0.3286464810371399,0.9999999403953552,0.22718772292137146,0.2296115905046463,0.264628142118454
patients,0.28700166940689087,0.5262601971626282,0.26185378432273865,0.29884251952171326,0.3054943382740021,0.21911826729774475,0.24543949961662292,0.2890855669975281,0.3845818340778351,0.41139233112335205,0.17145128548145294
on,0.34226128458976746,0.2253650575876236,0.23625262081623077,0.2772369682788849,0.37900757789611816,0.3848365545272827,0.176092728972435,0.36199691891670227,0.2008662223815918,0.13891443610191345,0.2714994251728058
mechanical,0.22318285703659058,0.31988054513931274,0.4641999900341034,0.22951143980026245,0.25370803475379944,0.3179347515106201,0.20167279243469238,0.25079894065856934,0.1973392814397812,0.30841249227523804,0.10079140216112137
ventilators,0.25122565031051636,0.363300085067749,0.47375592589378357,0.4090944528579712,0.3209553062915802,0.2275785505771637,0.2506377696990967,0.25953319668769836,0.39169058203697205,0.32365158200263977,0.18414758145809174
",",0.3087472915649414,0.2597777843475342,0.22171062231063843,0.3139454126358032,0.39254459738731384,0.427140474319458,0.2630102038383484,0.4464869201183319,0.21812842786312103,0.2698010504245758,0.31091248989105225
since,0.29783400893211365,0.11265134066343307,0.21083176136016846,0.24201272428035736,0.3591734766960144,0.3303585946559906,0.2870607078075409,0.36751601099967957,0.21690857410430908,0.17095226049423218,0.2876587212085724
gas,0.20887799561023712,0.1978779435157776,0.3441311717033386,0.25436607003211975,0.2750326097011566,0.26485589146614075,0.2238529473543167,0.2126288264989853,0.45564013719558716,0.33052295446395874,0.1582372784614563
supplied,0.148319274187088,0.2547394335269928,0.36862364411354065,0.22077655792236328,0.2841472327709198,0.19202668964862823,0.21211428940296173,0.26171043515205383,0.2655673623085022,0.18911536037921906,0.08668285608291626
through,0.23167094588279724,0.20497791469097137,0.24897751212120056,0.33144164085388184,0.290402352809906,0.3399752974510193,0.19518445432186127,0.3172857463359833,0.2961564362049103,0.16409799456596375,0.16913433372974396
oxygen,0.16781960427761078,0.21443094313144684,0.23080973327159882,0.3056217133998871,0.28851351141929626,0.21662019193172455,0.16989760100841522,0.22718772292137146,0.9999999403953552,0.47035717964172363,0.16786395013332367
masks,0.2560511827468872,0.2512451708316803,0.20555032789707184,0.23431864380836487,0.2187974900007248,0.19002071022987366,0.12012477964162827,0.2221754938364029,0.28744083642959595,0.18831512331962585,0.17134486138820648
in,0.30808621644973755,0.25996583700180054,0.19417715072631836,0.26527702808380127,0.3481820821762085,0.539380669593811,0.21638604998588562,0.4322226941585541,0.1672476977109909,0.21466875076293945,0.20430970191955566
medical,0.2389855533838272,1.0,0.29698166251182556,0.22564342617988586,0.22872735559940338,0.20945803821086884,0.1910485178232193,0.27440404891967773,0.21443094313144684,0.3176470696926117,0.13234087824821472
applications,0.20821766555309296,0.27173173427581787,0.6601366996765137,0.4060838520526886,0.3143751323223114,0.2877165377140045,0.28197652101516724,0.35100895166397095,0.24149829149246216,0.28454524278640747,0.19125857949256897
is,0.28837618231773376,0.22198186814785004,0.2318788468837738,0.44256699085235596,0.4819129705429077,0.658733606338501,0.2359357625246048,0.43268078565597534,0.21825239062309265,0.28579196333885193,0.22961433231830597
typically,0.2460547685623169,0.1876291185617447,0.3866804540157318,0.4739748239517212,0.4431031346321106,0.37909039855003357,0.23068471252918243,0.3479194939136505,0.2898569405078888,0.29951560497283936,0.14485043287277222
composed,0.14231626689434052,0.02040748856961727,0.10655874013900757,0.07369678467512131,0.16653551161289215,0.20229825377464294,0.06846218556165695,0.21257592737674713,0.20973333716392517,0.11825789511203766,0.0784355029463768
of,0.33290785551071167,0.2826511859893799,0.21625617146492004,0.2603091299533844,0.33904364705085754,0.5052502155303955,0.23287762701511383,0.4185989499092102,0.16848602890968323,0.22925862669944763,0.1826142966747284
only,0.41415658593177795,0.23871541023254395,0.2590183615684509,0.43433451652526855,0.46042704582214355,0.47549712657928467,0.3000558316707611,0.49157920479774475,0.30512404441833496,0.2925072908401489,0.2767370045185089
30,-0.04443084076046944,-0.01670757681131363,0.0225734431296587,-0.03273005411028862,0.08530759066343307,-0.003403416834771633,-0.06629558652639389,0.005358967464417219,0.01225299946963787,-0.08749248832464218,-0.08261742442846298
%,0.20738190412521362,0.06752178072929382,0.26964494585990906,0.17611722648143768,0.16802801191806793,0.17798779904842377,0.23314520716667175,0.16658860445022583,0.25139331817626953,0.2532455027103424,0.21441808342933655
–50,-0.07660719007253647,-0.090012326836586,-0.013760888949036598,-0.07891549915075302,-0.09677671641111374,-0.10916370898485184,-0.026853499934077263,-0.10074988007545471,-0.0040940516628324986,-0.06713908910751343,-0.11680755019187927
%,0.20738190412521362,0.06752178072929382,0.26964494585990906,0.17611722648143768,0.16802801191806793,0.17798779904842377,0.23314520716667175,0.16658860445022583,0.25139331817626953,0.2532455027103424,0.21441808342933655
o,0.1489914506673813,0.09452234953641891,0.10787533968687057,0.13634033501148224,0.14611780643463135,0.18840523064136505,0.10183431953191757,0.140855610370636,0.2476140707731247,0.16206879913806915,0.23868927359580994
