,what,does,the,wessel-datteln,canal,run,parallel,to,?
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.274377703666687,0.25331923365592957,0.26368704438209534,0.20074914395809174,0.45010748505592346,0.20430970191955566
wesel,0.14610527455806732,0.09361947327852249,0.2688356637954712,0.7213631868362427,0.2794830799102783,0.1261148452758789,0.14941167831420898,0.14649826288223267,0.13946764171123505
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.31878960132598877,0.21654076874256134,0.2309936285018921,0.1709916889667511,0.44245919585227966,0.31091248989105225
30,-0.04443084076046944,-0.05975762754678726,0.0730796679854393,0.07111313194036484,-0.024915510788559914,0.04094322398304939,0.07604863494634628,0.06848903745412827,-0.08261742442846298
km,0.1805391013622284,0.012100671418011189,0.21376769244670868,0.33797964453697205,0.31228065490722656,0.20407164096832275,0.1838192194700241,0.19593966007232666,0.08180338144302368
downstream,0.1729995161294937,0.21255452930927277,0.3056260943412781,0.3130383789539337,0.38706958293914795,0.24286478757858276,0.3306075930595398,0.28237220644950867,0.10389719903469086
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3349565267562866,0.18671196699142456,0.2272813767194748,0.23076768219470978,0.41548454761505127,0.1826142966747284
duisburg,0.144659623503685,0.12347636371850967,0.2369861900806427,0.4899582862854004,0.2556917667388916,0.1293714940547943,0.16332969069480896,0.14863340556621552,0.18542204797267914
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.31878960132598877,0.21654076874256134,0.2309936285018921,0.1709916889667511,0.44245919585227966,0.31091248989105225
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.23616734147071838,0.1789478063583374,0.20717166364192963,0.17405718564987183,0.42745086550712585,0.22961433231830597
located,0.2034616470336914,0.20630888640880585,0.407527357339859,0.2297586351633072,0.2618555426597595,0.1602577418088913,0.24215523898601532,0.20850814878940582,0.08983194828033447
the,0.42745697498321533,0.35928019881248474,1.0,0.3317757844924927,0.26047348976135254,0.27883726358413696,0.26065152883529663,0.535392165184021,0.22068053483963013
western,0.2454150915145874,0.12355383485555649,0.37920868396759033,0.2859667241573334,0.16062943637371063,0.0838799700140953,0.1762760728597641,0.18838192522525787,0.17439141869544983
end,0.29234179854393005,0.15173913538455963,0.39658910036087036,0.2297089397907257,0.18090738356113434,0.2521556317806244,0.28698205947875977,0.3229445815086365,0.12543344497680664
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3349565267562866,0.18671196699142456,0.2272813767194748,0.23076768219470978,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.3317757844924927,0.26047348976135254,0.27883726358413696,0.26065152883529663,0.535392165184021,0.22068053483963013
second,0.19948028028011322,0.18026727437973022,0.4620301127433777,0.211872398853302,0.14342108368873596,0.22182999551296234,0.1791401356458664,0.3098561465740204,0.17239587008953094
east-west,0.22941988706588745,0.1699923872947693,0.3887042999267578,0.3817197382450104,0.3035208284854889,0.18455557525157928,0.21302112936973572,0.28669580817222595,0.17539338767528534
shipping,0.165150985121727,0.14321041107177734,0.2677045166492462,0.3110117018222809,0.35202303528785706,0.22402548789978027,0.20126792788505554,0.29718175530433655,0.1596645563840866
route,0.23103561997413635,0.1639961153268814,0.22322526574134827,0.25238728523254395,0.28669002652168274,0.18769755959510803,0.26321879029273987,0.2605549395084381,0.10957027226686478
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.31878960132598877,0.21654076874256134,0.2309936285018921,0.1709916889667511,0.44245919585227966,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.3317757844924927,0.26047348976135254,0.27883726358413696,0.26065152883529663,0.535392165184021,0.22068053483963013
wesel-datteln,0.14491824805736542,0.09420622140169144,0.29305317997932434,0.907967746257782,0.3494313061237335,0.16714659333229065,0.19108587503433228,0.17144984006881714,0.17133697867393494
canal,0.07927161455154419,0.08189981430768967,0.26047348976135254,0.33526837825775146,1.0,0.15712003409862518,0.21026137471199036,0.15252184867858887,0.1123519018292427
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.31878960132598877,0.21654076874256134,0.2309936285018921,0.1709916889667511,0.44245919585227966,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.6521818041801453,0.24079075455665588,0.22096513211727142,0.32898253202438354,0.3464367389678955,0.5345056653022766,0.25814583897590637
runs,0.17057748138904572,0.2957790493965149,0.30832576751708984,0.23226776719093323,0.24868330359458923,0.6555101275444031,0.3276357054710388,0.16705270111560822,0.08094297349452972
parallel,0.23414644598960876,0.20213265717029572,0.26065152883529663,0.22606943547725677,0.21026137471199036,0.2581970989704132,1.0000001192092896,0.23975737392902374,0.13566309213638306
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2231438159942627,0.15252184867858887,0.2691870927810669,0.23975737392902374,1.0,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,1.0,0.3317757844924927,0.26047348976135254,0.27883726358413696,0.26065152883529663,0.535392165184021,0.22068053483963013
lippe,0.07081355154514313,0.09655474871397018,0.20516513288021088,0.5357316732406616,0.251412034034729,0.03871096670627594,0.08455082029104233,0.16382090747356415,0.08111987262964249
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.29110750555992126,0.20299389958381653,0.2739698588848114,0.1835920661687851,0.4645031690597534,0.4130953550338745
