,stephen,eildmann,cites,the,oldest,known,example,of,civil,disobedience,in,what,part,of,the,bible,?
by,0.2739676833152771,0.2270393967628479,0.16083267331123352,0.4408751428127289,0.1444724202156067,0.24461808800697327,0.29030951857566833,0.3646814823150635,0.15479567646980286,0.2563513219356537,0.370934396982193,0.2455483376979828,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.19745492935180664,0.17966607213020325
this,0.12742115557193756,0.19298166036605835,0.29178494215011597,0.6274310946464539,0.16659577190876007,0.24229489266872406,0.4614826440811157,0.45148900151252747,0.24196121096611023,0.3574272096157074,0.45205554366111755,0.5489566326141357,0.38220882415771484,0.45148900151252747,0.6274310946464539,0.25184938311576843,0.3155723512172699
definition,0.10615414381027222,0.14487573504447937,0.28297922015190125,0.23176956176757812,0.11291074752807617,0.21040338277816772,0.4240194857120514,0.24912455677986145,0.11440393328666687,0.20017720758914948,0.20306213200092316,0.330344021320343,0.2687399089336395,0.24912455677986145,0.23176956176757812,0.1446676105260849,0.2796523869037628
",",0.21708473563194275,0.31518954038619995,0.22610801458358765,0.4933079481124878,0.23638197779655457,0.3604377806186676,0.3094974756240845,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.18640878796577454,0.31091248989105225
civil,0.21145133674144745,0.1762174516916275,0.15769588947296143,0.2477465271949768,0.09821687638759613,0.1591797024011612,0.2001555860042572,0.24698495864868164,1.0,0.5442691445350647,0.26466667652130127,0.15091551840305328,0.12337565422058105,0.24698495864868164,0.2477465271949768,0.17501895129680634,0.1494513899087906
disobedience,0.18352051079273224,0.24080055952072144,0.22332441806793213,0.30963727831840515,0.13601447641849518,0.1952049732208252,0.24911116063594818,0.31932318210601807,0.5442691445350647,1.0,0.3054615259170532,0.3298627436161041,0.20186325907707214,0.31932318210601807,0.30963727831840515,0.3708484470844269,0.19890835881233215
could,0.13887383043766022,0.12733601033687592,0.15909816324710846,0.35393214225769043,0.1404750794172287,0.14500167965888977,0.3105258345603943,0.29043012857437134,0.16472849249839783,0.2661627531051636,0.29357993602752686,0.4188697934150696,0.22508125007152557,0.29043012857437134,0.35393214225769043,0.2806817293167114,0.3411986827850342
be,0.1669268012046814,0.1895071268081665,0.22255940735340118,0.4248143136501312,0.1469913125038147,0.15196610987186432,0.4382762610912323,0.33904364705085754,0.18061059713363647,0.2944406270980835,0.3481820821762085,0.3929833769798279,0.24258971214294434,0.33904364705085754,0.4248143136501312,0.25201117992401123,0.3324260413646698
traced,0.12103299796581268,0.13674640655517578,0.20467612147331238,0.34548765420913696,0.27580928802490234,0.2829975187778473,0.1851203441619873,0.325751930475235,0.12797248363494873,0.16463902592658997,0.26159778237342834,0.22912096977233887,0.22447799146175385,0.325751930475235,0.34548765420913696,0.22479739785194397,0.10152046382427216
back,0.08500479906797409,0.18685132265090942,0.14156199991703033,0.3612101674079895,0.13736143708229065,0.08700593560934067,0.18256579339504242,0.23051875829696655,0.14106428623199463,0.13250015676021576,0.25397348403930664,0.2965294420719147,0.2614932954311371,0.23051875829696655,0.3612101674079895,0.11968722939491272,0.2397768795490265
to,0.1423051357269287,0.14036859571933746,0.20077750086784363,0.535392165184021,0.16884976625442505,0.14337651431560516,0.3451666533946991,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.45010748505592346,0.455847829580307,0.2875264883041382,0.41548454761505127,0.535392165184021,0.22778454422950745,0.29463258385658264
the,0.16396762430667877,0.22503367066383362,0.20063120126724243,1.0,0.30836519598960876,0.3624623417854309,0.3755223751068115,0.733189046382904,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.27647915482521057,0.22068053483963013
book,0.22170232236385345,0.2884339392185211,0.2385198175907135,0.2652374505996704,0.13523511588573456,0.15559889376163483,0.1851188838481903,0.22602593898773193,0.18018245697021484,0.2950320243835449,0.2527170181274414,0.2872225046157837,0.1865677535533905,0.22602593898773193,0.2652374505996704,0.4712551534175873,0.20572158694267273
of,0.19313211739063263,0.18069536983966827,0.1905544400215149,0.733189046382904,0.33351290225982666,0.35814476013183594,0.3570667505264282,1.0,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.25664499402046204,0.1826142966747284
exodus,0.11804825067520142,0.206016406416893,0.2308398336172104,0.21896156668663025,0.08848420530557632,0.10561931133270264,0.22082099318504333,0.19406749308109283,0.14244838058948517,0.33255431056022644,0.18158988654613495,0.25344720482826233,0.17696288228034973,0.19406749308109283,0.21896156668663025,0.39181527495384216,0.14324861764907837
",",0.21708473563194275,0.31518954038619995,0.22610801458358765,0.4933079481124878,0.23638197779655457,0.3604377806186676,0.3094974756240845,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.18640878796577454,0.31091248989105225
where,0.10326791554689407,0.164750337600708,0.09341894835233688,0.5003893971443176,0.18776172399520874,0.22275541722774506,0.3688216209411621,0.38066378235816956,0.13912323117256165,0.20790143311023712,0.5344807505607605,0.4457937180995941,0.3328706920146942,0.38066378235816956,0.5003893971443176,0.22658833861351013,0.24793872237205505
shiphrah,0.20226074755191803,0.24180984497070312,0.18756380677223206,0.3053118884563446,0.1568465232849121,0.18429780006408691,0.21745619177818298,0.25155171751976013,0.19437800347805023,0.2974085211753845,0.23373448848724365,0.23642927408218384,0.20123305916786194,0.25155171751976013,0.3053118884563446,0.38210156559944153,0.23365181684494019
and,0.1940028816461563,0.2537977993488312,0.2847171127796173,0.5171257257461548,0.19885091483592987,0.3468935489654541,0.35305824875831604,0.5116966962814331,0.25259146094322205,0.3041999638080597,0.4954058527946472,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.1976928561925888,0.20544172823429108
puah,0.10567747056484222,0.11515443027019501,0.19344042241573334,0.2934013605117798,0.14080257713794708,0.1987408846616745,0.19939279556274414,0.23883818089962006,0.16864220798015594,0.15997879207134247,0.22751453518867493,0.22840669751167297,0.22459188103675842,0.23883818089962006,0.2934013605117798,0.34228551387786865,0.1579752117395401
refused,0.2076568752527237,0.15243840217590332,0.13932602107524872,0.2606237530708313,0.06185629591345787,0.15971878170967102,0.1175941526889801,0.21729640662670135,0.23475630581378937,0.43099918961524963,0.2417421191930771,0.19773393869400024,0.14246326684951782,0.21729640662670135,0.2606237530708313,0.15408773720264435,0.14580921828746796
a,0.18099015951156616,0.18613284826278687,0.14867077767848969,0.5829201340675354,0.2483421117067337,0.30882248282432556,0.40234753489494324,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.539380669593811,0.3320399522781372,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.15878930687904358,0.23916715383529663
direct,0.08388491719961166,0.10729943215847015,0.14711664617061615,0.3262479901313782,0.07310868054628372,0.1718553900718689,0.2856757640838623,0.2533726394176483,0.09565252810716629,0.209270641207695,0.1965816169977188,0.26271191239356995,0.19520241022109985,0.2533726394176483,0.3262479901313782,0.16849391162395477,0.18476411700248718
order,0.07154060155153275,0.15134373307228088,0.15171772241592407,0.3284194767475128,0.1612168252468109,0.13902397453784943,0.22964037954807281,0.31287699937820435,0.16059473156929016,0.29717501997947693,0.24184700846672058,0.16634008288383484,0.12520186603069305,0.31287699937820435,0.3284194767475128,0.1544996201992035,0.13725648820400238
of,0.19313211739063263,0.18069536983966827,0.1905544400215149,0.733189046382904,0.33351290225982666,0.35814476013183594,0.3570667505264282,1.0,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.25664499402046204,0.1826142966747284
pharaoh,0.1444331705570221,0.1851627677679062,0.1635286808013916,0.206037238240242,0.13798339664936066,0.15649279952049255,0.1975773572921753,0.15238142013549805,0.12106432020664215,0.25788208842277527,0.12299526482820511,0.23098188638687134,0.07697273045778275,0.15238142013549805,0.206037238240242,0.2509409785270691,0.18421317636966705
but,0.2059800624847412,0.12079484015703201,0.2932001054286957,0.4859698414802551,0.12318956106901169,0.22940602898597717,0.39983898401260376,0.39942997694015503,0.22084347903728485,0.2850637137889862,0.48674455285072327,0.5029441118240356,0.3478407561779022,0.39942997694015503,0.4859698414802551,0.255994975566864,0.27921953797340393
misrepresented,0.1700272411108017,0.158074289560318,0.2131900191307068,0.29758942127227783,0.21727384626865387,0.279646098613739,0.34304365515708923,0.34781232476234436,0.20785307884216309,0.3068811893463135,0.259551465511322,0.3218365013599396,0.1654595285654068,0.34781232476234436,0.29758942127227783,0.16626544296741486,0.32171550393104553
how,0.14709673821926117,0.1653810739517212,0.18552374839782715,0.33890387415885925,0.04958721250295639,0.16194356977939606,0.39914554357528687,0.2480744868516922,0.10494508594274521,0.27056485414505005,0.2601168751716614,0.6468034982681274,0.218691885471344,0.2480744868516922,0.33890387415885925,0.21888574957847595,0.4024120569229126
they,0.09146789461374283,0.1752043217420578,0.20939302444458008,0.49925389885902405,0.2041393369436264,0.2326948493719101,0.32425805926322937,0.3426007330417633,0.14507707953453064,0.3148254156112671,0.4330179989337921,0.4431931674480438,0.32231858372688293,0.3426007330417633,0.49925389885902405,0.24129162728786469,0.2753053903579712
did,0.1677616983652115,0.10642537474632263,0.19546817243099213,0.34736719727516174,0.14207014441490173,0.25943970680236816,0.2528466582298279,0.2513895630836487,0.17288750410079956,0.32217419147491455,0.2593238651752472,0.4259131848812103,0.23558001220226288,0.2513895630836487,0.34736719727516174,0.24923516809940338,0.3023456633090973
it,0.16451998054981232,0.14786937832832336,0.17534273862838745,0.6251175999641418,0.2199898064136505,0.2640952467918396,0.33693674206733704,0.38761502504348755,0.17707513272762299,0.2648297846317291,0.5130809545516968,0.45803478360176086,0.4648587107658386,0.38761502504348755,0.6251175999641418,0.25538355112075806,0.25732165575027466
.,0.23956622183322906,0.29709431529045105,0.24156154692173004,0.5934505462646484,0.2520267069339752,0.283290296792984,0.41217929124832153,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.5591574311256409,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.22401820123195648,0.4130953550338745
