,the,average,contractor,hired,how,many,employees,?
as,0.48381632566452026,0.1320570707321167,0.211790531873703,0.27519237995147705,0.33782753348350525,0.4070141911506653,0.18178081512451172,0.27043893933296204
of,0.733189046382904,0.23717734217643738,0.189218208193779,0.10122424364089966,0.2480744868516922,0.37253960967063904,0.2026711106300354,0.1826142966747284
2005,0.037273142486810684,0.0016741235740482807,-0.05622643977403641,0.0493849478662014,0.03437461704015732,0.10787120461463928,-0.09171755611896515,0.10709824413061142
",",0.4933079481124878,0.23098047077655792,0.24117542803287506,0.19597217440605164,0.22659391164779663,0.40610817074775696,0.17173010110855103,0.31091248989105225
there,0.47025805711746216,0.22857481241226196,0.1574665904045105,0.06314529478549957,0.3328511416912079,0.4993700683116913,0.19153273105621338,0.29405656456947327
were,0.3906462490558624,0.17036251723766327,0.16379518806934357,0.22982019186019897,0.2082374095916748,0.4804460406303406,0.2454012781381607,0.17890112102031708
about,0.37995871901512146,0.3126908242702484,0.11588209122419357,0.13710182905197144,0.44264400005340576,0.3800397515296936,0.2365851104259491,0.302409827709198
"667,000",0.015187723562121391,-0.06057580187916756,0.10942075401544571,0.194074809551239,-0.028736509382724762,-0.04951724410057068,0.007250379305332899,-0.033252179622650146
firms,0.2687743306159973,0.14670096337795258,0.3711008131504059,0.22252973914146423,0.19194918870925903,0.2960876226425171,0.41612252593040466,0.1337330937385559
employing,0.2282872349023819,0.1789708137512207,0.374424546957016,0.3471919000148773,0.2604271173477173,0.3419658839702606,0.6147211194038391,0.162472665309906
1,-0.1554475575685501,-0.08604555577039719,-0.23530952632427216,-0.33692824840545654,-0.28593507409095764,-0.19133886694908142,-0.2157047986984253,-0.249979168176651
million,0.277012437582016,0.2824518382549286,0.18783213198184967,0.16396842896938324,0.21114659309387207,0.3520967364311218,0.3121781349182129,0.23092924058437347
contractors,0.2715458869934082,0.1642673909664154,0.8499708771705627,0.3623090088367462,0.23195868730545044,0.26776108145713806,0.4959675371646881,0.10574613511562347
(,0.33289089798927307,0.20423224568367004,0.16231964528560638,0.12982143461704254,0.1676948219537735,0.1455259770154953,0.12913601100444794,0.40561532974243164
"200,000",0.11895683407783508,0.02683681808412075,0.1398334950208664,0.19244353473186493,0.025636112317442894,-0.05824293568730354,-0.0021862948779016733,-0.020140642300248146
general,0.28634732961654663,0.09746786952018738,0.17335104942321777,0.16686557233333588,0.19638104736804962,0.21976788341999054,0.11088965833187103,0.1972234547138214
contractors,0.2715458869934082,0.1642673909664154,0.8499708771705627,0.3623090088367462,0.23195868730545044,0.26776108145713806,0.4959675371646881,0.10574613511562347
",",0.4933079481124878,0.23098047077655792,0.24117542803287506,0.19597217440605164,0.22659391164779663,0.40610817074775696,0.17173010110855103,0.31091248989105225
"38,000",0.1719413697719574,-0.00727058807387948,0.11884697526693344,0.21285220980644226,0.003619760274887085,0.030950719490647316,-0.020416012033820152,0.09688519686460495
heavy,0.2532151937484741,0.19693373143672943,0.20686373114585876,0.15544430911540985,0.18659134209156036,0.3057643175125122,0.11913855373859406,0.16717074811458588
",",0.4933079481124878,0.23098047077655792,0.24117542803287506,0.19597217440605164,0.22659391164779663,0.40610817074775696,0.17173010110855103,0.31091248989105225
and,0.5171257257461548,0.2138829380273819,0.22108305990695953,0.2731825113296509,0.33647966384887695,0.5296266674995422,0.21858498454093933,0.20544172823429108
"432,000",0.10667399317026138,-0.02086506225168705,0.13494516909122467,0.1944676786661148,-0.10262631624937057,0.010100810788571835,-0.007394321728497744,-0.1005941852927208
specialty,0.28149333596229553,0.1983734518289566,0.28519272804260254,0.1836554855108261,0.23379886150360107,0.3370560109615326,0.30739715695381165,0.21990764141082764
),0.3456730246543884,0.20956556499004364,0.1697726547718048,0.12533079087734222,0.17939934134483337,0.16602720320224762,0.12812404334545135,0.42300865054130554
;,0.09152708947658539,0.09858231991529465,-0.05574559420347214,0.013251413591206074,0.07230665534734726,0.11763367056846619,0.008749203756451607,0.10349778085947037
the,1.0,0.27058175206184387,0.21471422910690308,0.20523042976856232,0.33890387415885925,0.4335206151008606,0.204413041472435,0.22068053483963013
average,0.27058175206184387,1.0,0.14264072477817535,0.10871614515781403,0.2824462950229645,0.212912455201149,0.2718263864517212,0.21764592826366425
contractor,0.21471422910690308,0.14264072477817535,0.9999999403953552,0.3910750448703766,0.19767753779888153,0.13436339795589447,0.41756653785705566,0.07686037570238113
employed,0.2112865000963211,0.15499556064605713,0.4263840913772583,0.4953116178512573,0.25653013586997986,0.26761385798454285,0.6499291658401489,0.1261894851922989
fewer,0.37070468068122864,0.3203563690185547,0.13871462643146515,0.07231450080871582,0.276835173368454,0.46145808696746826,0.22487196326255798,0.16989107429981232
than,0.3227543234825134,0.35461297631263733,0.1223546639084816,0.09391266107559204,0.29763275384902954,0.39069414138793945,0.2467740923166275,0.24917294085025787
10,0.2880653440952301,0.06201720982789993,-0.057728834450244904,0.016461718827486038,0.09177426248788834,0.3056783974170685,0.023567302152514458,0.022911956533789635
employees,0.204413041472435,0.2718263864517212,0.41756653785705566,0.3297700881958008,0.2363148033618927,0.22650405764579773,1.0000001192092896,0.2076551467180252
.,0.5934505462646484,0.2717139422893524,0.19221588969230652,0.20825324952602386,0.3287222981452942,0.3974229395389557,0.20042887330055237,0.4130953550338745
