,how,many,gold,medals,did,kenya,win,during,the,beijing,olympics,?
kenya,0.17591707408428192,0.21882791817188263,0.1536613404750824,0.21007244288921356,0.16214214265346527,1.0,0.1292239874601364,0.1756013184785843,0.21657514572143555,0.21748699247837067,0.22687603533267975,0.17197901010513306
won,0.13434793055057526,0.2252970188856125,0.31069403886795044,0.4669165313243866,0.3493216037750244,0.1312132328748703,0.667466402053833,0.27929815649986267,0.29432493448257446,0.20606443285942078,0.35816338658332825,0.17925700545310974
several,0.28568220138549805,0.7239733338356018,0.17890867590904236,0.20168550312519073,0.24080568552017212,0.15849876403808594,0.11343864351511002,0.35407254099845886,0.40559855103492737,0.14915212988853455,0.1423943042755127,0.15595775842666626
medals,0.13052818179130554,0.20440241694450378,0.5249149203300476,1.0,0.22910508513450623,0.21007244288921356,0.3334391415119171,0.26284360885620117,0.2405172437429428,0.25677940249443054,0.5502364635467529,0.14154797792434692
during,0.26830652356147766,0.3661181330680847,0.19589319825172424,0.26284360885620117,0.30679523944854736,0.1756013184785843,0.22393421828746796,1.0,0.4838213622570038,0.21742571890354156,0.18055322766304016,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.27136439085006714,0.2405172437429428,0.34736719727516174,0.21657514572143555,0.28308698534965515,0.4838213622570038,1.0,0.2713945806026459,0.22065100073814392,0.22068053483963013
beijing,0.1700698882341385,0.20605450868606567,0.26999157667160034,0.25677940249443054,0.17402760684490204,0.21748699247837067,0.1311550885438919,0.21742571890354156,0.2713945806026459,1.0000001192092896,0.36658379435539246,0.16358482837677002
olympics,0.07414174824953079,0.15420912206172943,0.34112221002578735,0.5502364635467529,0.18032129108905792,0.22687603533267975,0.2960537075996399,0.18055322766304016,0.22065100073814392,0.36658379435539246,1.0000001192092896,0.14495649933815002
",",0.22659391164779663,0.40610817074775696,0.28787803649902344,0.2821551263332367,0.3015086054801941,0.23432263731956482,0.2999197840690613,0.3225448727607727,0.4933079481124878,0.26375576853752136,0.2428048849105835,0.31091248989105225
six,0.20644865930080414,0.37673795223236084,0.19803009927272797,0.18825064599514008,0.20388470590114594,0.18071578443050385,0.2092956155538559,0.30874213576316833,0.3614266812801361,0.08092804998159409,0.16596344113349915,0.15298804640769958
gold,0.12317182868719101,0.19098812341690063,0.9999999403953552,0.5249149203300476,0.1811094880104065,0.1536613404750824,0.26510995626449585,0.19589319825172424,0.27136439085006714,0.26999157667160034,0.34112221002578735,0.11542754620313644
",",0.22659391164779663,0.40610817074775696,0.28787803649902344,0.2821551263332367,0.3015086054801941,0.23432263731956482,0.2999197840690613,0.3225448727607727,0.4933079481124878,0.26375576853752136,0.2428048849105835,0.31091248989105225
four,0.1955733299255371,0.4139232039451599,0.21623903512954712,0.2845960259437561,0.20222175121307373,0.1736450493335724,0.22124555706977844,0.2600941061973572,0.40344667434692383,0.17465649545192719,0.19301559031009674,0.14532537758350372
silver,0.10463301092386246,0.2056533396244049,0.6871094107627869,0.508357048034668,0.14326804876327515,0.14886479079723358,0.20824265480041504,0.18397732079029083,0.2600913643836975,0.2699193060398102,0.3321102559566498,0.11920861899852753
and,0.33647966384887695,0.5296266674995422,0.26129499077796936,0.2282160520553589,0.34479495882987976,0.20742860436439514,0.25380003452301025,0.36462149024009705,0.5171257257461548,0.22397050261497498,0.1930341124534607,0.20544172823429108
four,0.1955733299255371,0.4139232039451599,0.21623903512954712,0.2845960259437561,0.20222175121307373,0.1736450493335724,0.22124555706977844,0.2600941061973572,0.40344667434692383,0.17465649545192719,0.19301559031009674,0.14532537758350372
bronze,0.08771264553070068,0.20744331181049347,0.5484327077865601,0.5295252203941345,0.11514069885015488,0.1946823000907898,0.21579618752002716,0.21711423993110657,0.2526973485946655,0.2749110162258148,0.4165036678314209,0.12390820682048798
",",0.22659391164779663,0.40610817074775696,0.28787803649902344,0.2821551263332367,0.3015086054801941,0.23432263731956482,0.2999197840690613,0.3225448727607727,0.4933079481124878,0.26375576853752136,0.2428048849105835,0.31091248989105225
making,0.32306843996047974,0.3595695495605469,0.16464783251285553,0.10885889828205109,0.32095879316329956,0.14752639830112457,0.23676389455795288,0.2610071897506714,0.35185980796813965,0.17228703200817108,0.16678665578365326,0.2539324164390564
it,0.36714982986450195,0.39615920186042786,0.226699560880661,0.14245741069316864,0.2993364930152893,0.11538690328598022,0.21940365433692932,0.26678937673568726,0.6251175999641418,0.1840423196554184,0.17171037197113037,0.25732165575027466
africa,0.1568063348531723,0.285052627325058,0.21532881259918213,0.16424298286437988,0.1931072473526001,0.4904056489467621,0.119523786008358,0.23530873656272888,0.2903064787387848,0.2149474173784256,0.19390979409217834,0.12926554679870605
's,-0.026164190843701363,0.01698932610452175,0.095478355884552,0.10068976879119873,0.05069678649306297,-0.02908705547451973,0.04981255531311035,0.011294117197394371,-0.01540423184633255,0.05236640200018883,0.023162391036748886,-0.023395681753754616
most,0.311336874961853,0.6236066222190857,0.17100892961025238,0.20233090221881866,0.2822507321834564,0.13890406489372253,0.19744299352169037,0.3715948462486267,0.47635307908058167,0.14751696586608887,0.17445632815361023,0.2107497900724411
successful,0.17852677404880524,0.28810474276542664,0.21157287061214447,0.2483798861503601,0.32393038272857666,0.18857701122760773,0.3253774344921112,0.3242732882499695,0.31354787945747375,0.10737206041812897,0.2036944329738617,0.1132197454571724
nation,0.1966596245765686,0.23972663283348083,0.22553680837154388,0.3192735016345978,0.23396416008472443,0.30210545659065247,0.263415664434433,0.2927255928516388,0.39486879110336304,0.29424232244491577,0.3626624643802643,0.17865248024463654
in,0.2601168751716614,0.41474202275276184,0.21206732094287872,0.22939172387123108,0.2593238651752472,0.23621977865695953,0.2503834664821625,0.4627237319946289,0.6662389636039734,0.2894909381866455,0.25125735998153687,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.27136439085006714,0.2405172437429428,0.34736719727516174,0.21657514572143555,0.28308698534965515,0.4838213622570038,1.0,0.2713945806026459,0.22065100073814392,0.22068053483963013
2008,-0.17135247588157654,-0.12774626910686493,0.10734021663665771,0.08653181046247482,-0.07680223137140274,-0.04943760111927986,0.17279523611068726,0.06771057099103928,-0.06530369818210602,-0.04300317168235779,0.05650993809103966,-0.09852470457553864
