,the,transportation,law,allows,personal,aircraft,to,share,the,roadways,with,what,?
formed,0.28813210129737854,0.13723807036876678,0.08441296964883804,0.09081593155860901,0.04035764932632446,0.1366010159254074,0.15433534979820251,0.17045775055885315,0.28813210129737854,0.14145320653915405,0.2785397171974182,0.15451857447624207,0.09686966985464096
in,0.6662389636039734,0.27774930000305176,0.24850773811340332,0.21322472393512726,0.17110532522201538,0.20751537382602692,0.45010748505592346,0.21491074562072754,0.6662389636039734,0.18630671501159668,0.4080928862094879,0.30808621644973755,0.20430970191955566
1946,0.10058440268039703,0.1411927342414856,0.1610811948776245,0.05544653907418251,0.03542856499552727,-0.029513902962207794,0.0791773796081543,0.13002067804336548,0.10058440268039703,-0.002213576575741172,0.01806330494582653,0.05132105201482773,-0.07362531870603561
",",0.4933079481124878,0.2666885554790497,0.24953721463680267,0.18241192400455475,0.23627051711082458,0.251724511384964,0.44245919585227966,0.29725754261016846,0.4933079481124878,0.19635725021362305,0.4120737314224243,0.3087472915649414,0.31091248989105225
sierra,0.24346426129341125,0.17376922070980072,0.16681455075740814,0.12173784524202347,0.037236519157886505,0.15273582935333252,0.1575334221124649,0.18559245765209198,0.24346426129341125,0.16014370322227478,0.1267249435186386,0.15706034004688263,0.07792355120182037
sky,0.26521286368370056,0.14519764482975006,0.145722895860672,0.17176975309848785,0.08450605720281601,0.23202496767044067,0.17630793154239655,0.1257970631122589,0.26521286368370056,0.19683068990707397,0.20754678547382355,0.16493305563926697,0.11270341277122498
park,0.24748283624649048,0.23999597132205963,0.1363791674375534,0.09580595791339874,0.13833127915859222,0.088463194668293,0.14257338643074036,0.12203286588191986,0.24748283624649048,0.2776040732860565,0.13919170200824738,0.13500720262527466,0.13508929312229156
airport,0.2293178290128708,0.3630730211734772,0.1606038510799408,0.09782929718494415,0.16900022327899933,0.460269957780838,0.2481278032064438,0.11903038620948792,0.2293178290128708,0.2918148636817932,0.15029248595237732,0.1263120174407959,0.13105051219463348
is,0.5823672413825989,0.255550742149353,0.18597714602947235,0.2976554334163666,0.11115145683288574,0.15916505455970764,0.42745086550712585,0.2221677452325821,0.5823672413825989,0.1786492019891739,0.3250955045223236,0.28837618231773376,0.22961433231830597
a,0.5829201340675354,0.2789710462093353,0.2212858349084854,0.31463325023651123,0.23722487688064575,0.21384084224700928,0.45503583550453186,0.18168987333774567,0.5829201340675354,0.17270147800445557,0.3783375024795532,0.3320399522781372,0.23916715383529663
residential,0.25597885251045227,0.39102986454963684,0.19499844312667847,0.21497192978858948,0.22187629342079163,0.21402575075626373,0.20668092370033264,0.1688361018896103,0.25597885251045227,0.2558952867984772,0.1867385059595108,0.09814727306365967,0.08603290468454361
airport,0.2293178290128708,0.3630730211734772,0.1606038510799408,0.09782929718494415,0.16900022327899933,0.460269957780838,0.2481278032064438,0.11903038620948792,0.2293178290128708,0.2918148636817932,0.15029248595237732,0.1263120174407959,0.13105051219463348
community,0.2601400911808014,0.2181842178106308,0.20568132400512695,0.09317109733819962,0.26200589537620544,0.0849442258477211,0.2863751947879791,0.2026103138923645,0.2601400911808014,0.16576477885246277,0.15797209739685059,0.29032719135284424,0.2380419820547104
born,0.19202874600887299,0.15088248252868652,0.17327585816383362,-0.032401200383901596,0.08307760208845139,0.10481584072113037,0.13695985078811646,0.033139269798994064,0.19202874600887299,0.10454028844833374,0.11715008318424225,0.16581368446350098,0.19166848063468933
of,0.733189046382904,0.30204781889915466,0.2816956341266632,0.2623075544834137,0.26268208026885986,0.20974087715148926,0.41548454761505127,0.2850857973098755,0.733189046382904,0.18850407004356384,0.41827285289764404,0.33290785551071167,0.1826142966747284
a,0.5829201340675354,0.2789710462093353,0.2212858349084854,0.31463325023651123,0.23722487688064575,0.21384084224700928,0.45503583550453186,0.18168987333774567,0.5829201340675354,0.17270147800445557,0.3783375024795532,0.3320399522781372,0.23916715383529663
unique,0.26165643334388733,0.06032363325357437,0.13886824250221252,0.3241803050041199,0.2480483204126358,0.09303334355354309,0.2738887369632721,0.3325267732143402,0.26165643334388733,0.20026907324790955,0.28004732728004456,0.2536143958568573,0.17680858075618744
agreement,0.2490699142217636,0.24696820974349976,0.29812076687812805,0.19173063337802887,0.18401508033275604,0.197303906083107,0.2757699489593506,0.2799159288406372,0.2490699142217636,0.1458209604024887,0.29106786847114563,0.2851087749004364,0.15830197930335999
in,0.6662389636039734,0.27774930000305176,0.24850773811340332,0.21322472393512726,0.17110532522201538,0.20751537382602692,0.45010748505592346,0.21491074562072754,0.6662389636039734,0.18630671501159668,0.4080928862094879,0.30808621644973755,0.20430970191955566
transportation,0.26715996861457825,1.0000001192092896,0.21794168651103973,0.26349547505378723,0.2325691282749176,0.3408520221710205,0.2706189453601837,0.160516619682312,0.26715996861457825,0.4094412624835968,0.16510477662086487,0.20306137204170227,0.1712278425693512
law,0.24548950791358948,0.21794168651103973,1.0000001192092896,0.2329482138156891,0.17058180272579193,0.19485235214233398,0.259207159280777,0.20756295323371887,0.24548950791358948,0.11345324665307999,0.12950056791305542,0.2145031988620758,0.1528988480567932
to,0.535392165184021,0.2706189453601837,0.259207159280777,0.4045441448688507,0.2410377562046051,0.22195245325565338,1.0,0.27366065979003906,0.535392165184021,0.23150402307510376,0.4239959120750427,0.455847829580307,0.29463258385658264
allow,0.27822166681289673,0.2868547737598419,0.30958521366119385,0.7361851930618286,0.2378932386636734,0.17875196039676666,0.4900954067707062,0.29830625653266907,0.27822166681289673,0.2300197184085846,0.3086503744125366,0.2883041203022003,0.2042745053768158
personal,0.19990217685699463,0.2325691282749176,0.17058180272579193,0.22741912305355072,1.0,0.16511087119579315,0.2410377562046051,0.3128716051578522,0.19990217685699463,0.03559749573469162,0.2251119166612625,0.3188508450984955,0.206199511885643
