,what,percentage,of,newcastle,'s,population,is,it,believed,the,bolivians,account,for,?
there,0.35085538029670715,0.24553850293159485,0.44397735595703125,0.1536160409450531,-0.04860968142747879,0.30312415957450867,0.3904260993003845,0.4020688533782959,0.2580409348011017,0.47025805711746216,0.2022242397069931,0.265994131565094,0.3728419542312622,0.29405656456947327
are,0.29724663496017456,0.31028249859809875,0.39081433415412903,0.1428472399711609,-0.008927806280553341,0.20790868997573853,0.5330929756164551,0.3617996573448181,0.2577219605445862,0.40399202704429626,0.2352297306060791,0.2508987486362457,0.3895993232727051,0.24591213464736938
also,0.42747777700424194,0.2558325529098511,0.4924938678741455,0.20407575368881226,-0.0014726108638569713,0.21411414444446564,0.5012649297714233,0.542508602142334,0.34871673583984375,0.6021018624305725,0.2257424145936966,0.2185763418674469,0.5373267531394958,0.21848613023757935
estimated,0.19670580327510834,0.3637859523296356,0.30473583936691284,0.15640278160572052,-0.008634808473289013,0.5198360681533813,0.23564131557941437,0.22731517255306244,0.29603075981140137,0.29184040427207947,0.2696390450000763,0.2925131320953369,0.13000595569610596,0.18149758875370026
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.23559264838695526,0.03782717138528824,0.19776633381843567,0.42745086550712585,0.513711154460907,0.35322412848472595,0.535392165184021,0.23929281532764435,0.2893601059913635,0.4451248347759247,0.29463258385658264
be,0.3929833769798279,0.28804606199264526,0.33904364705085754,0.15002311766147614,0.025217169895768166,0.15517795085906982,0.4819129705429077,0.5203388929367065,0.32833608984947205,0.4248143136501312,0.21639111638069153,0.30907052755355835,0.3801851272583008,0.3324260413646698
between,0.2462156116962433,0.17755161225795746,0.3737983703613281,0.14343799650669098,0.006096371449530125,0.21691454946994781,0.26809602975845337,0.311247855424881,0.22242337465286255,0.39067012071609497,0.15501466393470764,0.1607770174741745,0.24671313166618347,0.12887074053287506
500,-0.08255331963300705,-0.08222630620002747,-0.027781937271356583,0.035021644085645676,-0.052812546491622925,0.03634284436702728,0.051658064126968384,-0.026903722435235977,-0.0755465030670166,-0.031206801533699036,-0.08357515931129456,-0.04892820492386818,-0.03065328672528267,0.05473969131708145
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.20204751193523407,0.06895173341035843,0.23080337047576904,0.3859752118587494,0.40957894921302795,0.280531644821167,0.5171257257461548,0.23824088275432587,0.20756186544895172,0.5064792633056641,0.20544172823429108
"2,000",-0.029682017862796783,-0.05454219877719879,0.10164742916822433,-0.0521487258374691,-0.0077349720522761345,-0.14075179398059845,-0.004002113360911608,-0.04700696840882301,-0.047629743814468384,0.06475643068552017,-0.09108953177928925,-0.023390287533402443,0.07863972336053848,-0.01396813802421093
bolivians,0.2012084722518921,0.2774251699447632,0.22044450044631958,0.20054438710212708,0.05469752103090286,0.2595271170139313,0.15205544233322144,0.22920872271060944,0.2454589605331421,0.2543167769908905,1.0000001192092896,0.1374206840991974,0.18977369368076324,0.14574256539344788
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.19270820915699005,-0.037580832839012146,0.3268454372882843,0.5394441485404968,0.5130809545516968,0.2605416774749756,0.6662389636039734,0.2202366441488266,0.15171845257282257,0.4322226941585541,0.20430970191955566
newcastle,0.16276082396507263,0.2143319547176361,0.18781472742557526,1.0000001192092896,-0.017262522131204605,0.15327702462673187,0.1841045320034027,0.17789338529109955,0.1267240196466446,0.2253497689962387,0.20054438710212708,0.15934407711029053,0.2425866425037384,0.0902252271771431
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.251589834690094,-0.0016132977325469255,0.2967977225780487,0.4691906273365021,0.48329564929008484,0.2386300414800644,0.4933079481124878,0.23122763633728027,0.2591261863708496,0.4464869201183319,0.31091248989105225
forming,0.18138349056243896,0.206622913479805,0.36614730954170227,0.20503631234169006,0.005129819270223379,0.18335027992725372,0.2660723030567169,0.26868152618408203,0.17865680158138275,0.3776164948940277,0.17673607170581818,0.15834940969944,0.225502610206604,0.11404796689748764
up,0.28591108322143555,0.2307225912809372,0.32945773005485535,0.16100791096687317,-0.08862818777561188,0.17500633001327515,0.2853454053401947,0.36426842212677,0.18515019118785858,0.38423117995262146,0.1248437762260437,0.24431586265563965,0.342966228723526,0.1819818764925003
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.23559264838695526,0.03782717138528824,0.19776633381843567,0.42745086550712585,0.513711154460907,0.35322412848472595,0.535392165184021,0.23929281532764435,0.2893601059913635,0.4451248347759247,0.29463258385658264
1,-0.21266892552375793,-0.20820419490337372,-0.09473495930433273,-0.06867936998605728,0.003928052727133036,-0.029497642070055008,-0.12491171807050705,-0.14533983170986176,-0.1667802482843399,-0.1554475575685501,-0.16073939204216003,-0.21917612850666046,-0.31088897585868835,-0.249979168176651
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.11218821257352829,0.031266406178474426,0.4585210084915161,0.18672586977481842,0.2159399837255478,0.1267765611410141,0.21490740776062012,0.3279554545879364,0.16030900180339813,0.16658860445022583,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4854315221309662,0.38761502504348755,0.2945859134197235,0.733189046382904,0.22044450044631958,0.19751501083374023,0.4185989499092102,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.32044094800949097,0.5823672413825989,0.6251175999641418,0.324635773897171,1.0,0.2543167769908905,0.21117976307868958,0.4739971458911896,0.22068053483963013
population—the,0.24137872457504272,0.3522590100765228,0.265307754278183,0.16484639048576355,0.01797576993703842,0.8945832252502441,0.27158743143081665,0.29262131452560425,0.14639222621917725,0.2946684956550598,0.25046491622924805,0.23140957951545715,0.18084435164928436,0.282516211271286
largest,0.13463157415390015,0.2569797933101654,0.36650770902633667,0.17620566487312317,-0.02050611935555935,0.41943269968032837,0.3413417339324951,0.30890756845474243,0.22393178939819336,0.3757036626338959,0.16853195428848267,0.1677326112985611,0.13215672969818115,0.12401245534420013
such,0.23989605903625488,0.197652205824852,0.3209529519081116,0.13593998551368713,0.05073437839746475,0.14940381050109863,0.23545363545417786,0.28879642486572266,0.20951882004737854,0.3575236201286316,0.211846724152565,0.182260200381279,0.36098620295524597,0.17851735651493073
percentage,0.27871522307395935,1.0,0.24724560976028442,0.2143319547176361,0.14816685020923615,0.35606327652931213,0.23538601398468018,0.26621147990226746,0.17496468126773834,0.2736506462097168,0.2774251699447632,0.23619376122951508,0.2764090597629547,0.16088637709617615
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4854315221309662,0.38761502504348755,0.2945859134197235,0.733189046382904,0.22044450044631958,0.19751501083374023,0.4185989499092102,0.1826142966747284
any,0.43670421838760376,0.3459087610244751,0.3769088089466095,0.2105090171098709,0.09017360955476761,0.1979944109916687,0.35691767930984497,0.4118892550468445,0.17565223574638367,0.4525727927684784,0.20676229894161224,0.35271820425987244,0.3944643437862396,0.4113408327102661
uk,0.17163191735744476,0.17578497529029846,0.21513383090496063,0.23818176984786987,-0.0013451746199280024,0.14716313779354095,0.17650434374809265,0.21589650213718414,0.0477977879345417,0.2143084555864334,0.11656425148248672,0.12157848477363586,0.22479099035263062,0.20222434401512146
city,0.17493832111358643,0.1849067062139511,0.32503411173820496,0.32860881090164185,0.004406440537422895,0.4607829749584198,0.3186660706996918,0.3001909852027893,0.08764250576496124,0.35769423842430115,0.20108948647975922,0.16225020587444305,0.18687109649181366,0.13423943519592285
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2714749276638031,-0.003708066651597619,0.26950228214263916,0.4569662809371948,0.5593622326850891,0.26106974482536316,0.5934505462646484,0.23251552879810333,0.21396027505397797,0.4726039469242096,0.4130953550338745
