,in,which,point,did,the,drainage,basin,of,the,amazon,split,?
during,0.4627237319946289,0.3590145409107208,0.14391489326953888,0.30679523944854736,0.4838213622570038,0.16492190957069397,0.17691287398338318,0.3869180977344513,0.4838213622570038,0.11170908063650131,0.1790570616722107,0.1325719803571701
the,0.6662389636039734,0.6521818041801453,0.3084787130355835,0.34736719727516174,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.2967630624771118,0.22068053483963013
mid-eocene,0.24613057076931,0.284488707780838,0.17242218554019928,0.2021455317735672,0.25416916608810425,0.2686854898929596,0.3988892138004303,0.20399650931358337,0.25416916608810425,0.19582322239875793,0.21539530158042908,0.16638007760047913
",",0.5201468467712402,0.3658004403114319,0.28971099853515625,0.3015086054801941,0.4933079481124878,0.20687855780124664,0.25865232944488525,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.26985031366348267,0.31091248989105225
it,0.5130809545516968,0.616637647151947,0.3129159212112427,0.2993364930152893,0.6251175999641418,0.2714359164237976,0.25201135873794556,0.38761502504348755,0.6251175999641418,0.22231659293174744,0.19493211805820465,0.25732165575027466
is,0.5394441485404968,0.4457404911518097,0.29601794481277466,0.19247472286224365,0.5823672413825989,0.2501681447029114,0.2273138016462326,0.4854315221309662,0.5823672413825989,0.15197539329528809,0.1479039490222931,0.22961433231830597
believed,0.2605416774749756,0.3179844319820404,0.18872134387493134,0.3807709813117981,0.324635773897171,0.14397597312927246,0.20235739648342133,0.2945859134197235,0.324635773897171,0.16641747951507568,0.08082016557455063,0.17606885731220245
that,0.435920387506485,0.6894589066505432,0.32285839319229126,0.47518548369407654,0.5473989248275757,0.18015657365322113,0.21932947635650635,0.41498205065727234,0.5473989248275757,0.2228476107120514,0.26544344425201416,0.32716336846351624
the,0.6662389636039734,0.6521818041801453,0.3084787130355835,0.34736719727516174,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.2967630624771118,0.22068053483963013
drainage,0.19508583843708038,0.2801785469055176,0.19580598175525665,0.14962373673915863,0.2736852467060089,1.0,0.6340781450271606,0.2812975347042084,0.2736852467060089,0.35996633768081665,0.11054781824350357,0.160207137465477
basin,0.22316701710224152,0.24229559302330017,0.2487199306488037,0.13325946033000946,0.24553915858268738,0.6340781450271606,1.0,0.2557278275489807,0.24553915858268738,0.41143864393234253,0.10522393137216568,0.14685653150081635
of,0.5696388483047485,0.5011631846427917,0.269877165555954,0.2513895630836487,0.733189046382904,0.2812975347042084,0.2557278275489807,1.0,0.733189046382904,0.20143137872219086,0.2359420210123062,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3084787130355835,0.34736719727516174,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.2967630624771118,0.22068053483963013
amazon,0.12227833271026611,0.1877625584602356,0.13761202991008759,0.15553738176822662,0.260541707277298,0.35996633768081665,0.41143864393234253,0.20143137872219086,0.260541707277298,1.0000001192092896,0.022433342412114143,0.18144656717777252
was,0.45514053106307983,0.2830964922904968,0.17757032811641693,0.41399896144866943,0.48711544275283813,0.1710943579673767,0.1841808706521988,0.4069072902202606,0.48711544275283813,0.14616160094738007,0.17593012750148773,0.18412111699581146
split,0.24171817302703857,0.3304376006126404,0.10345904529094696,0.11566226184368134,0.2967630624771118,0.11054781824350357,0.10522393137216568,0.2359420210123062,0.2967630624771118,0.022433342412114143,1.0,0.16133880615234375
along,0.3603311777114868,0.33404073119163513,0.16051407158374786,0.18832118809223175,0.39495137333869934,0.2822628319263458,0.17943032085895538,0.34889817237854004,0.39495137333869934,0.19534365832805634,0.19774951040744781,0.17134909331798553
the,0.6662389636039734,0.6521818041801453,0.3084787130355835,0.34736719727516174,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.2967630624771118,0.22068053483963013
middle,0.26767921447753906,0.22406704723834991,0.1547950953245163,0.17732174694538116,0.3405749201774597,0.16470839083194733,0.20068888366222382,0.2799445688724518,0.3405749201774597,0.13513457775115967,0.23364047706127167,0.13139553368091583
of,0.5696388483047485,0.5011631846427917,0.269877165555954,0.2513895630836487,0.733189046382904,0.2812975347042084,0.2557278275489807,1.0,0.733189046382904,0.20143137872219086,0.2359420210123062,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3084787130355835,0.34736719727516174,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.2967630624771118,0.22068053483963013
continent,0.29258909821510315,0.2571648955345154,0.19604268670082092,0.13197697699069977,0.3139871060848236,0.2530270218849182,0.34918317198753357,0.2647381126880646,0.3139871060848236,0.24172286689281464,0.22300207614898682,0.17592057585716248
by,0.370934396982193,0.40543368458747864,0.16723552346229553,0.18574509024620056,0.4408751428127289,0.18968628346920013,0.19840280711650848,0.3646814823150635,0.4408751428127289,0.16320857405662537,0.21557176113128662,0.17966607213020325
the,0.6662389636039734,0.6521818041801453,0.3084787130355835,0.34736719727516174,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.2967630624771118,0.22068053483963013
purus,0.11681485921144485,0.18110807240009308,0.10363459587097168,0.05226481333374977,0.12622052431106567,0.29164692759513855,0.3173162639141083,0.16428261995315552,0.12622052431106567,0.31015291810035706,0.10620585829019547,0.10452352464199066
arch,0.16666603088378906,0.26326343417167664,0.120183065533638,0.1532188504934311,0.26320189237594604,0.25521665811538696,0.13928711414337158,0.2235732227563858,0.26320189237594604,0.10991878062486649,0.13369645178318024,0.12708529829978943
.,0.5591574311256409,0.45942068099975586,0.26374325156211853,0.35288307070732117,0.5934505462646484,0.18976770341396332,0.20696322619915009,0.5352458953857422,0.5934505462646484,0.262887567281723,0.26228174567222595,0.4130953550338745
