,when,was,the,european,convention,on,human,rights,established,?
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.2249954491853714,0.22405797243118286,0.4806317389011383,0.16051284968852997,0.18650774657726288,0.211637482047081,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.33092597126960754,0.22068053483963013
time,0.4363728165626526,0.3641340136528015,0.43061500787734985,0.2870848476886749,0.15023259818553925,0.30044233798980713,0.18508785963058472,0.22495833039283752,0.17008745670318604,0.27391523122787476
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.33092597126960754,0.22068053483963013
only,0.5497387051582336,0.36249664425849915,0.5497692227363586,0.23729634284973145,0.20877811312675476,0.38586410880088806,0.22740167379379272,0.20565758645534515,0.1760706901550293,0.2767370045185089
concern,0.25020232796669006,0.18855349719524384,0.23735320568084717,0.10201550275087357,0.277736634016037,0.176092728972435,0.2953910529613495,0.2739420533180237,0.1105632558465004,0.3455961048603058
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.22463937103748322,0.21512652933597565,0.3909217119216919,0.1688746064901352,0.19272007048130035,0.26515325903892517,0.18412111699581146
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.2049320936203003,0.239259734749794,0.42569106817245483,0.3200635015964508,0.251168817281723,0.2216063141822815,0.32716336846351624
member,0.1946450024843216,0.31559354066848755,0.2806392312049866,0.24138560891151428,0.21419936418533325,0.1643621176481247,0.14544154703617096,0.18115058541297913,0.18705648183822632,0.06826172769069672
states,0.24639196693897247,0.2847922146320343,0.3463578522205353,0.25554242730140686,0.24713486433029175,0.2692825198173523,0.22311946749687195,0.26858797669410706,0.23627129197120667,0.16272737085819244
should,0.356647253036499,0.2850143015384674,0.32399165630340576,0.16059307754039764,0.24280066788196564,0.35256603360176086,0.2388559728860855,0.24652911722660065,0.1415736824274063,0.4442402422428131
be,0.4451393485069275,0.42228707671165466,0.4248143136501312,0.13481922447681427,0.19188012182712555,0.37900757789611816,0.2650514245033264,0.19251969456672668,0.11399583518505096,0.3324260413646698
prevented,0.39695772528648376,0.27667391300201416,0.3256615996360779,0.17496125400066376,0.25344809889793396,0.24623458087444305,0.17830123007297516,0.24049274623394012,0.20819921791553497,0.21836411952972412
from,0.405669629573822,0.31171464920043945,0.40150508284568787,0.2091801017522812,0.17218893766403198,0.36926645040512085,0.1504075527191162,0.159982830286026,0.13375751674175262,0.19969791173934937
violating,0.2667270004749298,0.19402647018432617,0.22521525621414185,0.110883928835392,0.36731016635894775,0.22048987448215485,0.3069618046283722,0.3833925426006317,0.2471751570701599,0.29518213868141174
human,0.2192842811346054,0.1688746064901352,0.3103327453136444,0.24801260232925415,0.2140868753194809,0.18558697402477264,1.0,0.48610198497772217,0.07676314562559128,0.19748784601688385
rights,0.18668439984321594,0.19272007048130035,0.2579100430011749,0.20173384249210358,0.3308528959751129,0.22401921451091766,0.48610198497772217,0.9999999403953552,0.2147081047296524,0.21814769506454468
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19684812426567078,0.2018413096666336,0.49057599902153015,0.23877760767936707,0.2595706284046173,0.22739723324775696,0.31091248989105225
hence,0.3566809594631195,0.16798022389411926,0.36636626720428467,0.15930812060832977,0.14774537086486816,0.1921164095401764,0.21521855890750885,0.11749324202537537,0.15291830897331238,0.23041710257530212
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.33092597126960754,0.22068053483963013
establishment,0.2026376724243164,0.25249096751213074,0.344906210899353,0.18790550529956818,0.29812416434288025,0.15358547866344452,0.17290404438972473,0.2621973156929016,0.6873134970664978,0.1661023646593094
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.2509908974170685,0.3966929316520691,0.3083189129829407,0.19425496459007263,0.2735237777233124,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.33092597126960754,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.9999998807907104,0.21703866124153137,0.19710737466812134,0.24801260232925415,0.20173384249210358,0.18241068720817566,0.14560863375663757
convention,0.15882909297943115,0.21512652933597565,0.2588678300380707,0.21703866124153137,1.0000001192092896,0.2354971170425415,0.2140868753194809,0.3308528959751129,0.2370915710926056,0.1647067815065384
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.19710737466812134,0.2354971170425415,0.9999999403953552,0.18558697402477264,0.22401921451091766,0.18237954378128052,0.2714994251728058
human,0.2192842811346054,0.1688746064901352,0.3103327453136444,0.24801260232925415,0.2140868753194809,0.18558697402477264,1.0,0.48610198497772217,0.07676314562559128,0.19748784601688385
rights,0.18668439984321594,0.19272007048130035,0.2579100430011749,0.20173384249210358,0.3308528959751129,0.22401921451091766,0.48610198497772217,0.9999999403953552,0.2147081047296524,0.21814769506454468
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23319172859191895,0.22991126775741577,0.46853652596473694,0.23986108601093292,0.17772755026817322,0.3118882477283478,0.20430970191955566
1950,0.00576645415276289,0.08599678426980972,-0.046802785247564316,-0.12229352444410324,-0.051984842866659164,-0.001077934168279171,-0.06614857912063599,-0.08087727427482605,-0.09891093522310257,-0.039489999413490295
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24143946170806885,0.225796639919281,0.4077630043029785,0.37127596139907837,0.26346641778945923,0.2369968742132187,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.33092597126960754,0.22068053483963013
establishment,0.2026376724243164,0.25249096751213074,0.344906210899353,0.18790550529956818,0.29812416434288025,0.15358547866344452,0.17290404438972473,0.2621973156929016,0.6873134970664978,0.1661023646593094
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.2509908974170685,0.3966929316520691,0.3083189129829407,0.19425496459007263,0.2735237777233124,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.33092597126960754,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.9999998807907104,0.21703866124153137,0.19710737466812134,0.24801260232925415,0.20173384249210358,0.18241068720817566,0.14560863375663757
court,0.23927445709705353,0.2737988233566284,0.2812081575393677,0.18487446010112762,0.23197080194950104,0.23630931973457336,0.14844733476638794,0.2824671268463135,0.1591348797082901,0.17100423574447632
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.2509908974170685,0.3966929316520691,0.3083189129829407,0.19425496459007263,0.2735237777233124,0.1826142966747284
human,0.2192842811346054,0.1688746064901352,0.3103327453136444,0.24801260232925415,0.2140868753194809,0.18558697402477264,1.0,0.48610198497772217,0.07676314562559128,0.19748784601688385
rights,0.18668439984321594,0.19272007048130035,0.2579100430011749,0.20173384249210358,0.3308528959751129,0.22401921451091766,0.48610198497772217,0.9999999403953552,0.2147081047296524,0.21814769506454468
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2095622420310974,0.2022661417722702,0.49257001280784607,0.24595768749713898,0.24957291781902313,0.23771190643310547,0.4130953550338745
