,who,described,kublai,'s,china,to,europe,?
he,0.5500732064247131,0.15727545320987701,0.3360303044319153,0.024063590914011,0.1920345574617386,0.385390967130661,0.21368782222270966,0.2089974731206894
welcomed,0.3319549262523651,0.15399117767810822,0.25541430711746216,-0.04395103454589844,0.12478252500295639,0.2564347982406616,0.22595039010047913,0.24655763804912567
foreign,0.24245285987854004,0.12527450919151306,0.24411125481128693,-0.03933240845799446,0.3090929687023163,0.2349770963191986,0.23485063016414642,0.13770383596420288
visitors,0.23024512827396393,0.17421017587184906,0.19766198098659515,-0.059597693383693695,0.18141096830368042,0.32348495721817017,0.17875097692012787,0.15025043487548828
to,0.42656609416007996,0.16602091491222382,0.2918815314769745,0.03782717138528824,0.1938052773475647,1.0,0.24889446794986725,0.29463258385658264
his,0.44966956973075867,0.1998966485261917,0.3874718248844147,0.047556519508361816,0.12265565246343613,0.3715193271636963,0.20297810435295105,0.18075084686279297
court,0.24532970786094666,0.09630408138036728,0.2575893700122833,-0.0831713154911995,0.1934039145708084,0.24824365973472595,0.1485191136598587,0.17100423574447632
",",0.3365725874900818,0.25326472520828247,0.2569756805896759,-0.0016132977325469255,0.27650898694992065,0.44245919585227966,0.2542513906955719,0.31091248989105225
such,0.2594927251338959,0.31126418709754944,0.11516454070806503,0.05073437839746475,0.21586528420448303,0.2871878743171692,0.26713135838508606,0.17851735651493073
as,0.3923053741455078,0.3644653260707855,0.1864137202501297,-0.05775856226682663,0.22077526152133942,0.42092081904411316,0.23063963651657104,0.27043893933296204
the,0.3733934462070465,0.2878154516220093,0.32886171340942383,-0.01540423184633255,0.3110525608062744,0.535392165184021,0.34463706612586975,0.22068053483963013
venetian,0.25432154536247253,0.12972331047058105,0.3311620056629181,0.03149021044373512,0.24183782935142517,0.17106519639492035,0.27058640122413635,0.09660717099905014
merchant,0.287378191947937,0.07118531316518784,0.2646627724170685,-0.002576810074970126,0.19462981820106506,0.19136545062065125,0.18335457146167755,0.07701034098863602
marco,0.21735166013240814,0.1372617781162262,0.2809310853481293,0.003531950293108821,0.23763126134872437,0.20563656091690063,0.2157132476568222,0.14696723222732544
polo,0.23771284520626068,0.11383074522018433,0.3020194470882416,0.07122837752103806,0.29174625873565674,0.22384761273860931,0.2073216736316681,0.10919596254825592
",",0.3365725874900818,0.25326472520828247,0.2569756805896759,-0.0016132977325469255,0.27650898694992065,0.44245919585227966,0.2542513906955719,0.31091248989105225
who,0.9999998807907104,0.24653644859790802,0.2874084413051605,0.05599616840481758,0.17514774203300476,0.42656609416007996,0.21583974361419678,0.26220351457595825
wrote,0.2670581638813019,0.41878265142440796,0.22178691625595093,0.07554080337285995,0.11859732121229172,0.18888387084007263,0.20354649424552917,0.19322504103183746
the,0.3733934462070465,0.2878154516220093,0.32886171340942383,-0.01540423184633255,0.3110525608062744,0.535392165184021,0.34463706612586975,0.22068053483963013
most,0.35393568873405457,0.2807270288467407,0.18392175436019897,0.024445664137601852,0.2610761225223541,0.321603000164032,0.33005326986312866,0.2107497900724411
influential,0.33512747287750244,0.41793960332870483,0.232448011636734,0.002214092994108796,0.21252211928367615,0.13114871084690094,0.3017236590385437,0.1465693712234497
european,0.2314588874578476,0.1775500476360321,0.14686213433742523,0.08902547508478165,0.19770179688930511,0.21011990308761597,0.5846181511878967,0.14560863375663757
account,0.32250672578811646,0.262108713388443,0.19127778708934784,0.03217689320445061,0.14968731999397278,0.2893601059913635,0.14472715556621552,0.34417325258255005
of,0.2827862501144409,0.297532320022583,0.231930211186409,-0.03817026689648628,0.27699828147888184,0.41548454761505127,0.29299741983413696,0.1826142966747284
yuan,0.20351146161556244,0.11245769262313843,0.5195493102073669,0.01965653896331787,0.5794417262077332,0.1499021351337433,0.14178523421287537,0.12871281802654266
china,0.17514774203300476,0.17962746322155,0.4708422124385834,0.023593749850988388,1.0000001192092896,0.1938052773475647,0.349878191947937,0.18007943034172058
.,0.3541337847709656,0.21733810007572174,0.2311694622039795,-0.003708066651597619,0.2979343831539154,0.4645031690597534,0.31984585523605347,0.4130953550338745
