,what,did,the,conflict,galvanize,muslims,around,the,world,to,do,?
the,0.42745697498321533,0.34736719727516174,1.0,0.2974752187728882,0.2767505943775177,0.2657718360424042,0.40085816383361816,1.0,0.33604270219802856,0.535392165184021,0.30239659547805786,0.22068053483963013
conflict,0.32742366194725037,0.20577645301818848,0.2974752187728882,1.0,0.25748616456985474,0.2358008325099945,0.1697409451007843,0.2974752187728882,0.23600122332572937,0.2420341968536377,0.2308226227760315,0.26744839549064636
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24715133011341095,0.22344626486301422,0.19662503898143768,0.3298884332180023,0.4933079481124878,0.26091980934143066,0.44245919585227966,0.3283645510673523,0.31091248989105225
pitting,0.27990296483039856,0.17340362071990967,0.40316101908683777,0.22917544841766357,0.2675391137599945,0.19191741943359375,0.25689053535461426,0.40316101908683777,0.24569503962993622,0.272080659866333,0.17515741288661957,0.17642278969287872
indigenous,0.19103914499282837,0.16402225196361542,0.24885469675064087,0.2287917584180832,0.1825583279132843,0.29817867279052734,0.20855221152305603,0.24885469675064087,0.20000194013118744,0.24530638754367828,0.19246870279312134,0.14450161159038544
impoverished,0.19778884947299957,0.2422298789024353,0.26102831959724426,0.2625190019607544,0.0746496394276619,0.21800726652145386,0.21670489013195038,0.26102831959724426,0.2503906786441803,0.2154206931591034,0.16334404051303864,0.10106796026229858
muslims,0.26523277163505554,0.23549841344356537,0.2657718360424042,0.2358008325099945,0.20108890533447266,1.0,0.25831660628318787,0.2657718360424042,0.22548392415046692,0.2779776453971863,0.2774776518344879,0.18742211163043976
(,0.2411840260028839,0.18979617953300476,0.33289089798927307,0.19248107075691223,0.16564612090587616,0.10881616175174713,0.20733319222927094,0.33289089798927307,0.22099611163139343,0.30882009863853455,0.24216170608997345,0.40561532974243164
mujahideen,0.2557944357395172,0.23387806117534637,0.2543865144252777,0.33639460802078247,0.15214382112026215,0.48399996757507324,0.19557392597198486,0.2543865144252777,0.21881571412086487,0.19356641173362732,0.20212793350219727,0.25100576877593994
),0.26259949803352356,0.18584993481636047,0.3456730246543884,0.2196362316608429,0.1538848876953125,0.1381087601184845,0.22742246091365814,0.3456730246543884,0.22386978566646576,0.31236231327056885,0.24460165202617645,0.42300865054130554
against,0.24561616778373718,0.22514554858207703,0.3090755045413971,0.2762555480003357,0.20694394409656525,0.22052893042564392,0.18956869840621948,0.3090755045413971,0.20884744822978973,0.310872346162796,0.22739747166633606,0.18095137178897858
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.2422652542591095,0.22756221890449524,0.15242241322994232,0.25606366991996765,0.4207492768764496,0.15716314315795898,0.3138085603713989,0.25865980982780457,0.19793890416622162
anti-religious,0.264107346534729,0.25053098797798157,0.25465255975723267,0.3210543990135193,0.22142058610916138,0.465042382478714,0.2302573174238205,0.25465255975723267,0.23668871819972992,0.24464140832424164,0.2524885833263397,0.20125901699066162
superpower,0.3082491457462311,0.2886529564857483,0.3017197549343109,0.3429001569747925,0.3041352927684784,0.28790849447250366,0.2296966165304184,0.3017197549343109,0.37648677825927734,0.2927604019641876,0.16548676788806915,0.20170645415782928
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24715133011341095,0.22344626486301422,0.19662503898143768,0.3298884332180023,0.4933079481124878,0.26091980934143066,0.44245919585227966,0.3283645510673523,0.31091248989105225
galvanized,0.2580447196960449,0.1837347149848938,0.29119428992271423,0.19713294506072998,0.8267406821250916,0.20760385692119598,0.2346942126750946,0.29119428992271423,0.14957143366336823,0.2302771806716919,0.24575652182102203,0.1848285049200058
thousands,0.2399357110261917,0.17608793079853058,0.2934577763080597,0.22255240380764008,0.2648341655731201,0.24057583510875702,0.4023343324661255,0.2934577763080597,0.22551394999027252,0.3132120668888092,0.2656683027744293,0.15520451962947845
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.2620731294155121,0.2507253885269165,0.22355489432811737,0.3296394646167755,0.733189046382904,0.2828933000564575,0.41548454761505127,0.26150479912757874,0.1826142966747284
muslims,0.26523277163505554,0.23549841344356537,0.2657718360424042,0.2358008325099945,0.20108890533447266,1.0,0.25831660628318787,0.2657718360424042,0.22548392415046692,0.2779776453971863,0.2774776518344879,0.18742211163043976
around,0.27475327253341675,0.1658935695886612,0.40085816383361816,0.1697409451007843,0.21422117948532104,0.25831660628318787,1.0,0.40085816383361816,0.34136298298835754,0.3591267168521881,0.2358471304178238,0.14729668200016022
the,0.42745697498321533,0.34736719727516174,1.0,0.2974752187728882,0.2767505943775177,0.2657718360424042,0.40085816383361816,1.0,0.33604270219802856,0.535392165184021,0.30239659547805786,0.22068053483963013
world,0.21669597923755646,0.1944720596075058,0.33604270219802856,0.23600122332572937,0.10185282677412033,0.22548392415046692,0.34136298298835754,0.33604270219802856,1.0000001192092896,0.26213452219963074,0.16876555979251862,0.17579582333564758
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2420341968536377,0.37900906801223755,0.2779776453971863,0.3591267168521881,0.535392165184021,0.26213452219963074,1.0,0.38876664638519287,0.29463258385658264
send,0.28887391090393066,0.28536826372146606,0.2581755518913269,0.12611225247383118,0.28488218784332275,0.15674200654029846,0.2317296415567398,0.2581755518913269,0.17758987843990326,0.3854542672634125,0.3346719443798065,0.1784207671880722
aid,0.1778782606124878,0.1701076328754425,0.21952909231185913,0.2151704728603363,0.2682780921459198,0.16601251065731049,0.23406745493412018,0.21952909231185913,0.13843289017677307,0.2690417766571045,0.17366793751716614,0.08358026295900345
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.272842675447464,0.23765091598033905,0.2307288646697998,0.34341543912887573,0.5171257257461548,0.3246132433414459,0.48971283435821533,0.276123583316803,0.20544172823429108
sometimes,0.34229418635368347,0.28058236837387085,0.35816407203674316,0.18696916103363037,0.26198679208755493,0.1377936750650406,0.26021531224250793,0.35816407203674316,0.1588743031024933,0.4055429697036743,0.32188543677330017,0.1751544177532196
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2420341968536377,0.37900906801223755,0.2779776453971863,0.3591267168521881,0.535392165184021,0.26213452219963074,1.0,0.38876664638519287,0.29463258385658264
go,0.35329025983810425,0.2978402376174927,0.29801803827285767,0.12976637482643127,0.271604061126709,0.17144520580768585,0.2352917492389679,0.29801803827285767,0.1867462396621704,0.384844571352005,0.39727410674095154,0.25942572951316833
themselves,0.34807315468788147,0.32371795177459717,0.3444426357746124,0.2592982053756714,0.3392946720123291,0.33844512701034546,0.28529858589172363,0.3444426357746124,0.1916387379169464,0.37259936332702637,0.3851018249988556,0.20170879364013672
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2420341968536377,0.37900906801223755,0.2779776453971863,0.3591267168521881,0.535392165184021,0.26213452219963074,1.0,0.38876664638519287,0.29463258385658264
