,what,order,did,british,make,of,french,?
in,0.30808621644973755,0.24184700846672058,0.2593238651752472,0.23084034025669098,0.268858402967453,0.5696388483047485,0.22093388438224792,0.20430970191955566
1755,0.10548432916402817,0.06337597966194153,0.11053946614265442,0.09661883115768433,0.05113076791167259,0.1817053258419037,0.33447322249412537,0.1890246421098709
",",0.3087472915649414,0.22478096187114716,0.3015086054801941,0.25734075903892517,0.324553906917572,0.4946078956127167,0.28806620836257935,0.31091248989105225
the,0.42745697498321533,0.3284194767475128,0.34736719727516174,0.28973397612571716,0.3146495521068573,0.733189046382904,0.2555147111415863,0.22068053483963013
british,0.19255435466766357,0.15453258156776428,0.2039594054222107,1.0,0.17258261144161224,0.23701532185077667,0.43574923276901245,0.09711728990077972
captured,0.1119019091129303,0.1299942582845688,0.14055760204792023,0.20852810144424438,0.15570080280303955,0.2722737491130829,0.12466463446617126,0.11851847916841507
fort,0.19451747834682465,0.05116590857505798,0.17500312626361847,0.2695907950401306,0.08093781024217606,0.18979716300964355,0.27450791001319885,0.15686731040477753
beauséjour,0.1868959367275238,0.11744292825460434,0.17322847247123718,0.21487471461296082,0.13269057869911194,0.2588367760181427,0.4777975380420685,0.24166728556156158
on,0.34226128458976746,0.17813007533550262,0.2670976221561432,0.19917237758636475,0.27031177282333374,0.3966929316520691,0.1382952481508255,0.2714994251728058
the,0.42745697498321533,0.3284194767475128,0.34736719727516174,0.28973397612571716,0.3146495521068573,0.733189046382904,0.2555147111415863,0.22068053483963013
border,0.26696228981018066,0.18956995010375977,0.1487547904253006,0.14218375086784363,0.15425604581832886,0.24084383249282837,0.18881182372570038,0.1706928312778473
separating,0.2899963855743408,0.17328651249408722,0.13507819175720215,0.15353727340698242,0.3012396991252899,0.3595430850982666,0.1084197387099266,0.09579058736562729
nova,0.17516832053661346,0.09072910994291306,0.1420508623123169,0.22182250022888184,0.11941678076982498,0.16898924112319946,0.17582763731479645,0.11942808330059052
scotia,0.17493435740470886,0.08062166720628738,0.18746371567249298,0.2812920808792114,0.10329726338386536,0.2089451402425766,0.20548264682292938,0.10058031976222992
from,0.2737620174884796,0.1814235895872116,0.20248863101005554,0.21991202235221863,0.24641869962215424,0.4249346852302551,0.19660584628582,0.19969791173934937
acadia,0.15141341090202332,0.17491012811660767,0.11068055033683777,0.2610447406768799,0.07226672023534775,0.2511264383792877,0.31300926208496094,0.05178680270910263
;,0.10986888408660889,0.034323424100875854,0.10727239400148392,0.004412224981933832,0.04446669667959213,0.054534342139959335,0.0036389094311743975,0.10349778085947037
soon,0.3005380630493164,0.16010694205760956,0.35734426975250244,0.14581359922885895,0.29375961422920227,0.23495697975158691,0.18803206086158752,0.17460282146930695
afterward,0.18362104892730713,0.14407336711883545,0.2952439785003662,0.2080874741077423,0.23054145276546478,0.2899100184440613,0.1226382777094841,0.1463472545146942
they,0.4431931674480438,0.30929040908813477,0.4879390597343445,0.22308164834976196,0.468421995639801,0.3426007330417633,0.1999853253364563,0.2753053903579712
ordered,0.1877245008945465,0.5387431383132935,0.3289390504360199,0.17937681078910828,0.1921645700931549,0.31747159361839294,0.07284862548112869,0.11423391848802567
the,0.42745697498321533,0.3284194767475128,0.34736719727516174,0.28973397612571716,0.3146495521068573,0.733189046382904,0.2555147111415863,0.22068053483963013
expulsion,0.2687448561191559,0.2019280046224594,0.21837115287780762,0.19285328686237335,0.1045176312327385,0.2570279836654663,0.23083341121673584,0.15620341897010803
of,0.33290785551071167,0.31287699937820435,0.2513895630836487,0.23701532185077667,0.2912110388278961,1.0,0.19450366497039795,0.1826142966747284
the,0.42745697498321533,0.3284194767475128,0.34736719727516174,0.28973397612571716,0.3146495521068573,0.733189046382904,0.2555147111415863,0.22068053483963013
acadians,0.2788337767124176,0.13969530165195465,0.19002331793308258,0.25053057074546814,0.12584178149700165,0.27771738171577454,0.346652090549469,0.12194617837667465
