,what,did,he,do,for,$,2,a,day,?
he,0.3114890456199646,0.3292143940925598,1.0000001192092896,0.19599148631095886,0.4540175199508667,0.13136541843414307,-0.0020557590760290623,0.4393508732318878,0.2350211888551712,0.2089974731206894
had,0.23849567770957947,0.540525496006012,0.43657350540161133,0.24590566754341125,0.3270139992237091,0.2278132438659668,-0.0628017783164978,0.34897568821907043,0.2515575587749481,0.20728366076946259
to,0.455847829580307,0.4452643394470215,0.385390967130661,0.38876664638519287,0.4451248347759247,0.22282108664512634,-0.0836251974105835,0.45503583550453186,0.21753256022930145,0.29463258385658264
work,0.3762225806713104,0.336654931306839,0.3134653568267822,0.3533625304698944,0.4087657630443573,0.18856431543827057,-0.011060169897973537,0.266241192817688,0.20715193450450897,0.2621155381202698
at,0.2838611304759979,0.28390252590179443,0.3280475437641144,0.1511090099811554,0.34237727522850037,0.19577117264270782,0.043934281915426254,0.3095070421695709,0.27667680382728577,0.21978627145290375
various,0.26045072078704834,0.19538888335227966,0.21219033002853394,0.22750963270664215,0.3578505516052246,0.09256929904222488,-4.297441046219319e-05,0.17124241590499878,0.12390507757663727,0.12823495268821716
electrical,0.19961315393447876,0.12294142693281174,0.20249535143375397,0.1868668645620346,0.20076188445091248,0.1665656417608261,-0.07129490375518799,0.2779098153114319,0.10522648692131042,0.10923371464014053
repair,0.2710203528404236,0.19368310272693634,0.18600556254386902,0.2578498423099518,0.24896930158138275,0.3018658757209778,-0.10305526107549667,0.25137874484062195,0.16290488839149475,0.09775689244270325
jobs,0.24064965546131134,0.27978721261024475,0.2854253053665161,0.3175513744354248,0.3127319812774658,0.24122796952724457,-0.14877614378929138,0.23724274337291718,0.19147689640522003,0.15148547291755676
and,0.31309178471565247,0.34479495882987976,0.45427167415618896,0.276123583316803,0.5064792633056641,0.20277954638004303,-0.0926629975438118,0.3739250600337982,0.26673999428749084,0.20544172823429108
even,0.40872135758399963,0.45816805958747864,0.29277661442756653,0.4404686391353607,0.39184510707855225,0.21413420140743256,-0.03395697474479675,0.3278432786464691,0.24950404465198517,0.30082517862319946
as,0.31749409437179565,0.3596470057964325,0.33787044882774353,0.38329678773880005,0.44774648547172546,0.1542796492576599,-0.038299113512039185,0.39550232887268066,0.23300392925739288,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.4393508732318878,0.26237669587135315,0.44038116931915283,0.22939236462116241,-0.05323360115289688,1.0,0.18630309402942657,0.23916715383529663
ditch,0.19321948289871216,0.20709116756916046,0.14195361733436584,0.093497633934021,0.16615815460681915,0.1588507890701294,-0.017433173954486847,0.20725204050540924,0.1788473278284073,0.11988049745559692
digger,0.23459042608737946,0.15960624814033508,0.22884416580200195,0.1582471877336502,0.23046107590198517,0.09096766263246536,-0.0060261753387749195,0.24668945372104645,0.1593124121427536,0.223598450422287
for,0.3017193675041199,0.318512886762619,0.4540175199508667,0.29510271549224854,0.9999999403953552,0.22711659967899323,-0.09542696177959442,0.44038116931915283,0.23720888793468475,0.264628142118454
$,0.24858909845352173,0.23203131556510925,0.13136541843414307,0.14754830300807953,0.22711659967899323,1.0000001192092896,-0.12325700372457504,0.22939236462116241,0.2132800668478012,0.2786129117012024
2,-0.049862053245306015,-0.044790901243686676,-0.0020557590760290623,-0.09570206701755524,-0.09542696177959442,-0.12325700372457504,0.9999998807907104,-0.05323360115289688,0.013915645889937878,0.001977203879505396
per,0.21384303271770477,0.14237605035305023,0.11234289407730103,0.26983779668807983,0.22882020473480225,0.268085777759552,-0.0737822949886322,0.21615441143512726,0.23150315880775452,0.22323818504810333
day,0.2990210950374603,0.20275387167930603,0.2350211888551712,0.18855860829353333,0.23720888793468475,0.2132800668478012,0.013915645889937878,0.18630309402942657,1.0,0.2141837179660797
.,0.3567904531955719,0.35288307070732117,0.38061028718948364,0.3613996207714081,0.4726039469242096,0.27897560596466064,-0.037111926823854446,0.50484299659729,0.24232520163059235,0.4130953550338745
