,as,a,person,gets,older,",",what,does,the,skin,produce,less,of,?
second,0.25569814443588257,0.3655064105987549,0.24643045663833618,0.19593630731105804,0.16985508799552917,0.29927265644073486,0.19948028028011322,0.18026727437973022,0.4620301127433777,0.11213564872741699,0.12169373780488968,0.19351764023303986,0.353416383266449,0.17239587008953094
",",0.48816442489624023,0.427140474319458,0.2255365252494812,0.23885928094387054,0.2598324418067932,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24590502679347992,0.19927625358104706,0.28111666440963745,0.4946078956127167,0.31091248989105225
as,1.0,0.39550232887268066,0.18760068714618683,0.22951534390449524,0.29145845770835876,0.48816442489624023,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.22054484486579895,0.26654115319252014,0.3253805339336395,0.3886612355709076,0.27043893933296204
a,0.39550232887268066,1.0,0.4078793525695801,0.3092389404773712,0.19492490589618683,0.427140474319458,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.22037984430789948,0.2757846415042877,0.3475147485733032,0.5052502155303955,0.23916715383529663
person,0.18760068714618683,0.4078793525695801,0.9999999403953552,0.4115647077560425,0.1435432732105255,0.2255365252494812,0.41527870297431946,0.3816879093647003,0.3487054407596588,0.3012147843837738,0.15861433744430542,0.3185374438762665,0.27674683928489685,0.324093222618103
ages,0.19983145594596863,0.18719108402729034,0.17316676676273346,0.10400355607271194,0.2915501296520233,0.20853061974048615,0.2546566128730774,0.1360509693622589,0.28271523118019104,0.17108511924743652,0.16364941000938416,0.20565573871135712,0.27638155221939087,0.16701677441596985
the,0.48381632566452026,0.5829201340675354,0.3487054407596588,0.29983434081077576,0.21663418412208557,0.4933079481124878,0.42745697498321533,0.35928019881248474,1.0,0.2213820368051529,0.23457570374011993,0.29185041785240173,0.733189046382904,0.22068053483963013
skin,0.22054484486579895,0.22037984430789948,0.3012147843837738,0.24725693464279175,0.16060906648635864,0.24590502679347992,0.22670333087444305,0.24363940954208374,0.2213820368051529,0.9999999403953552,0.2856106162071228,0.27307870984077454,0.177443727850914,0.21488560736179352
becomes,0.2409639060497284,0.21742002665996552,0.30795368552207947,0.4166322946548462,0.17978273332118988,0.24547576904296875,0.15717560052871704,0.24333611130714417,0.2601490020751953,0.16364511847496033,0.1329832524061203,0.268245667219162,0.29713478684425354,0.1751440465450287
less,0.3253805339336395,0.3475147485733032,0.3185374438762665,0.3049323856830597,0.29521673917770386,0.28111666440963745,0.31119704246520996,0.33181050419807434,0.29185041785240173,0.27307870984077454,0.3611699938774109,1.0,0.30836719274520874,0.22418740391731262
adept,0.22937360405921936,0.19033078849315643,0.24207733571529388,0.20958508551120758,0.19723261892795563,0.2877064347267151,0.2109512835741043,0.2472221404314041,0.219124436378479,0.23106378316879272,0.2306148260831833,0.19992420077323914,0.2693589925765991,0.16781552135944366
at,0.28092536330223083,0.3095070421695709,0.19480668008327484,0.19086095690727234,0.1733909249305725,0.38314947485923767,0.2838611304759979,0.17465277016162872,0.457212895154953,0.13828162848949432,0.15442807972431183,0.24949800968170166,0.42558613419532776,0.21978627145290375
producing,0.27350014448165894,0.2861628234386444,0.1438264548778534,0.16224916279315948,0.127009317278862,0.21877576410770416,0.1989585906267166,0.21486324071884155,0.28730374574661255,0.23795992136001587,0.7094037532806396,0.33142054080963135,0.22011449933052063,0.1406429558992386
vitamin,0.2013903260231018,0.18759925663471222,0.2694551944732666,0.23311001062393188,0.10675365477800369,0.22316882014274597,0.12379113584756851,0.22246594727039337,0.15835851430892944,0.3520240783691406,0.3026399612426758,0.25841090083122253,0.17766891419887543,0.18973398208618164
d,0.16952665150165558,0.23995991051197052,0.15631690621376038,0.11888860911130905,0.11253049969673157,0.3832205832004547,0.13108977675437927,0.14577241241931915,0.22546343505382538,0.09249817579984665,0.016099033877253532,0.035017162561416626,0.2222626954317093,0.1780570149421692
.,0.515582263469696,0.50484299659729,0.29091694951057434,0.2858801484107971,0.27821221947669983,0.6812511086463928,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.28410694003105164,0.2587496340274811,0.32668155431747437,0.5352458953857422,0.4130953550338745
