,how,much,of,jacksonville,is,made,up,of,water,?
according,0.29424387216567993,0.14022965729236603,0.3307822346687317,0.15883150696754456,0.2838992476463318,0.2011020928621292,0.21432863175868988,0.3307822346687317,0.1171909049153328,0.21173474192619324
to,0.44169697165489197,0.40610215067863464,0.41548454761505127,0.1994343250989914,0.42745086550712585,0.3377571105957031,0.40375280380249023,0.41548454761505127,0.27858173847198486,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.2176690250635147,0.5823672413825989,0.3885267674922943,0.38423117995262146,0.733189046382904,0.297396719455719,0.22068053483963013
united,0.19034643471240997,0.19398000836372375,0.3187655806541443,0.303199827671051,0.22408509254455566,0.20117242634296417,0.15901578962802887,0.3187655806541443,0.17830434441566467,0.17266890406608582
states,0.20841296017169952,0.21213924884796143,0.30884552001953125,0.31034567952156067,0.21939043700695038,0.19372312724590302,0.15233498811721802,0.30884552001953125,0.17946627736091614,0.16272737085819244
census,0.1627962440252304,0.15914218127727509,0.19615516066551208,0.29302671551704407,0.18403194844722748,0.10321460664272308,0.1770535558462143,0.19615516066551208,0.15946537256240845,0.12548218667507172
bureau,0.18994398415088654,0.19750192761421204,0.23669974505901337,0.27147698402404785,0.19418226182460785,0.10233334451913834,0.14471040666103363,0.23669974505901337,0.24151994287967682,0.12716132402420044
",",0.22659391164779663,0.36182254552841187,0.4946078956127167,0.2837527096271515,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.4946078956127167,0.26706066727638245,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.2176690250635147,0.5823672413825989,0.3885267674922943,0.38423117995262146,0.733189046382904,0.297396719455719,0.22068053483963013
city,0.12024712562561035,0.16522060334682465,0.32503411173820496,0.3285287022590637,0.3186660706996918,0.1365484595298767,0.17179104685783386,0.32503411173820496,0.17755615711212158,0.13423943519592285
has,0.26820555329322815,0.31650421023368835,0.3909035325050354,0.22732819616794586,0.5668748617172241,0.27942559123039246,0.27017050981521606,0.3909035325050354,0.2458021640777588,0.15994466841220856
a,0.29312583804130554,0.2958075702190399,0.5052502155303955,0.28008249402046204,0.658733606338501,0.3180864453315735,0.32523053884506226,0.5052502155303955,0.2979097068309784,0.23916715383529663
total,0.22199897468090057,0.26354777812957764,0.29045331478118896,0.17370817065238953,0.18159881234169006,0.16689714789390564,0.23945732414722443,0.29045331478118896,0.20933443307876587,0.14396025240421295
area,0.17030490934848785,0.23905497789382935,0.3409860134124756,0.24562028050422668,0.29283958673477173,0.14538754522800446,0.18057122826576233,0.3409860134124756,0.32517942786216736,0.12640461325645447
of,0.2480744868516922,0.2671096920967102,1.0,0.23084138333797455,0.4854315221309662,0.33167365193367004,0.32945773005485535,1.0,0.2741255462169647,0.1826142966747284
874.3,-0.04200689122080803,-0.07224511355161667,0.1886035054922104,0.16713900864124298,0.0432247519493103,0.052798617631196976,0.03964630514383316,0.1886035054922104,-0.04288870096206665,0.19054587185382843
square,0.0836852416396141,0.13774795830249786,0.2585134208202362,0.20270118117332458,0.2405121773481369,0.1357816606760025,0.1144041121006012,0.2585134208202362,0.22743266820907593,0.1201515942811966
miles,0.13798850774765015,0.20891140401363373,0.2263605147600174,0.32191842794418335,0.22951029241085052,0.09198009967803955,0.15983761847019196,0.2263605147600174,0.31162503361701965,0.09363767504692078
(,0.1676948219537735,0.21788647770881653,0.35032153129577637,0.1611778438091278,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.35032153129577637,0.16755586862564087,0.40561532974243164
"2,264",0.10660842061042786,0.1810198426246643,0.09156601130962372,0.13810299336910248,0.058416228741407394,0.10655993223190308,0.08894159644842148,0.09156601130962372,0.19384054839611053,-0.014952811412513256
km2,0.22562161087989807,0.30836138129234314,0.23789449036121368,0.14103271067142487,0.27590033411979675,0.14954915642738342,0.22975799441337585,0.23789449036121368,0.3763771951198578,0.20544767379760742
),0.17939934134483337,0.22256317734718323,0.3680361211299896,0.16729915142059326,0.37732169032096863,0.22539687156677246,0.25800976157188416,0.3680361211299896,0.18243473768234253,0.42300865054130554
",",0.22659391164779663,0.36182254552841187,0.4946078956127167,0.2837527096271515,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.4946078956127167,0.26706066727638245,0.31091248989105225
making,0.32306843996047974,0.40773311257362366,0.3250596821308136,0.16560453176498413,0.3214159309864044,0.6038898825645447,0.3334678113460541,0.3250596821308136,0.23368892073631287,0.2539324164390564
jacksonville,0.165566086769104,0.1343209147453308,0.23084138333797455,1.0000001192092896,0.1726600080728531,0.12132898718118668,0.26713523268699646,0.23084138333797455,0.17478029429912567,0.1359667330980301
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.2176690250635147,0.5823672413825989,0.3885267674922943,0.38423117995262146,0.733189046382904,0.297396719455719,0.22068053483963013
largest,0.08743762224912643,0.2249041199684143,0.36650770902633667,0.1861613392829895,0.3413417339324951,0.1279991716146469,0.20254385471343994,0.36650770902633667,0.23503541946411133,0.12401245534420013
city,0.12024712562561035,0.16522060334682465,0.32503411173820496,0.3285287022590637,0.3186660706996918,0.1365484595298767,0.17179104685783386,0.32503411173820496,0.17755615711212158,0.13423943519592285
in,0.2601168751716614,0.2725222110748291,0.5696388483047485,0.22147351503372192,0.5394441485404968,0.25271502137184143,0.3120773434638977,0.5696388483047485,0.23966141045093536,0.20430970191955566
land,0.1918935328722,0.21933935582637787,0.3057127296924591,0.1483359932899475,0.22457899153232574,0.1896997094154358,0.22875653207302094,0.3057127296924591,0.39484038949012756,0.1432059109210968
area,0.17030490934848785,0.23905497789382935,0.3409860134124756,0.24562028050422668,0.29283958673477173,0.14538754522800446,0.18057122826576233,0.3409860134124756,0.32517942786216736,0.12640461325645447
in,0.2601168751716614,0.2725222110748291,0.5696388483047485,0.22147351503372192,0.5394441485404968,0.25271502137184143,0.3120773434638977,0.5696388483047485,0.23966141045093536,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.2176690250635147,0.5823672413825989,0.3885267674922943,0.38423117995262146,0.733189046382904,0.297396719455719,0.22068053483963013
contiguous,0.2418663054704666,0.25055834650993347,0.33367928862571716,0.19371800124645233,0.3395845592021942,0.18182332813739777,0.21761226654052734,0.33367928862571716,0.21993428468704224,0.220851868391037
united,0.19034643471240997,0.19398000836372375,0.3187655806541443,0.303199827671051,0.22408509254455566,0.20117242634296417,0.15901578962802887,0.3187655806541443,0.17830434441566467,0.17266890406608582
states,0.20841296017169952,0.21213924884796143,0.30884552001953125,0.31034567952156067,0.21939043700695038,0.19372312724590302,0.15233498811721802,0.30884552001953125,0.17946627736091614,0.16272737085819244
;,0.07230665534734726,0.128553569316864,0.054534342139959335,0.021351194009184837,0.05324986204504967,0.06876794993877411,-0.028705401346087456,0.054534342139959335,0.007055493537336588,0.10349778085947037
of,0.2480744868516922,0.2671096920967102,1.0,0.23084138333797455,0.4854315221309662,0.33167365193367004,0.32945773005485535,1.0,0.2741255462169647,0.1826142966747284
this,0.45272302627563477,0.5015546083450317,0.45148900151252747,0.16077223420143127,0.480927973985672,0.43620941042900085,0.37110671401023865,0.45148900151252747,0.29743993282318115,0.3155723512172699
",",0.22659391164779663,0.36182254552841187,0.4946078956127167,0.2837527096271515,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.4946078956127167,0.26706066727638245,0.31091248989105225
86.66,-0.13024741411209106,-0.09038979560136795,0.13925451040267944,0.07814453542232513,0.01590815745294094,0.002640511840581894,-0.08100340515375137,0.13925451040267944,-0.026956375688314438,-0.20504017174243927
%,0.1237400695681572,0.26866111159324646,0.19953428208827972,0.14513275027275085,0.18672586977481842,0.1488196700811386,0.21216745674610138,0.19953428208827972,0.18794424831867218,0.21441808342933655
(,0.1676948219537735,0.21788647770881653,0.35032153129577637,0.1611778438091278,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.35032153129577637,0.16755586862564087,0.40561532974243164
757.7,-0.0067138103768229485,0.07176481932401657,0.10129414498806,0.07596961408853531,-0.0007903793011792004,-0.0027522859163582325,-0.07073162496089935,0.10129414498806,0.05786048620939255,0.02999367192387581
sq,0.10252654552459717,0.1848931461572647,0.21430401504039764,0.1421712189912796,0.23199144005775452,0.15352636575698853,0.13891194760799408,0.21430401504039764,0.2770646810531616,0.18786261975765228
mi,0.0639447420835495,0.13306929171085358,0.13784633576869965,0.20029833912849426,0.17681920528411865,0.1197446659207344,0.1015145480632782,0.13784633576869965,0.21375253796577454,0.10264865309000015
or,0.3378981947898865,0.313159704208374,0.3792596757411957,0.16453376412391663,0.41870999336242676,0.3264006972312927,0.28756099939346313,0.3792596757411957,0.3301985263824463,0.32389625906944275
"1,962",0.12011188268661499,0.16465891897678375,0.1338699609041214,-0.02870611473917961,0.1652778834104538,0.10662978142499924,-0.02273784577846527,0.1338699609041214,0.10352778434753418,0.13500669598579407
km2,0.22562161087989807,0.30836138129234314,0.23789449036121368,0.14103271067142487,0.27590033411979675,0.14954915642738342,0.22975799441337585,0.23789449036121368,0.3763771951198578,0.20544767379760742
),0.17939934134483337,0.22256317734718323,0.3680361211299896,0.16729915142059326,0.37732169032096863,0.22539687156677246,0.25800976157188416,0.3680361211299896,0.18243473768234253,0.42300865054130554
is,0.22544461488723755,0.3156087100505829,0.4854315221309662,0.1726600080728531,1.0,0.29543453454971313,0.2853454053401947,0.4854315221309662,0.2879090905189514,0.22961433231830597
land,0.1918935328722,0.21933935582637787,0.3057127296924591,0.1483359932899475,0.22457899153232574,0.1896997094154358,0.22875653207302094,0.3057127296924591,0.39484038949012756,0.1432059109210968
