,how,much,literature,has,been,written,regarding,civil,disobedience,?
in,0.2601168751716614,0.2725222110748291,0.2844732105731964,0.4173259735107422,0.3515113592147827,0.20878943800926208,0.2634240984916687,0.26466667652130127,0.3054615259170532,0.20430970191955566
reviewing,0.3700098991394043,0.30993321537971497,0.1870569884777069,0.23896056413650513,0.31619980931282043,0.24968372285366058,0.40671128034591675,0.1717546284198761,0.25977087020874023,0.3273172676563263
the,0.33890387415885925,0.35023224353790283,0.2611817419528961,0.4177538752555847,0.3563927710056305,0.2582438886165619,0.29280903935432434,0.2477465271949768,0.30963727831840515,0.22068053483963013
voluminous,0.2291266918182373,0.2747267186641693,0.195949986577034,0.2639878988265991,0.27690958976745605,0.18912699818611145,0.24563387036323547,0.03302191197872162,0.1361241191625595,0.15027756989002228
literature,0.1534087359905243,0.21148253977298737,0.9999998807907104,0.17048092186450958,0.1731739491224289,0.3628980219364166,0.19211652874946594,0.18741151690483093,0.265071839094162,0.2043706774711609
on,0.32655060291290283,0.2834896147251129,0.14272986352443695,0.34604379534721375,0.29937630891799927,0.19147278368473053,0.2795979976654053,0.17390455305576324,0.2194652408361435,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.2611817419528961,0.4177538752555847,0.3563927710056305,0.2582438886165619,0.29280903935432434,0.2477465271949768,0.30963727831840515,0.22068053483963013
subject,0.397165983915329,0.3142121136188507,0.32240942120552063,0.23694247007369995,0.25330328941345215,0.3269224166870117,0.42231667041778564,0.16258680820465088,0.2669045627117157,0.33952999114990234
",",0.22659391164779663,0.36182254552841187,0.2802010178565979,0.3734780251979828,0.34873589873313904,0.2737409770488739,0.2758248746395111,0.24795588850975037,0.2878543734550476,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.2611817419528961,0.4177538752555847,0.3563927710056305,0.2582438886165619,0.29280903935432434,0.2477465271949768,0.30963727831840515,0.22068053483963013
student,0.22541755437850952,0.13576428592205048,0.28437861800193787,0.21276195347309113,0.13662326335906982,0.2782714366912842,0.1815466284751892,0.21464088559150696,0.31496354937553406,0.13282090425491333
of,0.2480744868516922,0.2671096920967102,0.25150051712989807,0.3909035325050354,0.31685134768486023,0.20874574780464172,0.2715161442756653,0.24698495864868164,0.31932318210601807,0.1826142966747284
civil,0.10494508594274521,0.1829502135515213,0.18741151690483093,0.14805923402309418,0.16754008829593658,0.14595696330070496,0.27119705080986023,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.27056485414505005,0.18627820909023285,0.265071839094162,0.11896127462387085,0.20087917149066925,0.2133072465658188,0.3454584777355194,0.5442691445350647,1.0,0.19890835881233215
rapidly,0.25941649079322815,0.2602801024913788,0.1549677550792694,0.23179937899112701,0.2576022148132324,0.022829126566648483,0.187031090259552,0.09590968489646912,0.19090677797794342,0.11245343834161758
finds,0.2513485550880432,0.26625803112983704,0.19111740589141846,0.25216972827911377,0.23592627048492432,0.21762865781784058,0.19520844519138336,0.1259610503911972,0.19202083349227905,0.13760407269001007
himself,0.21182166039943695,0.2305128574371338,0.11921427398920059,0.17001894116401672,0.27190056443214417,0.19265791773796082,0.10096888989210129,0.06587618589401245,0.2925838828086853,0.10407622903585434
surrounded,0.10506618767976761,0.17202138900756836,0.1148802638053894,0.2598745822906494,0.16007016599178314,0.1443236768245697,0.1058749407529831,0.08761738240718842,0.1805267035961151,-0.022393958643078804
by,0.34370526671409607,0.24959969520568848,0.18476204574108124,0.3254803419113159,0.39107078313827515,0.3622937500476837,0.22009238600730896,0.15479567646980286,0.2563513219356537,0.17966607213020325
a,0.29312583804130554,0.2958075702190399,0.20094743371009827,0.4670248031616211,0.3315402865409851,0.22976966202259064,0.22400012612342834,0.21693918108940125,0.25352153182029724,0.23916715383529663
maze,0.25413715839385986,0.17222191393375397,0.1279037594795227,0.14186468720436096,0.13799454271793365,0.11129902303218842,0.007140785455703735,0.1218901053071022,0.21758432686328888,0.13890138268470764
of,0.2480744868516922,0.2671096920967102,0.25150051712989807,0.3909035325050354,0.31685134768486023,0.20874574780464172,0.2715161442756653,0.24698495864868164,0.31932318210601807,0.1826142966747284
semantical,0.3273873031139374,0.2091064751148224,0.3033496141433716,0.19050666689872742,0.15032359957695007,0.3187130391597748,0.2960983216762543,0.2656407356262207,0.30156266689300537,0.27969902753829956
problems,0.37939780950546265,0.317876935005188,0.13558927178382874,0.20163418352603912,0.28119131922721863,0.15304291248321533,0.3356267511844635,0.14842122793197632,0.23424182832241058,0.2638136148452759
and,0.33647966384887695,0.38395699858665466,0.24233996868133545,0.43716782331466675,0.3424558639526367,0.26158156991004944,0.3182925879955292,0.25259146094322205,0.3041999638080597,0.20544172823429108
grammatical,0.31521156430244446,0.20623186230659485,0.36692574620246887,0.19263595342636108,0.12646354734897614,0.31864431500434875,0.3281695246696472,0.17943920195102692,0.27613112330436707,0.28053078055381775
niceties,0.3210812211036682,0.35806921124458313,0.22356128692626953,0.2883243262767792,0.33570757508277893,0.22935238480567932,0.2713254988193512,0.18273217976093292,0.3200194537639618,0.2907831370830536
.,0.3287222981452942,0.3374604284763336,0.24930934607982635,0.4105546176433563,0.33645182847976685,0.25418123602867126,0.27343305945396423,0.2541380822658539,0.2603943943977356,0.4130953550338745
