,what,was,ntl,telewest,re-branded,to,in,2007,?
virgin,0.1343110352754593,0.21603500843048096,0.2922471761703491,0.22467486560344696,0.3506413698196411,0.17379043996334076,0.1495865285396576,-0.17015020549297333,0.11987020075321198
media,0.18292108178138733,0.17841780185699463,0.2897900640964508,0.23431502282619476,0.23846013844013214,0.21723589301109314,0.19773486256599426,-0.093873031437397,0.1571006178855896
(,0.2411840260028839,0.2980341613292694,0.323890745639801,0.23579825460910797,0.18239280581474304,0.30882009863853455,0.3087427020072937,-0.12156467884778976,0.40561532974243164
re-branded,0.18635530769824982,0.34796443581581116,0.2760305106639862,0.30749231576919556,1.0,0.22937265038490295,0.26928287744522095,-0.19305619597434998,0.16268296539783478
in,0.30808621644973755,0.45514053106307983,0.1986319124698639,0.3695605993270874,0.26928287744522095,0.45010748505592346,1.0,-0.2201838344335556,0.20430970191955566
2007,-0.15549811720848083,-0.29168957471847534,-0.06728456914424896,-0.18243028223514557,-0.19305619597434998,-0.1738293468952179,-0.2201838344335556,1.0,-0.1664225310087204
from,0.2737620174884796,0.31171464920043945,0.1909010112285614,0.20773838460445404,0.14156265556812286,0.4069952368736267,0.4274188280105591,-0.13366085290908813,0.19969791173934937
ntl,0.28533488512039185,0.2440955638885498,1.0,0.3010845184326172,0.2760305106639862,0.17221695184707642,0.1986319124698639,-0.06728456914424896,0.31824302673339844
:,-0.12022944539785385,0.002802103292196989,-0.031337670981884,-0.019857259467244148,-0.04079804569482803,-0.09243495017290115,0.020521078258752823,-0.03183482959866524,-0.07156077772378922
telewest,0.32456687092781067,0.29821494221687317,0.3010845184326172,1.0,0.30749231576919556,0.34898877143859863,0.3695605993270874,-0.18243028223514557,0.24607007205486298
),0.26259949803352356,0.3267642855644226,0.33100542426109314,0.2469184845685959,0.17370226979255676,0.31236231327056885,0.3326910734176636,-0.1307118982076645,0.42300865054130554
started,0.21609699726104736,0.44883424043655396,0.18665948510169983,0.29173168540000916,0.2832367420196533,0.24973157048225403,0.3199414014816284,-0.2566370666027069,0.19447724521160126
to,0.455847829580307,0.3636345863342285,0.17221695184707642,0.34898877143859863,0.22937265038490295,1.0,0.45010748505592346,-0.1738293468952179,0.29463258385658264
offer,0.20134106278419495,0.1559375524520874,0.20822815597057343,0.2561321556568146,0.3268839120864868,0.34615713357925415,0.1875079721212387,-0.14593157172203064,0.1774262934923172
a,0.3320399522781372,0.4508470594882965,0.20805083215236664,0.3031969666481018,0.2106315791606903,0.45503583550453186,0.539380669593811,-0.06548836827278137,0.23916715383529663
high-definition,0.33226120471954346,0.23183470964431763,0.2727760672569275,0.2372242510318756,0.22322817146778107,0.3369903266429901,0.26618480682373047,-0.08671899139881134,0.31584662199020386
television,0.19838058948516846,0.2516675293445587,0.23808592557907104,0.42135900259017944,0.2471369504928589,0.1933557242155075,0.2689782977104187,-0.10792902112007141,0.16825827956199646
(,0.2411840260028839,0.2980341613292694,0.323890745639801,0.23579825460910797,0.18239280581474304,0.30882009863853455,0.3087427020072937,-0.12156467884778976,0.40561532974243164
hdtv,0.2939088046550751,0.14728295803070068,0.46192556619644165,0.3779313266277313,0.2679799497127533,0.17382566630840302,0.159627303481102,-0.05862102285027504,0.31056898832321167
),0.26259949803352356,0.3267642855644226,0.33100542426109314,0.2469184845685959,0.17370226979255676,0.31236231327056885,0.3326910734176636,-0.1307118982076645,0.42300865054130554
capable,0.24030843377113342,0.1653473675251007,0.15279735624790192,0.26883140206336975,0.24218995869159698,0.21250563859939575,0.13216491043567657,-0.06928358972072601,0.18388573825359344
set,0.28954121470451355,0.22985222935676575,0.1568295806646347,0.23427744209766388,0.2223113626241684,0.320547491312027,0.2663729190826416,-0.07753132283687592,0.1698019951581955
top,0.21232028305530548,0.1381647288799286,0.2878837287425995,0.21022619307041168,0.18299899995326996,0.20897358655929565,0.2235720455646515,-0.08064335584640503,0.17265194654464722
box,0.20509275794029236,0.1309744417667389,0.18717218935489655,0.23092243075370789,0.20807978510856628,0.2480730414390564,0.26241418719291687,0.06683624535799026,0.21736569702625275
",",0.3087472915649414,0.45456063747406006,0.25562870502471924,0.35737475752830505,0.3150296211242676,0.44245919585227966,0.5201468467712402,-0.24049624800682068,0.31091248989105225
although,0.24844598770141602,0.3711436688899994,0.12611451745033264,0.20965713262557983,0.27255889773368835,0.4176313281059265,0.28763338923454285,-0.1477513611316681,0.15541206300258636
from,0.2737620174884796,0.31171464920043945,0.1909010112285614,0.20773838460445404,0.14156265556812286,0.4069952368736267,0.4274188280105591,-0.13366085290908813,0.19969791173934937
30,-0.04443084076046944,0.08394331485033035,0.08525564521551132,-0.008749159052968025,0.06811440736055374,0.06848903745412827,-0.005278158001601696,0.0026701854076236486,-0.08261742442846298
november,0.23963461816310883,0.4240739941596985,0.27012571692466736,0.16497018933296204,0.24485337734222412,0.2179545760154724,0.27148663997650146,-0.24005591869354248,0.3159552216529846
2006,-0.0008085015579126775,-0.08876620978116989,-0.04522877186536789,-0.02538192644715309,0.0609414279460907,0.012056082487106323,-0.04600946605205536,0.23328056931495667,-0.1194092258810997
until,0.2693650424480438,0.43126991391181946,0.18240122497081757,0.2115429788827896,0.2506367564201355,0.354556679725647,0.38338494300842285,-0.30406925082206726,0.20304496586322784
30,-0.04443084076046944,0.08394331485033035,0.08525564521551132,-0.008749159052968025,0.06811440736055374,0.06848903745412827,-0.005278158001601696,0.0026701854076236486,-0.08261742442846298
july,0.22688010334968567,0.40724116563796997,0.2575499415397644,0.15988165140151978,0.21812957525253296,0.228788822889328,0.26500701904296875,-0.2346481829881668,0.2897891402244568
2009,-0.2519478499889374,-0.17510849237442017,-0.2529684603214264,-0.25287413597106934,-0.17849946022033691,-0.3018359839916229,-0.28531888127326965,0.3334142863750458,-0.2287932187318802
it,0.45803478360176086,0.4577186405658722,0.27703362703323364,0.38605496287345886,0.21343937516212463,0.513711154460907,0.5130809545516968,-0.14445658028125763,0.25732165575027466
only,0.41415658593177795,0.36249664425849915,0.19891631603240967,0.35532066226005554,0.22688837349414825,0.5096819996833801,0.42992329597473145,-0.1924220770597458,0.2767370045185089
carried,0.17649970948696136,0.2901332974433899,0.12174884974956512,0.2777625024318695,0.30943554639816284,0.21867457032203674,0.22688958048820496,-0.13032673299312592,0.1305524855852127
one,0.376489520072937,0.3752199709415436,0.15588341653347015,0.41558369994163513,0.28713834285736084,0.4025384783744812,0.4129433035850525,-0.20855121314525604,0.2673267424106598
linear,0.2132105678319931,0.07998892664909363,0.18567977845668793,0.1905830204486847,0.13444849848747253,0.2262469083070755,0.18096387386322021,0.05433652177453041,0.16595983505249023
hd,0.15220552682876587,0.1134820282459259,0.38683128356933594,0.3484424650669098,0.30746710300445557,0.15188103914260864,0.16095560789108276,0.04166165739297867,0.1705414354801178
channel,0.20295917987823486,0.15624403953552246,0.2848266065120697,0.3884856402873993,0.26211947202682495,0.21299093961715698,0.210372194647789,-0.099603071808815,0.20176179707050323
",",0.3087472915649414,0.45456063747406006,0.25562870502471924,0.35737475752830505,0.3150296211242676,0.44245919585227966,0.5201468467712402,-0.24049624800682068,0.31091248989105225
bbc,0.20634698867797852,0.19087861478328705,0.23399478197097778,0.32672297954559326,0.15545564889907837,0.19421324133872986,0.22430340945720673,-0.12992121279239655,0.20556949079036713
hd,0.15220552682876587,0.1134820282459259,0.38683128356933594,0.3484424650669098,0.30746710300445557,0.15188103914260864,0.16095560789108276,0.04166165739297867,0.1705414354801178
",",0.3087472915649414,0.45456063747406006,0.25562870502471924,0.35737475752830505,0.3150296211242676,0.44245919585227966,0.5201468467712402,-0.24049624800682068,0.31091248989105225
after,0.21973377466201782,0.49306565523147583,0.13586656749248505,0.29324206709861755,0.308511883020401,0.37890323996543884,0.44050168991088867,-0.21474003791809082,0.16608688235282898
the,0.42745697498321533,0.48711544275283813,0.25437963008880615,0.4038252830505371,0.285307377576828,0.535392165184021,0.6662389636039734,-0.23657195270061493,0.22068053483963013
conclusion,0.3924311697483063,0.19978472590446472,0.16503413021564484,0.27631813287734985,0.18719696998596191,0.28714045882225037,0.2106221318244934,-0.1628459095954895,0.23632600903511047
of,0.33290785551071167,0.4069072902202606,0.16498321294784546,0.2979607582092285,0.22680720686912537,0.41548454761505127,0.5696388483047485,-0.21244128048419952,0.1826142966747284
