,warner,center,is,located,in,which,area,?
los,0.17860443890094757,0.22451025247573853,0.17008589208126068,0.1983492374420166,0.2795681953430176,0.15805238485336304,0.18259401619434357,0.15495611727237701
angeles,0.20553067326545715,0.2310287207365036,0.1558004766702652,0.17600157856941223,0.23927895724773407,0.15751682221889496,0.18634328246116638,0.16139166057109833
itself,0.14785054326057434,0.1456737220287323,0.3638126254081726,0.26374632120132446,0.28042417764663696,0.5675862431526184,0.25004154443740845,0.17933900654315948
has,0.16232101619243622,0.21379268169403076,0.5668748617172241,0.2580956220626831,0.4173259735107422,0.4350704550743103,0.3084876537322998,0.15994466841220856
many,0.18756885826587677,0.1288990080356598,0.2649032473564148,0.17394456267356873,0.41474202275276184,0.5168171525001526,0.2414858043193817,0.2124512493610382
business,0.19205200672149658,0.1883840411901474,0.19332653284072876,0.17554257810115814,0.2298729121685028,0.2152334302663803,0.24424728751182556,0.1545659303665161
districts,0.14454908668994904,0.1575871855020523,0.20545536279678345,0.24233360588550568,0.26488247513771057,0.22943581640720367,0.36275556683540344,0.10677915066480637
including,0.1637616902589798,0.15924067795276642,0.25093933939933777,0.20901727676391602,0.35857823491096497,0.41826364398002625,0.25492727756500244,0.1633303165435791
the,0.2301838994026184,0.29064592719078064,0.5823672413825989,0.407527357339859,0.6662389636039734,0.6521818041801453,0.37834644317626953,0.22068053483963013
downtown,0.20140115916728973,0.3762131631374359,0.21999821066856384,0.4125281572341919,0.2716291546821594,0.22559411823749542,0.37015464901924133,0.15638743340969086
los,0.17860443890094757,0.22451025247573853,0.17008589208126068,0.1983492374420166,0.2795681953430176,0.15805238485336304,0.18259401619434357,0.15495611727237701
angeles,0.20553067326545715,0.2310287207365036,0.1558004766702652,0.17600157856941223,0.23927895724773407,0.15751682221889496,0.18634328246116638,0.16139166057109833
central,0.09121724963188171,0.3229040801525116,0.273421049118042,0.33153802156448364,0.30844059586524963,0.2778315246105194,0.3370662033557892,0.14787602424621582
business,0.19205200672149658,0.1883840411901474,0.19332653284072876,0.17554257810115814,0.2298729121685028,0.2152334302663803,0.24424728751182556,0.1545659303665161
district,0.12270832061767578,0.19152459502220154,0.2656395733356476,0.33509042859077454,0.30883273482322693,0.2036324292421341,0.3625546097755432,0.06725285202264786
as,0.2300994098186493,0.20052886009216309,0.43216490745544434,0.20928777754306793,0.3887844979763031,0.41006597876548767,0.2407972663640976,0.27043893933296204
well,0.17662271857261658,0.21918025612831116,0.33406564593315125,0.18824397027492523,0.36612698435783386,0.42522135376930237,0.24829234182834625,0.24815571308135986
as,0.2300994098186493,0.20052886009216309,0.43216490745544434,0.20928777754306793,0.3887844979763031,0.41006597876548767,0.2407972663640976,0.27043893933296204
those,0.20390655100345612,0.11903074383735657,0.2352088838815689,0.1631295531988144,0.3419301211833954,0.48319631814956665,0.19870881736278534,0.3328189253807068
lining,0.08922182768583298,0.170679971575737,0.2062603384256363,0.19817395508289337,0.27482885122299194,0.3543848395347595,0.22942399978637695,0.08852656185626984
the,0.2301838994026184,0.29064592719078064,0.5823672413825989,0.407527357339859,0.6662389636039734,0.6521818041801453,0.37834644317626953,0.22068053483963013
wilshire,0.15779495239257812,0.08596277981996536,0.15987925231456757,0.176932230591774,0.21816624701023102,0.11585181206464767,0.2057417780160904,0.06587602943181992
boulevard,0.19197380542755127,0.24353960156440735,0.20805764198303223,0.34556111693382263,0.22474601864814758,0.2049608677625656,0.2476755976676941,0.06742092967033386
miracle,0.17164166271686554,0.11980647593736649,0.19926872849464417,0.0986509844660759,0.20867910981178284,0.2834411859512329,0.05108463391661644,0.16907402873039246
mile,0.11086849868297577,0.12649321556091309,0.21025077998638153,0.30033639073371887,0.1795995831489563,0.22547830641269684,0.308237224817276,0.11426067352294922
including,0.1637616902589798,0.15924067795276642,0.25093933939933777,0.20901727676391602,0.35857823491096497,0.41826364398002625,0.25492727756500244,0.1633303165435791
century,0.14901003241539001,0.207151859998703,0.20648397505283356,0.22832749783992767,0.3174034655094147,0.23552611470222473,0.26284217834472656,0.1026201918721199
city,0.16841907799243927,0.32096901535987854,0.3186660706996918,0.3682219088077545,0.3911624252796173,0.22264601290225983,0.41959723830223083,0.13423943519592285
",",0.22650380432605743,0.1905742734670639,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.3658004403114319,0.2664283812046051,0.31091248989105225
westwood,0.39563772082328796,0.18974004685878754,0.20454606413841248,0.2598491311073303,0.22285649180412292,0.2176215648651123,0.15021918714046478,0.17119714617729187
and,0.2326769232749939,0.28670641779899597,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.506277859210968,0.3044000566005707,0.20544172823429108
warner,0.9999999403953552,0.1470724642276764,0.12734586000442505,0.09589000791311264,0.12745040655136108,0.21533477306365967,0.1352287381887436,0.21637006103992462
center,0.1470724642276764,0.9999999403953552,0.24782158434391022,0.33815571665763855,0.27253323793411255,0.22164148092269897,0.3001854717731476,0.12538520991802216
in,0.12745040655136108,0.27253323793411255,0.5394441485404968,0.35149815678596497,1.0,0.4840516746044159,0.33632898330688477,0.20430970191955566
the,0.2301838994026184,0.29064592719078064,0.5823672413825989,0.407527357339859,0.6662389636039734,0.6521818041801453,0.37834644317626953,0.22068053483963013
san,0.16437232494354248,0.24079224467277527,0.1594623327255249,0.19361372292041779,0.2617562413215637,0.190042182803154,0.22260162234306335,0.10952327400445938
fernando,0.290188729763031,0.20091794431209564,0.15674053132534027,0.15695509314537048,0.19265158474445343,0.1741429716348648,0.20278778672218323,0.12426839768886566
valley,0.13852037489414215,0.1706969439983368,0.21787452697753906,0.2824360430240631,0.2723499834537506,0.21860668063163757,0.3676694929599762,0.11486150324344635
.,0.2520177662372589,0.29649654030799866,0.4569662809371948,0.28226932883262634,0.5591574311256409,0.45942068099975586,0.2760866582393646,0.4130953550338745
