,what,percent,of,the,global,assets,in,2000,were,owned,by,just,1,%,of,adults,?
a,0.3320399522781372,0.2187717854976654,0.5052502155303955,0.5829201340675354,0.1549941897392273,0.1838044673204422,0.539380669593811,-0.03899485245347023,0.17203083634376526,0.2226235419511795,0.32094135880470276,0.47693389654159546,-0.20817746222019196,0.17798779904842377,0.5052502155303955,0.19667603075504303,0.23916715383529663
study,0.3123835027217865,0.24116036295890808,0.29377859830856323,0.2533665597438812,0.20432937145233154,0.19606547057628632,0.2875489294528961,-0.11384295672178268,0.20556800067424774,0.09390052407979965,0.1623244434595108,0.23573531210422516,-0.12781494855880737,0.1986040472984314,0.29377859830856323,0.2069506198167801,0.15902167558670044
by,0.2455483376979828,0.2013830989599228,0.3646814823150635,0.4408751428127289,0.16183742880821228,0.21387961506843567,0.370934396982193,0.028724920004606247,0.4406847059726715,0.321108877658844,1.0000001192092896,0.2508312165737152,-0.2582099735736847,0.13780950009822845,0.3646814823150635,0.17004001140594482,0.17966607213020325
the,0.42745697498321533,0.277066707611084,0.733189046382904,1.0,0.17898012697696686,0.19560842216014862,0.6662389636039734,-0.015081177465617657,0.3906462490558624,0.1999378502368927,0.4408751428127289,0.40061673521995544,-0.1554475575685501,0.21490740776062012,0.733189046382904,0.24781310558319092,0.22068053483963013
world,0.21669597923755646,0.2296806424856186,0.2828933000564575,0.33604270219802856,0.29879724979400635,0.25062671303749084,0.3038199245929718,-0.16550295054912567,0.2498536854982376,0.2307659536600113,0.22306372225284576,0.24062247574329376,-0.08809132874011993,0.14207711815834045,0.2828933000564575,0.23059658706188202,0.17579582333564758
institute,0.17608846724033356,0.26507288217544556,0.2977932393550873,0.24399729073047638,0.23155477643013,0.24773021042346954,0.2517135441303253,-0.012826727703213692,0.11080736666917801,0.18182426691055298,0.16189752519130707,0.11687136441469193,-0.06248094141483307,0.20518375933170319,0.2977932393550873,0.1553197056055069,0.115291528403759
for,0.3017193675041199,0.23493695259094238,0.4185989499092102,0.4739971458911896,0.23740079998970032,0.23499904572963715,0.4322226941585541,0.008091370575129986,0.33592689037323,0.19904224574565887,0.3248702883720398,0.3841261863708496,-0.31088897585868835,0.16658860445022583,0.4185989499092102,0.25312885642051697,0.264628142118454
development,0.19014155864715576,0.17638978362083435,0.28700894117355347,0.3362044394016266,0.2727941572666168,0.3008118271827698,0.2550492286682129,-0.08748291432857513,0.159018412232399,0.14839234948158264,0.19329734146595,0.15181222558021545,-0.19134312868118286,0.10073218494653702,0.28700894117355347,0.24105092883110046,0.1211358830332756
economics,0.21107932925224304,0.1954955756664276,0.2429119050502777,0.17465341091156006,0.3563590347766876,0.3061596751213074,0.19117838144302368,-0.01930873654782772,0.09060557186603546,0.15972335636615753,0.08690246939659119,0.17573139071464539,-0.1666925847530365,0.10253210365772247,0.2429119050502777,0.130170539021492,0.15849412977695465
research,0.237140491604805,0.2580854296684265,0.22573977708816528,0.24391183257102966,0.2936282157897949,0.3084617555141449,0.21249429881572723,-0.12854373455047607,0.16198860108852386,0.20137636363506317,0.1734425127506256,0.2171720564365387,-0.1572187840938568,0.19773398339748383,0.22573977708816528,0.22487163543701172,0.13481977581977844
at,0.2838611304759979,0.19663642346858978,0.42558613419532776,0.457212895154953,0.11592055857181549,0.13034993410110474,0.4374977946281433,-0.06926931440830231,0.2947486639022827,0.1694471538066864,0.2368064820766449,0.3420405685901642,-0.032697923481464386,0.18534855544567108,0.42558613419532776,0.2285018116235733,0.21978627145290375
united,0.20036718249320984,0.22346222400665283,0.3187655806541443,0.34367692470550537,0.17567966878414154,0.25321972370147705,0.3938477039337158,-0.02091298997402191,0.21928317844867706,0.27991074323654175,0.23958808183670044,0.20634333789348602,-0.17038336396217346,0.1906377077102661,0.3187655806541443,0.21696625649929047,0.17266890406608582
nations,0.19211222231388092,0.2472948431968689,0.27521562576293945,0.3506215214729309,0.2941436469554901,0.32548800110816956,0.259304404258728,-0.16917100548744202,0.21524956822395325,0.12148042023181915,0.18318814039230347,0.1792408972978592,-0.15689511597156525,0.1818973571062088,0.27521562576293945,0.18434283137321472,0.20999202132225037
university,0.20256435871124268,0.19474419951438904,0.30646374821662903,0.263973206281662,0.17555052042007446,0.14902006089687347,0.3201795518398285,-0.01898348145186901,0.153096005320549,0.20176498591899872,0.1929011344909668,0.18771366775035858,-0.10646449029445648,0.16646482050418854,0.30646374821662903,0.1575482338666916,0.11887256056070328
reports,0.24207861721515656,0.2247135490179062,0.27564457058906555,0.2622474431991577,0.27394092082977295,0.22623924911022186,0.2124374359846115,-0.1423676311969757,0.2992638945579529,0.13586898148059845,0.24489706754684448,0.24031797051429749,-0.17752784490585327,0.24832136929035187,0.27564457058906555,0.23546536266803741,0.23746368288993835
that,0.6297725439071655,0.2902362644672394,0.41498205065727234,0.5473989248275757,0.2591727674007416,0.25351712107658386,0.435920387506485,-0.12745219469070435,0.35517072677612305,0.26197874546051025,0.37496164441108704,0.6540043354034424,-0.3131840229034424,0.19162102043628693,0.41498205065727234,0.2682126760482788,0.32716336846351624
the,0.42745697498321533,0.277066707611084,0.733189046382904,1.0,0.17898012697696686,0.19560842216014862,0.6662389636039734,-0.015081177465617657,0.3906462490558624,0.1999378502368927,0.4408751428127289,0.40061673521995544,-0.1554475575685501,0.21490740776062012,0.733189046382904,0.24781310558319092,0.22068053483963013
richest,0.15347081422805786,0.2750873863697052,0.3122171461582184,0.27766263484954834,0.2052832543849945,0.3898482620716095,0.2720588445663452,-0.029465287923812866,0.2261989414691925,0.3170395493507385,0.18735913932323456,0.1514255553483963,-0.10293387621641159,0.18681630492210388,0.3122171461582184,0.17597684264183044,0.15691500902175903
1,-0.21266892552375793,-0.1329469233751297,-0.09473495930433273,-0.1554475575685501,-0.10420378297567368,-0.24012234807014465,-0.10660158097743988,-0.206721693277359,-0.20452795922756195,-0.16954536736011505,-0.2582099735736847,-0.19626718759536743,1.0,-0.09401865303516388,-0.09473495930433273,-0.24380210041999817,-0.249979168176651
%,0.20738190412521362,0.6792206168174744,0.19953428208827972,0.21490740776062012,0.1467813104391098,0.210049107670784,0.19465309381484985,-0.165690615773201,0.21132414042949677,0.17171457409858704,0.13780950009822845,0.13070933520793915,-0.09401865303516388,1.0,0.19953428208827972,0.2808147072792053,0.21441808342933655
of,0.33290785551071167,0.3004763424396515,1.0,0.733189046382904,0.19114547967910767,0.19511719048023224,0.5696388483047485,0.010344067588448524,0.34038281440734863,0.17190153896808624,0.3646814823150635,0.35124439001083374,-0.09473495930433273,0.19953428208827972,1.0,0.1983904391527176,0.1826142966747284
adults,0.2567427158355713,0.3771064579486847,0.1983904391527176,0.24781310558319092,0.14512741565704346,0.16503776609897614,0.2404707372188568,-0.014637704938650131,0.25341469049453735,0.10447220504283905,0.17004001140594482,0.21334068477153778,-0.24380210041999817,0.2808147072792053,0.1983904391527176,1.0,0.22581297159194946
alone,0.3431425094604492,0.24790075421333313,0.2295283079147339,0.2769272029399872,0.08216549456119537,0.20377518236637115,0.24454614520072937,0.0169500894844532,0.21870967745780945,0.14124755561351776,0.24745671451091766,0.33050301671028137,-0.17771181464195251,0.24419598281383514,0.2295283079147339,0.27604010701179504,0.25589054822921753
owned,0.12432919442653656,0.22477900981903076,0.17190153896808624,0.1999378502368927,0.20221325755119324,0.4000755250453949,0.22438469529151917,-0.04367321357131004,0.2597377896308899,1.0000001192092896,0.321108877658844,0.16766496002674103,-0.16954536736011505,0.17171457409858704,0.17190153896808624,0.10447220504283905,0.1288648396730423
40,-0.05768606811761856,0.01026346068829298,-0.03308193385601044,-0.09923846274614334,-0.028921423479914665,0.005222547333687544,-0.058843277394771576,0.01728992350399494,-0.04036571830511093,-0.012089922092854977,-0.052457746118307114,0.000574253499507904,-0.011948520317673683,-0.0775439515709877,-0.03308193385601044,-0.0930444598197937,0.010195288807153702
