,what,country,is,this,statistic,for,?
a,0.3320399522781372,0.20991116762161255,0.658733606338501,0.5422310829162598,0.21753758192062378,0.44038116931915283,0.23916715383529663
study,0.3123835027217865,0.15412282943725586,0.20457550883293152,0.2858332097530365,0.17531488835811615,0.18700449168682098,0.15902167558670044
by,0.2455483376979828,0.24224938452243805,0.3899846076965332,0.38438332080841064,0.13642065227031708,0.3248702883720398,0.17966607213020325
the,0.42745697498321533,0.30432501435279846,0.5823672413825989,0.6274310946464539,0.23769840598106384,0.4739971458911896,0.22068053483963013
american,0.1909721940755844,0.24713923037052155,0.1853146106004715,0.21639271080493927,0.1208539828658104,0.2306184321641922,0.18877598643302917
association,0.13908448815345764,0.14781959354877472,0.23086927831172943,0.15775974094867706,0.2377903312444687,0.2684359848499298,0.1542656421661377
of,0.33290785551071167,0.28866857290267944,0.4854315221309662,0.45148900151252747,0.2534525990486145,0.4185989499092102,0.1826142966747284
university,0.20256435871124268,0.16373343765735626,0.20346471667289734,0.16441507637500763,0.17912058532238007,0.18573740124702454,0.11887256056070328
women,0.14828920364379883,0.18161816895008087,0.20067402720451355,0.20820912718772888,0.16424299776554108,0.255394846200943,0.1616753786802292
reported,0.16211873292922974,0.1805655062198639,0.13764138519763947,0.17576971650123596,0.1821930706501007,0.1863495260477066,0.16150116920471191
that,0.6297725439071655,0.210195854306221,0.3995479643344879,0.6909449696540833,0.2932494878768921,0.4137635827064514,0.32716336846351624
9.6,0.056283656507730484,0.013296660035848618,-0.08043563365936279,-0.06324844062328339,-0.049695320427417755,-0.08358792960643768,-0.01760668307542801
%,0.20738190412521362,0.14405587315559387,0.18672586977481842,0.2505219876766205,0.19114762544631958,0.16658860445022583,0.21441808342933655
of,0.33290785551071167,0.28866857290267944,0.4854315221309662,0.45148900151252747,0.2534525990486145,0.4185989499092102,0.1826142966747284
students,0.2380729615688324,0.2071562111377716,0.2124544233083725,0.2299622893333435,0.16501274704933167,0.2460945099592209,0.18017297983169556
in,0.30808621644973755,0.3040012717247009,0.5394441485404968,0.45205554366111755,0.22990572452545166,0.4322226941585541,0.20430970191955566
the,0.42745697498321533,0.30432501435279846,0.5823672413825989,0.6274310946464539,0.23769840598106384,0.4739971458911896,0.22068053483963013
united,0.20036718249320984,0.3808354437351227,0.22408509254455566,0.23579099774360657,0.13892389833927155,0.30487096309661865,0.17266890406608582
states,0.21526020765304565,0.4065426290035248,0.21939043700695038,0.2684851288795471,0.18823060393333435,0.2496437132358551,0.16272737085819244
claim,0.30214840173721313,0.2672336995601654,0.15920500457286835,0.30759197473526,0.2934595048427582,0.22986814379692078,0.2665664851665497
to,0.455847829580307,0.31281599402427673,0.42745086550712585,0.5759071707725525,0.17421157658100128,0.4451248347759247,0.29463258385658264
have,0.39808809757232666,0.19540336728096008,0.3613572418689728,0.4660032093524933,0.19844451546669006,0.41175219416618347,0.32991164922714233
received,0.1010502278804779,0.13991045951843262,0.17726187407970428,0.20936720073223114,0.11260636150836945,0.30396392941474915,0.11905962228775024
unwanted,0.3516312837600708,0.1344304084777832,0.19575375318527222,0.41916337609291077,0.20060428977012634,0.28219127655029297,0.23500210046768188
sexual,0.2455441951751709,0.13355374336242676,0.16110041737556458,0.2831343412399292,0.17644090950489044,0.22568319737911224,0.1814439743757248
attention,0.3020271062850952,0.18814809620380402,0.2123902142047882,0.35160312056541443,0.2080351710319519,0.27515074610710144,0.19994445145130157
from,0.2737620174884796,0.21630296111106873,0.27355384826660156,0.3469814360141754,0.1369471251964569,0.314039945602417,0.19969791173934937
an,0.2821882665157318,0.19811232388019562,0.4654068350791931,0.41881775856018066,0.16780462861061096,0.3236706852912903,0.19793890416622162
adult,0.2068360149860382,0.17379911243915558,0.20107683539390564,0.24274705350399017,0.08451784402132034,0.2190706878900528,0.14439715445041656
associated,0.15836219489574432,0.20180848240852356,0.2300606518983841,0.27648818492889404,0.1624354124069214,0.22591517865657806,0.1453326791524887
with,0.2464839518070221,0.24760155379772186,0.3250955045223236,0.36358317732810974,0.16616149246692657,0.39140474796295166,0.2433311939239502
education,0.19940856099128723,0.25007978081703186,0.18778188526630402,0.17015472054481506,0.18523961305618286,0.27265021204948425,0.18067774176597595
;,0.10986888408660889,0.05315014719963074,0.05324986204504967,0.062140218913555145,0.056828953325748444,0.0293948445469141,0.10349778085947037
be,0.3929833769798279,0.2115473747253418,0.4819129705429077,0.566177248954773,0.22084802389144897,0.3801851272583008,0.3324260413646698
they,0.4431931674480438,0.2384694516658783,0.330102801322937,0.4273154139518738,0.1767038255929947,0.3466525673866272,0.2753053903579712
a,0.3320399522781372,0.20991116762161255,0.658733606338501,0.5422310829162598,0.21753758192062378,0.44038116931915283,0.23916715383529663
volunteer,0.2628134787082672,0.16238169372081757,0.17249524593353271,0.24203868210315704,0.24392491579055786,0.23366394639015198,0.2021704763174057
",",0.3087472915649414,0.27878350019454956,0.4691906273365021,0.4316047728061676,0.20016628503799438,0.4464869201183319,0.31091248989105225
bus,0.17615832388401031,0.12606465816497803,0.15411488711833954,0.13892212510108948,0.1357843279838562,0.12409596145153046,0.10113320499658585
driver,0.15677174925804138,0.1421756148338318,0.18559512495994568,0.18294726312160492,0.1993909478187561,0.19272439181804657,0.13817551732063293
",",0.3087472915649414,0.27878350019454956,0.4691906273365021,0.4316047728061676,0.20016628503799438,0.4464869201183319,0.31091248989105225
teacher,0.20492632687091827,0.10329835116863251,0.2001669555902481,0.15561269223690033,0.0830281525850296,0.23373261094093323,0.1797819435596466
",",0.3087472915649414,0.27878350019454956,0.4691906273365021,0.4316047728061676,0.20016628503799438,0.4464869201183319,0.31091248989105225
administrator,0.3100288510322571,0.17367306351661682,0.2080581784248352,0.2879053056240082,0.2038283348083496,0.22280412912368774,0.2915230691432953
or,0.33867141604423523,0.2667475640773773,0.41870999336242676,0.4406825602054596,0.20117084681987762,0.4111599624156952,0.32389625906944275
other,0.341873437166214,0.28020480275154114,0.25895947217941284,0.43044695258140564,0.21118147671222687,0.3273986279964447,0.24682199954986572
adult,0.2068360149860382,0.17379911243915558,0.20107683539390564,0.24274705350399017,0.08451784402132034,0.2190706878900528,0.14439715445041656
;,0.10986888408660889,0.05315014719963074,0.05324986204504967,0.062140218913555145,0.056828953325748444,0.0293948445469141,0.10349778085947037
sometime,0.41616955399513245,0.17006774246692657,0.26625797152519226,0.3555518686771393,0.09477352350950241,0.23923718929290771,0.23972325026988983
during,0.24137552082538605,0.2046053558588028,0.2240111529827118,0.34351885318756104,0.20834966003894806,0.3448435664176941,0.1325719803571701
their,0.35142919421195984,0.2463577538728714,0.2101074606180191,0.40095847845077515,0.21539291739463806,0.3406745493412018,0.1898253709077835
educational,0.2158561795949936,0.22722062468528748,0.22074756026268005,0.1991419792175293,0.26948782801628113,0.36321696639060974,0.20904642343521118
career,0.0917418897151947,0.2244788408279419,0.1233052909374237,0.16351760923862457,0.44292932748794556,0.3036307394504547,0.1300809234380722
.,0.3567904531955719,0.26130348443984985,0.4569662809371948,0.500583827495575,0.23017090559005737,0.4726039469242096,0.4130953550338745
