,other,than,scotland,'s,chief,law,officer,",",from,whence,are,most,ministers,drawn,from,amongst,?
most,0.4585079252719879,0.42108985781669617,0.19957298040390015,0.024445664137601852,0.1486414521932602,0.10736433416604996,0.11032641679048538,0.3636029064655304,0.28580769896507263,0.2830052971839905,0.48698675632476807,1.0,0.1764853447675705,0.17825239896774292,0.28580769896507263,0.5243513584136963,0.2107497900724411
ministers,0.2246289700269699,0.17163066565990448,0.215224489569664,0.010393398813903332,0.2704401910305023,0.23959559202194214,0.2618834674358368,0.2294151484966278,0.19095659255981445,0.1944679617881775,0.2511488199234009,0.1764853447675705,0.9999999403953552,0.16300052404403687,0.19095659255981445,0.14465993642807007,0.15132683515548706
and,0.5504306554794312,0.39361441135406494,0.2930583655834198,0.06895173341035843,0.21687087416648865,0.254730761051178,0.22929392755031586,0.6633074283599854,0.3601827025413513,0.36068812012672424,0.48576638102531433,0.4309377074241638,0.2690688669681549,0.2559950053691864,0.3601827025413513,0.36246761679649353,0.20544172823429108
their,0.456295371055603,0.30367133021354675,0.15651191771030426,-0.005530759692192078,0.16812345385551453,0.17199353873729706,0.08716777712106705,0.3045167922973633,0.3038119673728943,0.3670613169670105,0.46887820959091187,0.3699820935726166,0.25309765338897705,0.20797421038150787,0.3038119673728943,0.2911238670349121,0.1898253709077835
juniors,0.1455197036266327,0.148074671626091,0.1549423336982727,0.07342904806137085,0.1266813576221466,0.10505711287260056,0.17474383115768433,0.2586921751499176,0.1761455237865448,0.11304663121700287,0.18870535492897034,0.19622141122817993,0.23662684857845306,0.16548168659210205,0.1761455237865448,0.09243913739919662,0.19936400651931763
are,0.5932393670082092,0.39206281304359436,0.19172759354114532,-0.008927806280553341,0.09394203871488571,0.13009320199489594,0.05922366678714752,0.4062570035457611,0.2674213647842407,0.2654179334640503,1.0,0.48698675632476807,0.2511488199234009,0.18002136051654816,0.2674213647842407,0.39383479952812195,0.24591213464736938
drawn,0.22572208940982819,0.17259860038757324,0.21480822563171387,0.039261594414711,0.1155475303530693,0.13092736899852753,0.1042894646525383,0.2046290934085846,0.12806525826454163,0.2152523547410965,0.18002136051654816,0.17825239896774292,0.16300052404403687,1.0000001192092896,0.12806525826454163,0.07790934294462204,0.15159106254577637
from,0.30141791701316833,0.2633618414402008,0.14669892191886902,-0.01936490088701248,0.11242672055959702,0.19070591032505035,0.14622929692268372,0.39760664105415344,1.0,0.3660863935947418,0.2674213647842407,0.28580769896507263,0.19095659255981445,0.12806525826454163,1.0,0.17301112413406372,0.19969791173934937
amongst,0.3780551254749298,0.2628846764564514,0.19960683584213257,-0.023191340267658234,0.12135526537895203,0.1054425910115242,0.1176803708076477,0.2884790003299713,0.17301112413406372,0.21893693506717682,0.39383479952812195,0.5243513584136963,0.14465993642807007,0.07790934294462204,0.17301112413406372,1.0000001192092896,0.16806721687316895
the,0.44152235984802246,0.3227543234825134,0.23846951127052307,-0.01540423184633255,0.2586921751499176,0.24548950791358948,0.25777485966682434,0.4933079481124878,0.40150508284568787,0.4640847444534302,0.40399202704429626,0.47635307908058167,0.2563166916370392,0.2380581647157669,0.40150508284568787,0.30752041935920715,0.22068053483963013
