,how,many,hymns,did,luther,write,for,the,first,choral,hymnal,?
he,0.2594625651836395,0.3483840227127075,0.20989593863487244,0.3292143940925598,0.2454872578382492,0.2696007788181305,0.4540175199508667,0.4571082592010498,0.3826274573802948,0.27879905700683594,0.2640853822231293,0.2089974731206894
supplied,0.1778123825788498,0.1592811793088913,0.08036766946315765,0.23537953197956085,0.024522600695490837,0.18482354283332825,0.26171043515205383,0.3064648509025574,0.2102045714855194,0.09247774630784988,0.1432083547115326,0.08668285608291626
four,0.1955733299255371,0.4139232039451599,0.20265614986419678,0.20222175121307373,0.11592413485050201,0.18543916940689087,0.27783235907554626,0.40344667434692383,0.3285832405090332,0.18846344947814941,0.23738454282283783,0.14532537758350372
of,0.2480744868516922,0.37253960967063904,0.23365463316440582,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.4185989499092102,0.733189046382904,0.3536086082458496,0.2536206841468811,0.3003794848918915,0.1826142966747284
eight,0.222213014960289,0.348200261592865,0.22342604398727417,0.19307805597782135,0.1669929325580597,0.17752642929553986,0.33149853348731995,0.34254369139671326,0.35473009943962097,0.19217117130756378,0.20511777698993683,0.11634626984596252
songs,0.18321603536605835,0.2647671401500702,0.4678293466567993,0.23489907383918762,0.2370348870754242,0.3328174948692322,0.25195351243019104,0.21576808393001556,0.22611618041992188,0.388981431722641,0.37365594506263733,0.18278652429580688
of,0.2480744868516922,0.37253960967063904,0.23365463316440582,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.4185989499092102,0.733189046382904,0.3536086082458496,0.2536206841468811,0.3003794848918915,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.1660911738872528,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4739971458911896,1.0,0.49448907375335693,0.23280717432498932,0.27393218874931335,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.16188344359397888,0.33691170811653137,0.20517638325691223,0.24849028885364532,0.3800288736820221,0.49448907375335693,1.0,0.17904742062091827,0.25188982486724854,0.18701928853988647
lutheran,0.1004599779844284,0.2275809496641159,0.41544732451438904,0.22012826800346375,0.7014965415000916,0.1680886596441269,0.1215796172618866,0.20315466821193695,0.1814015507698059,0.3990519344806671,0.33152660727500916,0.1752520203590393
hymnal,0.08671420812606812,0.17266538739204407,0.7368002533912659,0.1597420573234558,0.2560838758945465,0.23977625370025635,0.21031233668327332,0.27393218874931335,0.25188982486724854,0.5506678819656372,1.0,0.14759886264801025
achtliederbuch,0.20969288051128387,0.2262536734342575,0.338447630405426,0.2422237992286682,0.3524473011493683,0.2373161017894745,0.22117003798484802,0.3414166569709778,0.2632450759410858,0.4072988033294678,0.4083912968635559,0.26709797978401184
