,about,what,year,was,the,atmospheric,engine,invented,?
the,0.37995871901512146,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.25230076909065247,0.21651263535022736,0.16009420156478882,0.22068053483963013
first,0.23546195030212402,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,0.17947421967983246,0.16088122129440308,0.3352304697036743,0.18701928853988647
commercially,0.16031713783740997,0.13558313250541687,0.13690729439258575,0.2954142093658447,0.2240111082792282,0.17895931005477905,0.2282935231924057,0.2124834954738617,0.050892215222120285
successful,0.15331938862800598,0.16902779042720795,0.23416785895824432,0.3046294152736664,0.31354787945747375,0.09315342456102371,0.16274981200695038,0.19004766643047333,0.1132197454571724
true,0.26915234327316284,0.34890216588974,0.12528468668460846,0.09867987781763077,0.19509610533714294,0.1349792182445526,0.0787951722741127,0.12927177548408508,0.22515304386615753
engine,0.10748759657144547,0.18463268876075745,0.18775227665901184,0.205611914396286,0.21651263535022736,0.2417989820241928,1.0,0.2357250154018402,0.17739196121692657
",",0.3877100944519043,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.24152730405330658,0.19789794087409973,0.21420055627822876,0.31091248989105225
in,0.39797019958496094,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.17850768566131592,0.18885408341884613,0.21565213799476624,0.20430970191955566
that,0.4500710964202881,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.2735665440559387,0.23960842192173004,0.2817225456237793,0.32716336846351624
it,0.4291239380836487,0.45803478360176086,0.2363913208246231,0.4577186405658722,0.6251175999641418,0.2628200352191925,0.26840072870254517,0.2435709834098816,0.25732165575027466
could,0.29409685730934143,0.4188697934150696,0.17617186903953552,0.39896807074546814,0.35393214225769043,0.13392463326454163,0.19176195561885834,0.22062671184539795,0.3411986827850342
generate,0.1757052093744278,0.26186254620552063,0.1655861884355545,0.060111723840236664,0.264517217874527,0.2684764564037323,0.29651179909706116,0.17975102365016937,0.28300654888153076
power,0.21299073100090027,0.22216427326202393,0.13505931198596954,0.1794997751712799,0.2647338807582855,0.18525613844394684,0.30954575538635254,0.0778430625796318,0.15304024517536163
and,0.3875081241130829,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2693617045879364,0.18437977135181427,0.10205988585948944,0.20544172823429108
transmit,0.21577391028404236,0.21877305209636688,0.11093466728925705,0.09623531252145767,0.2503734529018402,0.14393292367458344,0.2546684145927429,0.2214030772447586,0.16771046817302704
it,0.4291239380836487,0.45803478360176086,0.2363913208246231,0.4577186405658722,0.6251175999641418,0.2628200352191925,0.26840072870254517,0.2435709834098816,0.25732165575027466
to,0.391953706741333,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.24248166382312775,0.20794793963432312,0.16078732907772064,0.29463258385658264
a,0.34171196818351746,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.17021165788173676,0.24768835306167603,0.26715824007987976,0.23916715383529663
machine,0.10921961814165115,0.23075932264328003,0.08794346451759338,0.1741330921649933,0.22788187861442566,0.13767334818840027,0.34204885363578796,0.3760136365890503,0.17587624490261078
",",0.3877100944519043,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.24152730405330658,0.19789794087409973,0.21420055627822876,0.31091248989105225
was,0.2577359974384308,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.17251721024513245,0.205611914396286,0.2900676131248474,0.18412111699581146
the,0.37995871901512146,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.25230076909065247,0.21651263535022736,0.16009420156478882,0.22068053483963013
atmospheric,0.19131122529506683,0.2079145908355713,0.19990569353103638,0.17251721024513245,0.25230076909065247,1.0000001192092896,0.2417989820241928,0.17915043234825134,0.11404281854629517
engine,0.10748759657144547,0.18463268876075745,0.18775227665901184,0.205611914396286,0.21651263535022736,0.2417989820241928,1.0,0.2357250154018402,0.17739196121692657
",",0.3877100944519043,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.24152730405330658,0.19789794087409973,0.21420055627822876,0.31091248989105225
invented,0.19211216270923615,0.1952974498271942,0.10529859364032745,0.2900676131248474,0.16009420156478882,0.17915043234825134,0.2357250154018402,0.9999998807907104,0.13781782984733582
by,0.30091190338134766,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.18186768889427185,0.1870088279247284,0.24488699436187744,0.17966607213020325
thomas,0.0746358335018158,0.1806955188512802,0.1567562371492386,0.26629963517189026,0.23505409061908722,0.13527461886405945,0.15047331154346466,0.21977731585502625,0.16133050620555878
newcomen,0.195895716547966,0.2247587889432907,0.27687060832977295,0.1923932433128357,0.2645798325538635,0.1420164257287979,0.3742743134498596,0.11877968162298203,0.2543369233608246
around,0.5043767690658569,0.27475327253341675,0.28177201747894287,0.24039418995380402,0.40085816383361816,0.2103874683380127,0.1440555453300476,0.25353026390075684,0.14729668200016022
1712,0.211162731051445,0.11513113230466843,0.16538922488689423,0.15463149547576904,0.22317750751972198,0.11869233101606369,0.11641373485326767,0.09525001049041748,0.1953098028898239
.,0.42038556933403015,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.21829068660736084,0.21814921498298645,0.2224365919828415,0.4130953550338745
