,how,often,must,local,lay,servant,reapply,?
they,0.43247655034065247,0.5099413394927979,0.3667615056037903,0.21770167350769043,0.24384023249149323,0.1402442753314972,0.3381398320198059,0.2753053903579712
must,0.3341856896877289,0.3322908878326416,1.0,0.18212547898292542,0.17516806721687317,0.1922248750925064,0.3542345464229584,0.23707495629787445
report,0.2084086388349533,0.18692311644554138,0.18445491790771484,0.18748515844345093,0.20352396368980408,0.18081806600093842,0.25843673944473267,0.3138936758041382
and,0.33647966384887695,0.42465832829475403,0.33253467082977295,0.2468787580728531,0.244028240442276,0.2720182240009308,0.3298739492893219,0.20544172823429108
reapply,0.4066022038459778,0.24711816012859344,0.3542345464229584,0.17496570944786072,0.17188003659248352,0.19042065739631653,0.9999999403953552,0.4183690845966339
annually,0.20168066024780273,0.2566835582256317,0.21814416348934174,0.194760262966156,0.11730094999074936,0.07367046922445297,0.17948214709758759,0.1364409476518631
;,0.07230665534734726,0.09540410339832306,0.05532258376479149,0.030135320499539375,-0.13502395153045654,-0.006607056129723787,0.027827193960547447,0.10349778085947037
and,0.33647966384887695,0.42465832829475403,0.33253467082977295,0.2468787580728531,0.244028240442276,0.2720182240009308,0.3298739492893219,0.20544172823429108
they,0.43247655034065247,0.5099413394927979,0.3667615056037903,0.21770167350769043,0.24384023249149323,0.1402442753314972,0.3381398320198059,0.2753053903579712
must,0.3341856896877289,0.3322908878326416,1.0,0.18212547898292542,0.17516806721687317,0.1922248750925064,0.3542345464229584,0.23707495629787445
complete,0.2646922171115875,0.1782318651676178,0.22494585812091827,0.09629212319850922,0.1621570885181427,0.09919249266386032,0.267434686422348,0.11962060630321503
at,0.2154216170310974,0.24406926333904266,0.19656646251678467,0.1697770059108734,0.13777588307857513,0.1423199623823166,0.2318635731935501,0.21978627145290375
least,0.2839330732822418,0.28623172640800476,0.4034528136253357,0.20667751133441925,0.17502352595329285,0.06716267764568329,0.33203351497650146,0.28866854310035706
one,0.3213292360305786,0.3808180093765259,0.27498316764831543,0.1661648005247116,0.15620844066143036,0.1705033779144287,0.3546716272830963,0.2673267424106598
advanced,0.1992558091878891,0.28118157386779785,0.14007532596588135,0.08061698824167252,0.14567530155181885,0.08879118412733078,0.26901137828826904,0.1806638389825821
course,0.33582279086112976,0.2248925417661667,0.3032977879047394,0.14268414676189423,0.22289837896823883,0.17843091487884521,0.4075208306312561,0.28826573491096497
every,0.31805798411369324,0.35310158133506775,0.36283233761787415,0.22628198564052582,0.17310699820518494,0.15799710154533386,0.31065425276756287,0.24066033959388733
three,0.23807744681835175,0.3106970191001892,0.2430988997220993,0.11022083461284637,0.1120908111333847,0.13114850223064423,0.24008800089359283,0.20928427577018738
years,0.21949264407157898,0.16248072683811188,0.2221061885356903,0.1401423066854477,0.19899745285511017,0.22070564329624176,0.2575458288192749,0.1914375126361847
.,0.3287222981452942,0.30710849165916443,0.27722811698913574,0.26217252016067505,0.22114886343479156,0.2274937629699707,0.3659687340259552,0.4130953550338745
,how,often,must,local,lay,servant,reapply,?
to,0.44169697165489197,0.4351843297481537,0.43356871604919434,0.2207600325345993,0.21070170402526855,0.2116258144378662,0.40701571106910706,0.29463258385658264
be,0.4158933162689209,0.463177889585495,0.4737209677696228,0.18838182091712952,0.17746593058109283,0.2364494651556015,0.43563005328178406,0.3324260413646698
recognized,0.12460648268461227,0.22049611806869507,0.15185631811618805,0.16981671750545502,0.14468269050121307,0.10174230486154556,0.19028523564338684,0.18558090925216675
as,0.33782753348350525,0.405699223279953,0.2723003923892975,0.21087346971035004,0.1565297544002533,0.241262286901474,0.38628482818603516,0.27043893933296204
local,0.1895620971918106,0.21819885075092316,0.18212547898292542,1.0,0.13565626740455627,0.1003083735704422,0.17496570944786072,0.15022775530815125
church,0.10719848424196243,0.21057121455669403,0.10521770268678665,0.2117328941822052,0.25351858139038086,0.24410399794578552,0.08908990770578384,0.18081501126289368
lay,0.16356971859931946,0.2053658813238144,0.17516806721687317,0.13565626740455627,1.0,0.16600550711154938,0.17188003659248352,0.19041578471660614
servant,0.18204624950885773,0.16843363642692566,0.1922248750925064,0.1003083735704422,0.16600550711154938,1.0,0.19042065739631653,0.16730746626853943
",",0.22659391164779663,0.24139221012592316,0.2231246829032898,0.20673875510692596,0.2087278813123703,0.2507607042789459,0.3882598578929901,0.31091248989105225
they,0.43247655034065247,0.5099413394927979,0.3667615056037903,0.21770167350769043,0.24384023249149323,0.1402442753314972,0.3381398320198059,0.2753053903579712
must,0.3341856896877289,0.3322908878326416,1.0,0.18212547898292542,0.17516806721687317,0.1922248750925064,0.3542345464229584,0.23707495629787445
be,0.4158933162689209,0.463177889585495,0.4737209677696228,0.18838182091712952,0.17746593058109283,0.2364494651556015,0.43563005328178406,0.3324260413646698
recommended,0.23848584294319153,0.27041229605674744,0.35836127400398254,0.1709255576133728,0.13580307364463806,0.11680085957050323,0.3564561903476715,0.22072286903858185
by,0.34370526671409607,0.32333052158355713,0.2841154634952545,0.17162570357322693,0.09318975359201431,0.17782121896743774,0.18918094038963318,0.17966607213020325
their,0.3316696584224701,0.4525530934333801,0.3043864369392395,0.22085392475128174,0.23395605385303497,0.1354297697544098,0.2627854347229004,0.1898253709077835
pastor,0.06708782911300659,0.1610921025276184,0.11628391593694687,0.18587452173233032,0.12826722860336304,0.27270278334617615,0.1448141187429428,0.1683567762374878
and,0.33647966384887695,0.42465832829475403,0.33253467082977295,0.2468787580728531,0.244028240442276,0.2720182240009308,0.3298739492893219,0.20544172823429108
church,0.10719848424196243,0.21057121455669403,0.10521770268678665,0.2117328941822052,0.25351858139038086,0.24410399794578552,0.08908990770578384,0.18081501126289368
council,0.14261579513549805,0.14211852848529816,0.1322224736213684,0.26075372099876404,0.0933317244052887,0.16927649080753326,0.12722940742969513,0.1160062924027443
or,0.3378981947898865,0.5791526436805725,0.43512776494026184,0.24451059103012085,0.2498689889907837,0.18152600526809692,0.3574206233024597,0.32389625906944275
charge,0.16119228303432465,0.23186352849006653,0.18369078636169434,0.16780157387256622,0.1330994814634323,0.19524972140789032,0.20380434393882751,0.0958876758813858
conference,0.12395361065864563,0.14767029881477356,0.12634804844856262,0.17762279510498047,0.132114440202713,0.07814247161149979,0.16584022343158722,0.11172781884670258
",",0.22659391164779663,0.24139221012592316,0.2231246829032898,0.20673875510692596,0.2087278813123703,0.2507607042789459,0.3882598578929901,0.31091248989105225
and,0.33647966384887695,0.42465832829475403,0.33253467082977295,0.2468787580728531,0.244028240442276,0.2720182240009308,0.3298739492893219,0.20544172823429108
complete,0.2646922171115875,0.1782318651676178,0.22494585812091827,0.09629212319850922,0.1621570885181427,0.09919249266386032,0.267434686422348,0.11962060630321503
the,0.33890387415885925,0.38004449009895325,0.2713140547275543,0.2130540907382965,0.22321242094039917,0.21235519647598267,0.3045535981655121,0.22068053483963013
basic,0.3665942847728729,0.29440566897392273,0.30453816056251526,0.1674940437078476,0.14512982964515686,0.13336104154586792,0.3726629316806793,0.26534420251846313
course,0.33582279086112976,0.2248925417661667,0.3032977879047394,0.14268414676189423,0.22289837896823883,0.17843091487884521,0.4075208306312561,0.28826573491096497
for,0.3308170735836029,0.37495917081832886,0.31100544333457947,0.23619583249092102,0.19030743837356567,0.19669270515441895,0.4058759808540344,0.264628142118454
lay,0.16356971859931946,0.2053658813238144,0.17516806721687317,0.13565626740455627,1.0,0.16600550711154938,0.17188003659248352,0.19041578471660614
servant,0.18204624950885773,0.16843363642692566,0.1922248750925064,0.1003083735704422,0.16600550711154938,1.0,0.19042065739631653,0.16730746626853943
.,0.3287222981452942,0.30710849165916443,0.27722811698913574,0.26217252016067505,0.22114886343479156,0.2274937629699707,0.3659687340259552,0.4130953550338745
