,what,area,did,the,westwood,one,broadcast,cover,?
westwood,0.13306690752506256,0.15021918714046478,0.14362391829490662,0.289829283952713,1.0,0.16160333156585693,0.3024093806743622,0.13434545695781708,0.17119714617729187
one,0.376489520072937,0.22590439021587372,0.27659472823143005,0.5514441132545471,0.16160333156585693,1.0000001192092896,0.2145468145608902,0.22352686524391174,0.2673267424106598
will,0.3510494530200958,0.14508239924907684,0.40638336539268494,0.3635469079017639,0.19338947534561157,0.3305911421775818,0.16020336747169495,0.19302411377429962,0.35046905279159546
carry,0.22239743173122406,0.11472007632255554,0.17168502509593964,0.26752355694770813,0.1362718790769577,0.2303367257118225,0.182814359664917,0.2552785277366638,0.17171701788902283
the,0.42745697498321533,0.37834644317626953,0.34736719727516174,1.0,0.289829283952713,0.5514441132545471,0.2713715434074402,0.26727065443992615,0.22068053483963013
game,0.2246788740158081,0.17227239906787872,0.19789010286331177,0.285271555185318,0.2980734705924988,0.2554377615451813,0.2862359285354614,0.1532757580280304,0.1829071193933487
throughout,0.2130906730890274,0.19870686531066895,0.194510817527771,0.4158564507961273,0.16354329884052277,0.30948054790496826,0.23048080503940582,0.23107382655143738,0.12665234506130219
north,0.18673177063465118,0.34813106060028076,0.16732536256313324,0.36298373341560364,0.2549668848514557,0.2486860305070877,0.19772908091545105,0.14359013736248016,0.11829731613397598
america,0.2517423629760742,0.14229394495487213,0.2212076634168625,0.37090015411376953,0.26917198300361633,0.2418144941329956,0.2707236111164093,0.16030707955360413,0.19333907961845398
",",0.3087472915649414,0.2664283812046051,0.3015086054801941,0.4933079481124878,0.29910868406295776,0.3696635365486145,0.24917922914028168,0.24982257187366486,0.31091248989105225
with,0.2464839518070221,0.2303420901298523,0.25472134351730347,0.4223487675189972,0.1647321730852127,0.3855307400226593,0.1932039111852646,0.3031909763813019,0.2433311939239502
kevin,0.12314492464065552,0.08876300603151321,0.13419455289840698,0.179534912109375,0.2982544004917145,0.16309618949890137,0.23892514407634735,0.15170405805110931,0.1176677793264389
harlan,0.18146352469921112,0.16209986805915833,0.15540847182273865,0.22123396396636963,0.31846699118614197,0.1680660843849182,0.19688007235527039,0.13488073647022247,0.1691509187221527
as,0.31749409437179565,0.2407972663640976,0.3596470057964325,0.48381632566452026,0.28776946663856506,0.3954789340496063,0.19535446166992188,0.22054845094680786,0.27043893933296204
play-by-play,0.2412194460630417,0.10991546511650085,0.22972095012664795,0.2794552743434906,0.37586426734924316,0.23875470459461212,0.3359743058681488,0.2823963463306427,0.2925850749015808
announcer,0.16529585421085358,0.11933901160955429,0.21149717271327972,0.2399389147758484,0.35294216871261597,0.1672205924987793,0.444955050945282,0.1492011994123459,0.18424807488918304
",",0.3087472915649414,0.2664283812046051,0.3015086054801941,0.4933079481124878,0.29910868406295776,0.3696635365486145,0.24917922914028168,0.24982257187366486,0.31091248989105225
boomer,0.1419287919998169,0.053518883883953094,0.11381345987319946,0.19121207296848297,0.38323289155960083,0.23178045451641083,0.13365432620048523,0.1267179399728775,0.1773107945919037
esiason,0.30121925473213196,0.1704869121313095,0.2540186941623688,0.3538505434989929,0.3512040078639984,0.2448311299085617,0.29831820726394653,0.21267399191856384,0.276677668094635
and,0.31309178471565247,0.3044000566005707,0.34479495882987976,0.5171257257461548,0.24328935146331787,0.42438167333602905,0.22526025772094727,0.27793973684310913,0.20544172823429108
dan,0.13668760657310486,0.14404268562793732,0.1347183734178543,0.21507468819618225,0.16283684968948364,0.12329176068305969,0.17931026220321655,0.12751396000385284,0.12045673280954361
fouts,0.23306797444820404,0.21102657914161682,0.18170084059238434,0.28466182947158813,0.22817279398441315,0.2757849395275116,0.22539663314819336,0.15907502174377441,0.22210446000099182
as,0.31749409437179565,0.2407972663640976,0.3596470057964325,0.48381632566452026,0.28776946663856506,0.3954789340496063,0.19535446166992188,0.22054845094680786,0.27043893933296204
color,0.2746529281139374,0.1591254025697708,0.19901683926582336,0.21895472705364227,0.14488482475280762,0.16016504168510437,0.15034060180187225,0.20954512059688568,0.21299609541893005
analysts,0.3167741596698761,0.17643789947032928,0.21742098033428192,0.23779353499412537,0.2120276391506195,0.219713032245636,0.29931458830833435,0.16111508011817932,0.18784141540527344
",",0.3087472915649414,0.2664283812046051,0.3015086054801941,0.4933079481124878,0.29910868406295776,0.3696635365486145,0.24917922914028168,0.24982257187366486,0.31091248989105225
and,0.31309178471565247,0.3044000566005707,0.34479495882987976,0.5171257257461548,0.24328935146331787,0.42438167333602905,0.22526025772094727,0.27793973684310913,0.20544172823429108
james,0.20536290109157562,0.11799688637256622,0.20904116332530975,0.22481533885002136,0.30983006954193115,0.15985621511936188,0.13909155130386353,0.17138928174972534,0.12139993160963058
lofton,0.19193755090236664,0.2155391126871109,0.20533688366413116,0.23757049441337585,0.5548362731933594,0.14600710570812225,0.17982198297977448,0.19730907678604126,0.12585721909999847
and,0.31309178471565247,0.3044000566005707,0.34479495882987976,0.5171257257461548,0.24328935146331787,0.42438167333602905,0.22526025772094727,0.27793973684310913,0.20544172823429108
mark,0.16941310465335846,0.061829328536987305,0.10116355866193771,0.2235521525144577,0.21123018860816956,0.17211125791072845,0.1151660904288292,0.09958697855472565,0.11634156107902527
malone,0.16782987117767334,0.10441263020038605,0.11292503774166107,0.23672804236412048,0.4790048897266388,0.2127087265253067,0.17221692204475403,0.19585548341274261,0.15293700993061066
as,0.31749409437179565,0.2407972663640976,0.3596470057964325,0.48381632566452026,0.28776946663856506,0.3954789340496063,0.19535446166992188,0.22054845094680786,0.27043893933296204
sideline,0.3090035319328308,0.17953047156333923,0.2761578857898712,0.2606579065322876,0.49073898792266846,0.19887381792068481,0.3839482367038727,0.23247620463371277,0.2637002468109131
reporters,0.18634870648384094,0.21686433255672455,0.304856538772583,0.20859824120998383,0.22393454611301422,0.17934350669384003,0.35577458143234253,0.18725904822349548,0.20937705039978027
.,0.3567904531955719,0.2760866582393646,0.35288307070732117,0.5934505462646484,0.29225394129753113,0.4123194217681885,0.2280997633934021,0.22325164079666138,0.4130953550338745
