,which,denver,linebacker,was,named,super,bowl,mvp,?
denver,0.12987183034420013,1.0,0.48220956325531006,0.2766761779785156,0.2420138418674469,0.24589714407920837,0.2861449718475342,0.31021052598953247,0.1520889848470688
linebacker,0.1141936182975769,0.48220956325531006,1.0000001192092896,0.24367733299732208,0.1662384271621704,0.28596732020378113,0.4219481945037842,0.4722055494785309,0.15540370345115662
von,0.13997842371463776,0.1650388240814209,0.07443031668663025,0.2042967826128006,0.18845419585704803,0.09019782394170761,0.05615047365427017,0.17494645714759827,0.13907472789287567
miller,0.1501988172531128,0.2895999550819397,0.30272817611694336,0.23326176404953003,0.09032490104436874,0.1263037472963333,0.12768206000328064,0.17567558586597443,0.1295081228017807
was,0.2830964922904968,0.2766761779785156,0.24367733299732208,1.0000001192092896,0.37528327107429504,0.21420986950397491,0.21915455162525177,0.23143374919891357,0.18412111699581146
named,0.3135877251625061,0.2420138418674469,0.1662384271621704,0.37528327107429504,1.0,0.2206273078918457,0.18541297316551208,0.25624191761016846,0.1297498345375061
super,0.25759580731391907,0.24589714407920837,0.28596732020378113,0.21420986950397491,0.2206273078918457,1.0000001192092896,0.4848237931728363,0.3814384639263153,0.166326642036438
bowl,0.23468568921089172,0.2861449718475342,0.4219481945037842,0.21915455162525177,0.18541297316551208,0.4848237931728363,1.0,0.5169888734817505,0.21118052303791046
mvp,0.12940891087055206,0.31021052598953247,0.4722055494785309,0.23143374919891357,0.25624191761016846,0.3814384639263153,0.5169888734817505,0.9999998807907104,0.19954749941825867
",",0.3658004403114319,0.25173696875572205,0.2608627378940582,0.45456063747406006,0.2530003488063812,0.22322475910186768,0.1810409277677536,0.2245774120092392,0.31091248989105225
recording,0.23231655359268188,0.20506905019283295,0.259590208530426,0.2667168378829956,0.12293913215398788,0.12307024002075195,0.12853030860424042,0.12834443151950836,0.18037092685699463
five,0.3904796540737152,0.22033226490020752,0.1581663340330124,0.310379296541214,0.27202948927879333,0.16316142678260803,0.20672158896923065,0.1957017183303833,0.18342848122119904
solo,0.19142085313796997,0.16159214079380035,0.20662087202072144,0.17196130752563477,0.09619814902544022,0.1858709752559662,0.19199752807617188,0.18715620040893555,0.1560981124639511
tackles,0.15687359869480133,0.4180256724357605,0.5526763200759888,0.17499198019504547,0.09240088611841202,0.23457856476306915,0.34894615411758423,0.38997599482536316,0.20188532769680023
",",0.3658004403114319,0.25173696875572205,0.2608627378940582,0.45456063747406006,0.2530003488063812,0.22322475910186768,0.1810409277677536,0.2245774120092392,0.31091248989105225
2½,0.09313905239105225,-0.05116941034793854,-0.0656781941652298,-0.001251319656148553,0.02406812459230423,0.056470829993486404,0.06224267557263374,0.07660257816314697,-0.02855924889445305
sacks,0.1675073802471161,0.27507340908050537,0.4388428032398224,0.1737009435892105,0.09149125963449478,0.14356042444705963,0.2921851873397827,0.2858697175979614,0.0761517658829689
",",0.3658004403114319,0.25173696875572205,0.2608627378940582,0.45456063747406006,0.2530003488063812,0.22322475910186768,0.1810409277677536,0.2245774120092392,0.31091248989105225
and,0.506277859210968,0.20625516772270203,0.2321299910545349,0.3740963041782379,0.23097854852676392,0.18368244171142578,0.1698254644870758,0.16702094674110413,0.20544172823429108
two,0.4674137234687805,0.14121489226818085,0.18493512272834778,0.27166637778282166,0.31202685832977295,0.19097526371479034,0.20622028410434723,0.1452360302209854,0.19645625352859497
forced,0.22839660942554474,0.17544646561145782,0.16717620193958282,0.21640066802501678,0.2148292362689972,0.14922793209552765,0.1976994276046753,0.14319473505020142,0.17547516524791718
fumbles,0.2206491380929947,0.34164100885391235,0.4557225704193115,0.22568732500076294,0.17500360310077667,0.31058406829833984,0.38857853412628174,0.38671132922172546,0.1826416552066803
.,0.45942068099975586,0.2573630213737488,0.23209579288959503,0.40146201848983765,0.24760639667510986,0.2757420241832733,0.21516893804073334,0.19778521358966827,0.4130953550338745
