,how,many,city,officials,were,indicted,due,to,corruption,?
after,0.23871733248233795,0.2586410939693451,0.2613813877105713,0.32777002453804016,0.36224013566970825,0.2690228819847107,0.4325949549674988,0.37890323996543884,0.22529561817646027,0.16608688235282898
a,0.29312583804130554,0.2872205972671509,0.2349124401807785,0.25534239411354065,0.17203083634376526,0.21843212842941284,0.2190696746110916,0.45503583550453186,0.19588911533355713,0.23916715383529663
grand,0.10164935886859894,0.18390655517578125,0.23055270314216614,0.2259182184934616,0.16882331669330597,0.25595399737358093,0.07754167169332504,0.21583840250968933,0.13492780923843384,0.1168735921382904
jury,0.16765998303890228,0.14519432187080383,0.1411796510219574,0.2782057225704193,0.20219433307647705,0.40622103214263916,0.08131863921880722,0.25325942039489746,0.2678817808628082,0.2145031988620758
was,0.16678167879581451,0.260356068611145,0.3188765048980713,0.34914183616638184,0.590133786201477,0.31586959958076477,0.29011407494544983,0.3636345863342285,0.2639063596725464,0.18412111699581146
convened,0.09717229753732681,0.20794078707695007,0.1634635329246521,0.3456232249736786,0.2330089658498764,0.25808802247047424,0.1826450228691101,0.316614031791687,0.1795562505722046,0.12000016868114471
to,0.44169697165489197,0.40243685245513916,0.20300441980361938,0.30127477645874023,0.31913647055625916,0.1944747269153595,0.35188060998916626,1.0,0.22868205606937408,0.29463258385658264
investigate,0.2811487317085266,0.2546350955963135,0.05477166920900345,0.30927741527557373,0.23284754157066345,0.4334658086299896,0.23089900612831116,0.23519323766231537,0.38145503401756287,0.16237691044807434
",",0.22659391164779663,0.40610817074775696,0.35839709639549255,0.2280198484659195,0.36755475401878357,0.281823992729187,0.3106630742549896,0.44245919585227966,0.1712050884962082,0.31091248989105225
11,0.04696422442793846,0.13612139225006104,-0.07484430819749832,-0.013040550984442234,0.10968247801065445,-0.06221998110413551,0.017346974462270737,0.010993496514856815,0.025093037635087967,-0.04295448586344719
officials,0.1970158815383911,0.2677854299545288,0.25635331869125366,0.9999999403953552,0.3753359913825989,0.38011690974235535,0.20804062485694885,0.30127477645874023,0.4120592474937439,0.1505519449710846
were,0.2082374095916748,0.4804460406303406,0.20383071899414062,0.3753359913825989,1.0000001192092896,0.21234729886054993,0.17703603208065033,0.31913647055625916,0.21010510623455048,0.17890112102031708
indicted,0.09070145338773727,0.10477430373430252,0.14379894733428955,0.38011690974235535,0.21234729886054993,0.9999998807907104,0.2614658772945404,0.1944747269153595,0.4004337787628174,0.19899630546569824
and,0.33647966384887695,0.5296266674995422,0.2827445864677429,0.22779753804206848,0.42175528407096863,0.17782260477542877,0.3082410395145416,0.48971283435821533,0.20324507355690002,0.20544172823429108
more,0.4319567084312439,0.48608261346817017,0.12291889637708664,0.17714984714984894,0.33779072761535645,0.08582042157649994,0.23004451394081116,0.47084665298461914,0.20061694085597992,0.27894994616508484
were,0.2082374095916748,0.4804460406303406,0.20383071899414062,0.3753359913825989,1.0000001192092896,0.21234729886054993,0.17703603208065033,0.31913647055625916,0.21010510623455048,0.17890112102031708
forced,0.23831938207149506,0.2377408891916275,0.16627399623394012,0.2805590033531189,0.2805345952510834,0.2816375195980072,0.2921597957611084,0.3537954092025757,0.21884392201900482,0.17547516524791718
to,0.44169697165489197,0.40243685245513916,0.20300441980361938,0.30127477645874023,0.31913647055625916,0.1944747269153595,0.35188060998916626,1.0,0.22868205606937408,0.29463258385658264
resign,0.16577614843845367,0.10264860838651657,0.14255283772945404,0.32036903500556946,0.1307300478219986,0.3409234881401062,0.23550358414649963,0.24382203817367554,0.3662882149219513,0.20781263709068298
.,0.3287222981452942,0.3974229395389557,0.29856356978416443,0.2312975823879242,0.3378238379955292,0.2653985321521759,0.19861014187335968,0.4645031690597534,0.1565260887145996,0.4130953550338745
