,what,is,the,name,of,the,service,that,gets,local,businesses,contract,chances,with,the,super,bowl,?
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.31237727403640747,0.4137635827064514,0.22999852895736694,0.23619583249092102,0.2795834541320801,0.23557060956954956,0.34777194261550903,0.39140474796295166,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22661015391349792,0.5473989248275757,0.29983434081077576,0.2130540907382965,0.25707828998565674,0.23003633320331573,0.29721006751060486,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,0.23815037310123444,0.3482176661491394,0.14016340672969818,0.18006105720996857,0.14223648607730865,0.27754655480384827,0.2321583330631256,0.2691199779510498,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.18701928853988647
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.43061500787734985,0.20425699651241302,0.388528436422348,0.2356904149055481,0.21634002029895782,0.21577301621437073,0.27230432629585266,0.37972816824913025,0.31862112879753113,0.43061500787734985,0.18677926063537598,0.20419740676879883,0.27391523122787476
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2389259785413742,0.4137537479400635,0.23885928094387054,0.20673875510692596,0.2790186107158661,0.20806868374347687,0.2216314673423767,0.4120737314224243,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22661015391349792,0.5473989248275757,0.29983434081077576,0.2130540907382965,0.25707828998565674,0.23003633320331573,0.29721006751060486,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.1623450368642807,0.18258553743362427,0.08839353173971176,0.08448050171136856,0.0893041118979454,0.18656854331493378,0.14446046948432922,0.1518537551164627,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.13007937371730804,0.10987387597560883,0.09051010757684708,0.12165422737598419,0.12745875120162964,0.11983031034469604,0.18764008581638336,0.18353787064552307,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,-0.0409264862537384,0.006577443331480026,0.03602437674999237,-0.03406086564064026,-0.014119508676230907,0.06572505086660385,0.11730309575796127,0.03332909196615219,0.04559112712740898,0.08335558325052261,0.08371289074420929,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.030512850731611252
host,0.12779991328716278,0.18300022184848785,0.26909032464027405,0.14808283746242523,0.1709926575422287,0.26909032464027405,0.13424915075302124,0.18125994503498077,0.13177986443042755,0.1507883220911026,0.15201815962791443,0.17631667852401733,0.20591521263122559,0.14191342890262604,0.26909032464027405,0.14729782938957214,0.17551401257514954,0.1021634042263031
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.14093075692653656,0.2920650243759155,0.24322165548801422,0.22774343192577362,0.2412172257900238,0.09103352576494217,0.14401206374168396,0.2357824444770813,0.07844718545675278,0.1571080982685089,0.14769598841667175,0.24322165548801422,0.12410217523574829,0.12471532821655273,0.12144632637500763
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24532052874565125,0.4731321930885315,0.280393123626709,0.2468787580728531,0.3526529371738434,0.1687537431716919,0.31288644671440125,0.5477725267410278,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22661015391349792,0.5473989248275757,0.29983434081077576,0.2130540907382965,0.25707828998565674,0.23003633320331573,0.29721006751060486,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfl,0.12579965591430664,0.12479410320520401,0.15305201709270477,0.11343668401241302,0.1524115800857544,0.15305201709270477,0.14771895110607147,0.15213505923748016,0.1705356389284134,0.09510418772697449,0.17256686091423035,0.21890561282634735,0.18824970722198486,0.18521657586097717,0.15305201709270477,0.319060355424881,0.48354101181030273,0.10610254108905792
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.19985003769397736,0.3802283704280853,0.40389683842658997,0.14890135824680328,0.6182622313499451,0.3009401857852936,0.21113677322864532,0.32331201434135437,0.14903181791305542,0.3926294445991516,0.48046383261680603,0.40389683842658997,0.19903038442134857,0.19536113739013672,0.32991164922714233
openly,0.24464668333530426,0.18584933876991272,0.19510823488235474,0.1278756558895111,0.14141330122947693,0.19510823488235474,0.16772285103797913,0.31208908557891846,0.1565672904253006,0.1350477635860443,0.20192283391952515,0.20630641281604767,0.1841261088848114,0.208077073097229,0.19510823488235474,0.0824815034866333,0.08487619459629059,0.16308623552322388
sought,0.2695325016975403,0.12639497220516205,0.2821049392223358,0.09045927226543427,0.33104926347732544,0.2821049392223358,0.19419440627098083,0.2937079668045044,0.15970255434513092,0.134955495595932,0.31741422414779663,0.2847447693347931,0.28831058740615845,0.20166154205799103,0.2821049392223358,0.11697111278772354,0.10370083153247833,0.1753331869840622
disabled,0.16043168306350708,0.11407961696386337,0.1687239110469818,0.1213471069931984,0.1733492761850357,0.1687239110469818,0.208312526345253,0.22419558465480804,0.15634281933307648,0.17521712183952332,0.20620214939117432,0.1476367861032486,0.24536721408367157,0.18095296621322632,0.1687239110469818,0.08002098649740219,0.025124797597527504,0.20987746119499207
veteran,0.12123548984527588,0.15776368975639343,0.2511998414993286,0.06789641827344894,0.22665295004844666,0.2511998414993286,0.27320364117622375,0.135825514793396,0.15170808136463165,0.0880303829908371,0.10769279301166534,0.12107928097248077,0.12899231910705566,0.19804871082305908,0.2511998414993286,0.15611475706100464,0.18128818273544312,0.15891358256340027
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24532052874565125,0.4731321930885315,0.280393123626709,0.2468787580728531,0.3526529371738434,0.1687537431716919,0.31288644671440125,0.5477725267410278,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
lesbian,0.1944192498922348,0.16836071014404297,0.18838512897491455,0.10820142924785614,0.1412847489118576,0.18838512897491455,0.1653149276971817,0.29170849919319153,0.08163123577833176,0.19950275123119354,0.20213112235069275,0.20892304182052612,0.16043134033679962,0.17521686851978302,0.18838512897491455,0.04885464906692505,0.09783271700143814,0.1751367151737213
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2389259785413742,0.4137537479400635,0.23885928094387054,0.20673875510692596,0.2790186107158661,0.20806868374347687,0.2216314673423767,0.4120737314224243,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
gay,0.18720343708992004,0.13343872129917145,0.21040017902851105,0.11690221726894379,0.12390328198671341,0.21040017902851105,0.10706979781389236,0.2595752775669098,0.08382166922092438,0.15846438705921173,0.1995285600423813,0.130606010556221,0.1217641830444336,0.10915949195623398,0.21040017902851105,0.10622723400592804,0.14370101690292358,0.19433937966823578
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2389259785413742,0.4137537479400635,0.23885928094387054,0.20673875510692596,0.2790186107158661,0.20806868374347687,0.2216314673423767,0.4120737314224243,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
bisexual,0.23736189305782318,0.13173000514507294,0.12405083328485489,0.13874785602092743,0.12147096544504166,0.12405083328485489,0.0927458256483078,0.25410544872283936,0.06242983043193817,0.09499982744455338,0.23622111976146698,0.16027222573757172,0.1832880824804306,0.16695426404476166,0.12405083328485489,0.05564995855093002,0.06529426574707031,0.1762753427028656
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24532052874565125,0.4731321930885315,0.280393123626709,0.2468787580728531,0.3526529371738434,0.1687537431716919,0.31288644671440125,0.5477725267410278,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
transgender-owned,0.28287747502326965,0.2170112431049347,0.268655389547348,0.16495098173618317,0.2648433446884155,0.268655389547348,0.19882018864154816,0.3383685052394867,0.12354125827550888,0.2225949466228485,0.321503221988678,0.21161207556724548,0.24705080687999725,0.21642056107521057,0.268655389547348,0.11666141450405121,0.08988681435585022,0.26507705450057983
businesses,0.23735997080802917,0.18728959560394287,0.25707828998565674,0.14312082529067993,0.22186020016670227,0.25707828998565674,0.34381866455078125,0.3305304944515228,0.17239855229854584,0.28712448477745056,0.9999998807907104,0.21806253492832184,0.3099258244037628,0.2356063723564148,0.25707828998565674,0.0893041118979454,0.12745875120162964,0.15998470783233643
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.1740635335445404,0.435920387506485,0.2060210406780243,0.2223825752735138,0.24867577850818634,0.20341484248638153,0.1977616846561432,0.4080928862094879,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
business,0.21758167445659637,0.19332653284072876,0.2389037162065506,0.1640031337738037,0.23985227942466736,0.2389037162065506,0.3066934645175934,0.25197073817253113,0.12713728845119476,0.19567106664180756,0.7603162527084351,0.25198617577552795,0.22731266915798187,0.2318158596754074,0.2389037162065506,0.09769033640623093,0.08380642533302307,0.1545659303665161
connect,0.21411117911338806,0.2621147632598877,0.28719469904899597,0.1465851366519928,0.21932561695575714,0.28719469904899597,0.2683864235877991,0.2584347426891327,0.12560297548770905,0.18741410970687866,0.222008615732193,0.21437646448612213,0.11146924644708633,0.2467513084411621,0.28719469904899597,0.13131357729434967,0.05652250722050667,0.12289916723966599
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2389259785413742,0.4137537479400635,0.23885928094387054,0.20673875510692596,0.2790186107158661,0.20806868374347687,0.2216314673423767,0.4120737314224243,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22661015391349792,0.5473989248275757,0.29983434081077576,0.2130540907382965,0.25707828998565674,0.23003633320331573,0.29721006751060486,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.1623450368642807,0.18258553743362427,0.08839353173971176,0.08448050171136856,0.0893041118979454,0.18656854331493378,0.14446046948432922,0.1518537551164627,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.13007937371730804,0.10987387597560883,0.09051010757684708,0.12165422737598419,0.12745875120162964,0.11983031034469604,0.18764008581638336,0.18353787064552307,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
program,0.25047802925109863,0.17881494760513306,0.22986935079097748,0.15997080504894257,0.17376001179218292,0.22986935079097748,0.29463979601860046,0.33504533767700195,0.16019105911254883,0.17955830693244934,0.2703503370285034,0.17571347951889038,0.2225148230791092,0.14732027053833008,0.22986935079097748,0.11822658032178879,0.07493903487920761,0.1440187245607376
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.24765339493751526,1.0,0.28066617250442505,0.22915975749492645,0.3305304944515228,0.24800655245780945,0.39837315678596497,0.4154358208179474,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32716336846351624
provides,0.16175243258476257,0.3195696473121643,0.29657405614852905,0.10845465213060379,0.3119201064109802,0.29657405614852905,0.4105035662651062,0.30973124504089355,0.2748104929924011,0.24658571183681488,0.28990763425827026,0.17994269728660583,0.23594750463962555,0.3041352331638336,0.29657405614852905,0.05344920605421066,0.049755025655031204,0.1500944346189499
local,0.18981902301311493,0.13173899054527283,0.2130540907382965,0.17083096504211426,0.20668989419937134,0.2130540907382965,0.22239521145820618,0.22915975749492645,0.10327504575252533,1.0,0.28712448477745056,0.12479083985090256,0.08283089101314545,0.16601361334323883,0.2130540907382965,0.08448050171136856,0.12165422737598419,0.15022775530815125
companies,0.20801754295825958,0.1956041008234024,0.26917189359664917,0.15141929686069489,0.22608543932437897,0.26917189359664917,0.23701658844947815,0.24354611337184906,0.11777268350124359,0.17028748989105225,0.6451296806335449,0.2554066479206085,0.21752090752124786,0.21648374199867249,0.26917189359664917,0.09137734025716782,0.062123797833919525,0.14365637302398682
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.20442402362823486,0.4154358208179474,0.2806749939918518,0.16601361334323883,0.2356063723564148,0.2929249107837677,0.29792678356170654,0.9999999403953552,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
contracting,0.2756916880607605,0.20132382214069366,0.2827729284763336,0.1616663783788681,0.23802630603313446,0.2827729284763336,0.2402978539466858,0.32888296246528625,0.24101640284061432,0.14436793327331543,0.2739505171775818,0.7376043796539307,0.3006390631198883,0.328469455242157,0.2827729284763336,0.18815389275550842,0.11550632119178772,0.1360260248184204
opportunities,0.2428092211484909,0.13409724831581116,0.2523994743824005,0.08516859263181686,0.23166045546531677,0.2523994743824005,0.2669840157032013,0.2994297742843628,0.16898764669895172,0.22520947456359863,0.4314344525337219,0.22377710044384003,0.4491210877895355,0.2206536829471588,0.2523994743824005,0.15314972400665283,0.1240827664732933,0.18024922907352448
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.1740635335445404,0.435920387506485,0.2060210406780243,0.2223825752735138,0.24867577850818634,0.20341484248638153,0.1977616846561432,0.4080928862094879,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24532052874565125,0.4731321930885315,0.280393123626709,0.2468787580728531,0.3526529371738434,0.1687537431716919,0.31288644671440125,0.5477725267410278,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
