,what,remain,unsolved,problems,with,the,kyoto,protocol,?
in,0.30808621644973755,0.2372020184993744,0.2789076864719391,0.21061907708644867,0.4080928862094879,0.6662389636039734,0.20003120601177216,0.09333550930023193,0.20430970191955566
case,0.30770957469940186,0.2591497004032135,0.3701775372028351,0.2841929793357849,0.2825133502483368,0.31022098660469055,0.1550869643688202,0.273125022649765,0.33232852816581726
of,0.33290785551071167,0.29009148478507996,0.26219990849494934,0.2450421154499054,0.41827285289764404,0.733189046382904,0.1738620400428772,0.16769860684871674,0.1826142966747284
the,0.42745697498321533,0.33184581995010376,0.2769743502140045,0.2659202516078949,0.4223487675189972,1.0,0.22853437066078186,0.1814756840467453,0.22068053483963013
ipcc,0.33176189661026,0.11282627284526825,0.25911688804626465,0.25828787684440613,0.18298684060573578,0.24925659596920013,0.22029714286327362,0.3256361484527588,0.22295254468917847
conclusions,0.39731889963150024,0.23435033857822418,0.388966828584671,0.3581463694572449,0.20074698328971863,0.22610555589199066,0.14678412675857544,0.2041090577840805,0.27379924058914185
and,0.31309178471565247,0.28385093808174133,0.23864680528640747,0.285793662071228,0.5477725267410278,0.5171257257461548,0.19698914885520935,0.12529926002025604,0.20544172823429108
the,0.42745697498321533,0.33184581995010376,0.2769743502140045,0.2659202516078949,0.4223487675189972,1.0,0.22853437066078186,0.1814756840467453,0.22068053483963013
failure,0.19130942225456238,0.16471952199935913,0.24885188043117523,0.38215357065200806,0.06447990983724594,0.24083465337753296,0.11682166904211044,0.07619504630565643,0.12142058461904526
of,0.33290785551071167,0.29009148478507996,0.26219990849494934,0.2450421154499054,0.41827285289764404,0.733189046382904,0.1738620400428772,0.16769860684871674,0.1826142966747284
the,0.42745697498321533,0.33184581995010376,0.2769743502140045,0.2659202516078949,0.4223487675189972,1.0,0.22853437066078186,0.1814756840467453,0.22068053483963013
kyoto,0.16787080466747284,0.10775838792324066,0.18046066164970398,0.12986283004283905,0.1766836792230606,0.22853437066078186,1.0,0.31822794675827026,0.12491562217473984
protocol,0.1694250851869583,0.11473127454519272,0.18050311505794525,0.23062920570373535,0.18321675062179565,0.1814756840467453,0.31822794675827026,1.0000001192092896,0.17756013572216034
",",0.3087472915649414,0.23353272676467896,0.24882036447525024,0.2596952021121979,0.4120737314224243,0.4933079481124878,0.2011060267686844,0.12143102288246155,0.31091248989105225
varying,0.2707297205924988,0.2590295076370239,0.1714133769273758,0.2551546096801758,0.2372397780418396,0.28133442997932434,0.16376841068267822,0.1396746188402176,0.14919932186603546
regional,0.1532609760761261,0.10407444089651108,0.13618619740009308,0.12685856223106384,0.12053577601909637,0.3125704526901245,0.23138241469860077,0.15146207809448242,0.09246466308832169
cost-benefit,0.3118151128292084,0.24872784316539764,0.24207302927970886,0.3262828290462494,0.28550466895103455,0.2929520010948181,0.16790303587913513,0.20529568195343018,0.31669268012046814
analysis,0.2842639982700348,0.11752977967262268,0.3267001509666443,0.28109532594680786,0.17961592972278595,0.24241644144058228,0.06464260071516037,0.1590539962053299,0.15352053940296173
and,0.31309178471565247,0.28385093808174133,0.23864680528640747,0.285793662071228,0.5477725267410278,0.5171257257461548,0.19698914885520935,0.12529926002025604,0.20544172823429108
burden-sharing,0.3415256142616272,0.276761919260025,0.28407934308052063,0.3295598328113556,0.3722425401210785,0.29640206694602966,0.24346502125263214,0.312224805355072,0.23822246491909027
conflicts,0.33969852328300476,0.21321223676204681,0.34460684657096863,0.45728081464767456,0.24670250713825226,0.24149245023727417,0.15155905485153198,0.23523347079753876,0.30421143770217896
with,0.2464839518070221,0.21240513026714325,0.18287914991378784,0.3139011859893799,0.9999999403953552,0.4223487675189972,0.1766836792230606,0.18321675062179565,0.2433311939239502
regard,0.35750043392181396,0.4018454849720001,0.24972853064537048,0.31216713786125183,0.2617509067058563,0.30657511949539185,0.08326584100723267,0.19056472182273865,0.25592759251594543
to,0.455847829580307,0.3472624719142914,0.1343403458595276,0.28989166021347046,0.4239959120750427,0.535392165184021,0.19738343358039856,0.21349743008613586,0.29463258385658264
the,0.42745697498321533,0.33184581995010376,0.2769743502140045,0.2659202516078949,0.4223487675189972,1.0,0.22853437066078186,0.1814756840467453,0.22068053483963013
distribution,0.17429208755493164,0.14132532477378845,0.22543926537036896,0.1627836376428604,0.17537137866020203,0.27569329738616943,0.047949519008398056,0.17636290192604065,0.0929616317152977
of,0.33290785551071167,0.29009148478507996,0.26219990849494934,0.2450421154499054,0.41827285289764404,0.733189046382904,0.1738620400428772,0.16769860684871674,0.1826142966747284
emission,0.257511705160141,0.1485040932893753,0.1691455841064453,0.19686804711818695,0.15924544632434845,0.23563747107982635,0.2135477513074875,0.20999664068222046,0.13555191457271576
reductions,0.23610827326774597,0.18859580159187317,0.30483707785606384,0.40943241119384766,0.3060275912284851,0.2916041910648346,0.200117826461792,0.17958775162696838,0.18793964385986328
remain,0.29587244987487793,0.9999999403953552,0.24988028407096863,0.1957734078168869,0.21240513026714325,0.33184581995010376,0.10775838792324066,0.11473127454519272,0.1868363618850708
an,0.2821882665157318,0.10278104990720749,0.16302873194217682,0.1804785281419754,0.2730048894882202,0.4207492768764496,0.16972468793392181,0.1998584270477295,0.19793890416622162
unsolved,0.2298731654882431,0.24988028407096863,0.9999998807907104,0.4579021632671356,0.18287914991378784,0.2769743502140045,0.18046066164970398,0.18050311505794525,0.19177721440792084
problem,0.42183366417884827,0.20956042408943176,0.46192029118537903,0.7913808822631836,0.2717578709125519,0.24928659200668335,0.11003520339727402,0.3041055202484131,0.3762950301170349
.,0.3567904531955719,0.2486068606376648,0.25593101978302,0.2602308988571167,0.4446153938770294,0.5934505462646484,0.2884349822998047,0.19383089244365692,0.4130953550338745
