,what,is,polish,for,``,mermaid,'',?
the,0.42745697498321533,0.5823672413825989,0.17708231508731842,0.4739971458911896,0.029072100296616554,0.23196867108345032,0.041273195296525955,0.22068053483963013
mermaid,0.16442129015922546,0.2125418782234192,0.18662822246551514,0.11569084972143173,-0.05318167805671692,1.0000001192092896,0.01793990284204483,0.14786650240421295
(,0.2411840260028839,0.35393038392066956,0.19593769311904907,0.3357032239437103,0.15585018694400787,0.15801914036273956,-0.022970275953412056,0.40561532974243164
syrenka,0.23898504674434662,0.20607022941112518,0.32255977392196655,0.20173703134059906,0.17182408273220062,0.23777787387371063,-0.016727007925510406,0.30571886897087097
),0.26259949803352356,0.37732169032096863,0.2044559121131897,0.3639558255672455,0.1698397845029831,0.14325152337551117,-0.028269650414586067,0.42300865054130554
is,0.28837618231773376,1.0,0.14989061653614044,0.43268078565597534,0.058766357600688934,0.2125418782234192,0.0793738141655922,0.22961433231830597
warsaw,0.10373849421739578,0.09741193056106567,0.6311136484146118,0.1427849680185318,0.12440727651119232,0.18328054249286652,-0.05188906192779541,0.09769917279481888
's,0.02692362666130066,0.02396530658006668,0.047667719423770905,-0.07241261005401611,-0.03416389226913452,0.019876396283507347,-0.04859459400177002,-0.023395681753754616
symbol,0.17314639687538147,0.24105875194072723,0.1286276876926422,0.2578233480453491,0.1682797074317932,0.23734919726848602,0.023898368701338768,0.1418723464012146
and,0.31309178471565247,0.3859752118587494,0.2486540973186493,0.5064792633056641,0.036644238978624344,0.20474925637245178,0.021612688899040222,0.20544172823429108
can,0.34502777457237244,0.44256699085235596,0.12576468288898468,0.35690054297447205,0.12428006529808044,0.17917293310165405,0.008988718502223492,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.15139059722423553,0.3801851272583008,0.07670000940561295,0.1966511756181717,0.08835477381944656,0.3324260413646698
found,0.1796332150697708,0.3526395261287689,0.05310145020484924,0.19707661867141724,0.013845388777554035,0.16432157158851624,0.09618200361728668,0.16790300607681274
on,0.34226128458976746,0.3635730445384979,0.1288478970527649,0.36199691891670227,-0.03274054825305939,0.19444261491298676,0.04238596186041832,0.2714994251728058
statues,0.10677443444728851,0.17140208184719086,0.1707635521888733,0.17261387407779694,-0.021635664626955986,0.3166361153125763,0.05802583694458008,0.08013036102056503
throughout,0.2130906730890274,0.2639545500278473,0.12038376182317734,0.31491008400917053,0.006613703910261393,0.15566492080688477,-0.04127279296517372,0.12665234506130219
the,0.42745697498321533,0.5823672413825989,0.17708231508731842,0.4739971458911896,0.029072100296616554,0.23196867108345032,0.041273195296525955,0.22068053483963013
city,0.17493832111358643,0.3186660706996918,0.14986389875411987,0.18687109649181366,-0.009671642445027828,0.1362268328666687,0.08278307318687439,0.13423943519592285
and,0.31309178471565247,0.3859752118587494,0.2486540973186493,0.5064792633056641,0.036644238978624344,0.20474925637245178,0.021612688899040222,0.20544172823429108
on,0.34226128458976746,0.3635730445384979,0.1288478970527649,0.36199691891670227,-0.03274054825305939,0.19444261491298676,0.04238596186041832,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,0.17708231508731842,0.4739971458911896,0.029072100296616554,0.23196867108345032,0.041273195296525955,0.22068053483963013
city,0.17493832111358643,0.3186660706996918,0.14986389875411987,0.18687109649181366,-0.009671642445027828,0.1362268328666687,0.08278307318687439,0.13423943519592285
's,0.02692362666130066,0.02396530658006668,0.047667719423770905,-0.07241261005401611,-0.03416389226913452,0.019876396283507347,-0.04859459400177002,-0.023395681753754616
coat,0.1392935961484909,0.21943449974060059,0.1720559149980545,0.1353527009487152,0.12348271161317825,0.2603054940700531,0.0067129493691027164,0.11979232728481293
of,0.33290785551071167,0.4854315221309662,0.16866981983184814,0.4185989499092102,0.06780257821083069,0.2226864993572235,0.13035868108272552,0.1826142966747284
arms,0.1261218786239624,0.14908017218112946,0.09103509038686752,0.14311425387859344,0.15275529026985168,0.18788175284862518,0.0037340999115258455,0.1243237629532814
.,0.3567904531955719,0.4569662809371948,0.23422029614448547,0.4726039469242096,0.05720457062125206,0.19383952021598816,-0.07181349396705627,0.4130953550338745
