,what,was,the,name,of,the,set,top,box,manufacturer,that,bskyb,was,having,issues,with,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.2663729190826416,0.2235720455646515,0.26241418719291687,0.15855246782302856,0.435920387506485,0.22606848180294037,0.45514053106307983,0.32022708654403687,0.17748555541038513,0.4080928862094879,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2927955985069275,0.31754136085510254,0.25871407985687256,0.18454907834529877,0.5473989248275757,0.20915858447551727,0.48711544275283813,0.3821379244327545,0.2638932764530182,0.4223487675189972,0.22068053483963013
week,0.2483774870634079,0.24251437187194824,0.28402599692344666,0.14917412400245667,0.17998629808425903,0.28402599692344666,0.20880325138568878,0.23029933869838715,0.2264476716518402,0.16919896006584167,0.29284077882766724,0.08615603297948837,0.24251437187194824,0.3099951446056366,0.2869211435317993,0.21186980605125427,0.25105318427085876
before,0.3801657259464264,0.38607707619667053,0.45900648832321167,0.25333574414253235,0.3282964527606964,0.45900648832321167,0.21582984924316406,0.20637446641921997,0.16958671808242798,0.11327505111694336,0.40745505690574646,0.17232394218444824,0.38607707619667053,0.31945475935935974,0.27491575479507446,0.32654517889022827,0.2507109045982361
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2927955985069275,0.31754136085510254,0.25871407985687256,0.18454907834529877,0.5473989248275757,0.20915858447551727,0.48711544275283813,0.3821379244327545,0.2638932764530182,0.4223487675189972,0.22068053483963013
launch,0.22967466711997986,0.22367219626903534,0.2628649175167084,0.106385238468647,0.20697395503520966,0.2628649175167084,0.1784059703350067,0.21002225577831268,0.16340135037899017,0.21920453011989594,0.23042123019695282,0.1530798077583313,0.22367219626903534,0.16999712586402893,0.19540531933307648,0.18849989771842957,0.22009649872779846
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24912182986736298,0.2270241379737854,0.2052105814218521,0.22403056919574738,0.4137537479400635,0.2852807641029358,0.45456063747406006,0.3154076039791107,0.2560703754425049,0.4120737314224243,0.31091248989105225
rumours,0.23786313831806183,0.2792288661003113,0.23137156665325165,0.10719020664691925,0.2270296812057495,0.23137156665325165,0.08917922526597977,0.04956798627972603,0.09013012796640396,0.1086750254034996,0.38304805755615234,0.1129610612988472,0.2792288661003113,0.3248851001262665,0.2841489613056183,0.2557874321937561,0.1975051313638687
started,0.21609699726104736,0.44883424043655396,0.3222070634365082,0.24728529155254364,0.22928385436534882,0.3222070634365082,0.2435120791196823,0.1320374757051468,0.0767420157790184,0.14420545101165771,0.247867152094841,0.22177334129810333,0.44883424043655396,0.1342398226261139,0.15730232000350952,0.21924792230129242,0.19447724521160126
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.320547491312027,0.20897358655929565,0.2480730414390564,0.18490533530712128,0.5436353087425232,0.16040074825286865,0.3636345863342285,0.3992697596549988,0.27458062767982483,0.4239959120750427,0.29463258385658264
