,what,countries,does,kenya,compete,with,for,long,distance,running,?
kenyan,0.11042535305023193,0.20797587931156158,0.1560755968093872,0.7825311422348022,0.13847196102142334,0.12480845302343369,0.20705007016658783,0.1784079670906067,0.2858625650405884,0.2600175738334656,0.1738916039466858
athletes,0.17248980700969696,0.38356122374534607,0.16338057816028595,0.1536334902048111,0.4821501076221466,0.17067204415798187,0.22401762008666992,0.2142830342054367,0.2721925377845764,0.19648654758930206,0.10964834690093994
(,0.2411840260028839,0.15407808125019073,0.2728188931941986,0.10727446526288986,0.09291746467351913,0.29503780603408813,0.3357032239437103,0.2487790733575821,0.1953849345445633,0.19851703941822052,0.40561532974243164
particularly,0.33027681708335876,0.3035200536251068,0.2602892816066742,0.13767726719379425,0.1731315404176712,0.34844154119491577,0.4007916748523712,0.292479544878006,0.14642857015132904,0.2491353452205658,0.2644225060939789
kalenjin,0.20374824106693268,0.25227826833724976,0.17595383524894714,0.25424689054489136,0.16974404454231262,0.23969420790672302,0.24064409732818604,0.17787353694438934,0.2315417379140854,0.10177846997976303,0.24011453986167908
),0.26259949803352356,0.15248970687389374,0.2575884759426117,0.12372948974370956,0.10140738636255264,0.3069596290588379,0.3639558255672455,0.23425164818763733,0.1987295299768448,0.19923414289951324,0.42300865054130554
continue,0.34721019864082336,0.16955240070819855,0.3181162476539612,0.12051782757043839,0.24499617516994476,0.2607794404029846,0.2841116189956665,0.309518426656723,0.11360519379377365,0.2400449514389038,0.23903685808181763
to,0.455847829580307,0.3111797273159027,0.4391997456550598,0.17769291996955872,0.28898587822914124,0.4239959120750427,0.4451248347759247,0.30218687653541565,0.26426711678504944,0.23381315171718597,0.29463258385658264
dominate,0.2702154815196991,0.19665507972240448,0.19632510840892792,0.0992579385638237,0.3441123962402344,0.2651965022087097,0.1787804216146469,0.17310750484466553,0.18116283416748047,0.17174680531024933,0.11002932488918304
the,0.42745697498321533,0.33290645480155945,0.35928019881248474,0.21657514572143555,0.28425246477127075,0.4223487675189972,0.4739971458911896,0.3075225353240967,0.26146480441093445,0.28883472084999084,0.22068053483963013
world,0.21669597923755646,0.37250030040740967,0.15434256196022034,0.19910317659378052,0.25250205397605896,0.2832821011543274,0.2444595992565155,0.17942118644714355,0.14381588995456696,0.2034134566783905,0.17579582333564758
of,0.33290785551071167,0.2800094783306122,0.3119818866252899,0.22226637601852417,0.24771372973918915,0.41827285289764404,0.4185989499092102,0.2567519545555115,0.20277999341487885,0.2329012006521225,0.1826142966747284
distance,0.18809965252876282,0.18293732404708862,0.11083365976810455,0.1656852513551712,0.20271112024784088,0.1966303139925003,0.23153051733970642,0.37753352522850037,1.0,0.3034587800502777,0.05407539755105972
running,0.2357972115278244,0.17782264947891235,0.2656693160533905,0.193542942404747,0.24800947308540344,0.21426565945148468,0.3230443000793457,0.40301835536956787,0.3034587800502777,1.0,0.15679655969142914
",",0.3087472915649414,0.2966555655002594,0.28617382049560547,0.23432263731956482,0.23752278089523315,0.4120737314224243,0.4464869201183319,0.3431144952774048,0.22692032158374786,0.24165967106819153,0.31091248989105225
although,0.24844598770141602,0.26228538155555725,0.3092105984687805,0.11766556650400162,0.17935211956501007,0.32515957951545715,0.2825305759906769,0.226155623793602,0.16230414807796478,0.18524901568889618,0.15541206300258636
competition,0.18313148617744446,0.25958970189094543,0.20847772061824799,0.13985715806484222,0.6186133623123169,0.19646349549293518,0.3370633125305176,0.1737404465675354,0.2428177148103714,0.24170833826065063,0.1394461691379547
from,0.2737620174884796,0.2355131208896637,0.1777622550725937,0.15824314951896667,0.18858851492404938,0.26272761821746826,0.314039945602417,0.3109167516231537,0.2345198690891266,0.27257922291755676,0.19969791173934937
morocco,0.1434921771287918,0.32069846987724304,0.12986312806606293,0.42809075117111206,0.183993861079216,0.0951448455452919,0.1743983030319214,0.10889818519353867,0.09129951894283295,0.11971680074930191,0.14138492941856384
and,0.31309178471565247,0.37200918793678284,0.3461615741252899,0.20742860436439514,0.24350401759147644,0.5477725267410278,0.5064792633056641,0.3395216166973114,0.25180765986442566,0.29286429286003113,0.20544172823429108
ethiopia,0.21010032296180725,0.27916020154953003,0.09474911540746689,0.5040618181228638,0.1749856173992157,0.1328137069940567,0.13140304386615753,0.14118316769599915,0.1919848769903183,0.11226177960634232,0.12341149896383286
has,0.20338068902492523,0.26221421360969543,0.42885294556617737,0.18851779401302338,0.1639890968799591,0.44092974066734314,0.450642853975296,0.2952231168746948,0.19078382849693298,0.24151650071144104,0.15994466841220856
reduced,0.11519023776054382,0.25780922174453735,0.15845583379268646,0.12276776134967804,0.16783815622329712,0.2744283378124237,0.2299892157316208,0.18526463210582733,0.16855783760547638,0.15447263419628143,0.10234767943620682
this,0.5489566326141357,0.3181088864803314,0.4166489243507385,0.167129248380661,0.19169722497463226,0.36358317732810974,0.5082864165306091,0.3617446720600128,0.18294498324394226,0.2496301233768463,0.3155723512172699
supremacy,0.25324010848999023,0.26704707741737366,0.13913671672344208,0.14521998167037964,0.13115492463111877,0.16296876966953278,0.06728308647871017,0.12448494881391525,0.10397520661354065,0.07350219786167145,0.10107395797967911
.,0.3567904531955719,0.27938392758369446,0.3022993505001068,0.24234211444854736,0.20177166163921356,0.4446153938770294,0.4726039469242096,0.3247973620891571,0.1947452872991562,0.27780240774154663,0.4130953550338745
