,state,route,180,comes,from,which,direction,via,mendota,?
state,1.0,0.24191424250602722,0.055332355201244354,0.18105997145175934,0.29024070501327515,0.27248382568359375,0.14570946991443634,0.08943027257919312,0.3327700197696686,0.1160883978009224
route,0.24191424250602722,1.0,0.08620382100343704,0.09850036352872849,0.2344328910112381,0.21327966451644897,0.2607886791229248,0.28584346175193787,0.27197885513305664,0.10957027226686478
180,0.055332355201244354,0.08620382100343704,1.0,0.18156452476978302,0.14867086708545685,0.16392000019550323,0.035698845982551575,0.06565292179584503,-0.011647365055978298,0.12062747031450272
(,0.23423868417739868,0.1456107199192047,0.03084932640194893,0.2431143969297409,0.25806233286857605,0.2589828372001648,0.18099737167358398,0.1885300576686859,0.22003349661827087,0.40561532974243164
kings,0.1850420981645584,0.2089979201555252,-0.0003850978391710669,0.18164438009262085,0.20608364045619965,0.20299021899700165,0.07808724045753479,0.10653840750455856,0.2098604440689087,0.19563011825084686
canyon,0.24382340908050537,0.27715688943862915,-0.01847495138645172,0.13034658133983612,0.1265251785516739,0.21336202323436737,0.15335409343242645,0.053647514432668686,0.3675248622894287,0.12859754264354706
freeway,0.3071974217891693,0.4741276502609253,-0.0191916823387146,0.10555293411016464,0.2287883460521698,0.20166584849357605,0.21998272836208344,0.3055257499217987,0.2957201898097992,0.1306171715259552
),0.2340407520532608,0.1805008053779602,0.016123101115226746,0.22370943427085876,0.2672361731529236,0.2758678197860718,0.19041664898395538,0.1911294162273407,0.2318183183670044,0.42300865054130554
comes,0.18105997145175934,0.09850036352872849,0.18156452476978302,1.0,0.31963786482810974,0.2863384485244751,0.11222948133945465,0.13646596670150757,0.1327773481607437,0.15980161726474762
from,0.29024070501327515,0.2344328910112381,0.14867086708545685,0.31963786482810974,1.0,0.38755592703819275,0.19012711942195892,0.24748080968856812,0.2573859989643097,0.19969791173934937
the,0.3097178041934967,0.22322526574134827,0.08750838786363602,0.32399529218673706,0.40150508284568787,0.6521818041801453,0.28851455450057983,0.23979412019252777,0.2952345907688141,0.22068053483963013
west,0.23057743906974792,0.23126591742038727,0.006216420792043209,0.08885897696018219,0.2389117330312729,0.22164945304393768,0.23540861904621124,0.16894924640655518,0.27305474877357483,0.12088293582201004
via,0.08943027257919312,0.28584346175193787,0.06565292179584503,0.13646596670150757,0.24748080968856812,0.2865810990333557,0.21364536881446838,1.0,0.14874154329299927,0.19443516433238983
mendota,0.3327700197696686,0.27197885513305664,-0.011647365055978298,0.1327773481607437,0.2573859989643097,0.24946722388267517,0.20932278037071228,0.14874154329299927,1.0,0.10635703802108765
",",0.29481780529022217,0.21133576333522797,0.03131107985973358,0.289667546749115,0.39760664105415344,0.3658004403114319,0.23287029564380646,0.26232874393463135,0.3239510655403137,0.31091248989105225
and,0.2653750479221344,0.2168188840150833,0.0715903639793396,0.25444865226745605,0.3601827025413513,0.506277859210968,0.2529398798942566,0.20018906891345978,0.27888619899749756,0.20544172823429108
from,0.29024070501327515,0.2344328910112381,0.14867086708545685,0.31963786482810974,1.0,0.38755592703819275,0.19012711942195892,0.24748080968856812,0.2573859989643097,0.19969791173934937
the,0.3097178041934967,0.22322526574134827,0.08750838786363602,0.32399529218673706,0.40150508284568787,0.6521818041801453,0.28851455450057983,0.23979412019252777,0.2952345907688141,0.22068053483963013
east,0.2478339523077011,0.32231876254081726,0.009835840202867985,0.15109726786613464,0.27024149894714355,0.22817298769950867,0.2055594027042389,0.23046354949474335,0.26826825737953186,0.10070597380399704
in,0.33316072821617126,0.19557222723960876,0.07632627338171005,0.18555757403373718,0.4274188280105591,0.4840516746044159,0.17485231161117554,0.19981135427951813,0.32389330863952637,0.20430970191955566
kings,0.1850420981645584,0.2089979201555252,-0.0003850978391710669,0.18164438009262085,0.20608364045619965,0.20299021899700165,0.07808724045753479,0.10653840750455856,0.2098604440689087,0.19563011825084686
canyon,0.24382340908050537,0.27715688943862915,-0.01847495138645172,0.13034658133983612,0.1265251785516739,0.21336202323436737,0.15335409343242645,0.053647514432668686,0.3675248622894287,0.12859754264354706
national,0.34322452545166016,0.1124059185385704,-0.029037006199359894,0.11856313794851303,0.17547941207885742,0.28337109088897705,0.1182478740811348,0.11605758219957352,0.23985271155834198,0.15643028914928436
park,0.23070156574249268,0.22822965681552887,0.03866073489189148,0.034512996673583984,0.1818668693304062,0.22263368964195251,0.09351933002471924,0.15959441661834717,0.28799182176589966,0.13508929312229156
going,0.18373093008995056,0.252726674079895,0.1740952730178833,0.2788769602775574,0.29521477222442627,0.35542839765548706,0.28041183948516846,0.23551823198795319,0.10846834629774094,0.3252600431442261
towards,0.1560705602169037,0.1557532548904419,0.09535958617925644,0.17492882907390594,0.27263689041137695,0.28878316283226013,0.39366787672042847,0.20612503588199615,0.13974042236804962,0.13023285567760468
the,0.3097178041934967,0.22322526574134827,0.08750838786363602,0.32399529218673706,0.40150508284568787,0.6521818041801453,0.28851455450057983,0.23979412019252777,0.2952345907688141,0.22068053483963013
city,0.4248887002468109,0.3064732849597931,0.011845220811665058,0.12688647210597992,0.3118290305137634,0.22264601290225983,0.14949780702590942,0.14618487656116486,0.3894512951374054,0.13423943519592285
of,0.34253445267677307,0.1700238138437271,0.06245020776987076,0.2978210747241974,0.4249346852302551,0.5011631846427917,0.18922415375709534,0.1293322592973709,0.31430691480636597,0.1826142966747284
reedley,0.11919879168272018,0.13529662787914276,0.045376941561698914,0.15855488181114197,0.18463851511478424,0.21526604890823364,0.2072741985321045,0.20267656445503235,0.32493871450424194,0.172291100025177
