,dec,originally,had,3,layers,but,evolved,into,how,many,layers
it,0.1711936742067337,0.4051901698112488,0.2910259962081909,0.12506969273090363,0.2191401571035385,0.5299214720726013,0.2711755037307739,0.33015328645706177,0.36714982986450195,0.39615920186042786,0.2191401571035385
evolved,0.09100603312253952,0.24735836684703827,0.28781405091285706,0.04683805629611015,0.27373838424682617,0.2652352452278137,0.9999999403953552,0.25963249802589417,0.18739451467990875,0.3273027241230011,0.27373838424682617
into,0.07174503803253174,0.2627032697200775,0.25017866492271423,0.055391836911439896,0.2668488621711731,0.34283459186553955,0.25963249802589417,1.0,0.2303972691297531,0.2618265151977539,0.2668488621711731
one,0.12826964259147644,0.26851150393486023,0.3595404326915741,0.04079316928982735,0.20648548007011414,0.4593126177787781,0.25111377239227295,0.31758198142051697,0.3213292360305786,0.4223630726337433,0.20648548007011414
of,0.1549455225467682,0.21349623799324036,0.37755560874938965,0.046857766807079315,0.24201519787311554,0.39942997694015503,0.2530018985271454,0.32255905866622925,0.2480744868516922,0.37253960967063904,0.24201519787311554
the,0.1508890837430954,0.36820849776268005,0.3875846862792969,0.06283142417669296,0.24930399656295776,0.4859698414802551,0.28945574164390564,0.39493247866630554,0.33890387415885925,0.4335206151008606,0.24930399656295776
first,0.11823814362287521,0.44981807470321655,0.3379828929901123,0.03959788382053375,0.11606688052415848,0.34309494495391846,0.22469934821128845,0.21452488005161285,0.27731001377105713,0.2931244373321533,0.11606688052415848
peer-to-peer,0.20758672058582306,0.22376519441604614,0.23332419991493225,0.04738103225827217,0.14696866273880005,0.22561484575271606,0.10968434810638428,0.14986781775951385,0.2273152619600296,0.13764432072639465,0.14696866273880005
network,0.16028045117855072,0.24431277811527252,0.13757506012916565,0.061450157314538956,0.2631744146347046,0.20032232999801636,0.2061338573694229,0.1536092758178711,0.22464405000209808,0.21386827528476715,0.2631744146347046
architectures,0.27135953307151794,0.2327166348695755,0.15198087692260742,0.08105138689279556,0.25307831168174744,0.22456252574920654,0.201874777674675,0.08362966030836105,0.17558126151561737,0.2878550589084625,0.25307831168174744
",",0.26268821954727173,0.2660219669342041,0.35487717390060425,0.02255268208682537,0.1578376442193985,0.48126736283302307,0.19764257967472076,0.2826121151447296,0.22659391164779663,0.40610817074775696,0.1578376442193985
thus,0.12418369948863983,0.17564988136291504,0.2864203155040741,0.039538756012916565,0.18872402608394623,0.4366309344768524,0.2635469436645508,0.3244170546531677,0.2931744158267975,0.23653006553649902,0.18872402608394623
transforming,0.11154575645923615,0.2089235484600067,0.18499630689620972,0.02565602958202362,0.2370954155921936,0.2675970494747162,0.24512772262096405,0.3315125107765198,0.26807650923728943,0.20235946774482727,0.2370954155921936
dec,1.0,0.16044722497463226,0.08682771027088165,0.09915294498205185,0.12066598981618881,0.14397954940795898,0.09100603312253952,0.07174503803253174,0.11925461888313293,0.12156590074300766,0.12066598981618881
into,0.07174503803253174,0.2627032697200775,0.25017866492271423,0.055391836911439896,0.2668488621711731,0.34283459186553955,0.25963249802589417,1.0,0.2303972691297531,0.2618265151977539,0.2668488621711731
a,0.1384325474500656,0.3363247811794281,0.34897568821907043,0.08904784172773361,0.22045712172985077,0.44750767946243286,0.25640028715133667,0.3461161255836487,0.29312583804130554,0.2872205972671509,0.22045712172985077
networking,0.22804726660251617,0.2354317307472229,0.14644037187099457,0.09420808404684067,0.27038562297821045,0.2490008920431137,0.2302793562412262,0.13376888632774353,0.295279324054718,0.30254417657852173,0.27038562297821045
powerhouse,0.1972949057817459,0.2597397565841675,0.2389233559370041,0.012800149619579315,0.17167308926582336,0.2601005434989929,0.17275914549827576,0.1561313420534134,0.2235577553510666,0.28368911147117615,0.17167308926582336
in,0.15356774628162384,0.3191297650337219,0.385026752948761,0.06326868385076523,0.1537681668996811,0.48674455285072327,0.2083703726530075,0.38021373748779297,0.2601168751716614,0.41474202275276184,0.1537681668996811
the,0.1508890837430954,0.36820849776268005,0.3875846862792969,0.06283142417669296,0.24930399656295776,0.4859698414802551,0.28945574164390564,0.39493247866630554,0.33890387415885925,0.4335206151008606,0.24930399656295776
1980s,-0.08764677494764328,0.11717569828033447,0.004873279482126236,-0.10049942135810852,0.1951756775379181,-0.03719458356499672,0.21358464658260345,0.08300581574440002,-0.09099362790584564,0.08609704673290253,0.1951756775379181
.,0.26621463894844055,0.2504246234893799,0.37348684668540955,0.043593376874923706,0.16325189173221588,0.46573564410209656,0.25765469670295715,0.26250120997428894,0.3287222981452942,0.3974229395389557,0.16325189173221588
,dec,originally,had,3,layers,but,evolved,into,how,many,layers
initially,0.1269935965538025,0.4933461844921112,0.33252349495887756,0.055141620337963104,0.2160136103630066,0.3554735779762268,0.25185999274253845,0.31928202509880066,0.19832147657871246,0.2503814399242401,0.2160136103630066
built,0.1286565065383911,0.31630739569664,0.30353620648384094,0.012060828506946564,0.20532135665416718,0.22254212200641632,0.2601991891860962,0.13573531806468964,0.16975881159305573,0.2692042291164398,0.20532135665416718
with,0.13059984147548676,0.2333029955625534,0.4739086329936981,0.03303105756640434,0.22246935963630676,0.4495173394680023,0.2172047197818756,0.2912435233592987,0.3525622487068176,0.35744401812553406,0.22246935963630676
three,0.095602847635746,0.21844996511936188,0.33429715037345886,-0.09938150644302368,0.1842283010482788,0.3208388388156891,0.22785671055316925,0.30367451906204224,0.23807744681835175,0.4501400589942932,0.1842283010482788
