,in,what,year,did,the,affiliate,program,end,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2278994768857956,0.22986935079097748,0.39658910036087036,0.22068053483963013
program,0.1994907110929489,0.25047802925109863,0.17092710733413696,0.18915289640426636,0.22986935079097748,0.3088340759277344,1.0,0.1371297538280487,0.1440187245607376
passed,0.2297387272119522,0.22233739495277405,0.18300803005695343,0.22102504968643188,0.3173406720161438,0.06617262214422226,0.14708875119686127,0.198210671544075,0.12064517289400101
into,0.38021373748779297,0.2180619090795517,0.08657927066087723,0.14888085424900055,0.39493247866630554,0.12660154700279236,0.1555728018283844,0.25488799810409546,0.15662476420402527
history,0.29215577244758606,0.28630873560905457,0.20572951436042786,0.24950987100601196,0.33215048909187317,0.10919403284788132,0.19003461301326752,0.15217231214046478,0.2501974403858185
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.06732604652643204,0.19954828917980194,0.19136181473731995,0.17966607213020325
1910,0.19444864988327026,0.09447703510522842,0.028362303972244263,0.14804154634475708,0.2810934782028198,0.14274747669696808,-0.0028928862884640694,0.07020511478185654,0.015472388826310635
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.19002677500247955,0.18964338302612305,0.26526886224746704,0.4130953550338745
,in,what,year,did,the,affiliate,program,end,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2278994768857956,0.22986935079097748,0.39658910036087036,0.22068053483963013
agreement,0.20350398123264313,0.2851087749004364,0.22348463535308838,0.2812501788139343,0.2490699142217636,0.24760332703590393,0.2011273354291916,0.27170875668525696,0.15830197930335999
provided,0.19033823907375336,0.2206064909696579,0.1731232851743698,0.2778315246105194,0.304488867521286,0.16340371966362,0.260039359331131,0.166407972574234,0.16893617808818817
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.13372857868671417,0.33504533767700195,0.3221861720085144,0.32716336846351624
either,0.2748357057571411,0.3851809501647949,0.20914556086063385,0.27443668246269226,0.3795609474182129,0.20425768196582794,0.17693930864334106,0.24560683965682983,0.31498292088508606
party,0.20446790754795074,0.2398013323545456,0.14344985783100128,0.1442001461982727,0.23779736459255219,0.21510066092014313,0.09877195954322815,0.11641812324523926,0.19031576812267303
could,0.29357993602752686,0.4188697934150696,0.17617186903953552,0.6308382749557495,0.35393214225769043,0.13199132680892944,0.24272935092449188,0.1979013830423355,0.3411986827850342
terminate,0.1790952831506729,0.2702018916606903,0.14467789232730865,0.21863660216331482,0.24870391190052032,0.20259098708629608,0.1854754239320755,0.32483959197998047,0.15546758472919464
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2278994768857956,0.22986935079097748,0.39658910036087036,0.22068053483963013
affiliation,0.23650093376636505,0.20500610768795013,0.19833771884441376,0.15887542068958282,0.2764122486114502,0.7872601747512817,0.3119378983974457,0.18293678760528564,0.16651040315628052
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.24123993515968323,0.23327119648456573,0.2773675322532654,0.2714994251728058
proper,0.23365779221057892,0.3295817971229553,0.11350209265947342,0.2417638748884201,0.3680674135684967,0.15608276426792145,0.21977584064006805,0.2289106398820877,0.2291053831577301
notice,0.19443437457084656,0.30769726634025574,0.19755108654499054,0.2641105055809021,0.2189701795578003,0.16590948402881622,0.18690994381904602,0.13422049582004547,0.32486265897750854
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.19002677500247955,0.18964338302612305,0.26526886224746704,0.4130953550338745
