,on,what,date,was,the,record,low,temperature,in,fresno,?
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.48711544275283813,1.0,0.23569516837596893,0.2544175982475281,0.27585095167160034,0.6662389636039734,0.22571885585784912,0.22068053483963013
official,0.2521604001522064,0.18967986106872559,0.17100322246551514,0.24680811166763306,0.3133983910083771,0.19880719482898712,0.1013600304722786,0.10557214915752411,0.25180214643478394,0.20035749673843384,0.18097688257694244
record,0.24107255041599274,0.1772487461566925,0.18298648297786713,0.2787264287471771,0.23569516837596893,1.0,0.22555136680603027,0.1647869348526001,0.23162534832954407,0.22083361446857452,0.14407116174697876
high,0.20843200385570526,0.20466077327728271,0.11416909098625183,0.19978567957878113,0.28034812211990356,0.19237418472766876,0.5862668752670288,0.28133922815322876,0.2652597725391388,0.19340389966964722,0.11137914657592773
temperature,0.2164885550737381,0.26338207721710205,0.17078039050102234,0.18288718163967133,0.27585095167160034,0.1647869348526001,0.3774601221084595,1.0000001192092896,0.269207626581192,0.21343547105789185,0.2011885941028595
for,0.36199691891670227,0.3017193675041199,0.1509818285703659,0.3863949179649353,0.4739971458911896,0.24185582995414734,0.19718985259532928,0.1894524246454239,0.4322226941585541,0.17504577338695526,0.264628142118454
fresno,0.25826847553253174,0.159109428524971,0.1652970314025879,0.2749030292034149,0.22571885585784912,0.22083361446857452,0.14483340084552765,0.21343547105789185,0.26126348972320557,1.0000001192092896,0.13224096596240997
is,0.3635730445384979,0.28837618231773376,0.1887049674987793,0.5810302495956421,0.5823672413825989,0.19413821399211884,0.19289205968379974,0.2979726195335388,0.5394441485404968,0.2127077877521515,0.22961433231830597
115,0.013286628760397434,-0.0038028666749596596,-0.1037810891866684,0.08845507353544235,-0.0037270491011440754,0.05103636533021927,0.05853787437081337,0.007421937305480242,0.05117683857679367,-0.0912366658449173,-0.07043076306581497
°f,0.20479682087898254,0.20015408098697662,0.20058181881904602,0.1452983021736145,0.22598426043987274,0.24168512225151062,0.32991185784339905,0.7363657355308533,0.23065856099128723,0.3039827346801758,0.19986218214035034
(,0.28656116127967834,0.2411840260028839,0.248662531375885,0.2980341613292694,0.33289089798927307,0.19420307874679565,0.19190098345279694,0.20595431327819824,0.3087427020072937,0.188642680644989,0.40561532974243164
46.1,0.04569562152028084,0.23937012255191803,0.015377826057374477,0.10054050385951996,-0.017508145421743393,0.027125045657157898,0.005334705114364624,-0.09965226799249649,0.0072312746196985245,-0.09678632020950317,0.25811219215393066
°c,0.15047511458396912,0.2101275473833084,0.20745740830898285,0.13748805224895477,0.1833128035068512,0.1526637226343155,0.3379434049129486,0.7912421226501465,0.19822709262371063,0.21984682977199554,0.2095707356929779
),0.29937487840652466,0.26259949803352356,0.2753516137599945,0.3267642855644226,0.3456730246543884,0.22039180994033813,0.187092125415802,0.2232651710510254,0.3326910734176636,0.20478583872318268,0.42300865054130554
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.4933079481124878,0.28093910217285156,0.25131091475486755,0.2439086139202118,0.5201468467712402,0.2561432421207428,0.31091248989105225
set,0.23748746514320374,0.28954121470451355,0.1836100071668625,0.22985222935676575,0.2927955985069275,0.22965846955776215,0.18378297984600067,0.17841605842113495,0.2663729190826416,0.17552098631858826,0.1698019951581955
on,0.9999999403953552,0.34226128458976746,0.21806180477142334,0.3909217119216919,0.5107308030128479,0.24107255041599274,0.23674005270004272,0.2164885550737381,0.46853652596473694,0.25826847553253174,0.2714994251728058
july,0.36770564317703247,0.22688010334968567,0.22159135341644287,0.40724116563796997,0.2371699959039688,0.21154463291168213,0.16617406904697418,0.15729358792304993,0.26500701904296875,0.20112155377864838,0.2897891402244568
8,-0.04966927692294121,-0.005443718284368515,-0.027660904452204704,-0.07426877319812775,0.0063715726137161255,-0.08426061272621155,0.017518319189548492,-0.03631405904889107,-0.05886392667889595,-0.05215795338153839,-0.04056251794099808
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.4933079481124878,0.28093910217285156,0.25131091475486755,0.2439086139202118,0.5201468467712402,0.2561432421207428,0.31091248989105225
1905,0.043362680822610855,0.160391703248024,0.14094264805316925,0.07948453724384308,0.11463959515094757,0.08830542862415314,0.08709312975406647,0.012874898500740528,0.11678749322891235,0.0887061208486557,0.1770307421684265
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.4933079481124878,0.28093910217285156,0.25131091475486755,0.2439086139202118,0.5201468467712402,0.2561432421207428,0.31091248989105225
while,0.44084006547927856,0.35511791706085205,0.15103329718112946,0.3253832161426544,0.39804592728614807,0.19198688864707947,0.23218342661857605,0.13355524837970734,0.3399278521537781,0.25144585967063904,0.21076419949531555
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.48711544275283813,1.0,0.23569516837596893,0.2544175982475281,0.27585095167160034,0.6662389636039734,0.22571885585784912,0.22068053483963013
official,0.2521604001522064,0.18967986106872559,0.17100322246551514,0.24680811166763306,0.3133983910083771,0.19880719482898712,0.1013600304722786,0.10557214915752411,0.25180214643478394,0.20035749673843384,0.18097688257694244
record,0.24107255041599274,0.1772487461566925,0.18298648297786713,0.2787264287471771,0.23569516837596893,1.0,0.22555136680603027,0.1647869348526001,0.23162534832954407,0.22083361446857452,0.14407116174697876
low,0.23674005270004272,0.20743566751480103,0.09782935678958893,0.18105973303318024,0.2544175982475281,0.22555136680603027,1.0000001192092896,0.3774601221084595,0.21458278596401215,0.14483340084552765,0.10658930987119675
is,0.3635730445384979,0.28837618231773376,0.1887049674987793,0.5810302495956421,0.5823672413825989,0.19413821399211884,0.19289205968379974,0.2979726195335388,0.5394441485404968,0.2127077877521515,0.22961433231830597
17,0.06816379725933075,0.1129629984498024,0.12244384735822678,0.06704052537679672,0.10537172853946686,0.08668690919876099,0.08446245640516281,0.21122880280017853,0.10391845554113388,0.23544639348983765,0.17603135108947754
°f,0.20479682087898254,0.20015408098697662,0.20058181881904602,0.1452983021736145,0.22598426043987274,0.24168512225151062,0.32991185784339905,0.7363657355308533,0.23065856099128723,0.3039827346801758,0.19986218214035034
(,0.28656116127967834,0.2411840260028839,0.248662531375885,0.2980341613292694,0.33289089798927307,0.19420307874679565,0.19190098345279694,0.20595431327819824,0.3087427020072937,0.188642680644989,0.40561532974243164
−8,-0.06871858984231949,0.0016173009062185884,-0.07278546690940857,-0.009115693159401417,-0.06579666584730148,-0.0004139253287576139,-0.04598303511738777,-0.10696060210466385,-0.0929407849907875,-0.1063208281993866,0.04228828847408295
°c,0.15047511458396912,0.2101275473833084,0.20745740830898285,0.13748805224895477,0.1833128035068512,0.1526637226343155,0.3379434049129486,0.7912421226501465,0.19822709262371063,0.21984682977199554,0.2095707356929779
),0.29937487840652466,0.26259949803352356,0.2753516137599945,0.3267642855644226,0.3456730246543884,0.22039180994033813,0.187092125415802,0.2232651710510254,0.3326910734176636,0.20478583872318268,0.42300865054130554
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.4933079481124878,0.28093910217285156,0.25131091475486755,0.2439086139202118,0.5201468467712402,0.2561432421207428,0.31091248989105225
set,0.23748746514320374,0.28954121470451355,0.1836100071668625,0.22985222935676575,0.2927955985069275,0.22965846955776215,0.18378297984600067,0.17841605842113495,0.2663729190826416,0.17552098631858826,0.1698019951581955
on,0.9999999403953552,0.34226128458976746,0.21806180477142334,0.3909217119216919,0.5107308030128479,0.24107255041599274,0.23674005270004272,0.2164885550737381,0.46853652596473694,0.25826847553253174,0.2714994251728058
january,0.3576357066631317,0.19257698953151703,0.17253874242305756,0.3933098316192627,0.2467057853937149,0.17207415401935577,0.08498087525367737,0.1657637655735016,0.28467586636543274,0.23321998119354248,0.28608936071395874
6,0.005334584508091211,0.05088282376527786,0.0804002657532692,0.021614471450448036,0.041227471083402634,0.059176668524742126,0.026458559557795525,0.058944471180438995,-0.0005521549028344452,0.033682771027088165,0.045001473277807236
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.4933079481124878,0.28093910217285156,0.25131091475486755,0.2439086139202118,0.5201468467712402,0.2561432421207428,0.31091248989105225
1913,-0.11528897285461426,-0.1935167759656906,-0.010288611985743046,-0.20143847167491913,-0.19087299704551697,-0.048504382371902466,-0.004016694147139788,0.03517762944102287,-0.16084061563014984,0.017763325944542885,-0.05730247497558594
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.40146201848983765,0.5934505462646484,0.2186054140329361,0.2639716863632202,0.2795942425727844,0.5591574311256409,0.2480216920375824,0.4130953550338745
