,what,was,the,score,for,the,2015,nfc,championship,game,?
the,0.42745697498321533,0.48711544275283813,1.0,0.2042495757341385,0.4739971458911896,1.0,0.1466771513223648,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
panthers,0.17002959549427032,0.2605615258216858,0.2602776288986206,0.1884668916463852,0.25358447432518005,0.2602776288986206,0.03439202532172203,0.472109317779541,0.40219083428382874,0.26323550939559937,0.16608978807926178
then,0.4072686731815338,0.27044644951820374,0.4297412931919098,0.13396427035331726,0.3392637073993683,0.4297412931919098,0.008735059760510921,0.19782333076000214,0.1592818647623062,0.2141346037387848,0.2884598970413208
blew,0.208207368850708,0.2973839342594147,0.2350693792104721,0.1698637753725052,0.1864652931690216,0.2350693792104721,0.007271294016391039,0.08932272344827652,0.14978666603565216,0.08494593948125839,0.2121112197637558
out,0.3633197546005249,0.28168347477912903,0.39404502511024475,0.24631060659885406,0.3312093913555145,0.39404502511024475,-0.0343913659453392,0.16633296012878418,0.170593723654747,0.2353202998638153,0.22020699083805084
the,0.42745697498321533,0.48711544275283813,1.0,0.2042495757341385,0.4739971458911896,1.0,0.1466771513223648,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
arizona,0.14143574237823486,0.20754627883434296,0.22572119534015656,0.15106822550296783,0.2668483853340149,0.22572119534015656,-0.01352547574788332,0.29782453179359436,0.14675039052963257,0.14382030069828033,0.14315035939216614
cardinals,0.13429974019527435,0.24544304609298706,0.2451406717300415,0.14537939429283142,0.2442602515220642,0.2451406717300415,0.17757053673267365,0.44831347465515137,0.29463377594947815,0.25987708568573,0.13200661540031433
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.13240541517734528,0.4322226941585541,0.6662389636039734,0.0891268327832222,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.2042495757341385,0.4739971458911896,1.0,0.1466771513223648,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.19796092808246613,0.18001268804073334,0.2545439600944519,0.27871009707450867,0.3079942464828491,0.2545439600944519,0.03224130719900131,1.0,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.12797051668167114,0.2460748702287674,0.2540402412414551,0.23830360174179077,0.22107061743736267,0.2540402412414551,0.06591276079416275,0.4293152987957001,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.2246788740158081,0.2568269371986389,0.285271555185318,0.3166070282459259,0.2608485519886017,0.285271555185318,-0.003872275585308671,0.4089287221431732,0.24432945251464844,0.9999998807907104,0.1829071193933487
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.16025088727474213,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
49–15,0.0009425695752725005,-0.1081923246383667,0.09043944627046585,-0.013456235639750957,0.02299252524971962,0.09043944627046585,0.11473465710878372,-0.014515412040054798,-0.0035784251522272825,-0.0603368878364563,-0.055436357855796814
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.16025088727474213,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
racking,0.24407470226287842,0.13618658483028412,0.2599547207355499,0.2248392552137375,0.3023962676525116,0.2599547207355499,-0.12984997034072876,0.26659488677978516,0.17299732565879822,0.253297358751297,0.19295835494995117
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.19020967185497284,0.342966228723526,0.38423117995262146,-0.024453550577163696,0.2243606448173523,0.18174704909324646,0.2075866311788559,0.1819818764925003
487,-0.14794205129146576,-0.05879014730453491,-0.11880908161401749,-0.14068257808685303,-0.1135401651263237,-0.11880908161401749,0.05627483129501343,-0.2288915365934372,-0.12426751852035522,-0.1329537034034729,-0.07421454787254333
yards,0.1304803043603897,0.1823360025882721,0.16070343554019928,0.2295611947774887,0.21746347844600677,0.16070343554019928,0.02945392206311226,0.4452243447303772,0.2674148976802826,0.2516956329345703,0.12453813850879669
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.16766662895679474,0.5064792633056641,0.5171257257461548,0.015077123418450356,0.24502897262573242,0.22004875540733337,0.25192898511886597,0.20544172823429108
forcing,0.24178177118301392,0.12590284645557404,0.31176233291625977,0.08927707374095917,0.2308533489704132,0.31176233291625977,0.09211763739585876,0.164426788687706,0.12519139051437378,0.08991260826587677,0.19852621853351593
seven,0.15978287160396576,0.28194957971572876,0.28151169419288635,0.16537123918533325,0.22466500103473663,0.28151169419288635,0.06683580577373505,0.23651136457920074,0.22131021320819855,0.2320161759853363,0.1732930988073349
turnovers,0.2307996153831482,0.2156830132007599,0.2887553572654724,0.2771965563297272,0.29288172721862793,0.2887553572654724,0.023458288982510567,0.31568512320518494,0.219132199883461,0.27393272519111633,0.19236040115356445
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.17928162217140198,0.4726039469242096,0.5934505462646484,0.06607602536678314,0.23085859417915344,0.23509643971920013,0.2581658959388733,0.4130953550338745
