,in,what,city,is,the,nikola,tesla,museum,?
this,0.45205554366111755,0.5489566326141357,0.18438997864723206,0.480927973985672,0.6274310946464539,0.1405973583459854,0.2066725641489029,0.19769281148910522,0.3155723512172699
treatise,0.2061883807182312,0.23453468084335327,0.09415163844823837,0.23290309309959412,0.2190825194120407,0.13372720777988434,0.22555430233478546,0.22988899052143097,0.1367369443178177
is,0.5394441485404968,0.28837618231773376,0.3186660706996918,1.0,0.5823672413825989,0.08103000372648239,0.14061255753040314,0.18299639225006104,0.22961433231830597
currently,0.30261120200157166,0.21436211466789246,0.19350260496139526,0.4011616110801697,0.2945235073566437,0.08244563639163971,0.1607026755809784,0.14562207460403442,0.1861555278301239
in,1.0,0.30808621644973755,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.11547333002090454,0.17097744345664978,0.2407650351524353,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.5823672413825989,1.0,0.1146918535232544,0.1324402391910553,0.24861779808998108,0.22068053483963013
nikola,0.11547333002090454,0.1137276440858841,0.06883786618709564,0.08103000372648239,0.1146918535232544,1.0000001192092896,0.5656248331069946,0.12919941544532776,0.06297405064105988
tesla,0.17097744345664978,0.23221199214458466,0.13220614194869995,0.14061255753040314,0.1324402391910553,0.5656248331069946,0.9999999403953552,0.22466468811035156,0.10250775516033173
museum,0.2407650351524353,0.1771627515554428,0.28148654103279114,0.18299639225006104,0.24861779808998108,0.12919941544532776,0.22466468811035156,1.0000001192092896,0.14128351211547852
archive,0.11993463337421417,0.18317453563213348,0.15245361626148224,0.15778639912605286,0.20227214694023132,0.11376530677080154,0.06702069193124771,0.27302834391593933,0.2456444799900055
in,1.0,0.30808621644973755,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.11547333002090454,0.17097744345664978,0.2407650351524353,0.20430970191955566
belgrade,0.18085962533950806,0.13864575326442719,0.21659722924232483,0.11147492378950119,0.18801841139793396,0.36659878492355347,0.35501888394355774,0.13837555050849915,0.10098983347415924
.,0.5591574311256409,0.3567904531955719,0.29856356978416443,0.4569662809371948,0.5934505462646484,0.16399122774600983,0.17949827015399933,0.19497929513454437,0.4130953550338745
