,where,does,the,pupil,remain,while,in,detention
currently,0.31739169359207153,0.2973312437534332,0.2945235073566437,0.06416936963796616,0.2564486861228943,0.4087112843990326,0.30261120200157166,0.19765585660934448
detention,0.25899073481559753,0.20352669060230255,0.30999425053596497,0.0641997680068016,0.2730841338634491,0.2986544072628021,0.2981238067150116,1.0
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.1598345786333084,0.2643626928329468,0.2713196575641632,0.5394441485404968,0.20445413887500763
one,0.3907615840435028,0.2924913763999939,0.5514441132545471,0.22245939075946808,0.36633315682411194,0.3461143672466278,0.4129433035850525,0.2538563013076782
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.16483749449253082,0.29009148478507996,0.3366928696632385,0.5696388483047485,0.2865217328071594
the,0.5003893971443176,0.35928019881248474,1.0,0.1771346926689148,0.33184581995010376,0.39804592728614807,0.6662389636039734,0.30999425053596497
most,0.3678402900695801,0.30044323205947876,0.47635307908058167,0.16551953554153442,0.29993340373039246,0.3330796957015991,0.41416558623313904,0.21020430326461792
common,0.21611684560775757,0.2881799340248108,0.2705984115600586,0.12317448109388351,0.15578076243400574,0.20108677446842194,0.23149342834949493,0.12490791082382202
punishments,0.22034361958503723,0.22849176824092865,0.23933030664920807,0.04442950710654259,0.21311001479625702,0.222577303647995,0.20686662197113037,0.4197942912578583
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.14566738903522491,0.2372020184993744,0.3399278521537781,1.0,0.2981238067150116
schools,0.18881578743457794,0.19430282711982727,0.22905772924423218,0.25314459204673767,0.1491692215204239,0.21855491399765015,0.2632134258747101,0.21094435453414917
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.14566738903522491,0.2372020184993744,0.3399278521537781,1.0,0.2981238067150116
the,0.5003893971443176,0.35928019881248474,1.0,0.1771346926689148,0.33184581995010376,0.39804592728614807,0.6662389636039734,0.30999425053596497
united,0.23721055686473846,0.1650896966457367,0.34367692470550537,0.019139602780342102,0.1414649486541748,0.22924698889255524,0.3938477039337158,0.266482949256897
states,0.24649012088775635,0.18093830347061157,0.3463578522205353,0.03967595472931862,0.15335427224636078,0.21951094269752502,0.3977442979812622,0.28377968072891235
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.18298979103565216,0.23353272676467896,0.38232675194740295,0.5201468467712402,0.24436593055725098
the,0.5003893971443176,0.35928019881248474,1.0,0.1771346926689148,0.33184581995010376,0.39804592728614807,0.6662389636039734,0.30999425053596497
uk,0.2041541039943695,0.1707082986831665,0.2143084555864334,0.07991812378168106,0.11257986724376678,0.14254289865493774,0.2261405885219574,0.15493957698345184
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.18298979103565216,0.23353272676467896,0.38232675194740295,0.5201468467712402,0.24436593055725098
ireland,0.1716781109571457,0.16043134033679962,0.2573983073234558,0.06491240859031677,0.20608262717723846,0.13878943026065826,0.24362659454345703,0.15136612951755524
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.18298979103565216,0.23353272676467896,0.38232675194740295,0.5201468467712402,0.24436593055725098
singapore,0.21590693295001984,0.1154131144285202,0.22571977972984314,0.16755755245685577,0.23016653954982758,0.1444079577922821,0.22918981313705444,0.13063882291316986
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.245352640748024,0.28385093808174133,0.45699796080589294,0.4954058527946472,0.2764769494533539
other,0.3730994164943695,0.2947014272212982,0.44152235984802246,0.10949403047561646,0.30298370122909546,0.34462770819664,0.39989137649536133,0.22996219992637634
countries,0.2731434106826782,0.2621564269065857,0.33290645480155945,0.1399424523115158,0.17939336597919464,0.25462645292282104,0.3027990758419037,0.2488631010055542
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.16979475319385529,0.2486068606376648,0.38690751791000366,0.5591574311256409,0.23249125480651855
,where,does,the,pupil,remain,while,in,detention
it,0.36972272396087646,0.34188351035118103,0.6251175999641418,0.21486666798591614,0.24405139684677124,0.3401351571083069,0.5130809545516968,0.19714540243148804
requires,0.22715243697166443,0.4281558096408844,0.2693159878253937,0.12320083379745483,0.22039224207401276,0.2879197597503662,0.16126661002635956,0.26404646039009094
the,0.5003893971443176,0.35928019881248474,1.0,0.1771346926689148,0.33184581995010376,0.39804592728614807,0.6662389636039734,0.30999425053596497
pupil,0.19600850343704224,0.11912430077791214,0.1771346926689148,1.0000001192092896,0.1468118131160736,0.12238440662622452,0.14566738903522491,0.0641997680068016
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.18600249290466309,0.3472624719142914,0.43899232149124146,0.45010748505592346,0.3404255509376526
remain,0.29512426257133484,0.26526638865470886,0.33184581995010376,0.1468118131160736,0.9999999403953552,0.3700677156448364,0.2372020184993744,0.2730841338634491
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.14566738903522491,0.2372020184993744,0.3399278521537781,1.0,0.2981238067150116
school,0.23611775040626526,0.1536676436662674,0.22953221201896667,0.3627104163169861,0.10667549818754196,0.21811918914318085,0.26157811284065247,0.21575625240802765
at,0.4402937591075897,0.17465277016162872,0.457212895154953,0.18583011627197266,0.20392818748950958,0.37809836864471436,0.4374977946281433,0.23013091087341309
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.19603300094604492,0.24084681272506714,0.3733035624027252,0.539380669593811,0.27227821946144104
given,0.2906268835067749,0.25750163197517395,0.37508252263069153,0.12325341999530792,0.21206344664096832,0.27859386801719666,0.2528568208217621,0.2522900402545929
time,0.3538551926612854,0.2519678771495819,0.43061500787734985,0.19866853952407837,0.2822592556476593,0.4294273555278778,0.3431483507156372,0.23454907536506653
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.14566738903522491,0.2372020184993744,0.3399278521537781,1.0,0.2981238067150116
the,0.5003893971443176,0.35928019881248474,1.0,0.1771346926689148,0.33184581995010376,0.39804592728614807,0.6662389636039734,0.30999425053596497
school,0.23611775040626526,0.1536676436662674,0.22953221201896667,0.3627104163169861,0.10667549818754196,0.21811918914318085,0.26157811284065247,0.21575625240802765
day,0.17241404950618744,0.12629863619804382,0.3062323033809662,0.11126593500375748,0.2368171215057373,0.30387094616889954,0.2671984136104584,0.22709877789020538
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.16426117718219757,0.19601239264011383,0.1894548386335373,0.3087427020072937,0.12729981541633606
such,0.3198639750480652,0.2787191867828369,0.3575236201286316,0.11488471925258636,0.22033323347568512,0.30470579862594604,0.2704046070575714,0.16239582002162933
as,0.35409465432167053,0.31202155351638794,0.48381632566452026,0.14442309737205505,0.2654021382331848,0.4165958762168884,0.3887844979763031,0.22769621014595032
lunch,0.21633011102676392,0.13831061124801636,0.15748274326324463,0.1746055781841278,0.15611957013607025,0.19616959989070892,0.25863489508628845,0.22124014794826508
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.18298979103565216,0.23353272676467896,0.38232675194740295,0.5201468467712402,0.24436593055725098
recess,0.16816383600234985,0.24762028455734253,0.2912842631340027,0.1376258134841919,0.21995675563812256,0.2139648050069809,0.23252467811107635,0.2089729756116867
or,0.3651050925254822,0.4248845875263214,0.4174870550632477,0.1016232892870903,0.2823176980018616,0.3737879693508148,0.3586423695087433,0.21027059853076935
after,0.31753596663475037,0.18596531450748444,0.4565047025680542,0.15583856403827667,0.2582789659500122,0.42262914776802063,0.44050168991088867,0.3449564576148987
school,0.23611775040626526,0.1536676436662674,0.22953221201896667,0.3627104163169861,0.10667549818754196,0.21811918914318085,0.26157811284065247,0.21575625240802765
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.1650797426700592,0.18187230825424194,0.21189406514167786,0.3326910734176636,0.14871053397655487
;,-0.020392686128616333,0.0650511160492897,0.09152708947658539,-0.11176946014165878,0.031958743929862976,0.059864506125450134,0.092739537358284,0.03875681012868881
or,0.3651050925254822,0.4248845875263214,0.4174870550632477,0.1016232892870903,0.2823176980018616,0.3737879693508148,0.3586423695087433,0.21027059853076935
even,0.35960274934768677,0.4671286940574646,0.37996912002563477,0.2190127968788147,0.4026201069355011,0.47271180152893066,0.29146435856819153,0.30303600430488586
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.18600249290466309,0.3472624719142914,0.43899232149124146,0.45010748505592346,0.3404255509376526
attend,0.25891560316085815,0.19141113758087158,0.23206810653209686,0.21602465212345123,0.2900412082672119,0.2590256929397583,0.2352246344089508,0.2882468104362488
school,0.23611775040626526,0.1536676436662674,0.22953221201896667,0.3627104163169861,0.10667549818754196,0.21811918914318085,0.26157811284065247,0.21575625240802765
on,0.37630224227905273,0.2568802833557129,0.5107308030128479,0.10744234174489975,0.21348309516906738,0.44084006547927856,0.46853652596473694,0.29307571053504944
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.19603300094604492,0.24084681272506714,0.3733035624027252,0.539380669593811,0.27227821946144104
non-school,0.24616104364395142,0.22985561192035675,0.24854588508605957,0.37415266036987305,0.11629471182823181,0.21606895327568054,0.2867891490459442,0.1866295039653778
day,0.17241404950618744,0.12629863619804382,0.3062323033809662,0.11126593500375748,0.2368171215057373,0.30387094616889954,0.2671984136104584,0.22709877789020538
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.18298979103565216,0.23353272676467896,0.38232675194740295,0.5201468467712402,0.24436593055725098
e.g,0.012875707820057869,-0.011158655397593975,0.08954983949661255,0.02650446631014347,0.0168942678719759,0.010434278286993504,-0.025357212871313095,-0.04504624754190445
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.16979475319385529,0.2486068606376648,0.38690751791000366,0.5591574311256409,0.23249125480651855
