,what,was,the,passer,rating,for,peyton,manning,that,he,finished,out,with,for,the,season,?
manning,0.20007498562335968,0.2607507109642029,0.27058160305023193,0.36685898900032043,0.3009924292564392,0.33057859539985657,0.5102329254150391,0.9999998807907104,0.17001231014728546,0.33812835812568665,0.2231869399547577,0.2759818434715271,0.18539859354496002,0.33057859539985657,0.27058160305023193,0.33529460430145264,0.15856626629829407
finished,0.2113480567932129,0.3428505063056946,0.2754973769187927,0.17242439091205597,0.2376279979944229,0.261849045753479,0.28829672932624817,0.2231869399547577,0.2472594976425171,0.3540959358215332,1.0,0.25010916590690613,0.2654603123664856,0.261849045753479,0.2754973769187927,0.30780723690986633,0.14789283275604248
the,0.42745697498321533,0.48711544275283813,1.0,0.2630290985107422,0.24654440581798553,0.4739971458911896,0.2709864377975464,0.27058160305023193,0.5473989248275757,0.4571082592010498,0.2754973769187927,0.39404502511024475,0.4223487675189972,0.4739971458911896,1.0,0.2507155239582062,0.22068053483963013
year,0.15184831619262695,0.3209837079048157,0.3609684407711029,0.13037538528442383,0.19003897905349731,0.29294124245643616,0.23666128516197205,0.2521476149559021,0.2826407253742218,0.2827935814857483,0.20776933431625366,0.2501937747001648,0.3220449686050415,0.29294124245643616,0.3609684407711029,0.3561827838420868,0.18315006792545319
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.15256080031394958,0.19669030606746674,0.39140474796295166,0.23540177941322327,0.18539859354496002,0.4154358208179474,0.2845253646373749,0.2654603123664856,0.3367781639099121,0.9999999403953552,0.39140474796295166,0.4223487675189972,0.26700887084007263,0.2433311939239502
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26529693603515625,0.2611633539199829,0.44038116931915283,0.298135370016098,0.2509649395942688,0.47537946701049805,0.4393508732318878,0.2583567202091217,0.34264278411865234,0.3783375024795532,0.44038116931915283,0.5829201340675354,0.1855505406856537,0.23916715383529663
career-low,0.1360963135957718,0.3346470892429352,0.21368016302585602,0.21728135645389557,0.32565706968307495,0.32845163345336914,0.39296090602874756,0.39836275577545166,0.19857338070869446,0.42771443724632263,0.2847661077976227,0.2238934338092804,0.2998320460319519,0.32845163345336914,0.21368016302585602,0.3512099087238312,0.15329208970069885
67.9,0.07309284061193466,0.2790275514125824,0.2065390944480896,0.2346932739019394,0.11260618269443512,0.09831956028938293,0.3196260631084442,0.31852784752845764,0.11928874999284744,0.21556168794631958,0.08916648477315903,0.12247763574123383,0.1578577309846878,0.09831956028938293,0.2065390944480896,0.15665824711322784,0.07895093411207199
passer,0.15117526054382324,0.1708153933286667,0.2630290985107422,1.0,0.3141902685165405,0.16886559128761292,0.35299578309059143,0.36685898900032043,0.1560826301574707,0.187152698636055,0.17242439091205597,0.15005095303058624,0.15256080031394958,0.16886559128761292,0.2630290985107422,0.2606119215488434,0.15625450015068054
rating,0.20312486588954926,0.22355882823467255,0.24654440581798553,0.3141902685165405,1.0000001192092896,0.26534613966941833,0.308472603559494,0.3009924292564392,0.2557750344276428,0.13996191322803497,0.2376279979944229,0.25117066502571106,0.19669030606746674,0.26534613966941833,0.24654440581798553,0.31314903497695923,0.18754872679710388
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23041673004627228,0.2322022169828415,0.4464869201183319,0.2979121208190918,0.30921146273612976,0.4137537479400635,0.40251094102859497,0.2894314229488373,0.3161109685897827,0.4120737314224243,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.31091248989105225
throwing,0.19878846406936646,0.19002126157283783,0.2748998701572418,0.24170824885368347,0.26065024733543396,0.29772108793258667,0.22289134562015533,0.3527540862560272,0.3298308253288269,0.25675445795059204,0.18696092069149017,0.368814617395401,0.27338629961013794,0.29772108793258667,0.2748998701572418,0.14558328688144684,0.15241092443466187
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.16886559128761292,0.26534613966941833,0.9999999403953552,0.30435749888420105,0.33057859539985657,0.4137635827064514,0.4540175199508667,0.261849045753479,0.3312093913555145,0.39140474796295166,0.9999999403953552,0.4739971458911896,0.24490800499916077,0.264628142118454
"2,249",0.19346028566360474,0.17390935122966766,0.06310079246759415,0.042042527347803116,-0.07130713015794754,0.028921572491526604,0.07875607162714005,0.029534146189689636,0.166129007935524,0.17311303317546844,0.07942815870046616,0.043432850390672684,0.061790432780981064,0.028921572491526604,0.06310079246759415,-0.0024333468172699213,0.018604634329676628
yards,0.1304803043603897,0.1823360025882721,0.16070343554019928,0.4222199618816376,0.2996661067008972,0.21746347844600677,0.4152722656726837,0.5283294916152954,0.12126293778419495,0.16253827512264252,0.2438107579946518,0.2550521492958069,0.14512313902378082,0.21746347844600677,0.16070343554019928,0.3280850648880005,0.12453813850879669
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20604027807712555,0.19924680888652802,0.5064792633056641,0.27112144231796265,0.2638654112815857,0.4731321930885315,0.45427167415618896,0.22604867815971375,0.3881998062133789,0.5477725267410278,0.5064792633056641,0.5171257257461548,0.2369309365749359,0.20544172823429108
nine,0.11931172013282776,0.2782309651374817,0.33253175020217896,0.21552196145057678,0.19047234952449799,0.26828351616859436,0.13646109402179718,0.2181665301322937,0.24655865132808685,0.28116974234580994,0.20250509679317474,0.2351939082145691,0.25953325629234314,0.26828351616859436,0.33253175020217896,0.23210260272026062,0.13964155316352844
touchdowns,0.15067923069000244,0.2174215018749237,0.20508192479610443,0.4908857047557831,0.39720848202705383,0.2948407232761383,0.44845646619796753,0.5383488535881042,0.20178177952766418,0.2814665734767914,0.28872230648994446,0.30319109559059143,0.2383706271648407,0.2948407232761383,0.20508192479610443,0.4151381552219391,0.1509619653224945
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23041673004627228,0.2322022169828415,0.4464869201183319,0.2979121208190918,0.30921146273612976,0.4137537479400635,0.40251094102859497,0.2894314229488373,0.3161109685897827,0.4120737314224243,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.31091248989105225
