,where,did,johnson,stop,?
johnson,0.1467656046152115,0.16520443558692932,0.9999999403953552,0.2176353484392166,0.1463736891746521
's,0.0007701900321990252,0.05069678649306297,-0.001078820670954883,-0.0715416669845581,-0.023395681753754616
advance,0.1707591563463211,0.20673301815986633,0.10647327452898026,0.22796116769313812,0.21102593839168549
stopped,0.15839584171772003,0.3909185230731964,0.19839124381542206,0.6449421644210815,0.15542519092559814
at,0.4402937591075897,0.28390252590179443,0.23386608064174652,0.19438834488391876,0.21978627145290375
fort,0.1772805005311966,0.17500312626361847,0.17676080763339996,0.11692189425230026,0.15686731040477753
william,0.11286398023366928,0.24349860846996307,0.2359471321105957,0.10001792758703232,0.14462219178676605
henry,0.1522851437330246,0.22827239334583282,0.2963283061981201,0.12498313188552856,0.16836383938789368
",",0.3149496018886566,0.3015086054801941,0.2783930003643036,0.24759207665920258,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.24726895987987518,0.2426174432039261,0.20544172823429108
the,0.5003893971443176,0.34736719727516174,0.2214501053094864,0.25771772861480713,0.22068053483963013
french,0.17587623000144958,0.1584041714668274,0.15063291788101196,0.08138898015022278,0.1386883556842804
withdrew,0.09833737462759018,0.2896750271320343,0.214638814330101,0.18900541961193085,0.10248254984617233
to,0.47735077142715454,0.4452643394470215,0.18891119956970215,0.31219643354415894,0.29463258385658264
ticonderoga,0.25174954533576965,0.2279685139656067,0.24644578993320465,0.2292543649673462,0.1987834870815277
point,0.3279148042201996,0.18732239305973053,0.1668253391981125,0.22782817482948303,0.19189560413360596
",",0.3149496018886566,0.3015086054801941,0.2783930003643036,0.24759207665920258,0.31091248989105225
where,0.9999999403953552,0.24159270524978638,0.1467656046152115,0.22008778154850006,0.24793872237205505
they,0.43078136444091797,0.4879390597343445,0.20440243184566498,0.3003634512424469,0.2753053903579712
began,0.11145364493131638,0.4415510594844818,0.17067377269268036,0.2848811149597168,0.1370266228914261
the,0.5003893971443176,0.34736719727516174,0.2214501053094864,0.25771772861480713,0.22068053483963013
construction,0.16534434258937836,0.1474381983280182,0.11709406971931458,0.1761309653520584,0.13494056463241577
of,0.38066378235816956,0.2513895630836487,0.2041160613298416,0.2052845060825348,0.1826142966747284
fort,0.1772805005311966,0.17500312626361847,0.17676080763339996,0.11692189425230026,0.15686731040477753
carillon,0.2571715712547302,0.12720800936222076,0.22363048791885376,0.06164608895778656,0.16890698671340942
(,0.1970011591911316,0.18979617953300476,0.22531741857528687,0.1330289989709854,0.40561532974243164
later,0.2942849397659302,0.38386887311935425,0.20495441555976868,0.18720297515392303,0.1417175978422165
renamed,0.15759685635566711,0.20125629007816315,0.09541063755750656,0.07774154841899872,0.13648955523967743
fort,0.1772805005311966,0.17500312626361847,0.17676080763339996,0.11692189425230026,0.15686731040477753
ticonderoga,0.25174954533576965,0.2279685139656067,0.24644578993320465,0.2292543649673462,0.1987834870815277
after,0.31753596663475037,0.30330467224121094,0.1800188422203064,0.32695290446281433,0.16608688235282898
british,0.1694505214691162,0.2039594054222107,0.17436067759990692,0.09072285145521164,0.09711728990077972
capture,0.2122274488210678,0.1035466119647026,0.1084965318441391,0.2762874662876129,0.12945853173732758
in,0.5344807505607605,0.2593238651752472,0.20434744656085968,0.20196323096752167,0.20430970191955566
1759,0.08710978180170059,0.12296281009912491,0.11232849955558777,-0.010171197354793549,0.13987982273101807
),0.20711064338684082,0.18584993481636047,0.20074237883090973,0.12898240983486176,0.42300865054130554
.,0.41390106081962585,0.35288307070732117,0.2807205319404602,0.27782511711120605,0.4130953550338745
