,where,was,marin,'s,second,fort,constructed,?
marin,0.13484853506088257,0.21899840235710144,1.0000001192092896,-0.019260348752141,0.09696653485298157,0.18160508573055267,0.1511789858341217,0.06336981058120728
constructed,0.22897350788116455,0.2546897530555725,0.1511789858341217,0.01325368694961071,0.22178417444229126,0.3260483741760254,1.0000001192092896,0.12459525465965271
a,0.40997210144996643,0.4508470594882965,0.19175024330615997,0.04866964742541313,0.3655064105987549,0.16024662554264069,0.257233589887619,0.23916715383529663
second,0.26257625222206116,0.3858029544353485,0.09696653485298157,-0.060212843120098114,1.0,0.19316354393959045,0.22178417444229126,0.17239587008953094
fort,0.1772805005311966,0.30989983677864075,0.18160508573055267,-0.0009166967938654125,0.19316354393959045,0.9999999403953552,0.3260483741760254,0.15686731040477753
at,0.4402937591075897,0.36707764863967896,0.1591368168592453,-0.08481216430664062,0.23742634057998657,0.3015354871749878,0.2007904201745987,0.21978627145290375
fort,0.1772805005311966,0.30989983677864075,0.18160508573055267,-0.0009166967938654125,0.19316354393959045,0.9999999403953552,0.3260483741760254,0.15686731040477753
le,0.1287374198436737,0.1763850897550583,0.28293052315711975,0.031410496681928635,0.12272743135690689,0.19138836860656738,0.13453884422779083,0.11964468657970428
boeuf,0.19400133192539215,0.26109546422958374,0.39112964272499084,0.029259636998176575,0.18679510056972504,0.2646666467189789,0.17592954635620117,0.18657101690769196
(,0.1970011591911316,0.2980341613292694,0.16464680433273315,0.0012731997994706035,0.27435752749443054,0.17754094302654266,0.16104654967784882,0.40561532974243164
present-day,0.21362127363681793,0.2928279638290405,0.19566448032855988,0.026469046249985695,0.2511484622955322,0.21470458805561066,0.13988545536994934,0.24972984194755554
waterford,0.2321212738752365,0.27514711022377014,0.27291086316108704,-0.029864542186260223,0.22667552530765533,0.3178579807281494,0.23618635535240173,0.12953320145606995
",",0.3149496018886566,0.45456063747406006,0.29242756962776184,-0.0016132977325469255,0.29927265644073486,0.2651418149471283,0.21606628596782684,0.31091248989105225
pennsylvania,0.19022543728351593,0.24771486222743988,0.16965417563915253,-0.03611781448125839,0.16486157476902008,0.2359011471271515,0.15715092420578003,0.14032292366027832
),0.20711064338684082,0.3267642855644226,0.18285176157951355,0.021107977256178856,0.29819294810295105,0.17857417464256287,0.16799308359622955,0.42300865054130554
",",0.3149496018886566,0.45456063747406006,0.29242756962776184,-0.0016132977325469255,0.29927265644073486,0.2651418149471283,0.21606628596782684,0.31091248989105225
designed,0.1850132942199707,0.28384989500045776,0.09678562730550766,0.026795532554388046,0.09117142856121063,0.16677601635456085,0.5021657943725586,0.11213942617177963
to,0.47735077142715454,0.3636345863342285,0.14342492818832397,0.03782717138528824,0.3098561465740204,0.16577591001987457,0.24796472489833832,0.29463258385658264
guard,0.21044152975082397,0.21039271354675293,0.23743416368961334,-0.028218133375048637,0.11015217006206512,0.3163547217845917,0.1799168884754181,0.11036597937345505
the,0.5003893971443176,0.48711544275283813,0.19335126876831055,-0.01540423184633255,0.4620301127433777,0.2420126497745514,0.29105475544929504,0.22068053483963013
headwaters,0.28967487812042236,0.18971745669841766,0.25797662138938904,0.04455815255641937,0.21328209340572357,0.31075242161750793,0.21406500041484833,0.20749203860759735
of,0.38066378235816956,0.4069072902202606,0.19723881781101227,-0.03817026689648628,0.353416383266449,0.18979716300964355,0.2552719712257385,0.1826142966747284
leboeuf,0.2009022831916809,0.25403669476509094,0.41904595494270325,-0.017617804929614067,0.14025183022022247,0.22123610973358154,0.11927822232246399,0.2507303059101105
creek,0.19711783528327942,0.18697237968444824,0.11577504128217697,0.006176064256578684,0.08963619917631149,0.2986587584018707,0.15448744595050812,0.10912753641605377
.,0.41390106081962585,0.40146201848983765,0.22672776877880096,-0.003708066651597619,0.346034437417984,0.2578873038291931,0.20673608779907227,0.4130953550338745
