,what,type,of,steam,engines,produced,most,power,up,to,the,early,20th,century,?
reciprocating,0.3255842924118042,0.304313600063324,0.27445268630981445,0.2718157172203064,0.3725995421409607,0.2569392919540405,0.27445676922798157,0.289396196603775,0.2283143848180771,0.30987226963043213,0.25304242968559265,0.16129979491233826,0.19494643807411194,0.1584988236427307,0.2616906762123108
piston,0.13301563262939453,0.1932917833328247,0.15260520577430725,0.3801049590110779,0.457582950592041,0.1966080367565155,0.18450218439102173,0.2695995271205902,0.2546013295650482,0.26320239901542664,0.22337445616722107,0.11000100523233414,0.19398881494998932,0.17830562591552734,0.17207856476306915
type,0.2722663879394531,1.0000001192092896,0.18112817406654358,0.2094206064939499,0.14994610846042633,0.12300962954759598,0.24228660762310028,0.09106644988059998,0.1313350349664688,0.19930607080459595,0.21819381415843964,0.24463579058647156,0.14924097061157227,0.12631413340568542,0.17536182701587677
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4903687536716461,0.1864473819732666,0.2003706395626068,0.35972869396209717,0.2005002498626709,0.22894427180290222,0.23105813562870026,0.24322280287742615,0.17203637957572937,0.2347051203250885,0.113324373960495
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,0.4903687536716461,1.0000001192092896,0.21693697571754456,0.2395818531513214,0.3073769509792328,0.21178573369979858,0.24536406993865967,0.2245008647441864,0.16853192448616028,0.15909530222415924,0.15469561517238617,0.18940703570842743
remained,0.1733817607164383,0.04520195722579956,0.35287612676620483,0.2021377831697464,0.17769627273082733,0.16707515716552734,0.27169156074523926,0.20304328203201294,0.0868387445807457,0.22385163605213165,0.3492392301559448,0.3289657533168793,0.11149054765701294,0.2731819748878479,0.08263323456048965
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.2245008647441864,0.22045251727104187,0.47635307908058167,0.2647338807582855,0.38423117995262146,0.535392165184021,1.0,0.34442198276519775,0.3097512125968933,0.3617299497127533,0.22068053483963013
dominant,0.21783894300460815,0.21512246131896973,0.3018357455730438,0.18495407700538635,0.1701275259256363,0.13201743364334106,0.35191428661346436,0.27562618255615234,0.1780788004398346,0.21260958909988403,0.3743239641189575,0.2888713479042053,0.2151002585887909,0.3373525142669678,0.07625212520360947
source,0.2553733289241791,0.19904370605945587,0.18598204851150513,0.190715953707695,0.2280399650335312,0.19706378877162933,0.2471988946199417,0.2376585751771927,0.14889124035835266,0.2501981854438782,0.30258262157440186,0.17739441990852356,0.18905924260616302,0.1051749438047409,0.2462312877178192
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17593856155872345,0.18961067497730255,0.4178851246833801,0.25273123383522034,0.32945773005485535,0.41548454761505127,0.733189046382904,0.30937549471855164,0.21726468205451965,0.2826060354709625,0.1826142966747284
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.35972869396209717,0.3073769509792328,0.11958412081003189,0.18401093780994415,1.0000001192092896,0.17929516732692719,0.27001675963401794,0.2647338807582855,0.1823132336139679,0.24901182949543,0.15483827888965607,0.15304024517536163
until,0.2693650424480438,0.08382980525493622,0.2787701487541199,0.19970092177391052,0.19401630759239197,0.21045297384262085,0.20077821612358093,0.1498769372701645,0.18333116173744202,0.354556679725647,0.37191009521484375,0.36689868569374084,0.1847054660320282,0.3046443462371826,0.20304496586322784
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.2245008647441864,0.22045251727104187,0.47635307908058167,0.2647338807582855,0.38423117995262146,0.535392165184021,1.0,0.34442198276519775,0.3097512125968933,0.3617299497127533,0.22068053483963013
early,0.2454567849636078,0.24463579058647156,0.30937549471855164,0.24322280287742615,0.16853192448616028,0.1848844587802887,0.3838981091976166,0.1823132336139679,0.18022514879703522,0.24557004868984222,0.34442198276519775,1.0000001192092896,0.17268848419189453,0.4336492121219635,0.15272949635982513
20th,0.1850772649049759,0.14924097061157227,0.21726468205451965,0.17203637957572937,0.15909530222415924,0.16696293652057648,0.17971672117710114,0.24901182949543,0.1729477196931839,0.20756898820400238,0.3097512125968933,0.17268848419189453,1.0,0.2968566119670868,0.14985637366771698
century,0.20422613620758057,0.12631413340568542,0.2826060354709625,0.2347051203250885,0.15469561517238617,0.19119217991828918,0.3330184817314148,0.15483827888965607,0.13817106187343597,0.20143604278564453,0.3617299497127533,0.4336492121219635,0.2968566119670868,1.0,0.1026201918721199
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2264556586742401,0.20245449244976044,0.22260788083076477,0.3636029064655304,0.2231994867324829,0.34193792939186096,0.44245919585227966,0.4933079481124878,0.3022546172142029,0.22451449930667877,0.24487493932247162,0.31091248989105225
when,0.4700249433517456,0.17292563617229462,0.3757161796092987,0.29351481795310974,0.23498889803886414,0.194610595703125,0.299309104681015,0.28225177526474,0.3850642144680023,0.5423505902290344,0.5091903209686279,0.32107013463974,0.19096055626869202,0.22992412745952606,0.22841128706932068
advances,0.2105628252029419,0.09775768220424652,0.27895745635032654,0.21999195218086243,0.234452486038208,0.11995162069797516,0.24778150022029877,0.23602217435836792,0.20108816027641296,0.2913696765899658,0.29882919788360596,0.31542640924453735,0.21859605610370636,0.27623018622398376,0.12414493411779404
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18084456026554108,0.2542861998081207,0.41416558623313904,0.16666220128536224,0.3120773434638977,0.45010748505592346,0.6662389636039734,0.34672921895980835,0.20743919909000397,0.3174034655094147,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.2245008647441864,0.22045251727104187,0.47635307908058167,0.2647338807582855,0.38423117995262146,0.535392165184021,1.0,0.34442198276519775,0.3097512125968933,0.3617299497127533,0.22068053483963013
design,0.23893405497074127,0.19864718616008759,0.2522938847541809,0.2571820318698883,0.38155606389045715,0.2371445894241333,0.21048547327518463,0.1789396107196808,0.1608639508485794,0.26415011286735535,0.27913451194763184,0.2134324014186859,0.13021542131900787,0.1666169911623001,0.16351860761642456
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17593856155872345,0.18961067497730255,0.4178851246833801,0.25273123383522034,0.32945773005485535,0.41548454761505127,0.733189046382904,0.30937549471855164,0.21726468205451965,0.2826060354709625,0.1826142966747284
electric,0.15451551973819733,0.19005827605724335,0.17329032719135284,0.3633075952529907,0.27716219425201416,0.22192087769508362,0.14066481590270996,0.34122735261917114,0.16397646069526672,0.2115597426891327,0.21345196664333344,0.1870424598455429,0.156341090798378,0.13295488059520721,0.15674720704555511
motors,0.180420383810997,0.14483754336833954,0.17503497004508972,0.3802523612976074,0.4789537489414215,0.2655044496059418,0.15419790148735046,0.3177069425582886,0.13319514691829681,0.1911056935787201,0.16861771047115326,0.14420484006404877,0.12402648478746414,0.18192996084690094,0.16430476307868958
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24133789539337158,0.21148960292339325,0.24455034732818604,0.4309377074241638,0.27496716380119324,0.4032393991947174,0.48971283435821533,0.5171257257461548,0.29847630858421326,0.29001447558403015,0.2726690471172333,0.20544172823429108
internal,0.2065390944480896,0.1597461998462677,0.273920476436615,0.21935473382472992,0.35454675555229187,0.15398524701595306,0.18528670072555542,0.21354612708091736,0.1807413399219513,0.22248466312885284,0.24764955043792725,0.18942520022392273,0.08135052025318146,0.11259422451257706,0.1665428727865219
combustion,0.2678600549697876,0.34383919835090637,0.25126782059669495,0.5523067712783813,0.5888161063194275,0.3117460012435913,0.27073904871940613,0.37266677618026733,0.21342554688453674,0.21775685250759125,0.2447446882724762,0.23172380030155182,0.1313565969467163,0.2247992902994156,0.2177530825138092
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,0.4903687536716461,1.0000001192092896,0.21693697571754456,0.2395818531513214,0.3073769509792328,0.21178573369979858,0.24536406993865967,0.2245008647441864,0.16853192448616028,0.15909530222415924,0.15469561517238617,0.18940703570842743
gradually,0.29329201579093933,0.13654346764087677,0.25775328278541565,0.3249153196811676,0.2578262388706207,0.16543139517307281,0.2692282497882843,0.2739071249961853,0.2615426480770111,0.34974226355552673,0.3209700584411621,0.38274046778678894,0.17565283179283142,0.3531514108181,0.09310194849967957
resulted,0.14803820848464966,0.23756936192512512,0.3479447662830353,0.15236622095108032,0.15899501740932465,0.2075294703245163,0.20879651606082916,0.20997053384780884,0.15979927778244019,0.24989460408687592,0.2975946068763733,0.27780038118362427,0.11773206293582916,0.18469388782978058,0.1391388475894928
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18084456026554108,0.2542861998081207,0.41416558623313904,0.16666220128536224,0.3120773434638977,0.45010748505592346,0.6662389636039734,0.34672921895980835,0.20743919909000397,0.3174034655094147,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.2245008647441864,0.22045251727104187,0.47635307908058167,0.2647338807582855,0.38423117995262146,0.535392165184021,1.0,0.34442198276519775,0.3097512125968933,0.3617299497127533,0.22068053483963013
replacement,0.19443123042583466,0.24169579148292542,0.18200843036174774,0.19657087326049805,0.2605619430541992,0.2710777223110199,0.19744783639907837,0.16288520395755768,0.1907779574394226,0.3162372410297394,0.27791428565979004,0.2487933486700058,0.18169400095939636,0.12066823244094849,0.14126648008823395
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17593856155872345,0.18961067497730255,0.4178851246833801,0.25273123383522034,0.32945773005485535,0.41548454761505127,0.733189046382904,0.30937549471855164,0.21726468205451965,0.2826060354709625,0.1826142966747284
reciprocating,0.3255842924118042,0.304313600063324,0.27445268630981445,0.2718157172203064,0.3725995421409607,0.2569392919540405,0.27445676922798157,0.289396196603775,0.2283143848180771,0.30987226963043213,0.25304242968559265,0.16129979491233826,0.19494643807411194,0.1584988236427307,0.2616906762123108
