,what,career,does,joseph,stiglitz,have,?
economist,0.16227665543556213,0.18084165453910828,0.12617771327495575,0.2721876800060272,0.39028096199035645,0.09050777554512024,0.15311987698078156
joseph,0.20494906604290009,0.08886054903268814,0.09940236061811447,0.9999999403953552,0.3917814791202545,0.1327163577079773,0.08421234786510468
stiglitz,0.1559118777513504,0.2720652222633362,0.101290762424469,0.3917814791202545,1.0,0.15303775668144226,0.18573977053165436
argues,0.3211183547973633,0.07889101654291153,0.306276798248291,0.15758295357227325,0.24025067687034607,0.23859384655952454,0.20733967423439026
that,0.6297725439071655,0.14372368156909943,0.4764937460422516,0.1995091736316681,0.16364243626594543,0.6182622313499451,0.32716336846351624
rather,0.3923804461956024,0.21196980774402618,0.39748668670654297,0.028779292479157448,0.11532336473464966,0.4224875271320343,0.3053998053073883
than,0.29388150572776794,0.1583024263381958,0.32178643345832825,0.033589594066143036,0.09925224632024765,0.46517109870910645,0.24917294085025787
explaining,0.48103222250938416,0.18653777241706848,0.3564416766166687,0.14513441920280457,0.17257335782051086,0.392045795917511,0.4030202329158783
concentrations,0.21233819425106049,0.20027868449687958,0.1848604828119278,0.1360006034374237,0.22491806745529175,0.27198880910873413,0.12325159460306168
of,0.33290785551071167,0.18121089041233063,0.3119818866252899,0.20551647245883942,0.2826586663722992,0.3802283704280853,0.1826142966747284
wealth,0.2415573000907898,0.18530619144439697,0.17655763030052185,0.19293993711471558,0.20463240146636963,0.20081286132335663,0.1624586433172226
and,0.31309178471565247,0.2703562378883362,0.3461615741252899,0.181125670671463,0.33113226294517517,0.4711785912513733,0.20544172823429108
income,0.21837803721427917,0.18111391365528107,0.18851257860660553,0.13630174100399017,0.21267655491828918,0.21030287444591522,0.14935168623924255
",",0.3087472915649414,0.217554971575737,0.28617382049560547,0.24271315336227417,0.3957933485507965,0.3541618287563324,0.31091248989105225
market,0.12116116285324097,0.14670006930828094,0.18972931802272797,0.06937292218208313,0.1484677493572235,0.1506686508655548,0.12805593013763428
forces,0.2112482488155365,0.10488229990005493,0.15523643791675568,0.1535995751619339,0.19625288248062134,0.18171128630638123,0.16984491050243378
should,0.43830034136772156,0.15257222950458527,0.41994616389274597,0.21708375215530396,0.20177678763866425,0.4533415734767914,0.4442402422428131
serve,0.23061832785606384,0.15509970486164093,0.20105761289596558,0.06540562957525253,0.13181675970554352,0.30888044834136963,0.19925682246685028
as,0.31749409437179565,0.2811086177825928,0.31202155351638794,0.1927168071269989,0.28447026014328003,0.37788212299346924,0.27043893933296204
a,0.3320399522781372,0.21774303913116455,0.38201746344566345,0.14221104979515076,0.2103291153907776,0.338716596364975,0.23916715383529663
brake,0.19163110852241516,0.13799969851970673,0.2232259064912796,0.08312880247831345,0.09255027025938034,0.19146788120269775,0.13242483139038086
on,0.34226128458976746,0.20209145545959473,0.2568802833557129,0.17754994332790375,0.230573832988739,0.36494916677474976,0.2714994251728058
such,0.23989605903625488,0.15912851691246033,0.2787191867828369,0.11163227260112762,0.14847779273986816,0.42997312545776367,0.17851735651493073
concentration,0.2389112114906311,0.17908070981502533,0.15179796516895294,0.17355825006961823,0.26945093274116516,0.21130657196044922,0.1292840540409088
",",0.3087472915649414,0.217554971575737,0.28617382049560547,0.24271315336227417,0.3957933485507965,0.3541618287563324,0.31091248989105225
which,0.5261979103088379,0.1630946397781372,0.39111801981925964,0.15187451243400574,0.16051098704338074,0.49652695655822754,0.25814583897590637
may,0.25739946961402893,0.12430068105459213,0.35508081316947937,0.18608352541923523,0.2311410903930664,0.35194188356399536,0.2768254578113556
better,0.3551420271396637,0.18000885844230652,0.2810831367969513,0.1547541618347168,0.18985424935817719,0.3652902841567993,0.32159438729286194
be,0.3929833769798279,0.18268169462680817,0.28696945309638977,0.1369095742702484,0.17003177106380463,0.5760743618011475,0.3324260413646698
explained,0.4148936867713928,0.13081912696361542,0.2626176178455353,0.18018168210983276,0.19639217853546143,0.34213677048683167,0.31240519881248474
by,0.2455483376979828,0.1585821509361267,0.143477201461792,0.2003411054611206,0.32672441005706787,0.3359639644622803,0.17966607213020325
the,0.42745697498321533,0.19230268895626068,0.35928019881248474,0.2251148819923401,0.28254666924476624,0.40389683842658997,0.22068053483963013
non-market,0.18510375916957855,0.21736635267734528,0.22249698638916016,0.10213896632194519,0.20481397211551666,0.19489502906799316,0.2244819849729538
force,0.16915984451770782,0.13236524164676666,0.21141281723976135,0.10067759454250336,0.13722647726535797,0.17953111231327057,0.1650998443365097
known,0.20381177961826324,0.2545025646686554,0.24860821664333344,0.19790562987327576,0.22068700194358826,0.1978331357240677,0.18314571678638458
as,0.31749409437179565,0.2811086177825928,0.31202155351638794,0.1927168071269989,0.28447026014328003,0.37788212299346924,0.27043893933296204
``,0.008517155423760414,0.058161333203315735,0.06539655476808548,0.05290113389492035,0.024059372022747993,0.1022237241268158,0.0685480609536171
rent-seeking,0.2263883501291275,0.2847599685192108,0.2814728319644928,0.11872415244579315,0.29233813285827637,0.257824182510376,0.257251113653183
'',0.08143015950918198,-0.0016836035065352917,-0.004023602232336998,0.011200549080967903,-0.009215695783495903,0.0312618687748909,0.018684765323996544
.,0.3567904531955719,0.2458854615688324,0.3022993505001068,0.2262967973947525,0.3410353362560272,0.41614407300949097,0.4130953550338745
