,what,was,the,first,super,bowl,that,the,carolina,panthers,played,in,?
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.5473989248275757,1.0,0.24749229848384857,0.2602776288986206,0.2603478729724884,0.6662389636039734,0.22068053483963013
broncos,0.1787765771150589,0.23574475944042206,0.25985947251319885,0.23199674487113953,0.36141330003738403,0.4351775348186493,0.15371358394622803,0.25985947251319885,0.34897464513778687,0.5347585678100586,0.36128896474838257,0.20316283404827118,0.18377114832401276
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.31759878993034363,0.14032290875911713,0.206265389919281,0.3437977731227875,0.3885267674922943,0.14749786257743835,0.16709713637828827,0.230319544672966,0.25271502137184143,0.17218779027462006
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.26809096336364746,0.14342328906059265,0.1663845032453537,0.4266771972179413,0.516537070274353,0.16664347052574158,0.20130555331707,0.2162521928548813,0.34976133704185486,0.1898253709077835
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.6953977942466736,0.25671592354774475,0.20302696526050568,0.25411489605903625,0.4620301127433777,0.16378067433834076,0.2124287188053131,0.26225414872169495,0.34510284662246704,0.17239587008953094
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.18258553743362427,0.21959073841571808,0.12624233961105347,0.27118441462516785,0.21511296927928925,0.18576006591320038,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.10987387597560883,0.21576224267482758,0.2087959349155426,0.34713199734687805,0.19033360481262207,0.17236235737800598,0.21118052303791046
appearance,0.17546585202217102,0.2275954782962799,0.2678116261959076,0.3242032527923584,0.2683286964893341,0.22287850081920624,0.2286599576473236,0.2678116261959076,0.061276257038116455,0.17733480036258698,0.2827259302139282,0.26000332832336426,0.17315366864204407
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18576006591320038,0.17236235737800598,0.435920387506485,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.27605336904525757,1.0,0.20430970191955566
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.35148099064826965,0.14228717982769012,0.18332304060459137,0.3407050371170044,0.43452659249305725,0.1938534528017044,0.2735981047153473,0.2819078266620636,0.34828072786331177,0.20928427577018738
years,0.1981470286846161,0.35855233669281006,0.2912273406982422,0.2958037853240967,0.15193983912467957,0.221580371260643,0.27599525451660156,0.2912273406982422,0.214823916554451,0.19276149570941925,0.19634129106998444,0.33554986119270325,0.1914375126361847
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.4137537479400635,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.2987361550331116,0.5201468467712402,0.31091248989105225
having,0.34064167737960815,0.2792723774909973,0.3821379244327545,0.2400989979505539,0.1636309027671814,0.1432962417602539,0.4370327591896057,0.3821379244327545,0.15719406306743622,0.1944659799337387,0.18713442981243134,0.32022708654403687,0.22418256103992462
reached,0.20202487707138062,0.3110939562320709,0.29860952496528625,0.34402745962142944,0.17897918820381165,0.11242140829563141,0.22658783197402954,0.29860952496528625,0.174540713429451,0.13762563467025757,0.27969890832901,0.24389809370040894,0.1518019139766693
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.18258553743362427,0.21959073841571808,0.12624233961105347,0.27118441462516785,0.21511296927928925,0.18576006591320038,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.10987387597560883,0.21576224267482758,0.2087959349155426,0.34713199734687805,0.19033360481262207,0.17236235737800598,0.21118052303791046
xlviii,0.1383136361837387,0.2853115499019623,0.2765132784843445,0.2657269239425659,0.5269481539726257,0.5582984089851379,0.18606603145599365,0.2765132784843445,0.25844475626945496,0.36723634600639343,0.26870667934417725,0.2246338427066803,0.18409758806228638
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.4137537479400635,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.2987361550331116,0.5201468467712402,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.30667605996131897,0.20227555930614471,0.15627816319465637,0.43523597717285156,0.39804592728614807,0.1686878800392151,0.19775532186031342,0.20544704794883728,0.3399278521537781,0.21076419949531555
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.5473989248275757,1.0,0.24749229848384857,0.2602776288986206,0.2603478729724884,0.6662389636039734,0.22068053483963013
panthers,0.17002959549427032,0.2605615258216858,0.2602776288986206,0.1861710250377655,0.27118441462516785,0.34713199734687805,0.14741548895835876,0.2602776288986206,0.4154948592185974,0.9999999403953552,0.3459891974925995,0.2115829735994339,0.16608978807926178
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.31759878993034363,0.14032290875911713,0.206265389919281,0.3437977731227875,0.3885267674922943,0.14749786257743835,0.16709713637828827,0.230319544672966,0.25271502137184143,0.17218779027462006
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.26809096336364746,0.14342328906059265,0.1663845032453537,0.4266771972179413,0.516537070274353,0.16664347052574158,0.20130555331707,0.2162521928548813,0.34976133704185486,0.1898253709077835
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.6953977942466736,0.25671592354774475,0.20302696526050568,0.25411489605903625,0.4620301127433777,0.16378067433834076,0.2124287188053131,0.26225414872169495,0.34510284662246704,0.17239587008953094
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.18258553743362427,0.21959073841571808,0.12624233961105347,0.27118441462516785,0.21511296927928925,0.18576006591320038,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.10987387597560883,0.21576224267482758,0.2087959349155426,0.34713199734687805,0.19033360481262207,0.17236235737800598,0.21118052303791046
appearance,0.17546585202217102,0.2275954782962799,0.2678116261959076,0.3242032527923584,0.2683286964893341,0.22287850081920624,0.2286599576473236,0.2678116261959076,0.061276257038116455,0.17733480036258698,0.2827259302139282,0.26000332832336426,0.17315366864204407
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18576006591320038,0.17236235737800598,0.435920387506485,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.27605336904525757,1.0,0.20430970191955566
franchise,0.1852455735206604,0.25208672881126404,0.30872398614883423,0.2991523742675781,0.3508962392807007,0.2876890301704407,0.26150861382484436,0.30872398614883423,0.19974973797798157,0.3353862166404724,0.32810497283935547,0.29437172412872314,0.13445523381233215
history,0.28630873560905457,0.25589004158973694,0.33215048909187317,0.3202230632305145,0.11867747455835342,0.22527895867824554,0.24826017022132874,0.33215048909187317,0.16457390785217285,0.15208889544010162,0.144427090883255,0.29215577244758606,0.2501974403858185
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.4137537479400635,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.2987361550331116,0.5201468467712402,0.31091248989105225
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.26809096336364746,0.14342328906059265,0.1663845032453537,0.4266771972179413,0.516537070274353,0.16664347052574158,0.20130555331707,0.2162521928548813,0.34976133704185486,0.1898253709077835
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.23885147273540497,0.15647977590560913,0.12835361063480377,0.5570666193962097,0.44152235984802246,0.1489717811346054,0.11492370069026947,0.14976413547992706,0.39989137649536133,0.24682199954986572
appearance,0.17546585202217102,0.2275954782962799,0.2678116261959076,0.3242032527923584,0.2683286964893341,0.22287850081920624,0.2286599576473236,0.2678116261959076,0.061276257038116455,0.17733480036258698,0.2827259302139282,0.26000332832336426,0.17315366864204407
being,0.3760843276977539,0.5201660394668579,0.419739305973053,0.3338102698326111,0.19301097095012665,0.16827359795570374,0.46201252937316895,0.419739305973053,0.19729898869991302,0.24141545593738556,0.21356894075870514,0.33162933588027954,0.26743772625923157
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.18258553743362427,0.21959073841571808,0.12624233961105347,0.27118441462516785,0.21511296927928925,0.18576006591320038,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.10987387597560883,0.21576224267482758,0.2087959349155426,0.34713199734687805,0.19033360481262207,0.17236235737800598,0.21118052303791046
xxxviii,0.10688187927007675,0.2788955569267273,0.2719508707523346,0.24452264606952667,0.5042429566383362,0.5504224300384521,0.17228086292743683,0.2719508707523346,0.2403429001569748,0.3522067070007324,0.22925908863544464,0.2150609940290451,0.15746751427650452
