,who,concluded,that,the,rising,income,inequality,gap,was,not,getting,better,?
in,0.2792111933231354,0.2758161425590515,0.435920387506485,0.6662389636039734,0.26222285628318787,0.1795814335346222,0.19402410089969635,0.1954546719789505,0.45514053106307983,0.3403114080429077,0.2387998104095459,0.20443932712078094,0.20430970191955566
2014,0.1893516480922699,-0.030540574342012405,0.018680522218346596,0.059490643441677094,0.034992728382349014,-0.006733877584338188,0.008911237120628357,0.009176581166684628,0.1446884423494339,0.013368217274546623,0.02414742112159729,0.21365128457546234,0.058127544820308685
",",0.3365725874900818,0.2610151171684265,0.4137537479400635,0.4933079481124878,0.21649663150310516,0.19703416526317596,0.21822890639305115,0.213828906416893,0.45456063747406006,0.3769696354866028,0.2384856641292572,0.331943541765213,0.31091248989105225
economists,0.27088555693626404,0.22540690004825592,0.30523014068603516,0.20146530866622925,0.19410119950771332,0.35917308926582336,0.42708247900009155,0.1047419011592865,0.22543558478355408,0.2635095417499542,0.2214498072862625,0.23250018060207367,0.1671878695487976
with,0.3282766342163086,0.236396923661232,0.4154358208179474,0.4223487675189972,0.24365566670894623,0.19497792422771454,0.2160445749759674,0.19223357737064362,0.27411898970603943,0.3409014642238617,0.3229054808616638,0.2527548372745514,0.2433311939239502
the,0.3733934462070465,0.3024786412715912,0.5473989248275757,1.0,0.34945452213287354,0.23699946701526642,0.23508106172084808,0.27986636757850647,0.48711544275283813,0.4310511648654938,0.2930673360824585,0.2113795131444931,0.22068053483963013
standard,0.14485232532024384,0.13894794881343842,0.294244647026062,0.29008856415748596,0.15188002586364746,0.23449458181858063,0.31026047468185425,0.19641906023025513,0.17353598773479462,0.27280810475349426,0.1574600785970688,0.2519844174385071,0.17029257118701935
&,0.09244576841592789,0.08009074628353119,0.13811425864696503,0.14992168545722961,0.09871415048837662,0.03423518314957619,0.13455446064472198,0.1537168025970459,0.12134000658988953,0.13937902450561523,0.10179774463176727,0.13519802689552307,0.12596383690834045
poor,0.30099374055862427,0.17922082543373108,0.29014962911605835,0.21093174815177917,0.25259512662887573,0.370358407497406,0.3267504870891571,0.25873735547065735,0.23301246762275696,0.28660935163497925,0.29520732164382935,0.33518296480178833,0.12937016785144806
's,0.05599616840481758,-0.027557218447327614,0.04397977516055107,-0.01540423184633255,-0.04362783581018448,-0.006451981142163277,-0.0032307563815265894,-0.05353022739291191,0.008974763564765453,0.002583299996331334,-0.043198853731155396,0.06539846956729889,-0.023395681753754616
rating,0.15309970080852509,0.18007828295230865,0.2557750344276428,0.24654440581798553,0.25481802225112915,0.30353713035583496,0.25509369373321533,0.10819486528635025,0.22355882823467255,0.2156030237674713,0.31289976835250854,0.12145283818244934,0.18754872679710388
agency,0.11960361897945404,0.17221590876579285,0.18285544216632843,0.24253644049167633,0.081549733877182,0.22183294594287872,0.16525660455226898,0.12645037472248077,0.19805613160133362,0.2100508213043213,0.11993160843849182,0.11299161612987518,0.18185843527317047
concluded,0.15572397410869598,1.0,0.376585453748703,0.3024786412715912,0.19598564505577087,0.19406358897686005,0.2941384017467499,0.13690991699695587,0.25460392236709595,0.3109171986579895,0.17203575372695923,0.0953727513551712,0.13595789670944214
