,who,was,thomas,commerford,martin,?
in,0.2792111933231354,0.45514053106307983,0.21133768558502197,0.2916942238807678,0.22752496600151062,0.20430970191955566
1888,0.13229268789291382,0.1682576835155487,0.04600958526134491,0.07255272567272186,0.046998366713523865,0.07625395059585571
",",0.3365725874900818,0.45456063747406006,0.25079426169395447,0.3530247211456299,0.27058324217796326,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.23505409061908722,0.24951380491256714,0.22029393911361694,0.22068053483963013
editor,0.257452130317688,0.22844251990318298,0.1472025364637375,0.1658143550157547,0.12449333071708679,0.29182010889053345
of,0.2827862501144409,0.4069072902202606,0.18699592351913452,0.22971348464488983,0.13722093403339386,0.1826142966747284
electrical,0.16470956802368164,0.2032313495874405,0.10413900762796402,0.23124967515468597,0.1795300841331482,0.10923371464014053
world,0.25158336758613586,0.3097524344921112,0.1555086076259613,0.21601469814777374,0.18339763581752777,0.17579582333564758
magazine,0.21138475835323334,0.25375688076019287,0.1476946622133255,0.1887548416852951,0.1235804334282875,0.15570664405822754
",",0.3365725874900818,0.45456063747406006,0.25079426169395447,0.3530247211456299,0.27058324217796326,0.31091248989105225
thomas,0.26103657484054565,0.26629963517189026,1.0000001192092896,0.38349875807762146,0.2819080650806427,0.16133050620555878
commerford,0.2187306135892868,0.3297978639602661,0.38349875807762146,1.0,0.29583683609962463,0.13851870596408844
martin,0.22000780701637268,0.2089129239320755,0.2819080650806427,0.29583683609962463,0.9999999403953552,0.060103293508291245
(,0.2443375140428543,0.2980341613292694,0.20615462958812714,0.24586039781570435,0.21604594588279724,0.40561532974243164
a,0.36608949303627014,0.4508470594882965,0.19268037378787994,0.2525479793548584,0.2163310945034027,0.23916715383529663
friend,0.4425715506076813,0.28420519828796387,0.2562592923641205,0.25705334544181824,0.22777734696865082,0.12953594326972961
and,0.41279885172843933,0.3740963041782379,0.20946627855300903,0.2812030017375946,0.2544763386249542,0.20544172823429108
publicist,0.2650006115436554,0.3066312372684479,0.26611465215682983,0.3010370135307312,0.23799124360084534,0.23023360967636108
),0.2457384318113327,0.3267642855644226,0.23000352084636688,0.25694307684898376,0.22626493871212006,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.25079426169395447,0.3530247211456299,0.27058324217796326,0.31091248989105225
arranged,0.13102956116199493,0.1825263798236847,0.1507754772901535,0.15132969617843628,0.17339734733104706,0.08499907702207565
for,0.37110671401023865,0.3863949179649353,0.19489257037639618,0.2548569440841675,0.1178249642252922,0.264628142118454
tesla,0.1520961970090866,0.16455206274986267,0.21892967820167542,0.2827424705028534,0.22885408997535706,0.10250775516033173
to,0.42656609416007996,0.3636345863342285,0.1928519904613495,0.2275306135416031,0.1691744029521942,0.29463258385658264
demonstrate,0.21876782178878784,0.18208172917366028,0.12261909991502762,0.1912805140018463,0.058248311281204224,0.20898205041885376
his,0.44966956973075867,0.4405253231525421,0.20028819143772125,0.2449435293674469,0.23498685657978058,0.18075084686279297
alternating,0.0991673618555069,0.15524277091026306,0.13405020534992218,0.1612659990787506,0.17515979707241058,0.13878576457500458
current,0.18425484001636505,0.20140352845191956,0.06341943889856339,0.1455605924129486,0.1251160055398941,0.12074550241231918
system,0.1550477296113968,0.2147521674633026,0.06121407076716423,0.08285815268754959,0.045749254524707794,0.15556083619594574
",",0.3365725874900818,0.45456063747406006,0.25079426169395447,0.3530247211456299,0.27058324217796326,0.31091248989105225
including,0.2835840582847595,0.21884717047214508,0.16776026785373688,0.21337845921516418,0.220378577709198,0.1633303165435791
his,0.44966956973075867,0.4405253231525421,0.20028819143772125,0.2449435293674469,0.23498685657978058,0.18075084686279297
induction,0.1360868364572525,0.1620527058839798,0.13156291842460632,0.2820191979408264,0.14205875992774963,0.1510571390390396
motor,0.1466689109802246,0.20476558804512024,0.15120714902877808,0.2166282683610916,0.1594531238079071,0.0637441948056221
",",0.3365725874900818,0.45456063747406006,0.25079426169395447,0.3530247211456299,0.27058324217796326,0.31091248989105225
at,0.22096660733222961,0.36707764863967896,0.18481792509555817,0.25574514269828796,0.13322176039218903,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,0.23505409061908722,0.24951380491256714,0.22029393911361694,0.22068053483963013
american,0.3093835413455963,0.31632548570632935,0.2458765208721161,0.3332847058773041,0.26238808035850525,0.18877598643302917
institute,0.16742992401123047,0.25862374901771545,0.1487702876329422,0.18423722684383392,0.0728151872754097,0.115291528403759
of,0.2827862501144409,0.4069072902202606,0.18699592351913452,0.22971348464488983,0.13722093403339386,0.1826142966747284
electrical,0.16470956802368164,0.2032313495874405,0.10413900762796402,0.23124967515468597,0.1795300841331482,0.10923371464014053
engineers,0.24476072192192078,0.21913187205791473,0.17151932418346405,0.2209339290857315,0.1326146274805069,0.18139411509037018
(,0.2443375140428543,0.2980341613292694,0.20615462958812714,0.24586039781570435,0.21604594588279724,0.40561532974243164
now,0.29819536209106445,0.35876134037971497,0.14379854500293732,0.22296003997325897,0.15980616211891174,0.29641881585121155
ieee,0.1848582625389099,0.14395272731781006,0.21509091556072235,0.30446121096611023,0.22641928493976593,0.16785793006420135
),0.2457384318113327,0.3267642855644226,0.23000352084636688,0.25694307684898376,0.22626493871212006,0.42300865054130554
.,0.3541337847709656,0.40146201848983765,0.2580391466617584,0.2887345254421234,0.25235527753829956,0.4130953550338745
