,how,did,war,start,?
it,0.36714982986450195,0.2993364930152893,0.28139346837997437,0.2786519229412079,0.25732165575027466
began,0.2146909385919571,0.4415510594844818,0.23302879929542542,0.41427290439605713,0.1370266228914261
with,0.3525622487068176,0.25472134351730347,0.20580904185771942,0.26863762736320496,0.2433311939239502
a,0.29312583804130554,0.2552328109741211,0.2368277609348297,0.29672953486442566,0.23916715383529663
dispute,0.23624590039253235,0.24726319313049316,0.2645995318889618,0.18435421586036682,0.24252742528915405
over,0.31446483731269836,0.2535076439380646,0.29031845927238464,0.27573367953300476,0.25742942094802856
control,0.27268826961517334,0.22942528128623962,0.19695141911506653,0.2819632887840271,0.1620711386203766
of,0.2480744868516922,0.2513895630836487,0.31680163741111755,0.23166994750499725,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.366199791431427,0.3656389117240906,0.22068053483963013
confluence,0.10828132927417755,0.047710150480270386,0.17885833978652954,0.2288396954536438,0.12977661192417145
of,0.2480744868516922,0.2513895630836487,0.31680163741111755,0.23166994750499725,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.366199791431427,0.3656389117240906,0.22068053483963013
allegheny,0.1497412770986557,0.1866983026266098,0.24547329545021057,0.13498537242412567,0.14249981939792633
and,0.33647966384887695,0.34479495882987976,0.29695844650268555,0.2890162169933319,0.20544172823429108
monongahela,0.14189592003822327,0.18930569291114807,0.32429155707359314,0.20522867143154144,0.12590807676315308
rivers,0.09591802209615707,0.13621489703655243,0.14233247935771942,0.17674171924591064,0.15866327285766602
",",0.22659391164779663,0.3015086054801941,0.2671184241771698,0.2934366464614868,0.31091248989105225
called,0.2869613468647003,0.277748167514801,0.19839569926261902,0.20918619632720947,0.18963319063186646
the,0.33890387415885925,0.34736719727516174,0.366199791431427,0.3656389117240906,0.22068053483963013
forks,0.16301319003105164,0.10987286269664764,0.13232514262199402,0.2158932387828827,0.12440887838602066
of,0.2480744868516922,0.2513895630836487,0.31680163741111755,0.23166994750499725,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.366199791431427,0.3656389117240906,0.22068053483963013
ohio,0.11605536192655563,0.11018496751785278,0.17571184039115906,0.15129591524600983,0.10064033418893814
",",0.22659391164779663,0.3015086054801941,0.2671184241771698,0.2934366464614868,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.29695844650268555,0.2890162169933319,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,0.366199791431427,0.3656389117240906,0.22068053483963013
site,0.16638165712356567,0.11670486629009247,0.16718366742134094,0.16995878517627716,0.2014765441417694
of,0.2480744868516922,0.2513895630836487,0.31680163741111755,0.23166994750499725,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.366199791431427,0.3656389117240906,0.22068053483963013
french,0.14884154498577118,0.1584041714668274,0.2536753714084625,0.15454748272895813,0.1386883556842804
fort,0.03157204017043114,0.17500312626361847,0.2739100158214569,0.19076935946941376,0.15686731040477753
duquesne,0.16593004763126373,0.17667728662490845,0.2753065824508667,0.17223112285137177,0.18955427408218384
and,0.33647966384887695,0.34479495882987976,0.29695844650268555,0.2890162169933319,0.20544172823429108
present-day,0.2545631527900696,0.20096364617347717,0.2351973056793213,0.24527408182621002,0.24972984194755554
pittsburgh,0.1903776377439499,0.11489082127809525,0.19516631960868835,0.1529095619916916,0.17622371017932892
",",0.22659391164779663,0.3015086054801941,0.2671184241771698,0.2934366464614868,0.31091248989105225
pennsylvania,0.20713891088962555,0.16386812925338745,0.21107430756092072,0.15996438264846802,0.14032292366027832
.,0.3287222981452942,0.35288307070732117,0.3000848889350891,0.3501981496810913,0.4130953550338745
