,after,reopening,",",where,will,the,art,pieces,be,located,after,restoration,?
the,0.4565047025680542,0.33731117844581604,0.4933079481124878,0.5003893971443176,0.3635469079017639,1.0,0.20297785103321075,0.2676405906677246,0.4248143136501312,0.407527357339859,0.4565047025680542,0.3766564130783081,0.22068053483963013
public,0.18959388136863708,0.30977821350097656,0.2588968276977539,0.2059764564037323,0.2083348035812378,0.22857438027858734,0.2857217788696289,0.10868476331233978,0.22898490726947784,0.19267596304416656,0.18959388136863708,0.2897735834121704,0.19872993230819702
art,0.14912347495555878,0.17086829245090485,0.2700960636138916,0.22415512800216675,0.18838098645210266,0.20297785103321075,1.0,0.234808549284935,0.11737168580293655,0.2105845957994461,0.14912347495555878,0.2380644828081131,0.138971745967865
pieces,0.1901463270187378,0.21612648665905,0.2629237473011017,0.2817496359348297,0.22533075511455536,0.2676405906677246,0.234808549284935,0.9999998807907104,0.3051837682723999,0.06375499069690704,0.1901463270187378,0.16357864439487457,0.12758022546768188
will,0.2841227948665619,0.27873003482818604,0.29706671833992004,0.3374059498310089,1.0,0.3635469079017639,0.18838098645210266,0.22533075511455536,0.4925616979598999,0.12029515206813812,0.2841227948665619,0.1328900158405304,0.35046905279159546
be,0.32360681891441345,0.2851960062980652,0.39254459738731384,0.3651217818260193,0.4925616979598999,0.4248143136501312,0.11737168580293655,0.3051837682723999,1.0,0.1374867707490921,0.32360681891441345,0.1792314648628235,0.3324260413646698
restored,0.2797248661518097,0.3385993540287018,0.24934202432632446,0.21176613867282867,0.23927076160907745,0.29931989312171936,0.1431562602519989,0.16651131212711334,0.29520291090011597,0.21715299785137177,0.2797248661518097,0.6288171410560608,0.1778445541858673
and,0.3765919506549835,0.24455474317073822,0.6633074283599854,0.43859338760375977,0.35983073711395264,0.5171257257461548,0.2631918787956238,0.316224604845047,0.41766801476478577,0.24183952808380127,0.3765919506549835,0.2590578496456146,0.20544172823429108
placed,0.23848000168800354,0.25304850935935974,0.2528902292251587,0.34552374482154846,0.30428647994995117,0.38702741265296936,0.10194864124059677,0.24517861008644104,0.34677496552467346,0.33026015758514404,0.23848000168800354,0.15518927574157715,0.18964257836341858
near,0.2304886281490326,0.17342478036880493,0.3141826391220093,0.4188554286956787,0.1786363124847412,0.2879819869995117,0.16462640464305878,0.1397758424282074,0.18343976140022278,0.4311690628528595,0.2304886281490326,0.12924620509147644,0.10734958201646805
their,0.30973172187805176,0.15843524038791656,0.3045167922973633,0.3356108069419861,0.35694247484207153,0.516537070274353,0.16836917400360107,0.2550654113292694,0.3200586438179016,0.19801606237888336,0.30973172187805176,0.20660285651683807,0.1898253709077835
current,0.14214342832565308,0.21298906207084656,0.29341426491737366,0.21811948716640472,0.24884258210659027,0.3314409554004669,0.10162390023469925,0.047910794615745544,0.322500079870224,0.11916879564523697,0.14214342832565308,0.1879374235868454,0.12074550241231918
locations,0.19173027575016022,0.2031044065952301,0.2831610143184662,0.4026567041873932,0.2476835548877716,0.3575807511806488,0.17678527534008026,0.1969888061285019,0.2794824540615082,0.45995014905929565,0.19173027575016022,0.13878555595874786,0.14570996165275574
and,0.3765919506549835,0.24455474317073822,0.6633074283599854,0.43859338760375977,0.35983073711395264,0.5171257257461548,0.2631918787956238,0.316224604845047,0.41766801476478577,0.24183952808380127,0.3765919506549835,0.2590578496456146,0.20544172823429108
will,0.2841227948665619,0.27873003482818604,0.29706671833992004,0.3374059498310089,1.0,0.3635469079017639,0.18838098645210266,0.22533075511455536,0.4925616979598999,0.12029515206813812,0.2841227948665619,0.1328900158405304,0.35046905279159546
feature,0.1741061508655548,0.2051946222782135,0.22241170704364777,0.18013419210910797,0.23828288912773132,0.3053930699825287,0.14964276552200317,0.16023528575897217,0.2583335041999817,0.15182943642139435,0.1741061508655548,0.1774209886789322,0.2893312871456146
wide,0.1410895735025406,0.2371472716331482,0.2452421933412552,0.19634200632572174,0.2265147864818573,0.28078147768974304,0.16145546734333038,0.17714226245880127,0.18843500316143036,0.2236470729112625,0.1410895735025406,0.13404805958271027,0.12719376385211945
sidewalks,0.16455109417438507,0.29302069544792175,0.1945955902338028,0.29658249020576477,0.2397528737783432,0.27511999011039734,0.2231236845254898,0.26551032066345215,0.2514643967151642,0.248151496052742,0.16455109417438507,0.1744372397661209,0.06874842196702957
(,0.2132600098848343,0.16271385550498962,0.6363511681556702,0.1970011591911316,0.26469120383262634,0.33289089798927307,0.1266477406024933,0.06094278022646904,0.2349044382572174,0.21025894582271576,0.2132600098848343,0.2345433384180069,0.40561532974243164
up,0.3247016668319702,0.182351216673851,0.34193792939186096,0.341964989900589,0.3349364995956421,0.38423117995262146,0.1677776426076889,0.27136194705963135,0.27963516116142273,0.09097816795110703,0.3247016668319702,0.13613928854465485,0.1819818764925003
to,0.37890323996543884,0.2740299105644226,0.44245919585227966,0.47735077142715454,0.5091033577919006,0.535392165184021,0.22068513929843903,0.24752360582351685,0.4972836375236511,0.20850814878940582,0.37890323996543884,0.23322175443172455,0.29463258385658264
28,-0.24374359846115112,-0.15150344371795654,-0.16259028017520905,-0.24824409186840057,-0.11926697194576263,-0.31177106499671936,-0.17891475558280945,-0.15471015870571136,-0.18593552708625793,-0.19421613216400146,-0.24374359846115112,-0.30134478211402893,-0.012856917455792427
',0.31325316429138184,0.2312767654657364,0.5178600549697876,0.24928376078605652,0.20316393673419952,0.474788099527359,0.11010194569826126,0.12498511373996735,0.2717236876487732,0.25896891951560974,0.31325316429138184,0.2595980167388916,0.330942302942276
