,what,chinese,era,name,did,kublai,adopt,?
he,0.3114890456199646,0.2181207686662674,0.17343051731586456,0.16665782034397125,0.3292143940925598,0.3360303044319153,0.17471745610237122,0.2089974731206894
bolstered,0.18239931762218475,0.22529999911785126,0.1357836127281189,0.19622917473316193,0.23861265182495117,0.22390316426753998,0.18197014927864075,0.16831153631210327
his,0.26976513862609863,0.17512276768684387,0.17493180930614471,0.1914493292570114,0.3546801507472992,0.3874718248844147,0.2151426523923874,0.18075084686279297
popularity,0.1872185468673706,0.21188762784004211,0.2505649924278259,0.24857741594314575,0.22251276671886444,0.2567133903503418,0.1823275238275528,0.16941240429878235
among,0.21154822409152985,0.15831714868545532,0.22619621455669403,0.11765395849943161,0.2415449470281601,0.13360291719436646,0.14177043735980988,0.14343059062957764
his,0.26976513862609863,0.17512276768684387,0.17493180930614471,0.1914493292570114,0.3546801507472992,0.3874718248844147,0.2151426523923874,0.18075084686279297
subjects,0.3538523018360138,0.18025349080562592,0.14765658974647522,0.08699554949998856,0.2734087407588959,0.18545344471931458,0.18603357672691345,0.26547127962112427
by,0.2455483376979828,0.17456965148448944,0.22156472504138947,0.25480157136917114,0.18574509024620056,0.2005719393491745,0.12223649024963379,0.17966607213020325
modeling,0.2633504271507263,0.15212981402873993,0.16256453096866608,0.13029903173446655,0.1963641196489334,0.10821396857500076,0.22632183134555817,0.16352395713329315
his,0.26976513862609863,0.17512276768684387,0.17493180930614471,0.1914493292570114,0.3546801507472992,0.3874718248844147,0.2151426523923874,0.18075084686279297
government,0.28074538707733154,0.28498339653015137,0.1656997799873352,0.12998923659324646,0.2792121469974518,0.3054119348526001,0.18844260275363922,0.18851417303085327
on,0.34226128458976746,0.13115563988685608,0.1100742295384407,0.17627742886543274,0.2670976221561432,0.18782250583171844,0.1642284244298935,0.2714994251728058
the,0.42745697498321533,0.2785343527793884,0.266272634267807,0.3171212375164032,0.34736719727516174,0.32886171340942383,0.215359166264534,0.22068053483963013
bureaucracy,0.3576729893684387,0.24434421956539154,0.22405153512954712,0.11632297933101654,0.23349042236804962,0.23733268678188324,0.3027193248271942,0.33511215448379517
of,0.33290785551071167,0.24275560677051544,0.20396220684051514,0.24075818061828613,0.2513895630836487,0.231930211186409,0.23068659007549286,0.1826142966747284
traditional,0.20066824555397034,0.3516996502876282,0.2681617736816406,0.12752816081047058,0.17380854487419128,0.2169031798839569,0.229767844080925,0.1327509582042694
chinese,0.11643128097057343,1.0000001192092896,0.21767987310886383,0.14820076525211334,0.19065357744693756,0.38022753596305847,0.17478029429912567,0.20843194425106049
dynasties,0.14372941851615906,0.3613274395465851,0.2722444534301758,0.2018347680568695,0.17571403086185455,0.40884631872177124,0.12085476517677307,0.14213824272155762
and,0.31309178471565247,0.25892454385757446,0.23158983886241913,0.21235932409763336,0.34479495882987976,0.25078991055488586,0.1885957568883896,0.20544172823429108
adopting,0.2651776075363159,0.2070937156677246,0.18111459910869598,0.1910305768251419,0.2504394054412842,0.1812739372253418,0.7924842238426208,0.21285787224769592
the,0.42745697498321533,0.2785343527793884,0.266272634267807,0.3171212375164032,0.34736719727516174,0.32886171340942383,0.215359166264534,0.22068053483963013
chinese,0.11643128097057343,1.0000001192092896,0.21767987310886383,0.14820076525211334,0.19065357744693756,0.38022753596305847,0.17478029429912567,0.20843194425106049
era,0.18199029564857483,0.21767987310886383,1.0,0.19786323606967926,0.1672050952911377,0.2638651728630066,0.1397489458322525,0.14369545876979828
name,0.18623162806034088,0.14820076525211334,0.19786323606967926,1.0,0.17557460069656372,0.17445369064807892,0.19145628809928894,0.15381577610969543
of,0.33290785551071167,0.24275560677051544,0.20396220684051514,0.24075818061828613,0.2513895630836487,0.231930211186409,0.23068659007549286,0.1826142966747284
zhongtong,0.13076066970825195,0.5952709913253784,0.21606378257274628,0.19861969351768494,0.17210227251052856,0.4738328456878662,0.14556542038917542,0.196260467171669
.,0.3567904531955719,0.25441038608551025,0.1924184113740921,0.24737101793289185,0.35288307070732117,0.2311694622039795,0.20626747608184814,0.4130953550338745
