,who,did,the,panthers,play,to,advance,to,the,super,bowl,?
the,0.3733934462070465,0.34736719727516174,1.0,0.2602776288986206,0.24793598055839539,0.535392165184021,0.2887929677963257,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
panthers,0.2132880985736847,0.189295694231987,0.2602776288986206,0.9999999403953552,0.2769072651863098,0.2185782641172409,0.20247691869735718,0.2185782641172409,0.2602776288986206,0.27118441462516785,0.34713199734687805,0.16608978807926178
then,0.29952746629714966,0.303744375705719,0.4297412931919098,0.1711401343345642,0.1956665962934494,0.5203860402107239,0.21104322373867035,0.5203860402107239,0.4297412931919098,0.15026506781578064,0.1972353756427765,0.2884598970413208
blew,0.22247493267059326,0.29447054862976074,0.2350693792104721,0.15841616690158844,0.15977640450000763,0.24235013127326965,0.19169019162654877,0.24235013127326965,0.2350693792104721,0.17138150334358215,0.1628488302230835,0.2121112197637558
out,0.3129808306694031,0.28413498401641846,0.39404502511024475,0.12961417436599731,0.19337211549282074,0.42386990785598755,0.23888851702213287,0.42386990785598755,0.39404502511024475,0.18827584385871887,0.21548143029212952,0.22020699083805084
the,0.3733934462070465,0.34736719727516174,1.0,0.2602776288986206,0.24793598055839539,0.535392165184021,0.2887929677963257,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
arizona,0.18629911541938782,0.1684030294418335,0.22572119534015656,0.3588832914829254,0.17086857557296753,0.1879066824913025,0.15641549229621887,0.1879066824913025,0.22572119534015656,0.11506326496601105,0.19239425659179688,0.14315035939216614
cardinals,0.2145349085330963,0.1666116863489151,0.2451406717300415,0.47018635272979736,0.2469978928565979,0.20428168773651123,0.17182692885398865,0.20428168773651123,0.2451406717300415,0.21392318606376648,0.3667908310890198,0.13200661540031433
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.24321173131465912,0.45010748505592346,0.1991603970527649,0.45010748505592346,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.2602776288986206,0.24793598055839539,0.535392165184021,0.2887929677963257,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfc,0.17579996585845947,0.11289361864328384,0.2545439600944519,0.472109317779541,0.3316275477409363,0.23611298203468323,0.317013144493103,0.23611298203468323,0.2545439600944519,0.373574823141098,0.47588562965393066,0.15073348581790924
championship,0.15638136863708496,0.18663130700588226,0.2540402412414551,0.40219083428382874,0.25606539845466614,0.18725894391536713,0.17910796403884888,0.18725894391536713,0.2540402412414551,0.28836938738822937,0.3428266644477844,0.1390383541584015
game,0.2523840069770813,0.19789010286331177,0.285271555185318,0.26323550939559937,0.44828343391418457,0.2540906071662903,0.4699627757072449,0.2540906071662903,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.2231253683567047,0.44245919585227966,0.2881828844547272,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
49–15,-0.018790461122989655,-0.03175068646669388,0.09043944627046585,0.020930055528879166,-0.06533356755971909,0.03580540418624878,-0.0527593232691288,0.03580540418624878,0.09043944627046585,0.05862809345126152,0.008281170390546322,-0.055436357855796814
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.2231253683567047,0.44245919585227966,0.2881828844547272,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
racking,0.15830875933170319,0.2108302116394043,0.2599547207355499,0.1909378170967102,0.20666712522506714,0.24466830492019653,0.2199045568704605,0.24466830492019653,0.2599547207355499,0.19100522994995117,0.19479241967201233,0.19295835494995117
up,0.26056501269340515,0.21613863110542297,0.38423117995262146,0.22487294673919678,0.18358232080936432,0.40375280380249023,0.22322306036949158,0.40375280380249023,0.38423117995262146,0.12556114792823792,0.16571862995624542,0.1819818764925003
487,0.0771186426281929,-0.12252136319875717,-0.11880908161401749,-0.1087554469704628,-0.1500529944896698,-0.186852365732193,-0.17583079636096954,-0.186852365732193,-0.11880908161401749,-0.09715508669614792,-0.20139530301094055,-0.07421454787254333
yards,0.13584628701210022,0.11230118572711945,0.16070343554019928,0.33815330266952515,0.14562425017356873,0.1612969934940338,0.28260183334350586,0.1612969934940338,0.16070343554019928,0.22780416905879974,0.2993983328342438,0.12453813850879669
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.25634777545928955,0.48971283435821533,0.21963612735271454,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
forcing,0.3017413914203644,0.28997835516929626,0.31176233291625977,0.12269148975610733,0.08815731108188629,0.3712129294872284,0.19204261898994446,0.3712129294872284,0.31176233291625977,0.08985081315040588,0.09634673595428467,0.19852621853351593
seven,0.15699508786201477,0.11491922289133072,0.28151169419288635,0.23665861785411835,0.20631389319896698,0.2853301167488098,0.19017627835273743,0.2853301167488098,0.28151169419288635,0.16763919591903687,0.16826416552066803,0.1732930988073349
turnovers,0.21896275877952576,0.1935662180185318,0.2887553572654724,0.25077417492866516,0.2681657373905182,0.27663949131965637,0.20845022797584534,0.27663949131965637,0.2887553572654724,0.26859307289123535,0.3115430772304535,0.19236040115356445
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.25552695989608765,0.4645031690597534,0.25103411078453064,0.4645031690597534,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
