,why,were,northern,chinese,ranked,higher,?
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
reason,0.6080238819122314,0.1868613064289093,0.10924965888261795,0.16605329513549805,0.17967385053634644,0.21830454468727112,0.3403966724872589
for,0.3869043290615082,0.33592689037323,0.20134946703910828,0.20530261099338531,0.17654775083065033,0.2346303015947342,0.264628142118454
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
order,0.1690959632396698,0.16340558230876923,0.08022879809141159,0.14368769526481628,0.1396172046661377,0.2316090315580368,0.13725648820400238
of,0.28464117646217346,0.34038281440734863,0.32586339116096497,0.24275560677051544,0.276383638381958,0.3096220791339874,0.1826142966747284
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
classes,0.16381749510765076,0.248728409409523,0.0811413824558258,0.19662074744701385,0.18472687900066376,0.2947550117969513,0.14397528767585754
and,0.27806392312049866,0.42175528407096863,0.2852024435997009,0.25892454385757446,0.21633140742778778,0.3147866129875183,0.20544172823429108
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
reason,0.6080238819122314,0.1868613064289093,0.10924965888261795,0.16605329513549805,0.17967385053634644,0.21830454468727112,0.3403966724872589
why,0.9999999403953552,0.2287064492702484,0.1550562083721161,0.15761412680149078,0.17326296865940094,0.17308205366134644,0.5345069766044617
people,0.2737221121788025,0.35862088203430176,0.2494318038225174,0.22201411426067352,0.10198341310024261,0.17689593136310577,0.23739641904830933
were,0.2287064492702484,1.0000001192092896,0.17930571734905243,0.22925853729248047,0.19494067132472992,0.18113884329795837,0.17890112102031708
placed,0.21593378484249115,0.2335384339094162,0.1124785989522934,0.15788108110427856,0.32185885310173035,0.22978410124778748,0.18964257836341858
in,0.23227278888225555,0.3815755248069763,0.3545122444629669,0.20821347832679749,0.2005387395620346,0.23285751044750214,0.20430970191955566
a,0.2667238116264343,0.17203083634376526,0.22329643368721008,0.23124997317790985,0.15578456223011017,0.2608921229839325,0.23916715383529663
certain,0.39107364416122437,0.2825849652290344,0.13928455114364624,0.2296508103609085,0.11561818420886993,0.3617042303085327,0.2516106069087982
class,0.14841702580451965,0.17030099034309387,0.05182754993438721,0.16544924676418304,0.17123381793498993,0.18047048151493073,0.12778934836387634
was,0.23341619968414307,0.590133786201477,0.22730717062950134,0.21259073913097382,0.28979501128196716,0.12998951971530914,0.18412111699581146
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
date,0.17883044481277466,0.11676280200481415,0.10398019850254059,0.2309248000383377,0.07615642249584198,0.15147265791893005,0.2698357403278351
they,0.39327314496040344,0.5580583214759827,0.22469231486320496,0.21403709053993225,0.08570392429828644,0.30229783058166504,0.2753053903579712
surrendered,0.09143739193677902,0.31249794363975525,0.22424465417861938,0.18033528327941895,0.13557791709899902,0.08804503828287125,0.09069284051656723
to,0.4100138247013092,0.31913647055625916,0.1886475831270218,0.17416036128997803,0.08006753772497177,0.3279348313808441,0.29463258385658264
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
mongols,0.13126856088638306,0.3104121685028076,0.21230074763298035,0.37191540002822876,0.17161762714385986,0.16134411096572876,0.11517509818077087
",",0.2827242314815521,0.36755475401878357,0.29473260045051575,0.2697280943393707,0.21935869753360748,0.251458078622818,0.31091248989105225
and,0.27806392312049866,0.42175528407096863,0.2852024435997009,0.25892454385757446,0.21633140742778778,0.3147866129875183,0.20544172823429108
had,0.24633871018886566,0.6150832772254944,0.17882463335990906,0.1845577508211136,0.21833230555057526,0.20919585227966309,0.20728366076946259
nothing,0.4762170910835266,0.17174132168293,0.0839681550860405,0.1552540361881256,0.15573546290397644,0.22571027278900146,0.4541490972042084
to,0.4100138247013092,0.31913647055625916,0.1886475831270218,0.17416036128997803,0.08006753772497177,0.3279348313808441,0.29463258385658264
do,0.42639148235321045,0.23274902999401093,0.10763116925954819,0.190782368183136,0.13304837048053741,0.25567880272865295,0.4093979299068451
with,0.24107445776462555,0.3179011940956116,0.18022236227989197,0.18660885095596313,0.13434433937072754,0.20294103026390076,0.2433311939239502
their,0.2619993984699249,0.43277356028556824,0.16328345239162445,0.19482123851776123,0.13454338908195496,0.3047930598258972,0.1898253709077835
ethnicity,0.20941847562789917,0.2412211149930954,0.2038153111934662,0.2683301866054535,0.1295805275440216,0.14011454582214355,0.24866755306720734
.,0.32909876108169556,0.3378238379955292,0.2815330922603607,0.25441038608551025,0.21607504785060883,0.2524722218513489,0.4130953550338745
,why,were,northern,chinese,ranked,higher,?
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
earlier,0.2418389767408371,0.31243637204170227,0.14871369302272797,0.15905886888504028,0.12373711168766022,0.20527522265911102,0.13306351006031036
they,0.39327314496040344,0.5580583214759827,0.22469231486320496,0.21403709053993225,0.08570392429828644,0.30229783058166504,0.2753053903579712
surrendered,0.09143739193677902,0.31249794363975525,0.22424465417861938,0.18033528327941895,0.13557791709899902,0.08804503828287125,0.09069284051656723
to,0.4100138247013092,0.31913647055625916,0.1886475831270218,0.17416036128997803,0.08006753772497177,0.3279348313808441,0.29463258385658264
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
mongols,0.13126856088638306,0.3104121685028076,0.21230074763298035,0.37191540002822876,0.17161762714385986,0.16134411096572876,0.11517509818077087
",",0.2827242314815521,0.36755475401878357,0.29473260045051575,0.2697280943393707,0.21935869753360748,0.251458078622818,0.31091248989105225
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
higher,0.17308205366134644,0.18113884329795837,0.16490791738033295,0.13815762102603912,0.2780408263206482,1.0,0.15679465234279633
they,0.39327314496040344,0.5580583214759827,0.22469231486320496,0.21403709053993225,0.08570392429828644,0.30229783058166504,0.2753053903579712
were,0.2287064492702484,1.0000001192092896,0.17930571734905243,0.22925853729248047,0.19494067132472992,0.18113884329795837,0.17890112102031708
placed,0.21593378484249115,0.2335384339094162,0.1124785989522934,0.15788108110427856,0.32185885310173035,0.22978410124778748,0.18964257836341858
",",0.2827242314815521,0.36755475401878357,0.29473260045051575,0.2697280943393707,0.21935869753360748,0.251458078622818,0.31091248989105225
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
more,0.3769288659095764,0.33779072761535645,0.16499190032482147,0.2357940971851349,0.20170286297798157,0.41627442836761475,0.27894994616508484
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
held,0.1170450747013092,0.2591556906700134,0.2350970208644867,0.15637415647506714,0.20299100875854492,0.2064255177974701,0.14103956520557404
out,0.33142736554145813,0.3354760408401489,0.17355585098266602,0.14149312674999237,0.25653696060180664,0.2657592296600342,0.22020699083805084
",",0.2827242314815521,0.36755475401878357,0.29473260045051575,0.2697280943393707,0.21935869753360748,0.251458078622818,0.31091248989105225
the,0.30742117762565613,0.3906462490558624,0.3422943353652954,0.2785343527793884,0.2711145281791687,0.3292480409145355,0.22068053483963013
lower,0.12838831543922424,0.17496317625045776,0.20945680141448975,0.06220946088433266,0.12321867793798447,0.5770463347434998,0.08471795171499252
they,0.39327314496040344,0.5580583214759827,0.22469231486320496,0.21403709053993225,0.08570392429828644,0.30229783058166504,0.2753053903579712
were,0.2287064492702484,1.0000001192092896,0.17930571734905243,0.22925853729248047,0.19494067132472992,0.18113884329795837,0.17890112102031708
ranked,0.17326296865940094,0.19494067132472992,0.09143959730863571,0.15562334656715393,1.0000001192092896,0.2780408263206482,0.12953443825244904
.,0.32909876108169556,0.3378238379955292,0.2815330922603607,0.25441038608551025,0.21607504785060883,0.2524722218513489,0.4130953550338745
