,what,is,the,intrisic,angular,variable,called,when,particles,act,upon,one,another,?
however,0.4480680823326111,0.33769986033439636,0.49814513325691223,0.37860357761383057,0.2518651783466339,0.26501086354255676,0.3886866867542267,0.5574322938919067,0.29435521364212036,0.27519071102142334,0.30274698138237,0.44038087129592896,0.41271689534187317,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2201107144355774,0.20017574727535248,0.18179240822792053,0.26549121737480164,0.36674630641937256,0.22192497551441193,0.1787904053926468,0.27234330773353577,0.3696635365486145,0.3283841907978058,0.31091248989105225
already,0.4530037045478821,0.27460595965385437,0.34582915902137756,0.29488080739974976,0.204013392329216,0.1775810420513153,0.22168871760368347,0.5275567173957825,0.2560420334339142,0.20078210532665253,0.24952641129493713,0.39836883544921875,0.4398690462112427,0.3477933406829834
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2661350965499878,0.15265382826328278,0.1535988301038742,0.40847352147102356,0.4431333839893341,0.19249457120895386,0.22050046920776367,0.20347267389297485,0.4129433035850525,0.3397690951824188,0.20430970191955566
quantum,0.3095471262931824,0.2059895545244217,0.21868084371089935,0.26737046241760254,0.38701945543289185,0.33324912190437317,0.1843765527009964,0.25451797246932983,0.540850818157196,0.16246800124645233,0.17444100975990295,0.24456138908863068,0.223557248711586,0.20770002901554108
mechanics,0.3135516941547394,0.2192002385854721,0.25626060366630554,0.29706594347953796,0.33900272846221924,0.3189438283443451,0.21705323457717896,0.26580020785331726,0.4046347737312317,0.1175234392285347,0.15712913870811462,0.24484370648860931,0.23357421159744263,0.15634238719940186
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.24988684058189392,0.18265566229820251,0.25727418065071106,0.398924857378006,0.34822648763656616,0.2442091405391693,0.17075929045677185,0.13434892892837524,0.43285492062568665,0.3513661324977875,0.29405656456947327
is,0.28837618231773376,1.0,0.5823672413825989,0.22750027477741241,0.19060391187667847,0.2842993140220642,0.430266410112381,0.3471449911594391,0.2492663413286209,0.18206438422203064,0.1675044447183609,0.4544198513031006,0.41278526186943054,0.22961433231830597
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.3018186688423157,0.24898181855678558,0.2337319254875183,0.3550408184528351,0.38307374715805054,0.24553939700126648,0.19140365719795227,0.1848456859588623,1.0000001192092896,0.5444791913032532,0.2673267424106598
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.0944819524884224,0.20924682915210724,0.20795254409313202,0.00907047651708126,0.07174111902713776,0.06251484155654907,0.07749094814062119,0.01700671948492527,0.1164957657456398,0.06123349070549011,0.0685480609536171
caveat,0.374467670917511,0.2899625599384308,0.33872711658477783,0.3267500400543213,0.22994737327098846,0.27981626987457275,0.17182527482509613,0.28248322010040283,0.27328193187713623,0.15600448846817017,0.1752125322818756,0.3213021755218506,0.3076777756214142,0.41447290778160095
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.0783848911523819,0.053209323436021805,0.010950346477329731,0.021102847531437874,-0.07688097655773163,-0.026776349171996117,-0.013956046663224697,0.07493924349546432,0.036477331072092056,0.0015353172784671187,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2201107144355774,0.20017574727535248,0.18179240822792053,0.26549121737480164,0.36674630641937256,0.22192497551441193,0.1787904053926468,0.27234330773353577,0.3696635365486145,0.3283841907978058,0.31091248989105225
namely,0.25631916522979736,0.24186751246452332,0.309270441532135,0.2884155511856079,0.20645952224731445,0.19580358266830444,0.2748987078666687,0.22608695924282074,0.23619595170021057,0.1744280606508255,0.1701883226633072,0.282419890165329,0.2584145665168762,0.18782232701778412
the,0.42745697498321533,0.5823672413825989,1.0,0.32700827717781067,0.23341166973114014,0.18287865817546844,0.489897221326828,0.5091903209686279,0.23884518444538116,0.28682878613471985,0.28184252977371216,0.5514441132545471,0.5019711852073669,0.22068053483963013
particles,0.26094838976860046,0.2492663413286209,0.23884518444538116,0.3396987020969391,0.4240455627441406,0.36720407009124756,0.28943777084350586,0.2952999770641327,1.0,0.20988525450229645,0.19577494263648987,0.24553939700126648,0.2868190407752991,0.22255320847034454
acting,0.2151678204536438,0.1378737837076187,0.26443079113960266,0.1461225003004074,0.14998091757297516,0.08806304633617401,0.1389077603816986,0.2619445025920868,0.1861039251089096,0.33245861530303955,0.1705636978149414,0.12602224946022034,0.18707500398159027,0.15597198903560638
onto,0.24182499945163727,0.1889614462852478,0.26941725611686707,0.14839401841163635,0.23720614612102509,0.09528080374002457,0.22605662047863007,0.35614514350891113,0.2361200600862503,0.10659436136484146,0.26704758405685425,0.2920793890953064,0.34842243790626526,0.1694815307855606
each,0.3353266417980194,0.2954041659832001,0.470844566822052,0.2839909493923187,0.32762840390205383,0.3011881709098816,0.3405378758907318,0.3531915247440338,0.311479777097702,0.2426045686006546,0.18951687216758728,0.5339822173118591,0.5001723170280457,0.21173812448978424
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.3068239390850067,0.2486991286277771,0.23353567719459534,0.3308360278606415,0.34102705121040344,0.3036724925041199,0.23951853811740875,0.1833515167236328,0.45956575870513916,0.4440920054912567,0.24682199954986572
do,0.4609605669975281,0.30895981192588806,0.30239659547805786,0.2563369870185852,0.24368400871753693,0.21042296290397644,0.3090135157108307,0.28572237491607666,0.2296367883682251,0.2193419635295868,0.15569667518138885,0.26478132605552673,0.25910091400146484,0.4093979299068451
not,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.3279173672199249,0.24677887558937073,0.24550969898700714,0.324552983045578,0.4799930453300476,0.2573356330394745,0.2604115903377533,0.23443610966205597,0.3642125129699707,0.3786204159259796,0.41942933201789856
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.2580009400844574,0.23555368185043335,0.3029329478740692,0.31755709648132324,0.5497387051582336,0.2345224916934967,0.22275567054748535,0.21554875373840332,0.5699372291564941,0.4895594120025635,0.2767370045185089
possess,0.26773881912231445,0.23095563054084778,0.2654380798339844,0.3751625716686249,0.2681411802768707,0.22407525777816772,0.2556827664375305,0.2504623532295227,0.2914726734161377,0.25023719668388367,0.19621503353118896,0.24062593281269073,0.2371480017900467,0.1285712569952011
the,0.42745697498321533,0.5823672413825989,1.0,0.32700827717781067,0.23341166973114014,0.18287865817546844,0.489897221326828,0.5091903209686279,0.23884518444538116,0.28682878613471985,0.28184252977371216,0.5514441132545471,0.5019711852073669,0.22068053483963013
spatial,0.2384750097990036,0.23371939361095428,0.21930328011512756,0.289715975522995,0.4457972049713135,0.3890630602836609,0.17819911241531372,0.18213452398777008,0.28440868854522705,0.13517726957798004,0.15912899374961853,0.23014263808727264,0.21269603073596954,0.13860870897769928
variable,0.21000628173351288,0.2842993140220642,0.18287865817546844,0.3350936472415924,0.344723641872406,1.0000001192092896,0.2026507705450058,0.23144622147083282,0.36720407009124756,0.13053269684314728,0.13371910154819489,0.2337319254875183,0.24893653392791748,0.1795729100704193
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2201107144355774,0.20017574727535248,0.18179240822792053,0.26549121737480164,0.36674630641937256,0.22192497551441193,0.1787904053926468,0.27234330773353577,0.3696635365486145,0.3283841907978058,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.31957197189331055,0.1777583658695221,0.24442510306835175,0.34633150696754456,0.5599016547203064,0.2482631355524063,0.19423039257526398,0.2735862135887146,0.4593126177787781,0.4439223110675812,0.27921953797340393
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.30527588725090027,0.20558825135231018,0.21101294457912445,0.5140911936759949,0.5475645065307617,0.22621484100818634,0.2388189285993576,0.1726934313774109,0.48437753319740295,0.4885459244251251,0.21848613023757935
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3223628103733063,0.26779499650001526,0.30834314227104187,0.4868806302547455,0.44397395849227905,0.2659933865070343,0.2060188204050064,0.17546571791172028,0.4910551905632019,0.6191956996917725,0.23916715383529663
discrete,0.19722126424312592,0.06391964852809906,0.12987491488456726,0.3276269733905792,0.41222330927848816,0.3262162208557129,0.18127720057964325,0.16721095144748688,0.3627234399318695,0.18102148175239563,0.15205354988574982,0.21433019638061523,0.18611283600330353,0.08500554412603378
intrinsic,0.38694334030151367,0.3108851909637451,0.31427040696144104,0.7017056345939636,0.4673462510108948,0.476190984249115,0.3381216526031494,0.29149332642555237,0.4624703824520111,0.24203304946422577,0.21453621983528137,0.27222269773483276,0.3179681599140167,0.2300206422805786
angular,0.21473631262779236,0.19060391187667847,0.23341166973114014,0.3733190596103668,1.0000001192092896,0.344723641872406,0.30622681975364685,0.20251718163490295,0.4240455627441406,0.17257565259933472,0.16664136946201324,0.24898181855678558,0.2385590821504593,0.0890423133969307
momentum-like,0.3691146671772003,0.2085522562265396,0.3232214152812958,0.35414552688598633,0.5327721834182739,0.3223460912704468,0.2299531251192093,0.3563067615032196,0.4683915972709656,0.25270509719848633,0.23927649855613708,0.3409457802772522,0.37104564905166626,0.25860726833343506
variable,0.21000628173351288,0.2842993140220642,0.18287865817546844,0.3350936472415924,0.344723641872406,1.0000001192092896,0.2026507705450058,0.23144622147083282,0.36720407009124756,0.13053269684314728,0.13371910154819489,0.2337319254875183,0.24893653392791748,0.1795729100704193
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.32192519307136536,0.30622681975364685,0.2026507705450058,1.0,0.39188069105148315,0.28943777084350586,0.22085236012935638,0.18652842938899994,0.3550408184528351,0.4362754225730896,0.18963319063186646
the,0.42745697498321533,0.5823672413825989,1.0,0.32700827717781067,0.23341166973114014,0.18287865817546844,0.489897221326828,0.5091903209686279,0.23884518444538116,0.28682878613471985,0.28184252977371216,0.5514441132545471,0.5019711852073669,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.0944819524884224,0.20924682915210724,0.20795254409313202,0.00907047651708126,0.07174111902713776,0.06251484155654907,0.07749094814062119,0.01700671948492527,0.1164957657456398,0.06123349070549011,0.0685480609536171
spin,0.1801164597272873,0.17025168240070343,0.22827482223510742,0.21742664277553558,0.2961342930793762,0.16374175250530243,0.24411025643348694,0.19282014667987823,0.4308435320854187,0.17452086508274078,0.08505475521087646,0.1954004466533661,0.25471845269203186,0.10766658186912537
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.0783848911523819,0.053209323436021805,0.010950346477329731,0.021102847531437874,-0.07688097655773163,-0.026776349171996117,-0.013956046663224697,0.07493924349546432,0.036477331072092056,0.0015353172784671187,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2201107144355774,0.20017574727535248,0.18179240822792053,0.26549121737480164,0.36674630641937256,0.22192497551441193,0.1787904053926468,0.27234330773353577,0.3696635365486145,0.3283841907978058,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3072572946548462,0.2351670116186142,0.1734716147184372,0.3251761794090271,0.4716290831565857,0.23946726322174072,0.2776535749435425,0.2482176125049591,0.42438167333602905,0.3214244842529297,0.20544172823429108
