,who,hired,tesla,in,new,york,?
in,0.2792111933231354,0.18746300041675568,0.17097744345664978,1.0,0.3758552670478821,0.2961827218532562,0.20430970191955566
june,0.23552022874355316,0.15808801352977753,0.10874199122190475,0.29047903418540955,0.25219395756721497,0.23890821635723114,0.31416764855384827
1884,0.05539725348353386,-0.06323860585689545,0.029632732272148132,0.06194859743118286,-0.011487593874335289,-0.012002089060842991,-0.08445221930742264
",",0.3365725874900818,0.19597217440605164,0.20599327981472015,0.5201468467712402,0.36073189973831177,0.2926291227340698,0.31091248989105225
he,0.5500732064247131,0.3111438453197479,0.12373391538858414,0.41690486669540405,0.2739552855491638,0.26895642280578613,0.2089974731206894
relocated,0.23301385343074799,0.33106252551078796,0.1250636875629425,0.28603625297546387,0.22982852160930634,0.22583729028701782,0.0634486973285675
to,0.42656609416007996,0.32017654180526733,0.17548894882202148,0.45010748505592346,0.33159172534942627,0.22230617702007294,0.29463258385658264
new,0.2378052920103073,0.2424842119216919,0.15999311208724976,0.3758552670478821,0.9999999403953552,0.7252664566040039,0.14782847464084625
york,0.23077517747879028,0.27731218934059143,0.15629629790782928,0.2961827218532562,0.7252664566040039,1.0,0.15262620151042938
city:57–60,0.06928910315036774,0.08469806611537933,0.16204328835010529,0.3424244523048401,0.3212572932243347,0.39336952567100525,0.20498128235340118
where,0.41804537177085876,0.17812278866767883,0.12761090695858002,0.5344807505607605,0.26026442646980286,0.21910661458969116,0.24793872237205505
he,0.5500732064247131,0.3111438453197479,0.12373391538858414,0.41690486669540405,0.2739552855491638,0.26895642280578613,0.2089974731206894
was,0.3318818509578705,0.3013991713523865,0.16455206274986267,0.45514053106307983,0.2748313844203949,0.2746913433074951,0.18412111699581146
hired,0.38516125082969666,1.0000001192092896,0.15152283012866974,0.18746300041675568,0.2424842119216919,0.27731218934059143,0.1434362679719925
by,0.39727845788002014,0.2718183696269989,0.16513796150684357,0.370934396982193,0.25394493341445923,0.2363547831773758,0.17966607213020325
thomas,0.26103657484054565,0.19931663572788239,0.21892967820167542,0.21133768558502197,0.16022062301635742,0.2071814090013504,0.16133050620555878
edison,0.19920577108860016,0.1528095006942749,0.35526686906814575,0.22187061607837677,0.31342771649360657,0.33205801248550415,0.10244420915842056
to,0.42656609416007996,0.32017654180526733,0.17548894882202148,0.45010748505592346,0.33159172534942627,0.22230617702007294,0.29463258385658264
work,0.3146236836910248,0.34797903895378113,0.2545209228992462,0.2753349542617798,0.2501217722892761,0.21467359364032745,0.2621155381202698
at,0.22096660733222961,0.1256089210510254,0.16552478075027466,0.4374977946281433,0.1898733228445053,0.2137436866760254,0.21978627145290375
his,0.44966956973075867,0.33020874857902527,0.1580733060836792,0.3598145842552185,0.24132801592350006,0.2475155144929886,0.18075084686279297
edison,0.19920577108860016,0.1528095006942749,0.35526686906814575,0.22187061607837677,0.31342771649360657,0.33205801248550415,0.10244420915842056
machine,0.26473936438560486,0.12760773301124573,0.2521411180496216,0.16716814041137695,0.1293853521347046,0.10228317975997925,0.17587624490261078
works,0.2919859290122986,0.23522411286830902,0.20543460547924042,0.2656683027744293,0.17368952929973602,0.1864195317029953,0.19597402215003967
on,0.2340552806854248,0.17100319266319275,0.16159376502037048,0.46853652596473694,0.31106263399124146,0.2789517641067505,0.2714994251728058
manhattan,0.1947406828403473,0.22922460734844208,0.19268673658370972,0.24702738225460052,0.4747370779514313,0.6139028072357178,0.08787932246923447
's,0.05599616840481758,-0.030750012025237083,0.06449045985937119,-0.037580832839012146,-0.008355522528290749,-0.02817569300532341,-0.023395681753754616
lower,0.13005778193473816,0.06854446977376938,0.16620974242687225,0.27455443143844604,0.2116442620754242,0.15693241357803345,0.08471795171499252
east,0.20229652523994446,0.12063410133123398,0.07547537237405777,0.32659441232681274,0.2007821798324585,0.20359237492084503,0.10070597380399704
side,0.18683703243732452,0.12518379092216492,0.10926658660173416,0.2626299262046814,0.1991749107837677,0.1510649025440216,0.07831130921840668
.,0.3541337847709656,0.20825324952602386,0.17949827015399933,0.5591574311256409,0.35031336545944214,0.28861045837402344,0.4130953550338745
