,what,institute,did,the,university,announced,to,everyone,in,2008,?
in,0.30808621644973755,0.2517135441303253,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.2528248429298401,0.45010748505592346,0.20111700892448425,1.0,-0.0422978475689888,0.20430970191955566
2008,-0.19703538715839386,0.021433880552649498,-0.07680223137140274,-0.06530369818210602,0.10333991050720215,0.04242628812789917,-0.22700966894626617,-0.059668805450201035,-0.0422978475689888,1.0,-0.09852470457553864
",",0.3087472915649414,0.25896888971328735,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.23036719858646393,0.44245919585227966,0.2942839562892914,0.5201468467712402,-0.008566685020923615,0.31091248989105225
the,0.42745697498321533,0.24399729073047638,0.34736719727516174,1.0,0.263973206281662,0.2277132272720337,0.535392165184021,0.26820138096809387,0.6662389636039734,-0.06530369818210602,0.22068053483963013
university,0.20256435871124268,0.5763126611709595,0.15114416182041168,0.263973206281662,1.0,0.1549054980278015,0.20192374289035797,0.10387920588254929,0.3201795518398285,0.10333991050720215,0.11887256056070328
of,0.33290785551071167,0.2977932393550873,0.2513895630836487,0.733189046382904,0.30646374821662903,0.22339491546154022,0.41548454761505127,0.12618285417556763,0.5696388483047485,-0.10678710788488388,0.1826142966747284
chicago,0.1521448791027069,0.2349669337272644,0.1900576800107956,0.27360326051712036,0.29005804657936096,0.17643387615680695,0.19278118014335632,0.12718817591667175,0.23921214044094086,0.16151410341262817,0.16446958482265472
announced,0.09249057620763779,0.20288261771202087,0.2690480351448059,0.2277132272720337,0.1549054980278015,1.0,0.20247882604599,0.1359444558620453,0.2528248429298401,0.04242628812789917,0.17416009306907654
plans,0.2364979386329651,0.217990905046463,0.33907008171081543,0.30240729451179504,0.1878633052110672,0.4399086534976959,0.367337167263031,0.2726708948612213,0.24845264852046967,-0.10694895684719086,0.13513131439685822
to,0.455847829580307,0.18375186622142792,0.4452643394470215,0.535392165184021,0.20192374289035797,0.20247882604599,1.0,0.33541402220726013,0.45010748505592346,-0.22700966894626617,0.29463258385658264
establish,0.24999600648880005,0.218727707862854,0.26464948058128357,0.31343501806259155,0.15645675361156464,0.1537586897611618,0.32019129395484924,0.17422433197498322,0.25682297348976135,-0.11152125149965286,0.21678102016448975
the,0.42745697498321533,0.24399729073047638,0.34736719727516174,1.0,0.263973206281662,0.2277132272720337,0.535392165184021,0.26820138096809387,0.6662389636039734,-0.06530369818210602,0.22068053483963013
milton,0.19606824219226837,0.11433455348014832,0.16680729389190674,0.20148779451847076,0.24029110372066498,0.19286905229091644,0.1815410703420639,0.2084791660308838,0.16490355134010315,0.13131007552146912,0.1688244491815567
friedman,0.22975663840770721,0.2826704680919647,0.17165426909923553,0.1496504694223404,0.3124261796474457,0.1717689335346222,0.15187805891036987,0.20572760701179504,0.1983247548341751,0.17100369930267334,0.26901862025260925
institute,0.17608846724033356,1.0,0.13879841566085815,0.24399729073047638,0.5763126611709595,0.20288261771202087,0.18375186622142792,0.053745947778224945,0.2517135441303253,0.021433880552649498,0.115291528403759
which,0.5261979103088379,0.22107067704200745,0.2750149369239807,0.6521818041801453,0.17800195515155792,0.14883647859096527,0.5345056653022766,0.3282143771648407,0.4840516746044159,-0.19497084617614746,0.25814583897590637
attracted,0.12504146993160248,0.14724001288414001,0.18127098679542542,0.2029382735490799,0.16800980269908905,0.15695779025554657,0.2574179172515869,0.13485826551914215,0.2388908863067627,-0.018729276955127716,0.06735223531723022
both,0.3361809551715851,0.1558542251586914,0.34255191683769226,0.4931981563568115,0.22019603848457336,0.15978915989398956,0.3897709250450134,0.3092464506626129,0.3960166871547699,-0.018202759325504303,0.19455738365650177
support,0.2797985076904297,0.16409769654273987,0.2911772131919861,0.22984638810157776,0.1823386251926422,0.22696371376514435,0.2742273211479187,0.3173580765724182,0.17618270218372345,-0.03408290445804596,0.22626608610153198
and,0.31309178471565247,0.24076776206493378,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.16773687303066254,0.48971283435821533,0.30982232093811035,0.4954058527946472,-0.05681091174483299,0.20544172823429108
controversy,0.2736190855503082,0.11575433611869812,0.3250463902950287,0.28096333146095276,0.16680355370044708,0.2606373429298401,0.22112806141376495,0.18863551318645477,0.2717494070529938,-0.0663275495171547,0.27018868923187256
from,0.2737620174884796,0.23353208601474762,0.20248863101005554,0.40150508284568787,0.2771088182926178,0.22657166421413422,0.4069952368736267,0.11727192997932434,0.4274188280105591,-0.025738153606653214,0.19969791173934937
faculty,0.17261409759521484,0.5051805377006531,0.08883927762508392,0.19605974853038788,0.6468125581741333,0.15451543033123016,0.1351224184036255,0.12993119657039642,0.21257968246936798,0.012829500250518322,0.04951627925038338
members,0.16873176395893097,0.14316530525684357,0.21391335129737854,0.3321719169616699,0.145897775888443,0.2127465158700943,0.26617446541786194,0.25132089853286743,0.196792870759964,0.015750573948025703,0.10212311148643494
and,0.31309178471565247,0.24076776206493378,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.16773687303066254,0.48971283435821533,0.30982232093811035,0.4954058527946472,-0.05681091174483299,0.20544172823429108
students,0.2380729615688324,0.36565592885017395,0.1996062994003296,0.25268980860710144,0.4958297908306122,0.1313142627477646,0.2905822694301605,0.3316247761249542,0.2676171064376831,-0.04699748754501343,0.18017297983169556
.,0.3567904531955719,0.21288537979125977,0.35288307070732117,0.5934505462646484,0.290679007768631,0.20513638854026794,0.4645031690597534,0.2913646101951599,0.5591574311256409,-0.01312112994492054,0.4130953550338745
