,how,far,from,warsaw,does,the,vistula,river,'s,environment,change,noticeably,?
about,0.44264400005340576,0.30195173621177673,0.3421173691749573,0.09913060814142227,0.26877498626708984,0.37995871901512146,0.24765263497829437,0.16182227432727814,-0.020936643704771996,0.2525140345096588,0.24270617961883545,0.2861608862876892,0.302409827709198
15,-0.005761355627328157,0.061329491436481476,-0.013154181651771069,-0.053034763783216476,-0.06282642483711243,-0.011810222640633583,-0.0035680625587701797,0.05081956833600998,0.012974794954061508,-0.07226632535457611,-0.02141209878027439,0.046710871160030365,-0.010706285014748573
kilometres,0.09419187903404236,0.2930561602115631,0.2276834398508072,0.1304154098033905,0.11234987527132034,0.26219841837882996,0.3856169283390045,0.3469339609146118,0.035597555339336395,0.1457928568124771,0.11953490972518921,0.15957225859165192,0.09185487031936646
(,0.1676948219537735,0.20085982978343964,0.25806233286857605,0.1835584193468094,0.2728188931941986,0.33289089798927307,0.15570606291294098,0.16287720203399658,0.0012731997994706035,0.20103386044502258,0.20281900465488434,0.16306264698505402,0.40561532974243164
9,-0.020076006650924683,-0.04512874409556389,-0.03758477047085762,-0.01502933632582426,-0.013489182107150555,0.023652536794543266,-0.06583604961633682,-0.02573252283036709,0.048719488084316254,0.012341806665062904,0.07073633372783661,-0.018740583211183548,-0.026682810857892036
miles,0.13798850774765015,0.31905147433280945,0.21209825575351715,0.11532185971736908,0.11880313605070114,0.25706055760383606,0.3173923194408417,0.3377959132194519,-0.0059337555430829525,0.12773334980010986,0.07649330049753189,0.16969527304172516,0.09363767504692078
),0.17939934134483337,0.20805810391902924,0.2672361731529236,0.19817118346691132,0.2575884759426117,0.3456730246543884,0.17416024208068848,0.16430801153182983,0.021107977256178856,0.19162903726100922,0.20322290062904358,0.1510719507932663,0.42300865054130554
from,0.22939439117908478,0.3038284182548523,1.0,0.2396499514579773,0.1777622550725937,0.40150508284568787,0.27477869391441345,0.20433256030082703,-0.01936490088701248,0.20909692347049713,0.17817987501621246,0.23452003300189972,0.19969791173934937
warsaw,0.13025455176830292,0.10666101425886154,0.2396499514579773,1.0,0.16921466588974,0.23137180507183075,0.43355974555015564,0.10622203350067139,0.02839025668799877,0.13814783096313477,0.14220495522022247,0.14021660387516022,0.09769917279481888
",",0.22659391164779663,0.346853643655777,0.39760664105415344,0.25300899147987366,0.28617382049560547,0.4933079481124878,0.2821540832519531,0.26637205481529236,-0.0016132977325469255,0.2742449939250946,0.2752361297607422,0.26035040616989136,0.31091248989105225
the,0.33890387415885925,0.38564538955688477,0.40150508284568787,0.23137180507183075,0.35928019881248474,1.0,0.36214977502822876,0.2894456386566162,-0.01540423184633255,0.25819888710975647,0.3641999065876007,0.3751157224178314,0.22068053483963013
vistula,0.13731622695922852,0.25042060017585754,0.27477869391441345,0.43355974555015564,0.13901375234127045,0.36214977502822876,0.9999999403953552,0.4237925112247467,0.026809174567461014,0.13025611639022827,0.13690707087516785,0.21451056003570557,0.1677311211824417
river,0.09142279624938965,0.2465064525604248,0.20433256030082703,0.10622203350067139,0.14026834070682526,0.2894456386566162,0.4237925112247467,0.9999999403953552,-0.03599277883768082,0.046693384647369385,0.12211891263723373,0.1919907033443451,0.15390869975090027
