,what,is,one,of,the,supplementary,sources,of,european,union,law,?
supplementary,0.23133672773838043,0.24384856224060059,0.16366489231586456,0.27749159932136536,0.2643578052520752,0.9999999403953552,0.3321971595287323,0.27749159932136536,0.10676435381174088,0.13432088494300842,0.19569797813892365,0.17542016506195068
sources,0.30212491750717163,0.2594712972640991,0.2726970911026001,0.20696839690208435,0.27209216356277466,0.3321971595287323,1.0,0.20696839690208435,0.1349249929189682,0.08081434667110443,0.20332248508930206,0.2886999845504761
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.27749159932136536,0.20696839690208435,1.0,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.1826142966747284
european,0.15324164927005768,0.16083641350269318,0.24752061069011688,0.2507138252258301,0.3423081040382385,0.10676435381174088,0.1349249929189682,0.2507138252258301,0.9999998807907104,0.3571677803993225,0.17164482176303864,0.14560863375663757
union,0.1396910548210144,0.16997112333774567,0.20057347416877747,0.2642118036746979,0.24421639740467072,0.13432088494300842,0.08081434667110443,0.2642118036746979,0.3571677803993225,0.9999999403953552,0.19371826946735382,0.07797172665596008
law,0.2145031988620758,0.18597714602947235,0.17846634984016418,0.2816956341266632,0.24548950791358948,0.19569797813892365,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.1528988480567932
include,0.1535889357328415,0.28863582015037537,0.28309059143066406,0.37431180477142334,0.2951717972755432,0.2544557750225067,0.2646677792072296,0.37431180477142334,0.17434708774089813,0.09078612923622131,0.1344868391752243,0.14925788342952728
case,0.30770957469940186,0.26648613810539246,0.32077234983444214,0.24743439257144928,0.31022098660469055,0.22823700308799744,0.22440995275974274,0.24743439257144928,0.15781351923942566,0.14958742260932922,0.3231390416622162,0.33232852816581726
law,0.2145031988620758,0.18597714602947235,0.17846634984016418,0.2816956341266632,0.24548950791358948,0.19569797813892365,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.1528988480567932
by,0.2455483376979828,0.3899846076965332,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.2491215169429779,0.1700943410396576,0.3646814823150635,0.17922990024089813,0.14484883844852448,0.1977037936449051,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.2643578052520752,0.27209216356277466,0.733189046382904,0.3423081040382385,0.24421639740467072,0.24548950791358948,0.22068053483963013
court,0.23440583050251007,0.20797641575336456,0.19723033905029297,0.28835242986679077,0.2812081575393677,0.19495666027069092,0.1411081701517105,0.28835242986679077,0.18487446010112762,0.23186643421649933,0.413828045129776,0.17100423574447632
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.27749159932136536,0.20696839690208435,1.0,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.1826142966747284
justice,0.21462921798229218,0.18458157777786255,0.2091836929321289,0.2658293545246124,0.23470892012119293,0.16226397454738617,0.1862977296113968,0.2658293545246124,0.18444514274597168,0.17461003363132477,0.357088178396225,0.19269752502441406
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.2986004948616028,0.3490506112575531,0.4946078956127167,0.19684812426567078,0.2362271547317505,0.24953721463680267,0.31091248989105225
international,0.10870302468538284,0.19279639422893524,0.21395300328731537,0.23367412388324738,0.23719607293605804,0.19380666315555573,0.12581023573875427,0.23367412388324738,0.32075947523117065,0.3215204179286957,0.2131812870502472,0.15335838496685028
law,0.2145031988620758,0.18597714602947235,0.17846634984016418,0.2816956341266632,0.24548950791358948,0.19569797813892365,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.1528988480567932
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.3321574330329895,0.27464351058006287,0.5116966962814331,0.24143946170806885,0.2594362497329712,0.254730761051178,0.20544172823429108
general,0.24928055703639984,0.20144300162792206,0.18572571873664856,0.28352999687194824,0.28634732961654663,0.19227346777915955,0.1898239403963089,0.28352999687194824,0.14515185356140137,0.25239288806915283,0.26049289107322693,0.1972234547138214
principles,0.3122304081916809,0.15077199041843414,0.16933657228946686,0.25854504108428955,0.21452596783638,0.3132968246936798,0.19250324368476868,0.25854504108428955,0.2124764770269394,0.20839111506938934,0.37726420164108276,0.19203636050224304
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.27749159932136536,0.20696839690208435,1.0,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.1826142966747284
european,0.15324164927005768,0.16083641350269318,0.24752061069011688,0.2507138252258301,0.3423081040382385,0.10676435381174088,0.1349249929189682,0.2507138252258301,0.9999998807907104,0.3571677803993225,0.17164482176303864,0.14560863375663757
union,0.1396910548210144,0.16997112333774567,0.20057347416877747,0.2642118036746979,0.24421639740467072,0.13432088494300842,0.08081434667110443,0.2642118036746979,0.3571677803993225,0.9999999403953552,0.19371826946735382,0.07797172665596008
law,0.2145031988620758,0.18597714602947235,0.17846634984016418,0.2816956341266632,0.24548950791358948,0.19569797813892365,0.20332248508930206,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.1528988480567932
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.2838699221611023,0.25805729627609253,0.5352458953857422,0.2095622420310974,0.23708370327949524,0.24482665956020355,0.4130953550338745
