,what,is,different,about,cyanidioschyzon,merolæ,?
in,0.30808621644973755,0.5394441485404968,0.29409363865852356,0.39797019958496094,0.2839556336402893,0.21013957262039185,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.29175353050231934,0.34171196818351746,0.32686781883239746,0.23474262654781342,0.23916715383529663
few,0.2780759632587433,0.22223958373069763,0.34446120262145996,0.3883425295352936,0.27099609375,0.17508845031261444,0.2334265559911728
species,0.14617158472537994,0.2673557698726654,0.292740136384964,0.24729883670806885,0.39857426285743713,0.17243261635303497,0.1957087516784668
like,0.4320242702960968,0.29710376262664795,0.4748086631298065,0.4135996997356415,0.34533339738845825,0.19901490211486816,0.3268813192844391
cyanidioschyzon,0.3028578460216522,0.2538399398326874,0.3495873808860779,0.24989458918571472,0.9999999403953552,0.43454980850219727,0.2653515636920929
merolæ,0.15008968114852905,0.22790837287902832,0.20160940289497375,0.15388084948062897,0.43454980850219727,1.0,0.15278582274913788
",",0.3087472915649414,0.4691906273365021,0.32220861315727234,0.3877100944519043,0.3821209967136383,0.25388139486312866,0.31091248989105225
chloroplasts,0.2524593770503998,0.22550933063030243,0.2949340045452118,0.15753485262393951,0.5379747748374939,0.2669602036476135,0.13049766421318054
have,0.39808809757232666,0.3613572418689728,0.5267002582550049,0.3940475583076477,0.30657994747161865,0.24500031769275665,0.32991164922714233
a,0.3320399522781372,0.658733606338501,0.29175353050231934,0.34171196818351746,0.32686781883239746,0.23474262654781342,0.23916715383529663
third,0.2033906877040863,0.31551501154899597,0.18970784544944763,0.20753440260887146,0.20381268858909607,0.0458124577999115,0.15394791960716248
plastid-dividing,0.3433874845504761,0.33465948700904846,0.40664297342300415,0.255167692899704,0.43790027499198914,0.23038692772388458,0.22113782167434692
ring,0.19784773886203766,0.18238547444343567,0.1765260100364685,0.17886163294315338,0.2128557711839676,0.13251331448554993,0.054174330085515976
located,0.2034616470336914,0.35717159509658813,0.17607899010181427,0.27018895745277405,0.18643313646316528,0.11562174558639526,0.08983194828033447
in,0.30808621644973755,0.5394441485404968,0.29409363865852356,0.39797019958496094,0.2839556336402893,0.21013957262039185,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.36412742733955383,0.37995871901512146,0.34964969754219055,0.28020498156547546,0.22068053483963013
chloroplast,0.23505516350269318,0.20798198878765106,0.2600861191749573,0.1271195411682129,0.5380117893218994,0.2583721876144409,0.12532055377960205
's,0.02692362666130066,0.02396530658006668,0.05519130453467369,-0.020936643704771996,0.03081289678812027,-0.06666988879442215,-0.023395681753754616
intermembrane,0.16235193610191345,0.2696719467639923,0.2986004650592804,0.15262435376644135,0.4612428545951843,0.30279114842414856,0.16901689767837524
space,0.20525942742824554,0.18578536808490753,0.19917932152748108,0.1689152717590332,0.11618838459253311,0.08261246979236603,0.1885536164045334
.,0.3567904531955719,0.4569662809371948,0.31511759757995605,0.42038556933403015,0.35761526226997375,0.2354741394519806,0.4130953550338745
