,in,the,determination,of,complexity,classes,",",what,are,two,examples,of,types,of,turing,machines,?
many,0.41474202275276184,0.4335206151008606,0.23252332210540771,0.37253960967063904,0.2883065640926361,0.2907905578613281,0.40610817074775696,0.36131182312965393,0.5655534863471985,0.5147606730461121,0.44614723324775696,0.37253960967063904,0.4814179539680481,0.37253960967063904,0.29928943514823914,0.3765847384929657,0.2124512493610382
types,0.18516337871551514,0.23509301245212555,0.19367921352386475,0.2447618544101715,0.26360762119293213,0.375129371881485,0.24108222126960754,0.25706279277801514,0.4691450595855713,0.33505547046661377,0.5202249884605408,0.2447618544101715,1.0,0.2447618544101715,0.13523605465888977,0.33757874369621277,0.1285012811422348
of,0.5696388483047485,0.733189046382904,0.3005902171134949,1.0,0.23338180780410767,0.19099700450897217,0.4946078956127167,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.3054686188697815,1.0,0.2447618544101715,1.0,0.2670239806175232,0.18757474422454834,0.1826142966747284
turing,0.26572495698928833,0.2644472122192383,0.340122789144516,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.2807261645793915,0.2806522250175476,0.17666763067245483,0.2389078438282013,0.22628818452358246,0.2670239806175232,0.13523605465888977,0.2670239806175232,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.2209317833185196,0.22618883848190308,0.2473158985376358,0.18757474422454834,0.3310573697090149,0.273708313703537,0.25857728719711304,0.25512105226516724,0.3025093972682953,0.22243034839630127,0.3613598346710205,0.18757474422454834,0.33757874369621277,0.18757474422454834,0.4426501989364624,1.0,0.17646311223506927
are,0.3841303884983063,0.40399202704429626,0.23288902640342712,0.39081433415412903,0.27680158615112305,0.2913099527359009,0.4062570035457611,0.29724663496017456,1.0,0.46276170015335083,0.5214043259620667,0.39081433415412903,0.4691450595855713,0.39081433415412903,0.17666763067245483,0.3025093972682953,0.24591213464736938
used,0.3090210556983948,0.3718377649784088,0.23232802748680115,0.3075267970561981,0.2618294954299927,0.26141780614852905,0.3120402991771698,0.27546408772468567,0.3322218656539917,0.226744145154953,0.4040156602859497,0.3075267970561981,0.386074036359787,0.3075267970561981,0.24789999425411224,0.38918182253837585,0.22430120408535004
to,0.45010748505592346,0.535392165184021,0.28815507888793945,0.41548454761505127,0.28336837887763977,0.2503586411476135,0.44245919585227966,0.455847829580307,0.3504326641559601,0.3343428373336792,0.23809245228767395,0.41548454761505127,0.20054484903812408,0.41548454761505127,0.22095461189746857,0.2695792019367218,0.29463258385658264
define,0.17850013077259064,0.215811088681221,0.39082595705986023,0.23249299824237823,0.35257187485694885,0.2195030152797699,0.18871451914310455,0.37022438645362854,0.260631263256073,0.17562128603458405,0.31340542435646057,0.23249299824237823,0.2905689477920532,0.23249299824237823,0.2342454195022583,0.18068814277648926,0.2999834418296814
complexity,0.20012179017066956,0.21171598136425018,0.363372802734375,0.23338180780410767,1.0,0.29931116104125977,0.27822354435920715,0.33747240900993347,0.27680158615112305,0.22918272018432617,0.3772682845592499,0.23338180780410767,0.26360762119293213,0.23338180780410767,0.41919052600860596,0.3310573697090149,0.23062916100025177
classes,0.20728561282157898,0.21469499170780182,0.22527813911437988,0.19099700450897217,0.29931116104125977,1.0000001192092896,0.26848307251930237,0.20746955275535583,0.2913099527359009,0.27455952763557434,0.32780721783638,0.19099700450897217,0.375129371881485,0.19099700450897217,0.17569570243358612,0.273708313703537,0.14397528767585754
",",0.5201468467712402,0.4933079481124878,0.22005055844783783,0.4946078956127167,0.27822354435920715,0.26848307251930237,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.24108222126960754,0.4946078956127167,0.2807261645793915,0.25857728719711304,0.31091248989105225
such,0.2704046070575714,0.3575236201286316,0.28342369198799133,0.3209529519081116,0.33842724561691284,0.2389480322599411,0.39626169204711914,0.23989605903625488,0.4654397666454315,0.29377371072769165,0.5161488652229309,0.3209529519081116,0.4367804527282715,0.3209529519081116,0.3163287043571472,0.3609457314014435,0.17851735651493073
as,0.3887844979763031,0.48381632566452026,0.33247971534729004,0.3886612355709076,0.22960948944091797,0.2623615860939026,0.48816442489624023,0.31749409437179565,0.3826591968536377,0.3029302954673767,0.325487345457077,0.3886612355709076,0.2006441354751587,0.3886612355709076,0.24472561478614807,0.2588748633861542,0.27043893933296204
deterministic,0.2504095733165741,0.33725428581237793,0.7109819650650024,0.3430701494216919,0.4952948987483978,0.257074773311615,0.22677423059940338,0.41523241996765137,0.32042157649993896,0.23362648487091064,0.2954033613204956,0.3430701494216919,0.25489720702171326,0.3430701494216919,0.4115058183670044,0.3066544234752655,0.26914435625076294
turing,0.26572495698928833,0.2644472122192383,0.340122789144516,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.2807261645793915,0.2806522250175476,0.17666763067245483,0.2389078438282013,0.22628818452358246,0.2670239806175232,0.13523605465888977,0.2670239806175232,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.2209317833185196,0.22618883848190308,0.2473158985376358,0.18757474422454834,0.3310573697090149,0.273708313703537,0.25857728719711304,0.25512105226516724,0.3025093972682953,0.22243034839630127,0.3613598346710205,0.18757474422454834,0.33757874369621277,0.18757474422454834,0.4426501989364624,1.0,0.17646311223506927
",",0.5201468467712402,0.4933079481124878,0.22005055844783783,0.4946078956127167,0.27822354435920715,0.26848307251930237,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.24108222126960754,0.4946078956127167,0.2807261645793915,0.25857728719711304,0.31091248989105225
probabilistic,0.1571011245250702,0.24925124645233154,0.372397780418396,0.27044472098350525,0.4460052251815796,0.2366912066936493,0.1886555552482605,0.36312082409858704,0.2588419020175934,0.2767605483531952,0.3141886293888092,0.27044472098350525,0.2953827679157257,0.27044472098350525,0.32914790511131287,0.2866758108139038,0.2061566412448883
turing,0.26572495698928833,0.2644472122192383,0.340122789144516,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.2807261645793915,0.2806522250175476,0.17666763067245483,0.2389078438282013,0.22628818452358246,0.2670239806175232,0.13523605465888977,0.2670239806175232,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.2209317833185196,0.22618883848190308,0.2473158985376358,0.18757474422454834,0.3310573697090149,0.273708313703537,0.25857728719711304,0.25512105226516724,0.3025093972682953,0.22243034839630127,0.3613598346710205,0.18757474422454834,0.33757874369621277,0.18757474422454834,0.4426501989364624,1.0,0.17646311223506927
",",0.5201468467712402,0.4933079481124878,0.22005055844783783,0.4946078956127167,0.27822354435920715,0.26848307251930237,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.24108222126960754,0.4946078956127167,0.2807261645793915,0.25857728719711304,0.31091248989105225
non-deterministic,0.25323057174682617,0.35790613293647766,0.6738110184669495,0.37207725644111633,0.5057923197746277,0.27709147334098816,0.26620715856552124,0.4249761998653412,0.33971190452575684,0.2492625117301941,0.3206181228160858,0.37207725644111633,0.26396769285202026,0.37207725644111633,0.41113001108169556,0.30472615361213684,0.284718781709671
turing,0.26572495698928833,0.2644472122192383,0.340122789144516,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.2807261645793915,0.2806522250175476,0.17666763067245483,0.2389078438282013,0.22628818452358246,0.2670239806175232,0.13523605465888977,0.2670239806175232,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.2209317833185196,0.22618883848190308,0.2473158985376358,0.18757474422454834,0.3310573697090149,0.273708313703537,0.25857728719711304,0.25512105226516724,0.3025093972682953,0.22243034839630127,0.3613598346710205,0.18757474422454834,0.33757874369621277,0.18757474422454834,0.4426501989364624,1.0,0.17646311223506927
",",0.5201468467712402,0.4933079481124878,0.22005055844783783,0.4946078956127167,0.27822354435920715,0.26848307251930237,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.24108222126960754,0.4946078956127167,0.2807261645793915,0.25857728719711304,0.31091248989105225
quantum,0.1964065581560135,0.21868084371089935,0.3355567753314972,0.24717314541339874,0.3877669870853424,0.15355417132377625,0.2181866616010666,0.3095471262931824,0.2200530767440796,0.2523030936717987,0.18203707039356232,0.24717314541339874,0.2067708969116211,0.24717314541339874,0.37597617506980896,0.3026863634586334,0.20770002901554108
turing,0.26572495698928833,0.2644472122192383,0.340122789144516,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.2807261645793915,0.2806522250175476,0.17666763067245483,0.2389078438282013,0.22628818452358246,0.2670239806175232,0.13523605465888977,0.2670239806175232,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.2209317833185196,0.22618883848190308,0.2473158985376358,0.18757474422454834,0.3310573697090149,0.273708313703537,0.25857728719711304,0.25512105226516724,0.3025093972682953,0.22243034839630127,0.3613598346710205,0.18757474422454834,0.33757874369621277,0.18757474422454834,0.4426501989364624,1.0,0.17646311223506927
",",0.5201468467712402,0.4933079481124878,0.22005055844783783,0.4946078956127167,0.27822354435920715,0.26848307251930237,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.24108222126960754,0.4946078956127167,0.2807261645793915,0.25857728719711304,0.31091248989105225
symmetric,0.13499054312705994,0.19091804325580597,0.3076905906200409,0.21945500373840332,0.4256088435649872,0.13979722559452057,0.14555411040782928,0.23639118671417236,0.29951900243759155,0.28072014451026917,0.33146074414253235,0.21945500373840332,0.24447685480117798,0.21945500373840332,0.2275347113609314,0.24570390582084656,0.16586486995220184
turing,0.26572495698928833,0.2644472122192383,0.340122789144516,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.2807261645793915,0.2806522250175476,0.17666763067245483,0.2389078438282013,0.22628818452358246,0.2670239806175232,0.13523605465888977,0.2670239806175232,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.2209317833185196,0.22618883848190308,0.2473158985376358,0.18757474422454834,0.3310573697090149,0.273708313703537,0.25857728719711304,0.25512105226516724,0.3025093972682953,0.22243034839630127,0.3613598346710205,0.18757474422454834,0.33757874369621277,0.18757474422454834,0.4426501989364624,1.0,0.17646311223506927
