,secular,arab,nationalism,was,blamed,for,both,the,defeat,of,arab,troops,as,well,as,what,type,of,stagnation,?
the,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.48711544275283813,0.2461363822221756,0.4739971458911896,0.4931981563568115,1.0,0.3182816207408905,0.733189046382904,0.2674407660961151,0.3229958415031433,0.48381632566452026,0.42630070447921753,0.48381632566452026,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3912380039691925,0.22068053483963013
defeat,0.1226208359003067,0.1281229704618454,0.20879557728767395,0.24067381024360657,0.3181728422641754,0.19396771490573883,0.19404149055480957,0.3182816207408905,1.0000001192092896,0.2543899118900299,0.1281229704618454,0.48782339692115784,0.18503357470035553,0.09926518052816391,0.18503357470035553,0.16252544522285461,0.016799159348011017,0.2543899118900299,0.17412763833999634,0.12980464100837708
along,0.12853923439979553,0.13648822903633118,0.09053880721330643,0.24175575375556946,0.179698646068573,0.249526709318161,0.37393057346343994,0.39495137333869934,0.182631254196167,0.34889817237854004,0.13648822903633118,0.2598596513271332,0.31813573837280273,0.3203338384628296,0.31813573837280273,0.22421957552433014,0.054106924682855606,0.34889817237854004,0.23132991790771484,0.17134909331798553
with,0.13550563156604767,0.1795298308134079,0.162770614027977,0.27411898970603943,0.2447052150964737,0.39140474796295166,0.4766458570957184,0.4223487675189972,0.17363154888153076,0.41827285289764404,0.1795298308134079,0.1365993618965149,0.40387406945228577,0.37264955043792725,0.40387406945228577,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.2679925262928009,0.2433311939239502
economic,0.2674313187599182,0.25213199853897095,0.36949247121810913,0.1954469084739685,0.23407873511314392,0.24368955194950104,0.18871714174747467,0.282455176115036,0.18296019732952118,0.3030148148536682,0.25213199853897095,0.24794606864452362,0.21993175148963928,0.15492019057273865,0.21993175148963928,0.18082544207572937,0.06928404420614243,0.3030148148536682,0.32423704862594604,0.1206481084227562
stagnation,0.20444230735301971,0.1847209334373474,0.3797640800476074,0.30604591965675354,0.22321368753910065,0.36073896288871765,0.21684451401233673,0.3912380039691925,0.17412763833999634,0.3252284526824951,0.1847209334373474,0.22758923470973969,0.3364897072315216,0.3124971389770508,0.3364897072315216,0.2630239427089691,0.2336663454771042,0.3252284526824951,1.0,0.25830313563346863
in,0.22740904986858368,0.19895488023757935,0.20544803142547607,0.45514053106307983,0.19296689331531525,0.4322226941585541,0.3960166871547699,0.6662389636039734,0.2583656907081604,0.5696388483047485,0.19895488023757935,0.25826749205589294,0.3887844979763031,0.36612698435783386,0.3887844979763031,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.3111534118652344,0.20430970191955566
the,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.48711544275283813,0.2461363822221756,0.4739971458911896,0.4931981563568115,1.0,0.3182816207408905,0.733189046382904,0.2674407660961151,0.3229958415031433,0.48381632566452026,0.42630070447921753,0.48381632566452026,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3912380039691925,0.22068053483963013
defeated,0.17741550505161285,0.11878431588411331,0.19418154656887054,0.30834874510765076,0.3421611189842224,0.15790952742099762,0.19314701855182648,0.2833898365497589,0.8196790814399719,0.21236225962638855,0.11878431588411331,0.3878418207168579,0.23027530312538147,0.1030261367559433,0.23027530312538147,0.13652801513671875,-0.0008989537600427866,0.21236225962638855,0.1405286341905594,0.1413237303495407
countries,0.2409546971321106,0.3680812418460846,0.3096511662006378,0.24139733612537384,0.18699274957180023,0.299202024936676,0.29852816462516785,0.33290645480155945,0.06245864927768707,0.2800094783306122,0.3680812418460846,0.2550780475139618,0.2406298965215683,0.3155306279659271,0.2406298965215683,0.22319257259368896,0.1698177605867386,0.2800094783306122,0.2996337115764618,0.15128466486930847
