,who,named,the,apollo,missions,?
the,0.3733934462070465,0.3521348536014557,1.0,0.2169172167778015,0.26288601756095886,0.22068053483963013
program,0.2097788155078888,0.160666361451149,0.22986935079097748,0.3344622850418091,0.3178660571575165,0.1440187245607376
was,0.3318818509578705,0.37528327107429504,0.48711544275283813,0.2306441366672516,0.1960911750793457,0.18412111699581146
named,0.38541290163993835,1.0,0.3521348536014557,0.13459736108779907,0.1548597514629364,0.1297498345375061
after,0.32549580931663513,0.4528660774230957,0.4565047025680542,0.18112117052078247,0.20420046150684357,0.16608688235282898
the,0.3733934462070465,0.3521348536014557,1.0,0.2169172167778015,0.26288601756095886,0.22068053483963013
greek,0.22956052422523499,0.21529114246368408,0.23564283549785614,0.341951459646225,0.1263028085231781,0.11180876195430756
god,0.30252742767333984,0.13984964787960052,0.24689088761806488,0.34197044372558594,0.20494450628757477,0.23396754264831543
of,0.2827862501144409,0.2820465862751007,0.733189046382904,0.1786269098520279,0.2598918080329895,0.1826142966747284
light,0.16200783848762512,0.10954350233078003,0.2649136185646057,0.16125938296318054,0.18354058265686035,0.17429810762405396
",",0.3365725874900818,0.2530003488063812,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.31091248989105225
music,0.20470726490020752,0.11903802305459976,0.2714049816131592,0.1782509982585907,0.12276846170425415,0.18264494836330414
",",0.3365725874900818,0.2530003488063812,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.31091248989105225
and,0.41279885172843933,0.23097854852676392,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.20544172823429108
the,0.3733934462070465,0.3521348536014557,1.0,0.2169172167778015,0.26288601756095886,0.22068053483963013
sun,0.11747768521308899,0.09558558464050293,0.258540540933609,0.2639937996864319,0.1636289656162262,0.1497713327407837
by,0.39727845788002014,0.30212631821632385,0.4408751428127289,0.1803566962480545,0.22033432126045227,0.17966607213020325
nasa,0.1536933034658432,0.22736896574497223,0.19786997139453888,0.4747956395149231,0.38373640179634094,0.1809994876384735
manager,0.22238492965698242,0.1382029503583908,0.18262924253940582,0.18334639072418213,0.13083486258983612,0.11875338107347488
abe,0.22027409076690674,0.1571923792362213,0.22908738255500793,0.16071724891662598,0.14429399371147156,0.11137460917234421
silverstein,0.19140052795410156,0.11614515632390976,0.30505189299583435,0.15526853501796722,0.12484201043844223,0.11409280449151993
",",0.3365725874900818,0.2530003488063812,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.31091248989105225
who,0.9999998807907104,0.38541290163993835,0.3733934462070465,0.19149452447891235,0.25807425379753113,0.26220351457595825
later,0.35185644030570984,0.3391490876674652,0.4060266613960266,0.24869990348815918,0.19208846986293793,0.1417175978422165
said,0.391315758228302,0.2604385018348694,0.3024602234363556,0.266496479511261,0.13569961488246918,0.28991883993148804
that,0.45444270968437195,0.2836160957813263,0.5473989248275757,0.2014923095703125,0.20651644468307495,0.32716336846351624
``,0.02397952415049076,-0.019022341817617416,0.029072100296616554,-0.054567184299230576,0.0087600601837039,0.0685480609536171
i,0.33545589447021484,0.11346297711133957,0.26687872409820557,0.19223766028881073,0.16988936066627502,0.4695145785808563
was,0.3318818509578705,0.37528327107429504,0.48711544275283813,0.2306441366672516,0.1960911750793457,0.18412111699581146
naming,0.22494961321353912,0.4644407033920288,0.3078363239765167,0.10271874815225601,0.16360211372375488,0.1910746842622757
the,0.3733934462070465,0.3521348536014557,1.0,0.2169172167778015,0.26288601756095886,0.22068053483963013
spacecraft,0.17995841801166534,0.2168368399143219,0.21476294100284576,0.5222378373146057,0.5078035593032837,0.17708687484264374
like,0.34740978479385376,0.21058812737464905,0.32912567257881165,0.18521830439567566,0.19038428366184235,0.3268813192844391
i,0.33545589447021484,0.11346297711133957,0.26687872409820557,0.19223766028881073,0.16988936066627502,0.4695145785808563
'd,-0.017847148701548576,0.00256123929284513,0.0335611067712307,-0.06812432408332825,0.021227050572633743,-0.06136547401547432
name,0.2027527540922165,0.44205352663993835,0.3171212375164032,0.09833542257547379,0.06936940550804138,0.15381577610969543
my,0.2353120893239975,0.10649150609970093,0.26636773347854614,0.19120286405086517,0.17738428711891174,0.4195883572101593
baby,0.24255381524562836,0.18468305468559265,0.2021849900484085,0.2205081284046173,0.11948198825120926,0.2293778508901596
.,0.3541337847709656,0.24760639667510986,0.5934505462646484,0.22384987771511078,0.2895781993865967,0.4130953550338745
'',0.024401003494858742,-0.021026458591222763,0.041273195296525955,-0.057827021926641464,-0.06900215893983841,0.018684765323996544
