,who,won,super,bowl,xlix,?
they,0.47879111766815186,0.24913105368614197,0.1988932192325592,0.18658970296382904,0.214961439371109,0.2753053903579712
then,0.29952746629714966,0.24271619319915771,0.15026506781578064,0.1972353756427765,0.2459309846162796,0.2884598970413208
beat,0.19657617807388306,0.36597588658332825,0.2586536407470703,0.2160097360610962,0.28198039531707764,0.19461682438850403
the,0.3733934462070465,0.29432493448257446,0.21959073841571808,0.21576224267482758,0.28379157185554504,0.22068053483963013
defending,0.29095518589019775,0.38083985447883606,0.19473855197429657,0.15102194249629974,0.24913224577903748,0.19775530695915222
super,0.1819351613521576,0.23658764362335205,1.0000001192092896,0.4848237931728363,0.4939202070236206,0.166326642036438
bowl,0.09189514070749283,0.2380966693162918,0.4848237931728363,1.0,0.5432188510894775,0.21118052303791046
xlix,0.14243003726005554,0.3411175608634949,0.4939202070236206,0.5432188510894775,1.0,0.2639070451259613
champion,0.17719091475009918,0.4828086793422699,0.3463263213634491,0.34389644861221313,0.4304335415363312,0.14080514013767242
new,0.2378052920103073,0.2143559455871582,0.2769954204559326,0.1471257209777832,0.2890762388706207,0.14782847464084625
england,0.23733465373516083,0.11945749819278717,0.1663348525762558,0.2602803111076355,0.16453850269317627,0.13436897099018097
patriots,0.19197839498519897,0.23854458332061768,0.3206230401992798,0.37643110752105713,0.3615799844264984,0.11474817991256714
in,0.2792111933231354,0.3280489146709442,0.18576006591320038,0.17236235737800598,0.264173686504364,0.20430970191955566
the,0.3733934462070465,0.29432493448257446,0.21959073841571808,0.21576224267482758,0.28379157185554504,0.22068053483963013
afc,0.13655321300029755,0.34282955527305603,0.37206512689590454,0.41199249029159546,0.40457528829574585,0.2026895433664322
championship,0.15638136863708496,0.48160451650619507,0.28836938738822937,0.3428266644477844,0.39353930950164795,0.1390383541584015
game,0.2523840069770813,0.23046883940696716,0.3480181396007538,0.2413962334394455,0.3429282605648041,0.1829071193933487
",",0.3365725874900818,0.35968565940856934,0.22322475910186768,0.1810409277677536,0.2762286961078644,0.31091248989105225
20–18,0.20716576278209686,0.09409765154123306,-0.0583694688975811,-0.01371762901544571,-0.028051011264324188,0.10603919625282288
",",0.3365725874900818,0.35968565940856934,0.22322475910186768,0.1810409277677536,0.2762286961078644,0.31091248989105225
by,0.39727845788002014,0.17499594390392303,0.15233319997787476,0.12992306053638458,0.14664842188358307,0.17966607213020325
intercepting,0.18401621282100677,0.25565555691719055,0.30088138580322266,0.3089389204978943,0.3342907726764679,0.1177937239408493
a,0.36608949303627014,0.22534137964248657,0.26005712151527405,0.19533146917819977,0.25951075553894043,0.23916715383529663
pass,0.12504667043685913,0.1689484566450119,0.10270404815673828,0.2014455646276474,0.08079857379198074,0.09478675574064255
on,0.2340552806854248,0.21146643161773682,0.1569211632013321,0.1334993690252304,0.176897794008255,0.2714994251728058
new,0.2378052920103073,0.2143559455871582,0.2769954204559326,0.1471257209777832,0.2890762388706207,0.14782847464084625
england,0.23733465373516083,0.11945749819278717,0.1663348525762558,0.2602803111076355,0.16453850269317627,0.13436897099018097
's,0.05599616840481758,-0.07419146597385406,0.09726737439632416,-0.02838491089642048,0.021222256124019623,-0.023395681753754616
2-point,0.19019058346748352,0.15454918146133423,0.06427264213562012,0.14744777977466583,0.17666229605674744,0.3058913052082062
conversion,0.1042092815041542,0.0793062075972557,0.0899902731180191,0.07691552489995956,0.20455224812030792,0.1924358606338501
attempt,0.2894035577774048,0.15834926068782806,0.13196690380573273,0.11948186159133911,0.15530577301979065,0.16559520363807678
with,0.3282766342163086,0.24544957280158997,0.1518537551164627,0.18353787064552307,0.20396924018859863,0.2433311939239502
17,0.05025482177734375,0.136976957321167,0.026044173166155815,0.12011152505874634,0.21563024818897247,0.17603135108947754
seconds,0.16846957802772522,0.27567848563194275,0.17694975435733795,0.20954594016075134,0.24721823632717133,0.20335537195205688
left,0.24052289128303528,0.18589317798614502,0.0854698047041893,0.16880634427070618,0.10951043665409088,0.13251960277557373
on,0.2340552806854248,0.21146643161773682,0.1569211632013321,0.1334993690252304,0.176897794008255,0.2714994251728058
the,0.3733934462070465,0.29432493448257446,0.21959073841571808,0.21576224267482758,0.28379157185554504,0.22068053483963013
clock,0.18138906359672546,0.09473234415054321,0.16957439482212067,0.17324230074882507,0.232879638671875,0.15814508497714996
.,0.3541337847709656,0.3011801838874817,0.2757420241832733,0.21516893804073334,0.289350688457489,0.4130953550338745
